t,N_US,N_W,φ_US,φ_W,ω,ω_star,θ,θ_US_star,R_f,R_f_W,Y_US,Y_W,e_US,e_W,q_US,q_W,d_US,d_W,Q_US,Q_W,I_US,I_W,A,A_star,S,S_star,R_US_u,R_W_u,R_p_u,R_A_u,R_p_star_u,R_A_star_u,R_US_b,R_W_b,R_p_b,R_A_b,R_p_star_b,R_A_star_b,Psi,residual_norm
21,4.258207456878421,4.32699934489856,0.5547409094639041,0.4821579121178299,0.7004228335759607,0.19236301982330686,-0.10365613817100795,0.4769331075796585,0.9506467899239152,0.9708003170635018,16.16211418594074,3.4456558950779703,16.033986101400725,3.4675580817379625,1.3741859937340293,0.7092428739113172,0.15246343758731482,0.068393412653906,6.372661907951731,3.386733889197062,0.5210928622956035,0.31784043840882026,8.016993050700362,1.742404807241464,8.84800359007977,0.9113942678620566,1.1553389457377639,1.0889487756110003,1.1354499666927782,1.1546059503183725,1.1017197892231676,1.0296680741959956,0.2872755658510309,0.5424355451695344,0.3637156694400847,0.30287665611834824,0.49335220100977456,0.711451130379958,0.9962576631168449,1.7669730359581745e-7
22,4.637408572791163,4.775139819903971,0.5445182386109602,0.4692681266791491,0.7070658634288883,0.19690258417440235,-0.08990629884136407,0.4488920185244059,0.9411983497551604,0.9624261082712682,18.403525395061965,3.602692794696858,18.28529355632476,3.644138385953326,1.431729979885521,0.7060626223361824,0.15592061736275387,0.06626653682037358,7.2443526515389545,3.7294253132178903,0.6048357688957214,0.3578775699545662,9.14264677816238,1.8311342138372435,9.964628311600881,1.0091526803987423,1.1555248693966926,1.085849752908514,1.1351146493077364,1.1525489460855218,1.0995689633976888,1.0284776589647455,0.26190192927534567,0.5181745032790731,0.3369729144679839,0.2826492419155017,0.4677137712047134,0.6802572194104012,0.9964925539028597,2.2637851391538578e-7
23,5.059859577794272,5.282003600301296,0.5339002397371477,0.4564807712276994,0.7137685207266414,0.2020960270156509,-0.07778895146230144,0.4220473080274291,0.9317404800808876,0.9541236796070485,21.013691549348916,3.770523639415152,20.91113100443847,3.8351203209671283,1.4947862505171647,0.7025388305631103,0.1596133475013813,0.06413909343857092,8.268469106622687,4.11419223640038,0.7050605801882233,0.40337960401456924,10.455565502219235,1.9271002607844776,11.26889297958228,1.1137727834214322,1.15563951682155,1.0827801326254367,1.1347848675041505,1.1505794775021114,1.0975047247022782,1.02754437149262,0.23798721599195571,0.4946850832515131,0.3114622262639751,0.26321143128469016,0.4428074641349657,0.6491603273206741,0.9967423210574214,2.8793952458568706e-7
24,5.531539445028994,5.856177704942951,0.522917711269838,0.4438039666815225,0.7205734483082915,0.20793917450398286,-0.06714334851809833,0.39644272203164294,0.922271905580887,0.9458952410488486,24.0629473492351,3.949898425260734,23.983646076245538,4.041870935101233,1.5638781443133059,0.6986797217418488,0.16355591598584704,0.06201536638979497,9.476068370241794,4.546738125216646,0.825414727753998,0.4551455158562861,11.991823038122769,2.030989872861814,12.796994191738808,1.2258187192457761,1.1556777651485062,1.0797398276064532,1.13445868911855,1.1487056202765535,1.0955302996524825,1.0268432702919084,0.21553693509893002,0.47196538021045964,0.2871898512721113,0.2445483155620673,0.41864386101462825,0.6183035338939495,0.9970087157815998,3.6350772044627497e-7
25,6.059339344756114,6.507614266922427,0.5116045380562138,0.4312459785960623,0.727520092527014,0.2144250840765885,-0.057818382138071896,0.3720971739899546,0.9127904985416206,0.9377425275540185,27.63650411972595,4.141620481308506,27.5903888506622,4.265913773326773,1.6395762670429104,0.694492870769106,0.1677629317416839,0.059899451536562356,10.905166247451735,5.033587531511375,0.9704172638302732,0.5140958174184279,13.7951944253311,2.143568612467682,14.592810248283895,1.3459527895148895,1.155634580194113,1.0767278604935506,1.134134084511107,1.146931812548502,1.0936474404995515,1.0263510835005403,0.19454824824547676,0.4500125677793202,0.2641571423947078,0.22665421114150547,0.39523460958470735,0.5878156932474335,0.997292331930357,4.5538150828018946e-7
26,6.6512101124273775,7.24786062373398,0.49999737432962776,0.4188153872472554,0.7346427155330256,0.22154351690394225,-0.049673426714422625,0.34900946657391035,0.9032933685237445,0.9296669313180836,31.837837040347353,4.346550136230459,31.83784907297664,4.508948982504244,1.7225017596406655,0.6899845902031309,0.17224927141969928,0.05779523266811262,12.602399250950185,5.5822027796850415,1.1456781285542375,0.5812906373685426,15.91892453648832,2.2656907822533765,16.709672067823995,1.4749432509177,1.1555051959004945,1.0737425883572602,1.133808892391883,1.1452593883732836,1.091856563983625,1.0260462237207002,0.17500940932987624,0.4288232011329092,0.24236074788299508,0.20952995978842553,0.3725924010581403,0.557812062623569,0.9975926435533654,5.659914789729726e-7
27,7.3163346164471825,8.09032963771212,0.48813523548765464,0.4065211858867546,0.7419688452506285,0.22928027587922092,-0.04257873032895575,0.3271626342279751,0.8937769475768176,0.9216696250329954,36.79288810372658,4.565608552325152,36.855851689192725,4.772875985217029,1.8133297083701307,0.6851594716259487,0.17703002484240282,0.055706368185384575,14.625101400751578,6.201116294285987,1.3581744843711163,0.6579503144313976,18.427925844596363,2.398310818442388,19.212563529655426,1.6136731333833254,1.1552852976682348,1.0707819434917059,1.13348079960987,1.1436870852843972,1.0901568958500198,1.0259087146634056,0.15689950403013325,0.40839335630407586,0.22179275314474653,0.19318051934470282,0.3507307764727783,0.5283951923185914,0.997908074152577,6.978499700876052e-7
28,8.065329395555434,9.050617485547047,0.47605901039060805,0.39437280620437004,0.7495181562223779,0.23761655588492225,-0.036415452219432334,0.30652782522273203,0.8842370650402536,0.9137516651701441,42.655290169922125,4.799781725578793,42.80302813292173,5.059819054003047,1.9127927108984986,0.6800201033432138,0.1821204410065415,0.053636287286169794,17.043902588195014,6.900080685837889,1.6165993093811868,0.745478847996287,21.401514066460866,2.5424961415637206,22.18085987937158,1.763150328653006,1.1549712085368056,1.0678436694742948,1.133147341908621,1.142211522202847,1.0885466152290575,1.0259200531374488,0.14018846292836454,0.38871863846793453,0.2024407595318921,0.1776128387452669,0.32966375412274673,0.4996559050448601,0.9982360977771397,8.534906443300048e-7
29,8.91048072856204,10.146877499524951,0.4638109086784327,0.3823800766095079,0.7573017657846621,0.24652838409183345,-0.03107543641637678,0.28706770854895025,0.8746690312884453,0.9059140864942177,49.61287106685935,5.050124653205617,49.87363781713612,5.372156165992673,2.0216846317629886,0.6745669686408781,0.18753587722384288,0.051588193829428496,19.94598352074796,7.690238992020896,1.931801570193802,0.8454905959960158,24.93681890856806,2.6994416555485574,25.711741438987968,1.9245191251286484,1.1545600612858873,1.0649255646682443,1.1328059272320048,1.1408276439286198,1.087023012278277,1.0260630415542786,0.12483739670489266,0.3697940771471501,0.18428795050747934,0.16283405712860094,0.30940530254522075,0.4716742658813736,0.9985733708082054,1.0354006973865866e-6
30,9.866021241579244,11.400260240306814,0.4514338632749046,0.3705531171248158,0.7653219171837399,0.255986233409883,-0.026460788356461717,0.26873932785846266,0.8650677219344493,0.8981579782876883,57.89576471369355,5.317765652419106,58.30608670372974,5.712551582122285,2.1408645788346656,0.6687985337076572,0.19329175351434694,0.04956507627877572,23.439157946158247,8.58431803071478,2.317342536030836,0.9598406981118791,29.15304335186487,2.870486118379855,29.924455861945322,2.0990736082994053,1.154049953345842,1.0620257144383471,1.1324538813864056,1.139529129961111,1.085582652738688,1.0263216184516015,0.11079919663623881,0.3516139443695018,0.1673131399481623,0.14885000362947176,0.2899686841477126,0.4445204130145688,0.9989158909401352,1.2459491687621876e-6
31,10.948454273047414,12.835431894752219,0.43897090946460077,0.35890218006735053,0.7735720163803171,0.26595483402419995,-0.022483320278363795,0.2514964166818961,0.855427672565519,0.8904845485882924,67.78654262097602,5.603910808894054,68.39358186882676,6.083992673904836,2.2712611525689494,0.662711518805207,0.19940351475496182,0.047569721770986756,27.65699838208049,9.596848354546635,2.7901995110303868,1.0906597890545955,34.19679093441338,3.05713064708651,34.96564833748405,2.288273244015847,1.1534400721170381,1.0591427166844267,1.1320885120657633,1.1383087663287283,1.0842215541974278,1.026680712808261,0.09801939335456164,0.3341715195666931,0.15149084312027544,0.13566400592812208,0.27136572003548376,0.41825520821701934,0.9992591782302152,1.4873153579228852e-6
32,12.176934541762652,14.48118537587615,0.4264645640938016,0.34743744511199764,0.7820369816457611,0.2763932172572838,-0.019063914954054084,0.23529116774767994,0.8457431719851308,0.8828951670749898,79.63288899705839,5.909848509035377,80.49747813515134,6.4898316267794725,2.4138770249697985,0.6563013458409036,0.20588660264595754,0.045604732564505826,32.76527934646069,10.744415155587088,3.3716568215386786,1.2403937040279611,40.24873906757567,3.2610596731578445,41.01603760616785,2.493761134565668,1.152730789103658,1.0562758817322149,1.1317071863578998,1.1371587800078222,1.0829353639008612,1.0271261360843773,0.08643719806661619,0.3174588359920966,0.13679137157399401,0.12327597474443258,0.25360602222982576,0.3929306636625344,0.9995984710469181,1.7614215621529899e-6
33,13.573715233844869,16.37116124121385,0.4139562270367693,0.33616878170371783,0.790693865044478,0.2872549637156848,-0.016131853614740645,0.22007554278369174,0.8360083672398864,0.8753913965481127,93.86348253896526,6.236953995597113,95.06402208227745,6.933832779752191,2.5697939280491786,0.6495627397853835,0.2127564397434474,0.04367254297475629,38.97008585955958,12.045945376319803,4.088434870556406,1.4118490270086534,47.53201104113872,3.4841647301242356,48.298790485268604,2.7173852859943493,1.1519237125038955,1.0534254160031284,1.1313074147636168,1.136071135770842,1.0817195405905131,1.0276445207473561,0.07598670870637456,0.301466425996495,0.12318099684323344,0.11168177005141411,0.23669625798769856,0.36859019572821294,0.9999289286609218,2.0698740687525183e-6
34,15.164673491599054,18.544698823549826,0.40148562653226105,0.3251054892882026,0.7995126988080242,0.2984886549113667,-0.013624136644428238,0.205802162382692,0.8262173676016439,0.8679750042850451,111.00792625550504,6.5866938435402975,112.64538908995306,7.420226541051102,2.7401781349076946,0.6424904640433837,0.22002842706068368,0.04177543533516572,46.528028814387476,13.523037716711455,4.974122089693425,1.6082455640241347,56.32269454497653,3.7285715455032906,57.09004263163968,2.9612234588401374,1.1510217005978198,1.0505925715298028,1.1308869355499125,1.1350377953750388,1.0805695271792353,1.0282233027314593,0.0665981941709535,0.2861830927996552,0.11062217787953549,0.10087281123266593,0.2206394917691252,0.34526872810657494,1.0002458310376305,2.4139157189121566e-6
35,16.979928502332502,21.047841911313288,0.3890903259864722,0.31425602896685423,0.8084575213690092,0.3100384962741711,-0.01148481988627462,0.19242486135454664,0.8163643479954044,0.8606479546995275,131.72179405424555,6.9606302220430925,133.92615205075427,7.953771042688864,2.9262865400248015,0.6350801552686396,0.2277179567576152,0.03991555353407518,55.75912884790935,15.20034379034017,6.070992620950268,1.833277081233548,66.96307602537713,3.9966710214506236,67.73213489255951,3.227612154268253,1.1500288336497893,1.0477797578610342,1.130443792235483,1.1340509380825616,1.0794809075640035,1.0288507400689306,0.0581994068284221,0.27159572568928386,0.09907386667376081,0.09083591468964251,0.20543465187921872,0.32299271395175105,1.0005447664553633,2.7943923337497973e-6
36,19.054569019559093,23.934528050101658,0.37680530638390414,0.3036277595964039,0.8174875360609849,0.3218450871097902,-0.00966438074568977,0.17989899779853535,0.8064436570947715,0.8534123879190619,156.81815324378033,7.360424759181583,159.75663091917033,8.539822985267332,3.1294734556913824,0.6273292182937446,0.23584044085841732,0.038094913015978615,67.06308358967951,17.106010762132847,7.432315633329954,2.0911819902328723,79.87831545958517,4.291154833393038,80.65028991351092,3.5191803794672896,1.1489503531618082,1.044990619317329,1.129976405987408,1.1331031496564061,1.078449548912416,1.0295159615791247,0.050716873094359044,0.25768917074716685,0.08849189710609223,0.08155333794052355,0.1910761535797855,0.30178015073991815,1.0008217980464231,3.212265365161369e-6
37,21.42951027998527,27.26799623435206,0.3646626327716271,0.29322668920825,0.8265583596601245,0.33384622791359153,-0.008119118266580126,0.168181532294756,0.7964499087776883,0.8462705787840685,187.30729331538527,7.787841757520346,191.19496950972555,9.184419500450074,3.3511982749504825,0.6192377417702211,0.24441135717663565,0.036315406570415036,80.93982976882245,19.27219852329983,9.12529188550219,2.386826112540771,95.59748475486278,4.615056564902774,96.37365203957509,3.838889280190453,1.147792551536205,1.042230057737877,1.129483619453455,1.1321875595371895,1.0774716981016006,1.030209022964891,0.04407709502555937,0.2444461711308664,0.07882943625864917,0.07300299077174797,0.1775537108825783,0.28164062177597643,1.0010736016534862,3.6666694506378136e-6
