T_report,n_buffer,terminal_rule,elapsed_sec,status,T_extended,branch_iters,warm_start_T,branch_converged,max_u_residual,max_u_residual_t,terminal_u_residual,max_bgp_residual,residual_safe,hard_valid,model_residuals,psi_interior,equity_interior,theta_interior,positive_foreign_claims,positive_returns,accounting_exact,positive_output,finite_accounting,exact_common,extended_bgp_valid,exponent_ordering,robust_ordering_002,accounting_residual_max,accounting_scale,nfa_identity_error,psi_ok,psi_min,equity_weights_ok,equity_weight_min,nu_b_reference,nu_b_eff_min,nu_b_eff_max,nu_b_ordering_ok,max_common_growth_log_gap,max_common_growth_level_gap,all_extended_bgp_converged,max_extended_bgp_residual,terminal_successor_scope,terminal_successor_N_US,terminal_successor_phi_US,terminal_successor_phi_W,hkt_scalar_root_residual,phi_US_report_end,q_US_report_end,q_growth,nfa_final,nfa_min,rebased_nfa_t15,nfa_savings_identity_error,nfa_portfolio_identity_error,cond_1b_final,error,search_stage,selected_for_downstream,search_right_censored,search_outcome
137,0,local_loglinear,0.05954599380493164,ok,137,500,136,true,1.6331730215479142e-6,137,1.6331730215479142e-6,9.412400289866509e-10,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,6.402842700481415e-10,5.190840556421972e6,0.066229029558599,true,0.9146927116170667,true,0.18718288659865714,1.0,1.0,1.0,true,0.0604825819665275,0.06416970632973262,true,9.412400289866509e-10,T_report_plus_1_only,10362.986828050973,0.13800982427772793,0.00971653007348138,,0.1449166329044599,580.3046261251104,547.5079779209224,5.190840490192942e6,-0.007369053462887409,-0.043894781116962225,0.0,0.066229029558599,0.011815594788574364,,exhaustive_upper_frontier,true,false,cap_residual_unsafe_within_iteration_budget
