selected_label,classification,evidence_window_end,reference_kind,reference_T_report,reference_n_buffer,reference_branch_iters,match_tolerance,selected_T_report,fixed_nu_b,source_common_growth_nu_b_reference,current_fixed_nu_b,tracked_t15_rebased_nfa,current_t15_rebased_nfa,t15_error,reference_max_first_window_path_error,selected_max_first_window_path_error,matches_source_within_tolerance,reference_hard_valid,selected_hard_valid,reference_nfa_savings_identity_error,reference_nfa_portfolio_identity_error,selected_nfa_savings_identity_error,selected_nfa_portfolio_identity_error
pathwise_hi_exp_pi075,first_window_common_growth_strong_partial_match,15,cold_no_buffer_grid_anchor,30,0,500,1.0e-5,137,1.0,1.6606529874949896,1.0,-0.03793685412852868,-0.043894781116962225,-0.005957926988433546,0.005957937016165871,0.005957926988433546,false,true,true,0.0,2.6398049080000874e-8,0.0,0.066229029558599
