t,q_W,q_US,n_W,n_US_star,bond,NFA,CA,VA,RES,cum_CA,cum_VA,cum_RES,accounting_line,Y_US,e_US
51.0,0.04441397092968049,0.10964409478378888,22.938359992217368,0.47712001328601505,-0.8841209732586843,0.08234928865022936,0.05340112910729609,-0.05533728393459634,0.0,2.400732879320094,-2.398780379018815,0.0,0.08234928865022884,3.149437193463902,3.259193761826688
52.0,0.041834987341203535,0.10170925874493356,24.41565063787531,0.5259292561017108,-0.8877136425176304,0.08022291805475187,0.0532454142947464,-0.05537178489022396,6.938893903907228e-17,2.4539782936148407,-2.454152163909039,6.938893903907228e-17,0.08022291805475142,3.21572084463303,3.332226568092362
53.0,0.03940584980572662,0.09419240112611818,25.972698202370136,0.5819346170804464,-0.8907625417986861,0.07789988373216183,0.0530326037592778,-0.05535563808186781,-2.7755575615628914e-17,2.5070108973741183,-2.5095078019909067,4.163336342344337e-17,0.07789988373216121,3.284797882846792,3.4083548120308413
54.0,0.037118045650728224,0.08708672386458907,27.612002538193185,0.6463925597843216,-0.8932373586476362,0.07537400171097985,0.05275952526643461,-0.05528540728761652,-6.938893903907228e-17,2.559770422640553,-2.5647932092785233,-2.7755575615628914e-17,0.07537400171097938,3.356777737802799,3.487699502195663
55.0,0.03496353606736457,0.08038408625106479,29.336008397171618,0.7207970807919644,-0.8951106294678258,0.07263934348729689,0.05242313077640315,-0.05515778900008614,2.7755575615628914e-17,2.6121935534169562,-2.6199509982786093,0.0,0.0726393434872965,3.4317735758300745,3.570385669518063
56.0,0.03293472846297394,0.07407511820474401,31.147101778609628,0.8069271055683679,-0.8963579001013736,0.06969021865815832,0.052020506338912725,-0.054969631168051314,1.3877787807814457e-17,2.664214059755869,-2.6749206294466608,1.3877787807814457e-17,0.06969021865815785,3.5099024217194756,3.6565424976869885
57.0,0.031024450671271946,0.06814934010891274,33.04760736877568,0.9069037425262275,-0.8969578236580256,0.06652114936265313,0.05154887654094484,-0.05471794583645009,6.245004513516506e-17,2.7157629362968136,-2.729638575283111,7.632783294297951e-17,0.06652114936265238,3.5912852880672363,3.7463034631934287
58.0,0.029225926915402052,0.0625952874700356,35.039787335878245,1.0232594205293295,-0.8968922086214256,0.06312683760372695,0.05100560404409254,-0.05439991580301867,-4.85722573273506e-17,2.766768540340906,-2.7840384910861298,2.7755575615628914e-17,0.06312683760372598,3.6760473125765136,3.8398064854803087
59.0,0.02753275541702388,0.057400638666925526,37.125841899290656,1.159021305883199,-0.8961460345533504,0.05950212692464693,0.0503881852231376,-0.05401289590221769,6.938893903907228e-17,2.8171567255640437,-2.8380513869883472,9.71445146547012e-17,0.05950212692464617,3.7643179037019916,3.937194087500339
60.0,0.025938887542958384,0.052552344088227454,39.30791226385631,1.3178118167760953,-0.894707455441167,0.055641960280727015,0.04969424334308516,-0.05355440998700503,-4.163336342344337e-17,2.866850968907129,-2.891605796975352,5.551115123125783e-17,0.0556419602807266,3.8562308949575663,4.038613566839583
61.0,0.024438608379925043,0.04803675501434323,41.588086678961254,1.5039695281994303,-0.892567811579928,0.0515413362624301,0.04892152105223983,-0.05302214507053667,-7.632783294297951e-17,2.915772489959369,-2.944627942045889,-2.0816681711721685e-17,0.05154133626242972,3.9519247081398294,4.144217177420627
62.0,0.023026518627888574,0.043839750682284025,43.96841052038506,1.722694289176192,-0.8897216696718212,0.04719526607519864,0.04806787419379607,-0.052413944381027554,2.0816681711721685e-17,2.963840364153165,-2.9970418864269166,0.0,0.047195266075198194,4.051542525653744,4.254162321662969
63.0,0.021697517703655588,0.03994686207683041,46.45090201710723,1.9802208008285616,-0.8861669278041162,0.04259873385046985,0.04713126902490424,-0.05172780124963306,2.7755575615628914e-17,3.0109716331780696,-3.0487696876765495,2.7755575615628914e-17,0.04259873385046967,4.155232472064532,4.368611752856371
64.0,0.02044678780748043,0.0363433912854359,49.03757045494387,2.284026590537917,-0.881904872709943,0.03774665289040627,0.04610978308073783,-0.05096186404080137,-3.469446951953614e-17,3.0570814162588076,-3.0997315517173507,-6.938893903907228e-18,0.037746652890406455,4.263147804545029,4.48773378844515
65.0,0.01926977949078391,0.03301452448622356,51.7304481966023,2.6430779172095287,-0.8769405057152804,0.03263386337595549,0.045001618455849865,-0.050114407970300645,0.0,3.1020830347146573,-3.149845959687651,-6.938893903907228e-18,0.032633863375955745,4.375447114017004,4.611702529819476
66.0,0.018162197444134918,0.02994543875608795,54.53162270649422,3.068122914847665,-0.8712827122371389,0.027255099464559243,0.043805119056921894,-0.04918388296831818,4.163336342344337e-17,3.1458881537715793,-3.1990298426559693,3.469446951953614e-17,0.02725509946455954,4.492294534051799,4.740698093727503
67.0,0.017119987503184324,0.027121401095145443,57.443279055751646,3.5720371108106233,-0.8649445783409384,0.021604990026420107,0.04251879518280586,-0.048168904620944905,-9.020562075079397e-17,3.188406948954385,-3.247198747276914,-5.551115123125783e-17,0.0216049900264203,4.613859959145573,4.874906852782503
68.0,0.016139324296590856,0.024527858759116908,60.46774805318741,4.170230337188376,-0.8579437015224747,0.015678073088926256,0.04114136382581053,-0.04706828076330439,6.938893903907228e-18,3.2295483127801954,-3.2942670280402186,-4.85722573273506e-17,0.015678073088926277,4.740319273167852,5.014521681996613
69.0,0.015216599524814009,0.022150520938144257,63.60755869055746,4.881124010209021,-0.8503024850071053,0.00946882274839704,0.039671792378942486,-0.045881042719471785,8.326672684688674e-17,3.269220105159138,-3.3401480707596902,3.469446951953614e-17,0.009468822748397478,4.871854586294259,5.159742214462886
70.0,0.01434841081009088,0.019975431181623378,66.8654922193463,5.726709161356078,-0.8420483749617331,0.0029716916705424395,0.038109350713462706,-0.04460648179131729,-1.3877787807814457e-17,3.3073294558726007,-3.3847545525510077,2.0816681711721685e-17,0.0029716916705426963,5.008654481196666,5.310775104547283
71.0,0.013531551051162627,0.017989030456446453,70.24463548141583,6.733196319501488,-0.8332140297532348,-0.003818832326892327,0.03645366662648444,-0.043244190623919154,-5.551115123125783e-17,3.3437831224990853,-3.4279987431749266,-3.469446951953614e-17,-0.003818832326891765,5.150914268350935,5.467834298864909
