t,N_US,N_W,φ_US,φ_W,ω,ω_star,θ,θ_US_star,R_f,R_f_W,Y_US,Y_W,e_US,e_W,q_US,q_W,d_US,d_W,Q_US,Q_W,I_US,I_W,A,A_star,S,S_star,R_US_u,R_W_u,R_p_u,R_A_u,R_p_star_u,R_A_star_u,R_US_b,R_W_b,R_p_b,R_A_b,R_p_star_b,R_A_star_b,Psi,residual_norm
38,4.369036619796329,11.382965750438917,0.6368148036166505,0.6618230561990438,0.5447545864713702,0.16533036405434692,-0.6329253915537008,0.746752401430635,1.05637746888635,1.0705718949258678,2.498316789599981,2.2158651089110593,2.5430520011453916,2.144745769650563,0.250982270279073,0.09652324048727964,0.007991461257951447,0.012776261202705341,1.1762009281959738,1.1730331450166434,0.07965019842708387,0.07431240442856024,1.2715260005726958,1.0777080733069995,2.0763070923558806,0.2729269815238147,0.9768956504632612,1.066938276381445,1.0178871429345886,0.9935256383105404,1.0520514962579823,1.055281926706739,1.2096058732882837,1.095190391362089,1.1575187499047157,1.2215336347955077,1.1141067446424004,1.0709972693387184,0.9855081111802154,2.4618946926316806e-10
39,4.686390504349685,12.152857064213794,0.6259253973831049,0.66207353996232,0.5474274337027173,0.16633179360199235,-0.6282184204976242,0.7485565631531443,1.0572425490898145,1.0714139009250265,2.536729534554487,2.230525452997833,2.5852161274671808,2.1588754542387245,0.237743018512157,0.0909422485502857,0.007440469666864036,0.012042091285964163,1.197512163738191,1.1799039631232544,0.08335553930738684,0.0746958153934283,1.2926080637335904,1.084808064070205,2.104648259854799,0.2727678679489963,0.9748792047500132,1.0669600597811562,1.0165524736183056,0.9909902186756651,1.0516440860074212,1.0558348522913172,1.2190537657272635,1.0977252124092243,1.1641437909869818,1.2313011203208548,1.1179060082977488,1.0724959777640766,0.9857826719022665,9.382810180772641e-10
40,5.037002437474125,12.974211457624529,0.6148893090153295,0.6623511066043787,0.5502740701621621,0.16736251016199089,-0.6231791411154066,0.7502510077161926,1.0581694802349821,1.072320794204827,2.576808027895213,2.245284219622485,2.6292225027655505,2.1730931833551304,0.2248575981639067,0.08568149971896918,0.006913126658092559,0.0113502472308764,1.219844180733892,1.1867193667626557,0.08723591069771677,0.0750694714023529,1.3146112513827752,1.091952296113772,2.133849561920143,0.27271398557640425,0.9728427313164756,1.0669873385032371,1.0151820023227598,0.9883931027587036,1.051231060726246,1.0564366169546329,1.2289035171444793,1.1004397403163528,1.1711300256599697,1.2415246813378413,1.1219397604711978,1.074096043461633,0.9860733994325552,1.4183475443454403e-11
41,5.42496313531155,13.850357085894071,0.6037166916516326,0.6626575045650701,0.5533012053520283,0.1684218537255146,-0.6177927138742938,0.751808851835804,1.0591615489625537,1.0732963877348252,2.6186217707754826,2.26014168513567,2.6751486229267436,2.187398702908096,0.21234137823655158,0.08072276600730997,0.006409701718485943,0.01069830933679882,1.243243396716929,1.1934715564647596,0.09129924768239037,0.07543242230244472,1.3375743114633718,1.0991406417597898,2.163917975350868,0.2727969778722934,0.9707880108110994,1.0670207726392544,1.0137750695253818,0.9857356332206916,1.0508130725030305,1.0570895310046429,1.2391715161818666,1.1033433947407905,1.1784972580548396,1.2522219896370763,1.1262198187419508,1.0758048179330066,0.9863806127310185,1.5700873991564614e-11
42,5.854927603097389,14.784819890298147,0.5924183868870646,0.662994482575329,0.5565153441444209,0.1695095106621791,-0.6120450699479976,0.753201970994266,1.0602220652570702,1.0743445384417805,2.6622428572494687,2.2750980398212324,2.7230748577591375,2.201791670895707,0.20020811574265118,0.07604887168769363,0.005930348448498006,0.010083996467004004,1.2677577845625314,1.2001525733764762,0.09555376133676605,0.07578370261353182,1.3615374288795687,1.1063729291565494,2.194859699774981,0.27305065826113695,0.9687169021965428,1.067061044265938,1.0123310201976008,0.9830195421742951,1.0503907768672631,1.0577957226598789,1.2498744428424056,1.1064456883895801,1.1862659910341,1.2634105544028225,1.1307582263717644,1.0776302507938076,0.9867045558523764,3.2038004125743704e-11
43,6.332199770523366,15.781333065730246,0.5810058890195814,0.6633637820410048,0.5599227054142781,0.17062563193172509,-0.6059232177819608,0.7544012463941778,1.0613543564216628,1.07546913863378,2.707746045756285,2.290153380971208,2.773084522747231,2.2162716534532865,0.1884698801629534,0.07164363050069837,0.005475105513874534,0.009505157937618311,1.2934368707879136,1.2067543307076334,0.10000793886949377,0.07612233573800208,1.3865422613736156,1.1136489402924474,2.2266804099757933,0.27351079169026976,0.9666313307421341,1.0671088662797101,1.0108492127481514,0.9802469735789571,1.049964823283669,1.0585571012788193,1.261029294765687,1.109756194568789,1.1944574380874413,1.2751076856270647,1.135567262884156,1.0795809537503165,0.9870453853010094,5.726588678496013e-11
44,6.8628306532035355,16.84384672124998,0.5694913038468831,0.6637671249891373,0.5635291229523851,0.17177095452078872,-0.5994155893132147,0.7553768880084423,1.0625617397977276,1.076674085072507,2.7552088327032576,2.305307704041835,2.825263951101362,2.2308381202520704,0.17713699223340046,0.06749178738515783,0.00504389883332572,0.008959765934604867,1.3203317220387676,1.2132686619297885,0.1046705419231102,0.07644734027099687,1.412631975550681,1.1209684086838763,2.2593856036580835,0.27421478057647414,0.9645332892811619,1.0671649708240432,1.0093290293370547,0.9774205128255308,1.0495358289213488,1.0593753009426232,1.2726532633992922,1.1132844928045502,1.203093436323805,1.2873303260141697,1.1406594186504138,1.081666237037989,0.9874031561507266,9.073353292822414e-11
45,7.453732308489595,17.976537723115616,0.5578872977782521,0.6642062047603273,0.5673399473997431,0.17294692929377867,-0.5925123827835266,0.7560987880246748,1.0638475044557256,1.077963257192806,2.8047115268757006,2.3205608953110635,2.8797025669962966,2.2454904408120946,0.16621798076567731,0.06357896297561798,0.00463654500657606,0.008445908340126517,1.3484949389209089,1.21968736171106,0.10955060543587791,0.07675773538329242,1.4398512834981483,1.1283310175224954,2.2929809983375553,0.27520130268308857,0.9624248313279667,1.0672301062544562,1.0077698870904461,0.9745432044045216,1.0491043557821296,1.0602516326259033,1.284763665685265,1.1170401237187593,1.2121963891957352,1.3000949403763173,1.1460473952721428,1.0838961574500892,0.9877778091146079,1.336123813374685e-10
46,8.11281025499837,19.183819688578442,0.5462070400568342,0.6646826765555698,0.5713599435105378,0.17415584828354916,-0.5852059025844403,0.7565369113587146,1.0652148905063705,1.0793404928031733,2.856337325921509,2.335912724668246,2.9364929602884997,2.260227881085853,0.15571955620830705,0.05989160142442029,0.004252755893775159,0.007961781987596612,1.3779806485045627,1.2260022290537191,0.11465743599401419,0.07705254646743227,1.4682464801442499,1.135736397958563,2.327472986773493,0.27650989132931986,0.9603080654840359,1.067305031690351,1.006171251122912,0.9716185648456449,1.048670884276924,1.0611870356512487,1.2973778544311907,1.1210325408557111,1.221789189258545,1.313417393081337,1.1517441085322773,1.086281561184673,0.9881691582645539,1.8760302784562984e-10
47,8.849117490812967,20.47035310286138,0.5344641380688135,0.6651981487332628,0.5755931864493772,0.17540096680485173,-0.5774908803850344,0.7566617089947861,1.0666670684848512,1.0808095639546516,2.9101723950765654,2.351362838982522,2.995730963311991,2.275049600509015,0.14564660151340622,0.05641692124270168,0.0038921442670257294,0.0075056863135750905,1.4088444990752802,1.2322051094591133,0.12000061014553064,0.07733081064468889,1.4978654816559955,1.1431841276189578,2.3628691373558697,0.2781804719190835,0.958185149492766,1.0673905109845983,1.0045326489861583,0.9686505883676451,1.0482357849986574,1.0621820314602881,1.3105131207626337,1.125271062983085,1.231895129284855,1.3273128275805612,1.157762699010538,1.088834123535014,0.9885768800352501,2.54731091550726e-10
48,9.673033798496158,21.84105552584574,0.5226725664075395,0.6657541751783828,0.5800429606565153,0.17668661589242027,-0.5693647593612136,0.7564445348979859,1.068207122356315,1.0823741568391991,2.9663059485494485,2.3669107562099327,3.0575157304150946,2.2899546495720893,0.13600218021571797,0.05314286900872224,0.0035542304285184996,0.007076017384702943,1.4411436588241548,1.2382879347855522,0.12558997292834936,0.07759158196330311,1.5287578652075473,1.1506737293869704,2.399178719253005,0.28025287534151266,0.9560582806896076,1.0674873099339666,1.0028536859079873,0.965643742291157,1.0477992918446033,1.063236683704312,1.3241866119760046,1.1297648292685007,1.242537815726279,1.341795569006142,1.164116556110861,1.0915663891020744,0.9890005041125364,3.372989368074506e-10
49,10.596474678114019,23.30111184968795,0.5108465914594245,0.6663522476415282,0.5847116565802783,0.17801829387972706,-0.5608279514056117,0.7558580824150416,1.0698380191048706,1.0840378380271822,3.024830334341732,2.3825558597260175,3.1219498206482124,2.304941967667604,0.12678756092029808,0.05005807599051592,0.00323844966677942,0.006671262289778141,1.474936814988633,1.2442427643695024,0.1314356361968558,0.07783393673431228,1.5609749103241062,1.1582046703205375,2.4364132714767335,0.28276630916791057,0.9539297011211864,1.0675961767903062,1.0011340635041732,0.9626029648311721,1.047361464720368,1.0643505500167354,1.3384151427371775,1.1345227476189903,1.2537410077326663,1.3568789441021627,1.1708193239329812,1.0944917885058367,0.9894394058898109,1.0117751797007565e-9
50,11.633135019576693,24.855984568908294,0.4990006881992084,0.6669937944652917,0.5896006912378311,0.17940274465603204,-0.5518839947321581,0.7548767444199903,1.0715626089088008,1.0858040533044584,3.085841121459606,2.398297395924081,3.1891392857746697,2.3200103825350733,0.11800225965572084,0.047151816715546545,0.002944160438863319,0.006289993829406873,1.5102841994098049,1.250061804850875,0.13754798021965697,0.07805697617325782,1.5945696428873348,1.1657763613733454,2.4745871072826278,0.2857588969780523,0.951801670460022,1.0677178529493245,0.9993735916279811,0.9595336283952535,1.0469221716606942,1.06552266471163,1.3532151974925097,1.139553473039086,1.2655285734678916,1.3725752848308388,1.177884972833971,1.097624692895101,0.989892803214054,1.1337036953116053e-11
51,12.798773547355415,26.511423990132577,0.48714945932105674,0.6676801749941624,0.5947104197959177,0.18084800126702244,-0.5425396818157623,0.7534769873038959,1.0733835990351033,1.0876760996354928,3.149437193463902,2.4141344698792797,3.259193761826688,2.335158608905413,0.10964409478378888,0.04441397092968049,0.002670653074583472,0.005930865576502944,1.5472475922304147,1.2557374453554673,0.14393765228792796,0.07825983095328487,1.629596880913344,1.1733881567136655,2.5137178541720284,0.28926718345498115,0.9496764770140856,1.0678530550248129,0.9975722127060083,0.956441527289009,1.0464810570949965,1.0667515033468449,1.368602755139444,1.1448653616943079,1.2779243208741091,1.3888957790190095,1.1853278221075543,1.1009804261608487,0.9903597542401946,1.3195041568762624e-11
52,14.11154513411313,28.273478346343865,0.47530754713202744,0.6684126800644214,0.6000400713383113,0.18236340263926265,-0.5328050925575748,0.7516376483680322,1.0753035451146054,1.089657116068555,3.21572084463303,2.4300660441437167,3.332226568092362,2.350385248644331,0.10170925874493356,0.041834987341203535,0.0024171589147335536,0.005592607201839001,1.585890365917239,1.2612622718325037,0.1506155705809183,0.07844166312141586,1.666113284046181,1.1810393537964052,2.553826926563811,0.2933257112787749,0.947556417056593,1.0680024720805998,0.9957300126315766,0.9533328292918232,1.046037519651946,1.0680349662077782,1.3845931921631964,1.1504664495523422,1.2909518768907657,1.4058504062626493,1.1931625989837045,1.1045752968946536,0.9908391595240708,2.7536927120142135e-11
53,15.592389380148116,30.148503728368024,0.4634895481197671,0.6691925336137426,0.6055876956712596,0.1839595758618926,-0.5226935521234259,0.7493401748820596,1.0773248419824997,1.0917500750691338,3.284797882846792,2.446090938153934,3.4083548120308413,2.3656887911681292,0.09419240112611818,0.03940584980572662,0.0021828596717130178,0.00527402009413936,1.6262775221571575,1.2666290772733027,0.15759292714762066,0.07860166748584346,1.7041774060154207,1.1887291935720452,2.594939947814107,0.2979666517733591,0.9454437904080799,1.0681667596378182,0.993847239496046,0.9502140349296542,1.0455906942698034,1.0693703660665683,1.4012011898902959,1.1563644345326514,1.3046345610253152,1.4234478855039823,1.2014045002036455,1.108426627412906,0.9913297670045056,4.746094053290283e-11
54,17.26548535459528,32.14317375511163,0.4517099269424157,0.6700208968210779,0.6113501268376371,0.18564838320782048,-0.5122215133989056,0.7465687964112205,1.0794497181079223,1.0939577784300751,3.356777737802799,2.462207828897934,3.487699502195663,2.381067614393158,0.08708672386458907,0.037118045650728224,0.001966896883726393,0.004973973247029327,1.6684757491965867,1.2718308626292871,0.1648811937328407,0.07873907182776414,1.7438497510978315,1.1964568609637263,2.6370871097454676,0.30321950231609013,0.9433408894752611,1.068346535268036,0.9919243178572023,0.9470919248799334,1.0451394392347577,1.0707544228376296,1.4184406447922127,1.1625666682565545,1.3189952562660798,1.4416956343494065,1.2100692583053552,1.1125527853923707,0.9918301801516797,7.200902921918989e-11
55,19.158784199884423,34.26448888491883,0.4399829327710215,0.6708988745407155,0.6173229631060139,0.1874428334455505,-0.5014083700311566,0.7433106286612011,1.0816802331459923,1.0962828572670347,3.4317735758300745,2.4784152526517618,3.570385669518063,2.3965199860847277,0.08038408625106479,0.03496353606736457,0.0017683813008431116,0.00469139939951172,1.7125534910029996,1.2768608289699224,0.1724921294139531,0.07885313601225015,1.7851928347590316,1.2042214855450624,2.6803034642268573,0.30911085607723654,0.9412499885828198,1.0685423752917222,0.989961861947746,0.9439735029433207,1.0446823296509589,1.0721832645569986,1.4363245928828823,1.1690801572692657,1.3340562841358579,1.4605997484975863,1.219173211503239,1.116973219324013,0.9923388689921591,1.0143263998819336e-10
56,21.304633427742854,36.519785255981624,0.42832251902084056,0.671827523949472,0.6235005634126841,0.1893569581973157,-0.49027621074738276,0.7395557133542596,1.0840182784700347,1.0987277758531182,3.5099024217194756,2.4947116076668294,3.6565424976869885,2.4120440655079953,0.07407511820474401,0.03293472846297394,0.0015864020613111237,0.0044252914150455964,1.7585810298215543,1.2817123609456444,0.18043779035276192,0.07894315001377059,1.8282712488434942,1.2120221423696893,2.724629148944868,0.3156642422683157,0.9391733327167441,1.0687548128974562,0.9879606869969326,0.9408659350359801,1.0442176579717308,1.073652434256296,1.454865149192593,1.1759115740250659,1.3498392853080015,1.480165001277574,1.2287333744970552,1.1217084984216619,0.9928541836829882,1.362017077006987e-10
57,23.74050926197414,38.91674292643943,0.416742267659238,0.672807865195819,0.6298760593525121,0.191405655003165,-0.4788495285928811,0.7352970032810529,1.0864655802744336,1.1012948387177284,3.5912852880672363,2.511095157618311,3.7463034631934287,2.427637905254034,0.06814934010891274,0.031024450671271946,0.0014200355268234475,0.004174698885002295,1.8066305817561448,1.2863790021465422,0.18873054170307613,0.07900843093865069,1.8731517315967143,1.2198578528888429,2.77010955525474,0.3229000292308173,0.937113125790797,1.0689843378518884,0.9859218184568086,0.9377764855074838,1.043743442131274,1.0751569022816985,1.4740734640227937,1.1830672774050222,1.3663651074790257,1.5003948641343148,1.23876750716457,1.1267803567283228,0.9933743702157657,1.76862094218013e-10
58,26.50987638132492,41.46339336598488,0.40525531913721735,0.673840893746035,0.6364413811749824,0.19360449935659058,-0.4671549006508,0.7305303056909913,1.0890237046510785,1.1039862001866367,3.6760473125765136,2.5275640355757045,3.8398064854803087,2.443299453096764,0.0625952874700356,0.029225926915402052,0.0012683536600077566,0.003938724942646164,1.8567764045225414,1.2908544233572543,0.19738307163840144,0.07904831917841397,1.9199032427401543,1.2277275858844439,2.81679545136158,0.3308353772630183,0.9350715185865169,1.0692313979170074,0.983846499017641,0.9347124519692238,1.043257441645487,1.076691083749296,1.4939596969244608,1.1905533420921344,1.383653701618887,1.5212915485811291,1.249294177521055,1.1322117399821112,0.9938975877880939,2.2399817945005526e-10
59,29.663197974949497,44.16812603048612,0.39387430882074603,0.6749275940347343,0.643187295780258,0.19596952825818548,-0.45522065442412524,0.7252542000374521,1.0916940638769284,1.1068038753203178,3.7643179037019916,2.5441162482139354,3.937194087500339,2.4590265537231293,0.057400638666925526,0.02753275541702388,0.001130431844040234,0.0037165232741517454,1.9090949160508528,1.295132385102823,0.20640840738529984,0.07906217387716284,1.9685970437501694,1.235630258338488,2.86474307830352,0.3394842237851376,0.9330505965509053,1.0694964020311262,0.9817361933837438,0.9316810996187532,1.0427571818983592,1.0782488610900536,1.5145330084934543,1.1983755956739155,1.4017240270661975,1.5428560698003042,1.260332814719489,1.1380268523818526,0.9944219273763094,2.782112466143135e-10
60,33.259123249980156,47.03969382962756,0.382611310605869,0.6760689539486006,0.6501034544844262,0.19851699783067422,-0.44307653635765915,0.7194699475053365,1.0944779230180333,1.109749751028938,3.8562308949575663,2.560749679949253,4.038613566839583,2.4748169501705193,0.052552344088227454,0.025938887542958384,0.0010053560623503647,0.003507295313551652,1.9636648221755653,1.299206696242726,0.21581993306984248,0.07904936794082323,2.0193067834197915,1.2435647361553357,2.9140142388609585,0.3488572807141686,0.9310523676630752,1.0697797252444639,0.9795925908493068,0.9286895957936885,1.0422399867004242,1.0798236120006415,1.5358015691952962,1.2065396618972402,1.4205939652618373,1.5650883317098905,1.271903747234052,1.1442511987992618,0.994945431077742,3.4011192695607915e-10
61,37.36588455272078,50.08721727526133,0.37147778819745275,0.6772659796061132,0.6571784483736537,0.20126311735383157,-0.4307533960541445,0.7131814095570548,1.0973764058691167,1.112825596019711,3.9519247081398294,2.5774620966606943,4.144217177420627,2.4906682848027932,0.04803675501434323,0.024438608379925043,0.000892229375245556,0.0033102876089280207,2.0205672512640493,1.3030711706844105,0.2256314091107695,0.07900928285408253,2.0721085887103134,1.25152983465215,2.9646764002902417,0.35896202307222197,0.9290787506000057,1.0700817153319846,0.9774176057533377,0.9257449452168856,1.0417030190938943,1.0814082435490624,1.557772583594051,1.2150510080895254,1.4402802413037634,1.587987232937229,1.284028220759983,1.1509116163197324,0.995466111856524,4.103113274049099e-10
62,42.06294223372772,53.32018707557877,0.3604845543247381,0.6785197098452476,0.664399869408307,0.20422376186518965,-0.4182828967955437,0.7063949909008607,1.1003904992192752,1.1160330681793404,4.051542525653744,2.5942511486465727,4.254162321662969,2.50657809965961,0.043839750682284025,0.023026518627888574,0.0007901776493205394,0.003124789347628229,2.0798858933169155,1.3067195845386688,0.2358569928269772,0.07894130360035075,2.1270811608314846,1.2595243187344312,3.0168028305033054,0.36980264906260996,0.9271315634419872,1.0704027009368362,0.9752133758952789,0.9228539261387847,1.0411433302709334,1.082995233641099,1.580452327639243,1.2239149944082077,1.4607983520460937,1.6115507927543573,1.2967283898460324,1.1580362873832502,0.9959819734143555,4.894134333555541e-10
63,47.44292248353075,56.748464918011315,0.3496417379664775,0.6798312297981614,0.6717543736333633,0.20741416021755524,-0.4056972685772341,0.6991196348880677,1.1035210486175147,1.119373711715094,4.155232472064532,2.6111143724676924,4.368611752856371,2.5225438360236123,0.03994686207683041,0.021697517703655588,0.0006983545141425076,0.0029501300288087115,2.141707140843684,1.3101456362131714,0.24651125987232478,0.07884481399934286,2.1843058764281853,1.2675469026785318,3.0704728042323017,0.38137997487441555,0.9252125174217357,1.0707429941420403,0.9729822599082273,0.9200230298854888,1.0405579125270379,1.0845766772420198,1.6038461532807258,1.2331369196987938,1.4821624687037287,1.635776258602911,1.3100272640670838,1.1656547141198645,0.9964910298296951,5.780085861799466e-10
64,53.61390180596679,60.382282162739685,0.33895875865280606,0.6812016856169809,0.6792277643896656,0.21084859086283353,-0.39302904953080725,0.6913667807306095,1.1067687797935397,1.122848980562639,4.263147804545029,2.6280491926781804,4.48773378844515,2.5385628336846295,0.0363433912854359,0.02044678780748043,0.000615945539767228,0.002785677263981681,2.206120239260214,1.313342902287468,0.2576092275870244,0.07871919157451927,2.243866894222575,1.2755962497619284,3.125771766932518,0.3936913770519854,0.9233231940315156,1.0711029248182473,0.9707268286538688,0.9172583899011275,1.039943776823776,1.086144363999295,1.6279587064186882,1.2427220860217785,1.5043854944550017,1.6606604138959586,1.3239486845812274,1.1737977129687835,0.9969913261681568,1.2480702997768905e-9
65,60.702101846623364,64.23223611715594,0.3284443109931861,0.6826322880873386,0.6868050436387191,0.21454001659050037,-0.38031095893325456,0.6831505315730461,1.1101342579846627,1.1264601930500069,4.375447114017004,2.6450529172715407,4.611702529819476,2.554632327003389,0.03301452448622356,0.01926977949078391,0.0005421716373822682,0.002630834732946458,2.2732174015337843,1.3163048336612413,0.2691663737532006,0.07856380748368043,2.305851264909738,1.283670970285285,3.182791770625018,0.4067304645700048,0.9214650504928753,1.0714828194207875,0.9684498590856695,0.9145657294745116,1.0392980047861233,1.0876898288133483,1.6527937449937549,1.2526758005878775,1.5274788228561906,1.6861995345280634,1.3385171110188714,1.1824972435663827,0.9974809563413524,8.34690756683977e-12
66,68.85507021257756,68.30928367866305,0.31810635368398266,0.6841243252395053,0.6944705098708919,0.21849975595669135,-0.3675757008825125,0.6744876937782569,1.1136179000721207,1.1302085416568128,4.492294534051799,2.6621227372270635,4.740698093727503,2.5707494428164104,0.02994543875608795,0.018162197444134918,0.00047629171660830763,0.0024850402142670936,2.343093947361316,1.319024719977905,0.28119865926443893,0.07837802253860372,2.3703490468637516,1.291769620519689,3.2416317591008905,0.42048690828254986,0.919639413123956,1.0718830312626628,0.9661543281492857,0.9119503023451108,1.0386178378533917,1.089204456852528,1.6783543610974758,1.2630034342644587,1.5514524041975317,1.7123897289219767,1.3537575104138586,1.1917862984496506,0.9979580836679189,1.1104918871940202e-11
67,78.24543719149754,72.62473189354381,0.3079521052600757,0.6856791651247746,0.7022078446731166,0.22273713074247703,-0.354855838054524,0.6653979278504633,1.1172199545131465,1.1340950657013016,4.613859959145573,2.679255720388399,4.874906852782503,2.586911195434875,0.027121401095145443,0.017119987503184324,0.0004176046282426481,0.0023477637476260003,2.4158484362825834,1.3214956902067787,0.29372255034696787,0.0781611877671965,2.4374534263912513,1.299890700193644,3.3023980047321895,0.4349461218527055,0.9178474632948784,1.0723039477986813,0.9638433927194792,0.9094168243462659,1.0379007536157343,1.090679585531627,1.704642987780885,1.2737104337863268,1.5763146537263268,1.7392270879620093,1.3696951144066023,1.2016986661797824,0.9984209598551532,2.2944004519789513e-11
68,89.07535520777371,77.19022516581744,0.29798804751306723,0.6872982562864794,0.7100002145534025,0.2272591254371739,-0.34218366413798035,0.6559038887910754,1.1209404820075206,1.138120622586466,4.740319273167852,2.696448803802761,5.014521681996613,2.603114480839009,0.024527858759116908,0.016139324296590856,0.00036545043706527646,0.0022185058893377818,2.491582767775628,1.3237107226439202,0.30675503632118584,0.07791264616592386,2.5072608409983066,1.3080326495758205,3.365204542520781,0.4500889480533458,0.9160902401645278,1.0727460000376403,0.961520376916704,0.9069694212194664,1.0371445490541809,1.0921066273431526,1.7316614617898465,1.284802327970957,1.6020724088575162,1.7667078945208141,1.386355143916251,1.2122686350281462,0.9988679440603428,3.744579540303924e-11
69,101.58174801334897,82.01772876721552,0.28821993316380345,0.6889831247266678,0.7178303892446255,0.23207006746985814,-0.32959107244686997,0.6460313483168231,1.1247793336794187,1.1422858540057412,4.871854586294259,2.7136987840112257,5.159742214462886,2.619356069853005,0.022150520938144257,0.015216599524814009,0.0003192110832167683,0.002096796057664137,2.57040228429,1.325662668764979,0.32031364798702033,0.07763173617944323,2.579871107231443,1.31619384604554,3.4301735922385483,0.46589136103843476,0.9143686384642599,1.0732096711361807,0.9591887508252774,0.9046115730352787,1.0363474219670261,1.0934772091248175,1.7594110724017107,1.2962847211418582,1.6287308901361612,1.7948288240900085,1.4037624847258015,1.223530623497631,0.9992975217232613,5.3802626593231784e-11
70,116.0425206914048,87.11950831085453,0.2786527983613192,0.6907353671361631,0.7256808784083986,0.237171344021789,-0.31710940809402377,0.635809269117918,1.1287361276640657,1.146591148278131,5.008654481196666,2.7310023053304446,5.310775104547283,2.6356326003628836,0.019975431181623378,0.01434841081009088,0.00027831048986166527,0.0019821909617457234,2.6524158603422876,1.3273442918152139,0.3344164741290235,0.07731779699794622,2.6553875522736416,1.3243726001823446,3.4974359272353746,0.4823242252206114,0.9126834095296145,1.07369550278765,0.9568521055177838,0.9023460649941564,1.03550804822588,1.09478332527474,1.7878926092501224,1.3081632730159667,1.6562936791326468,1.8235871420143812,1.4219413244573023,1.2355187425826193,0.9997083228268033,7.19025880065365e-11
71,132.78391020577354,92.50810486146142,0.2692909790865891,0.6925566406596884,0.7335340857007467,0.24256116241562795,-0.3047693050706402,0.625269825112269,1.1328102178475998,1.1510365921987231,5.150914268350935,2.7483558464488502,5.467834298864909,2.65194056877732,0.017989030456446453,0.013531551051162627,0.00024221418122174677,0.0018742731077816526,2.7377359814216,1.3287483191013225,0.3490821766038887,0.07697017552215185,2.7339171494324543,1.332567151475171,3.567131179185689,0.4993531217219363,0.911035169179839,1.0742040893453095,0.9545141246769528,0.9001749482645247,1.0346256463998702,1.0960174962177152,1.8171063477032499,1.3204436626780218,1.6847626712396806,1.85298083689202,1.4409147408862082,1.2482662796495585,1.0000991390125542,9.173801371752006e-11
72,152.18919040967654,98.19630536642411,0.2601381300770846,0.694448653502363,0.7413725024826829,0.24823443766365738,-0.2926004278385998,0.6144481894025899,1.1370007068200096,1.1556219703934087,5.298836250074463,2.7657557076923043,5.631141317039713,2.6682763219208407,0.016178210928325606,0.01276299810465723,0.00021042847694436386,0.0017726493696864848,2.8264788299694104,1.329867492317883,0.36433000651055497,0.07658823304186943,2.8155706585198566,1.3407756642487807,3.6394078378125747,0.5169384849560625,0.9094243865425126,1.0747361122645762,0.952178544476279,0.8980995007004484,1.033700048990751,1.0971729511580355,1.8470523315503535,1.3331315747174437,1.7141382922884525,1.8830089967182555,1.4607044047935422,1.2618052536707824,1.000468939951812,1.1332421943920608e-10
73,174.70898620938812,104.19710803158492,0.2511972488049856,0.6964131404390002,0.7491788738743166,0.25418266778624293,-0.2806313004966519,0.6033824449465159,1.1413063809199153,1.1603466779420497,5.452629995454551,2.78319799096798,5.8009255354192515,2.6846360454012115,0.014530360223236763,0.012039905310293525,0.00018249932561112354,0.001676949653545942,2.9187643159850305,1.3306946729539935,0.38017981212611696,0.0761713586472861,2.9004627677096257,1.3489962218185194,3.714423406254096,0.5350355832740487,0.907851413387023,1.07529229091317,0.9498491228476038,0.8961202235252478,1.0327317219671044,1.0982437651452854,1.8777300780551818,1.346232596125646,1.7444192811046506,1.9136716386298005,1.4813300440041661,1.2761657348327204,1.0008168851705788,1.3667922509737914e-10
74,200.87350011580446,110.52368259211434,0.24247069811918956,0.6984518541231893,0.7569364281938906,0.26039401631671133,-0.26888897693876584,0.5921130970368884,1.1457257360428121,1.1652097334272071,5.6125126223700565,2.8006785887058654,5.977424487351843,2.701015756724924,0.013033397219553582,0.011359591775892268,0.00015801084613449305,0.0015868255875908972,3.014716174592405,1.3312228914057098,0.3966520567010826,0.0757189755910002,2.9887122436759217,1.3572268230309321,3.792344021242304,0.5535950454645501,0.9063164792556656,1.0758734052357142,0.9475295913088404,0.8942368327181152,1.031721796285454,1.0992250221295903,1.9091388629654835,1.3597522091173915,1.7756029805785598,1.944970028458786,1.502809206423695,1.2913754068757903,1.0011423351109663,1.6181286920876876e-10
75,231.30701257762053,117.1893249043402,0.23396023250949877,0.7005665460070384,0.764629083364295,0.26685345948060407,-0.2573987516681881,0.5806825718266584,1.1502569713225372,1.1702097575527974,5.7787090907319705,2.818193167950521,6.160884169592919,2.7174112960423407,0.011675799047768875,0.010719533389692086,0.00013658363299750951,0.001501949296324741,3.1144620281726456,1.3314454333962136,0.4137678309766009,0.07523055216866462,3.0804420847964593,1.3654653776133157,3.8733440320092187,0.5725634304005562,0.9048197045330136,1.076480279835596,0.9452236114921948,0.8924482806215301,1.0306720614596712,1.1001129344704994,1.9412777332029496,1.3736957323619126,1.8076854373990674,1.976906703878298,1.5251569528252666,1.307459067388495,1.00144485679468,1.8872948669047033e-10
