T_report,model_T,terminal_rule,gate_source_terminal_rule,cutoff_t,cutoff_model_t,t,model_t,evaluation_date,bound_status,lower_bound_certified,hkt_gate_passed,prefix_stable,finite_prefix_product,omitted_tail_bound,bubble_share_lower,log_bubble_share_lower,log10_bubble_share_lower,bubble_share_lower_scientific,lower_bound_float64_underflow,bubble_share_upper,relative_interval_width_bound,leakage,dividend_leakage,switch_leakage,dividend_envelope,switch_envelope,Q_US,NFA,B_agg_lower,B_agg_upper,V_agg_lower,V_agg_upper,NFA_bubble_lower,NFA_bubble_upper,NFA_fund_lower,NFA_fund_upper
45,44,local_loglinear,local_loglinear,22,21,22,21,false,diagnostic_only_hkt_gate_failed,false,false,true,1.0,9095.689672794493,0.0,-9095.689672794493,-3950.207833999042,6.19677890e-3951,true,1.0,1.0,0.2994289247396838,0.031103738227106065,0.8049755595377333,0.04847425573554733,40.78123399495164,2.0050067478486318,0.033940268661346806,0.0,2.0050067478486318,0.0,2.0050067478486318,-2.0050067478486318,-0.0,0.033940268661346806,2.0389470165099786
60,59,local_loglinear,local_loglinear,22,21,1,0,true,diagnostic_only_hkt_gate_failed,false,false,true,0.0030194673401212325,9095.689672794493,0.0,-9101.492347635089,-3952.7279036625914,1.87109715e-3953,true,0.0030194673401212325,1.0,0.0,0.0,0.0,0.052131056567304775,41.58402662560187,1.0681534236050094,0.14218193688193836,0.0,0.003225254376814006,1.0649281692281953,1.0681534236050094,-0.003225254376814006,-0.0,0.14218193688193836,0.14540719125875237
60,59,local_loglinear,local_loglinear,22,21,2,1,false,diagnostic_only_hkt_gate_failed,false,false,true,0.004011109857515142,9095.689672794493,0.0,-9101.208360098004,-3952.6045694423065,2.48559609e-3953,true,0.004011109857515142,1.0,0.32841637470869073,0.034768048914073375,0.8809449773838521,0.05211354649355129,41.580282308060404,1.0880550532784021,0.12497592416244663,0.0,0.004364308349724162,1.083690744928678,1.0880550532784021,-0.004364308349724162,-0.0,0.12497592416244663,0.12934023251217078
60,59,local_loglinear,local_loglinear,22,21,3,2,false,diagnostic_only_hkt_gate_failed,false,false,true,0.005328078523550573,9095.689672794493,0.0,-9100.924437402442,-3952.4812633823367,3.30169246e-3953,true,0.005328078523550573,1.0,0.3283302409601129,0.03448801604974626,0.8815266747310999,0.05207478034210855,41.571989357972036,1.1103198549605557,0.10901088926692504,0.0,0.005915871373487124,1.1044039835870687,1.1103198549605557,-0.005915871373487124,-0.0,0.10901088926692504,0.11492676064041216
60,59,local_loglinear,local_loglinear,22,21,4,3,false,diagnostic_only_hkt_gate_failed,false,false,true,0.0070763830901676514,9095.689672794493,0.0,-9100.640665159275,-3952.358022663012,4.38507814e-3953,true,0.0070763830901676514,1.0,0.3281304055278882,0.034218051916325314,0.8817370608346887,0.05201548132586455,41.559295220019834,1.1349030306302932,0.09427326942143299,0.0,0.008031008614932228,1.126872022015361,1.1349030306302932,-0.008031008614932228,-0.0,0.09427326942143299,0.10230427803636521
60,59,local_loglinear,local_loglinear,22,21,5,4,true,diagnostic_only_hkt_gate_failed,false,false,true,0.009395954962459267,9095.689672794493,0.0,-9100.357148799958,-3952.234893072631,5.82246555e-3953,true,0.009395954962459267,1.0,0.3277906018845377,0.03395902344500268,0.8814947353186051,0.05193648836884213,41.54236873674607,1.1617768929211354,0.08074330875104807,0.0,0.01091600336231285,1.1508608895588226,1.1617768929211354,-0.01091600336231285,-0.0,0.08074330875104807,0.09165931211336092
60,59,local_loglinear,local_loglinear,22,21,6,5,false,diagnostic_only_hkt_gate_failed,false,false,true,0.012471211584467935,9095.689672794493,0.0,-9100.074005158562,-3952.111925351587,7.72813408e-3953,true,0.012471211584467935,1.0,0.3272958027465646,0.03371143494370142,0.8807531034085896,0.051838718419750233,41.52139263482657,1.1909289976239965,0.06839980607326979,0.0,0.014852327511447171,1.1760766701125493,1.1909289976239965,-0.014852327511447171,-0.0,0.06839980607326979,0.08325213358471696
60,59,local_loglinear,local_loglinear,22,21,7,6,false,diagnostic_only_hkt_gate_failed,false,false,true,0.01654478737500757,9095.689672794493,0.0,-9099.791356983498,-3951.989172808837,1.02524389e-3952,true,0.01654478737500757,1.0,0.32663833525308844,0.03347550553787406,0.8794884891456433,0.05172313622926398,41.49655761189641,1.2223608253321285,0.057223198722044843,0.0,0.02022369995065883,1.2021371253814697,1.2223608253321285,-0.02022369995065883,-0.0,0.057223198722044843,0.07744689867270367
60,59,local_loglinear,local_loglinear,22,21,8,7,false,diagnostic_only_hkt_gate_failed,false,false,true,0.021935334374063992,9095.689672794493,0.0,-9099.509329295113,-3951.8666897400276,1.35928417e-3952,true,0.021935334374063992,1.0,0.3258154291664901,0.033251231333434855,0.8776925934991658,0.05159073016358252,41.46805768926218,1.256086828825368,0.04719757198108154,0.0,0.027552684593142127,1.2285341442322257,1.256086828825368,-0.027552684593142127,-0.0,0.04719757198108154,0.07475025657422367
60,59,local_loglinear,local_loglinear,22,21,9,8,false,diagnostic_only_hkt_gate_failed,false,false,true,0.02906053691235975,9095.689672794493,0.0,-9099.22804693951,-3951.744530365132,1.80081722e-3952,true,0.02906053691235975,1.0,0.32482762363178275,0.03303843606322753,0.8753675627056655,0.05144249298763884,41.43608658357779,1.2921337236225294,0.03831198840894601,0.0,0.03755009977103737,1.254583623851492,1.2921337236225294,-0.03755009977103737,-0.0,0.03831198840894601,0.07586208817998338
60,59,local_loglinear,local_loglinear,22,21,10,9,true,diagnostic_only_hkt_gate_failed,false,false,true,0.03846678488454253,9095.689672794493,0.0,-9098.94763293482,-3951.622748110247,2.38370161e-3952,true,0.03846678488454253,1.0,0.3236777076951458,0.03283681216872436,0.8725226865792642,0.051279406791511266,41.40083490999718,1.3305399895566343,0.030561350118731845,0.0,0.051181595558556524,1.2793583939980777,1.3305399895566343,-0.051181595558556524,-0.0,0.030561350118731845,0.08174294567728838
