T_report,n_buffer,terminal_rule,elapsed_sec,status,T_extended,branch_iters,warm_start_T,branch_converged,max_u_residual,max_u_residual_t,terminal_u_residual,max_bgp_residual,residual_safe,hard_valid,model_residuals,psi_interior,equity_interior,theta_interior,positive_foreign_claims,positive_returns,accounting_exact,positive_output,finite_accounting,exact_common,extended_bgp_valid,exponent_ordering,robust_ordering_002,accounting_residual_max,accounting_scale,nfa_identity_error,psi_ok,psi_min,equity_weights_ok,equity_weight_min,nu_b_reference,nu_b_eff_min,nu_b_eff_max,nu_b_ordering_ok,max_common_growth_log_gap,max_common_growth_level_gap,all_extended_bgp_converged,max_extended_bgp_residual,terminal_successor_scope,terminal_successor_N_US,terminal_successor_phi_US,terminal_successor_phi_W,hkt_scalar_root_residual,phi_US_report_end,q_US_report_end,q_growth,nfa_final,nfa_min,rebased_nfa_t15,nfa_savings_identity_error,nfa_portfolio_identity_error,cond_1b_final,error,search_stage,selected_for_downstream,search_right_censored,search_outcome
70,0,local_loglinear,1.4623839855194092,ok,70,60,60,true,1.581982999208967e-7,70,1.581982999208967e-7,9.985140561608041e-10,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,2.7200464103316335e-15,15.099623747735619,8.787820782174549e-8,true,0.8842559768844023,true,0.1569053027165532,1.6606529874949896,0.23136214826228144,1.6606529874949896,true,2.929524817174567e-9,3.0187672361847717e-9,true,9.985140561608041e-10,T_report_plus_1_only,7.52456282949958,0.7431049676236515,0.6706402260416126,,0.7473979527028594,3.386902664753283,3.1750653618145694,15.09962365985741,0.008458043212505872,-0.037936853825772394,0.0,8.787820782174549e-8,0.3777313722007138,,coarse_grid,true,true,safe_at_cap_right_censored
