switch_index,G_N_US,G_N_W,nu_b_eff,nu_b_common_growth_implied,bgp_converged,bgp_residual_norm,G_b,G_W,level_gap,log_gap
66,1.0729424150454783,1.0308504273899297,1.0,0.43156320886850796,true,1.1342259396516678e-10,1.0729424150454783,1.0308504273899297,0.04209198765554856,0.04002067572894164
67,1.0732893337943326,1.0308170971344859,1.0,0.4291334835709906,true,1.0590248772244923e-10,1.0732893337943326,1.0308170971344859,0.042472236659846674,0.04037629075296719
68,1.073630553664478,1.0307845137524154,1.0,0.4267685618533159,true,9.877880161963733e-11,1.073630553664478,1.0307845137524154,0.042846039912062484,0.04072576974663478
69,1.0739660666718323,1.0307526669371057,1.0,0.4244669141305593,true,9.203535132012608e-11,1.0739660666718323,1.0307526669371057,0.0432133997347266,0.041069120333068226
70,1.074295866785891,1.0307215464714594,1.0,0.4222270570496215,true,8.565781163251866e-11,1.074295866785891,1.0307215464714594,0.04357432031443165,0.04140635178800628
71,1.0746199514615484,1.0306911420842757,1.0,0.4200475414141878,true,7.963461942815794e-11,1.0746199514615484,1.0306911420842757,0.043928809377272726,0.04173747660163897
72,1.074938323242408,1.0306614433046608,1.0,0.4179269402893173,true,7.39539593020295e-11,1.074938323242408,1.0306614433046608,0.04427687993774709,0.04206251210649951
73,1.075250991469821,1.0306324393111652,1.0,0.415863837025144,true,6.860685531669859e-11,1.075250991469821,1.0306324393111652,0.04461855215865573,0.04238148220648678
74,1.075557974074449,1.0306041187777675,1.0,0.41385681333096996,true,6.358339368723395e-11,1.075557974074449,1.0306041187777675,0.0449538552966815,0.04269441918335852
75,1.0758592993969625,1.030576469721466,1.0,0.4119044377146146,true,5.887601361899511e-11,1.0758592993969625,1.030576469721466,0.04528282967549635,0.043001365526480026
76,1.0761550081185507,1.0305494793438403,1.0,0.41000525372218843,true,5.4475747383113744e-11,1.0761550081185507,1.0305494793438403,0.04560552877471036,0.04330237586833445
77,1.076445155217348,1.0305231338741463,1.0,0.40815776849574614,true,5.037536622815459e-11,1.076445155217348,1.0305231338741463,0.04592202134320167,0.04359751894050246
