sweep_kind,sweep_value,case_id,label,pi,gamma,T_max,t,model_t,rebased_nfa_current_Y,cum_va_current_Y,cum_va_asset_current_Y,cum_va_liability_current_Y,cum_ca_current_Y,cum_ca_asset_current_Y,cum_ca_liability_current_Y,cum_ca_bond_current_Y,q_us_index,q_row_index,row_equity_asset_current_Y,us_equity_liability_current_Y
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2743104914794836,0.16447221351360305
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,2,1,-0.007029550964467731,-0.005263555255110999,-0.0025203731868181684,-0.00274318206829283,-0.0017659957093567387,0.0031388046195151282,-0.004818742502296989,-8.605782657487851e-5,1.016684218257514,0.9908089273481152,0.2748381316002625,0.1719797010557058
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,3,2,-0.013480793479788342,-0.010338783113268475,-0.004716114852529407,-0.005622668260739068,-0.0031420103665198724,0.0068068319237631954,-0.009627923789796029,-0.0003209185004870385,1.0338247855641796,0.9828327586845762,0.27534000104604167,0.1790865224006693
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,4,3,-0.01932577713662702,-0.0152102887561759,-0.006607737584097096,-0.008602551172078804,-0.004115488380451132,0.01097954923483875,-0.014407169397153653,-0.0006878682181362287,1.051358187557406,0.9759232458025683,0.27581061929603123,0.18576011806998918
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,5,4,-0.024546929950008324,-0.019863168295712243,-0.008215556580894378,-0.011647611714817865,-0.004683761654296036,0.015624148048391363,-0.019137128134971714,-0.001170781567715683,1.0692304339435132,0.9699528637450232,0.2762458925259975,0.19197531532371945
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,6,5,-0.029136071969801475,-0.02428381389825679,-0.009559602397933362,-0.014724211500323426,-0.0048522580715446685,0.020701413158605103,-0.023799585605094112,-0.0017540856250556557,1.0873964339094488,0.9648118820757143,0.276642897946362,0.19771403173399207
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,7,6,-0.033093324563943004,-0.028460500387267506,-0.010659521331140311,-0.01780097905612719,-0.004632824176675479,0.02616750019205327,-0.02837754677445834,-0.002422777594270405,1.1058192870073622,0.9604058307122125,0.2769996961061552,0.20296480592813293
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,8,7,-0.03642598704879881,-0.032383778867257386,-0.011534474996654612,-0.02084930387060277,-0.00404220818154138,0.03197557086943615,-0.03285529379941464,-0.003162485251562892,1.1244695631554573,0.9566533072685619,0.2773151721103073,0.2077222135664469
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,9,8,-0.03914740792042763,-0.036046686499748126,-0.012203039649363754,-0.02384364685038437,-0.003100721420679481,0.03807723664676833,-0.037218427719173414,-0.003959530348274396,1.143324552515989,0.9534841067804257,0.2775888941004545,0.21198620868909135
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,10,9,-0.0412759142054277,-0.03944481966644681,-0.012683117352758731,-0.026761702313688084,-0.0018310945389808722,0.04442380706446998,-0.04145389306219518,-0.004801008541255673,1.1623675715113768,0.9508376106947678,0.27782099618274597,0.21576143836973027
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,11,10,-0.04283379479093421,-0.04257628032767438,-0.012991855382358223,-0.02958442494531616,-0.00025751446325981953,0.050967322204969204,-0.04554999030407041,-0.005674846364158608,1.1815872721887206,0.9486614242739515,0.2780120719777854,0.2190565509330487
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,12,11,-0.04384638545484973,-0.045441543728136996,-0.013145583039686265,-0.032295960688450726,0.0015951582732872472,0.057661391104821456,-0.04949637367516794,-0.006569859156366266,1.2009770333691312,0.9469102059119862,0.27816308761575836,0.22188353190353033
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,13,12,-0.044341239032103276,-0.048043256603026704,-0.013159761122140207,-0.0348834954808865,0.003702017570923457,0.06446183681167798,-0.05328403721244757,-0.00747578202830694,1.2205343811871538,0.9455446792267587,0.27827530317948374,0.22425707462902802
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,14,13,-0.04434740001955048,-0.05038599760916687,-0.013048947377983804,-0.03733705023118306,0.006038597589616383,0.07132717363764506,-0.056905288432555004,-0.008383287615473663,1.2402604737510385,0.9445307914262427,0.278350206473528,0.22619400235285253
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,15,14,-0.04389478081606488,-0.05247601804601041,-0.012826777123399972,-0.03964924092261044,0.008581237229945547,0.07821893675048446,-0.060353710332265664,-0.009283989188273244,1.2601596486329858,0.9438389963481676,0.2783894569987581,0.2277127474868385
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,16,15,-0.043013631887451845,-0.054320974956958645,-0.012505956919395874,-0.041815018037562775,0.011307343069506823,0.08510188383688352,-0.06362411321834713,-0.01017042754902958,1.2802390223357265,0.9434436462515242,0.2783948378670262,0.22883288932910809
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,17,16,-0.04173409907832445,-0.05592966720048049,-0.012098269602432422,-0.04383139759804807,0.014195568122156034,0.09194408948702948,-0.0667124778950615,-0.011036043469811936,1.3005081358550585,0.9433224768185478,0.2783682145880214,0.22957475000610822
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,18,17,-0.04008586445104835,-0.057311785693333256,-0.01161458999991576,-0.04569719569341749,0.017225921242284895,0.09871695399620539,-0.06961589136032718,-0.011875141393593308,1.3209786535229424,0.9434561680931283,0.27831150102854363,0.22995904843168483
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,19,18,-0.03809786230024059,-0.05847768385665104,-0.01106490974028262,-0.04741277411636842,0.02037982155641044,0.10539514480273622,-0.0723324764905819,-0.0126828467557439,1.3416641137671412,0.9438279690242827,0.27822663168548334,0.23000660899187866
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,20,19,-0.03579805568868476,-0.05943816687710873,-0.010458367879135344,-0.04897979899797339,0.02364011118842398,0.1119564835513986,-0.07486131806320631,-0.013455054299768301,1.3625797097179435,0.9444233811117199,0.2781155379105326,0.22973811802502161
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,21,20,-0.03321327348628986,-0.06020430828100101,-0.009803288018896373,-0.05040102026210464,0.026991034794711162,0.11838179658747566,-0.07720238573516064,-0.01418837605760385,1.3837421213385657,0.9452298850272347,0.27798012969210983,0.22917392722927463
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,22,21,-0.030369090195598542,-0.060787286184586675,-0.009107217783712998,-0.051680068400873684,0.030418195988988123,0.12465473589859222,-0.07935645666786958,-0.014880083241734494,1.4051693647065728,0.9462367123611389,0.2778222798852242,0.2283338946363868
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,23,22,-0.027289751421382277,-0.06119824744856304,-0.008376972326853709,-0.052821275121709345,0.03390849602718075,0.13076158515602126,-0.08132503779096802,-0.015528051337872509,1.4268806886008296,0.9474346464438458,0.27764381297102303,0.22723726316381773
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,24,23,-0.023998127749183716,-0.06144818958812427,-0.00761867776134674,-0.05382951182677755,0.03745006183894059,0.1366910537734462,-0.08311029015972851,-0.016130701774777084,1.448896480327919,0.9488158575443045,0.27744649529963294,0.22590256712076345
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,25,24,-0.02051570483726179,-0.061547870373320525,-0.006837817445346354,-0.05471005292797418,0.041032165536058714,0.14243407175650766,-0.08471495485416362,-0.016686951366285292,1.4712382252225016,0.9503737548611164,0.2772320296377492,0.224347568909996
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,26,25,-0.01686258539604916,-0.0615077284129875,-0.006039275514904585,-0.055468452898082936,0.044645143016938386,0.14798358192923414,-0.08614228258265619,-0.017196156329639556,1.4939284564059478,0.9521028684580936,0.27700204930490024,0.2225892128461396
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,27,26,-0.013057513402059821,-0.061337823412930904,-0.005227380484730371,-0.056110442928200555,0.04828031001087112,0.15333433928581136,-0.08739596700036577,-0.01765806227457445,1.5169907356583463,0.95399874652442,0.27675811501066705,0.22064359968296374
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,28,27,-0.009117918178875162,-0.06104779603761167,-0.004405949130856598,-0.05664184690675509,0.05192987785873655,0.1584827212628288,-0.08848008177049593,-0.018072761633596317,1.5404496752849715,0.9560578626814125,0.27650171424501424,0.2185259793572183
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,29,28,-0.005059955463011817,-0.060646831116350705,-0.003578325673290391,-0.05706850544306032,0.05558687565333888,0.163426542876744,-0.08939902226230782,-0.018440644961097312,1.5643309344294865,0.9582775475095947,0.2762342590762747,0.216250749723843
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,30,29,-0.0008985679468411508,-0.0601436398276822,-0.002747421571378623,-0.05739621825630359,0.05924507188084102,0.16816488764973975,-0.09015745182646732,-0.018762363942431408,1.5886612670985527,0.9606559231282646,0.2759570872130842,0.21383147109186115
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,31,30,0.003352453879816451,-0.05954644824585789,-0.0019157523514406543,-0.057630695894417244,0.06289890212567437,0.172697948988868,-0.09076025241698008,-0.01903879444621354,1.6134685727165081,0.963191851026942,0.27567146277802373,0.21128088621685867
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,32,31,0.0076804095003252205,-0.05886299198739668,-0.0010854716793065311,-0.057777520308090156,0.06654340148772189,0.17702688304916345,-0.0912124798802353,-0.019271001681206237,1.638781952860468,0.9658848910075489,0.2753785773159992,0.20861094541894087
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,33,32,0.012073622722610611,-0.05810051833436812,-0.000258403555254112,-0.057842114779114016,0.07017414105697874,0.18115367448160868,-0.09151932368337788,-0.019460209741252052,1.6646317865656561,0.9687352669538313,0.27507955154769814,0.20583283708975628
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,34,33,0.01652137383880772,-0.057265794962560894,0.0005639271987108999,-0.05782972216127181,0.07378716880136862,0.18508101495738868,-0.09168607075784445,-0.019607775398175622,1.6910498270228982,0.9717438378107706,0.2747754376852632,0.20295702227997814
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,35,34,0.021013836279716022,-0.056365119650981114,0.0013802677142557467,-0.05774538736523687,0.07737895593069716,0.18881219164621554,-0.09171807345405428,-0.019715162261464133,1.7180692962472932,0.9749120788320169,0.27446722132059626,0.1999932694611543
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,36,35,0.02554201065241146,-0.05540433634031199,0.002189610836130001,-0.057593947176442006,0.08094634699272346,0.19235098829740407,-0.09162072111001664,-0.019783920194664004,1.7457250098027621,0.9782420645242708,0.27415582405298133,0.19695069253132144
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,37,36,0.03009766574563424,-0.05438884927603328,0.002991172484202597,-0.0573800217602359,0.08448651502166753,0.19570159438450446,-0.09139941540981121,-0.019815663953025753,1.7740534929003922,0.9817364626480163,0.27384210537899206,0.1938377868605986
pi,0.75,pi_0p750_gamma_0p25,π = 0.75 (AHP),0.75,0.25,105,38,37,0.034673276461743605,-0.05332364323204447,0.0037843693700190793,-0.05710801260206358,0.08799691969378809,0.19886852616564185,-0.09105954874927427,-0.019812057722579525,1.8030931341135439,0.9853985274369508,0.2735268654766639,0.19066246795816427
