t,evidence_window,Y_US,NFA,NFA_over_Y,rebased_NFA_change_current_Y,VA_asset,VA_liability,VA,CA_asset,CA_liability,CA_bond,CA,RES,cum_VA_asset_current_Y,cum_VA_liability_current_Y,cum_VA_current_Y,cum_CA_asset_current_Y,cum_CA_liability_current_Y,cum_CA_bond_current_Y,cum_CA_current_Y,cum_RES_current_Y
48,false,19.864918922540983,1.7444674287032993,0.08781648873098744,0.08027267348274904,0.02768937934022431,-0.05492911695602488,-0.027239737615800567,0.3158469374800482,-0.08316959901917084,-0.018605120972585654,0.21407221748829172,-1.9081958235744878e-16,0.011237504295419637,-0.052009295212740086,-0.04077179091732042,0.22154171657557675,-0.08229009231360028,-0.018207159861907025,0.1210444644000695,-2.349068812499697e-17
49,false,21.26486781393623,1.9514726385253676,0.09176979869333786,0.08472262212096937,0.030698327672131737,-0.05834533911869658,-0.027647011446564847,0.34163331882694603,-0.08746093133576015,-0.019520166222553148,0.23465222126863272,3.95516952522712e-16,0.011941312855278222,-0.05132906450624365,-0.039387751650965405,0.22302238593993237,-0.08098554659931671,-0.01792646556868091,0.1241103737719348,-3.3446557550871395e-18
50,false,22.78466071655959,2.180875066914162,0.09571681114957885,0.08913969858524867,0.03406444983710816,-0.0620323503401911,-0.02796790050308294,0.3698770319674282,-0.09201241732884077,-0.020494285746710306,0.25737032889187716,3.191891195797325e-16,0.012639858579072284,-0.05062783845800663,-0.03798797987893432,0.22437984274275907,-0.07962196072044982,-0.017630203558126282,0.127127678464183,1.0887388675680069e-17
51,false,24.436220320712437,2.435168431405329,0.09965405449144893,0.09352146621445327,0.03783576110314154,-0.06601525967010961,-0.028179498566968074,0.40084870244596893,-0.09684324830258802,-0.02153259108524641,0.2824728630581345,2.42861286636753e-16,0.013333921779074012,-0.049907611150275547,-0.03657368937120152,0.22561866027626282,-0.07820369041629088,-0.017319814274317207,0.1300951555856548,2.009012593839322e-17
52,false,26.232841880525722,2.7171515594455404,0.10357823875203745,0.09786565606826302,0.04206740712665397,-0.07032187650285648,-0.02825446937620251,0.4348526406828961,-0.10197432459712046,-0.022640718669361348,0.31023759741641427,-1.1796119636642288e-16,0.014024330994514406,-0.049170244845221645,-0.03514591385070722,0.22674325407623055,-0.07673499282579638,-0.01699669133146398,0.13301156991897023,1.42175044943144e-17
53,false,28.189372233373668,3.0299695789343,0.10748623821239588,0.10217014684887601,0.0468228007113246,-0.07498303860070042,-0.02816023788937582,0.4722315537094456,-0.1074284190941581,-0.023824877237152542,0.3409782573781349,4.371503159461554e-16,0.014711957922907736,-0.048417477535603506,-0.03370551961269576,0.22775787386162347,-0.07522002742885427,-0.016662179971197486,0.13587566646157176,2.87383435350882e-17
54,false,30.322414953100132,3.377161176709966,0.11137507292652785,0.10643294419091529,0.05217502829293851,-0.08003297671841357,-0.02785794842547506,0.5133719008520938,-0.11323041043337366,-0.0250919442175791,0.37504954620114106,-1.1796119636642288e-16,0.015397714436190731,-0.04765093003988537,-0.032253215603694624,0.2286665952215085,-0.07366285853170673,-0.01631757689519191,0.1386861597946099,2.2826502044289874e-17
55,false,32.65056584312428,3.762713073154358,0.11524189477245245,0.11065216487334743,0.058208438588726555,-0.08550971926174396,-0.027301280673017403,0.5587101623568624,-0.11940748265302543,-0.02644950258642642,0.4128531771174106,-1.1657341758564144e-15,0.01608254900007564,-0.04687211242173838,-0.030789563421662735,0.22947331401773616,-0.07206745687007642,-0.01596412885264957,0.1414417282950102,-1.4504480909062013e-17
56,false,35.19468368916744,4.191122684186729,0.1190839707838236,0.11482601865683775,0.06502052825059006,-0.09145559734833184,-0.02643506909774178,0.6087400596070373,-0.12598939999335437,-0.027905979483571652,0.45484468013011126,1.2628786905111156e-15,0.01676744301823251,-0.046082431213320285,-0.02931498819508777,0.23018174221229104,-0.07043770211349631,-0.01560303324686925,0.14414100685192552,2.2426659336972115e-17
57,false,37.978202144061,4.667470511137805,0.12289866943761317,0.11895279338733472,0.07272420233008396,-0.09791776625803321,-0.025193563927949247,0.6640209118034567,-0.13300879485364564,-0.02947072607078549,0.5015413908790255,-1.1102230246251565e-16,0.017453407960665454,-0.04528319560560331,-0.027829787644937848,0.2307954043410982,-0.06877738526488986,-0.015235438043935822,0.14678258103227254,1.7859636339130916e-17
58,false,41.027489605982915,5.197503927451129,0.12668344998357378,0.12303084340900455,0.08145046539533818,-0.10494878747040813,-0.023498322075069952,0.7251873266294322,-0.14050148941782867,-0.031154098823207854,0.5535317383883956,-1.0130785099704553e-15,0.0181414833853182,-0.044475622599218737,-0.026334139213900525,0.23131763453623544,-0.0670902108898806,-0.014862441023449777,0.14936498262290507,-8.160422050651149e-18
59,false,44.37226515768561,5.787734046338499,0.13043584828880478,0.1270585747207249,0.09135152898004519,-0.11260738193826872,-0.021255852958223534,0.7929605137018269,-0.14850688403803813,-0.03296765781819688,0.6114859718455918,1.0130785099704553e-15,0.01883273362400248,-0.043660843523823885,-0.024828109899821402,0.2317515755342643,-0.06537979982938356,-0.014485091084334467,0.15188668462054628,1.5286054851978836e-17
60,false,48.046080276671866,6.44554819474221,0.1341534659565509,0.1310344336148919,0.102604584687942,-0.12095920096077088,-0.01835461627282889,0.8681614261033721,-0.15706837444545388,-0.034924286981378394,0.6761687646765399,6.938893903907228e-16,0.01952824516158915,-0.04283990941520115,-0.02331166425361199,0.23210017804169586,-0.06364969152158076,-0.014104388651611278,0.15434609786850384,2.8559380111677735e-17
61,false,52.08687771373942,7.179340709040925,0.13783396172251589,0.13495689776993125,0.11541630962826462,-0.13007770684822736,-0.014661397219962749,0.9517260781307108,-0.16623382904157,-0.03703833757046249,0.7484539115186782,-5.412337245047638e-16,0.020229124696536947,-0.04201379559902258,-0.021784670902485627,0.23236620039060793,-0.06190334608254555,-0.013721285635645522,0.15674156867241687,1.5952819240952663e-17
62,false,56.53764107226603,7.99866515225446,0.14147504212336381,0.13882446676452742,0.13002818546977948,-0.14004522858290477,-0.01001704311312529,1.0447234776263483,-0.17605614385841306,-0.03932584744127665,0.8293414863266586,9.43689570931383e-16,0.020936496594919623,-0.04118340663104561,-0.02024691003612598,0.23255220933913015,-0.06014414639239856,-0.013336686146078237,0.15907137680065336,3.1388329655564577e-17
63,false,61.44715128025783,8.9144117830206,0.14507445174085207,0.14263565229855746,0.14672284469903693,-0.1509541737515231,-0.00423132905248616,1.1483766322837383,-0.18659387789108392,-0.041804794574025306,0.9199779598186291,-1.8596235662471372e-15,0.021651499650900335,-0.040349581458747764,-0.018698081807847426,0.23266058192440853,-0.058375400071228274,-0.012951447746775355,0.1613337341064049,-1.3833261355791023e-18
64,false,66.87086931634254,9.93901513227795,0.14862996748643972,0.14638897256884767,0.16583176657993653,-0.16290832981149697,0.0029234367684395635,1.2640871519571186,-0.19791195044432366,-0.04449528902388533,1.0216799124889095,8.326672684688674e-17,0.022375284729663145,-0.039513097299551825,-0.017137812569888677,0.23269350743457837,-0.056600340751689134,-0.012566381544152865,0.16352678513873636,-2.5941392623003617e-20
65,false,72.87196816530769,11.086696774943949,0.15213938986516926,0.1500829437165907,0.1877443793733855,-0.17602448816991484,0.011719891203470667,1.3934641918398831,-0.21008249153633443,-0.04741994884102019,1.1359617514625286,-2.7755575615628914e-16,0.023109011089511775,-0.038674674568675724,-0.015565663479163943,0.23265299051343893,-0.05482212957581269,-0.012182253741871563,0.16564860719575467,-3.832618861050995e-18
66,false,79.5225417905838,12.373750378350485,0.15560053916455233,0.15371607628272543,0.21291914184130414,-0.1904341550467063,0.022484986794597844,1.5383585146440617,-0.22318575015254477,-0.05060414787957779,1.2645686166119392,-1.4155343563970746e-15,0.02385384344584118,-0.03783498038760049,-0.01398113694175931,0.23254085466232755,-0.053043855696461306,-0.01179978574138147,0.16769721322448475,-2.131250835131157e-17
