sweep_kind,sweep_value,case_id,label,pi,gamma,T_max,t,model_t,bound_status,bubble_share_upper,log10_bubble_share_upper,bubble_share_lower,log10_bubble_share_lower,a_t,dividend_yield_d_over_q,switch_term_raw,switch_contribution_weighted
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,29,28,diagnostic_only_hkt_gate_failed,4.007076878133925e-5,-4.397172325291518,2.6517584153591024e-10,-9.576466044239945,0.2296125472974306,0.03005360731358386,0.7982357599353871,0.19955893998384672
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,30,29,diagnostic_only_hkt_gate_failed,4.9215279659184654e-5,-4.307900042731477,3.256913604843808e-10,-9.487193761679904,0.22820902009007601,0.029957001639950083,0.7930080738005039,0.1982520184501259
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,31,30,diagnostic_only_hkt_gate_failed,6.037598429227559e-5,-4.219135776004913,3.9954942044233926e-10,-9.39842949495334,0.22677316293595542,0.029862061408355216,0.7876444061104011,0.19691110152760022
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,32,31,diagnostic_only_hkt_gate_failed,7.397901687754058e-5,-4.130891444411489,4.895700445267442e-10,-9.310185163359916,0.22530535517920028,0.0297685124051913,0.782147371096036,0.19553684277400896
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,33,32,diagnostic_only_hkt_gate_failed,9.05359569633608e-5,-4.043178903564066,5.991387065226092e-10,-9.222472622512493,0.2238058950313902,0.029676093910268136,0.7765192044844885,0.19412980112112208
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,34,33,diagnostic_only_hkt_gate_failed,0.00011065983742583542,-3.956009972158324,7.323122666737645e-10,-9.135303691106753,0.22227500694137098,0.02958455774983422,0.7707617967661471,0.19269044919153672
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,35,34,diagnostic_only_hkt_gate_failed,0.00013508388507123766,-3.8693964573589765,8.939429911408956e-10,-9.048690176307403,0.22071284590284457,0.029493667162734036,0.7648767149604422,0.1912191787401105
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,36,35,diagnostic_only_hkt_gate_failed,0.00016468339901063624,-3.783350177888243,1.089823336256438e-9,-8.96264389683667,0.21911950432717367,0.0294031958917642,0.758865233741638,0.18971630843540943
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,37,36,diagnostic_only_hkt_gate_failed,0.00020050121702098892,-3.697882986914643,1.3268544769541582e-9,-8.87717670586307,0.21749501301002133,0.02931292710384836,0.7527283436246922,0.188182085906173
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,38,37,diagnostic_only_hkt_gate_failed,0.00024377726920234193,-3.613006792237835,1.6132418836486476e-9,-8.792300511186262,0.21583934912885153,0.029222652441858905,0.7464667867479705,0.1866166966869926
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,39,38,diagnostic_only_hkt_gate_failed,0.0002959827659472791,-3.5287335756704397,1.958721567546947e-9,-8.708027294618867,0.21415243888717583,0.02913217122046256,0.7400810706668532,0.18502026766671328
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,40,39,diagnostic_only_hkt_gate_failed,0.0003588596165500685,-3.4450754112578585,2.3748209407011505e-9,-8.624369130206286,0.21243416116325117,0.029041289491179418,0.7335714866882871,0.18339287167207174
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,41,40,diagnostic_only_hkt_gate_failed,0.0004344657221096415,-3.362044482243793,2.875158550304221e-9,-8.54133820119222,0.21068435140855218,0.02894981923581026,0.7269381286909681,0.181734532172742
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,42,41,diagnostic_only_hkt_gate_failed,0.0005252268301150484,-3.2796530969898394,3.4757872361524932e-9,-8.458946815938265,0.2089028049547776,0.028857577563027655,0.7201809095669999,0.18004522739174994
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,43,42,diagnostic_only_hkt_gate_failed,0.0006339956769147315,-3.1979137034723335,4.195585517048671e-9,-8.37720742242076,0.20708928136031798,0.02876438603599542,0.7132995812972902,0.17832489532432252
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,44,43,diagnostic_only_hkt_gate_failed,0.0007641191728674781,-3.1168389030963546,5.056702201162131e-9,-8.296132622044782,0.2052435066844268,0.028670069867936316,0.7062937472659618,0.17657343681649043
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,45,44,diagnostic_only_hkt_gate_failed,0.0009195144044243403,-3.0364414630403607,6.085059344086454e-9,-8.215735181988787,0.2033651779390865,0.028574457339650555,0.699162882397744,0.17479072059943598
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,46,45,diagnostic_only_hkt_gate_failed,0.0011047542274495625,-2.95673432789239,7.3109186787232e-9,-8.136028046840819,0.20145396541252766,0.028477379070286156,0.6919063453689661,0.1729765863422415
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,47,46,diagnostic_only_hkt_gate_failed,0.0013251632103790981,-2.8777306296502747,8.769516537160928e-9,-8.057024348598702,0.1995095175497741,0.02837866753585253,0.6845234000556863,0.17113085001392156
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,48,47,diagnostic_only_hkt_gate_failed,0.0015869246388072731,-2.7994436968918235,1.0501771973632818e-8,-7.97873741584025,0.19753146357971368,0.028278156421397735,0.6770132286332639,0.16925330715831594
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,49,48,diagnostic_only_hkt_gate_failed,0.0018971992214882195,-2.7218870622319726,1.2555072323785819e-8,-7.901180781180399,0.19551941856177057,0.028175680201620996,0.6693749534405983,0.16734373836014954
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,50,49,diagnostic_only_hkt_gate_failed,0.0022642560191551333,-2.6450744690826578,1.4984139650742808e-8,-7.824368188031085,0.19347298560400183,0.028071073497214296,0.6616076484271504,0.16540191210678756
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,51,50,diagnostic_only_hkt_gate_failed,0.0026976159674424226,-2.569019876417892,1.785198053500748e-8,-7.7483135953663185,0.19139176162993693,0.0279641707562752,0.6537103634946471,0.16342759087366174
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,52,51,diagnostic_only_hkt_gate_failed,0.00320820814947143,-2.4937374623223314,2.123092023766306e-8,-7.673031181270758,0.18927534096452348,0.02785480576049766,0.6456821408161035,0.16142053520402586
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,53,52,diagnostic_only_hkt_gate_failed,0.00380853871267648,-2.4192416255724143,2.5203720539207554e-8,-7.598535344520842,0.18712332094286246,0.027742811316604932,0.6375220385050302,0.15938050962625752
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,54,53,diagnostic_only_hkt_gate_failed,0.0045128719857895445,-2.345546985702927,2.986477831523107e-8,-7.5248407046513535,0.1849353062287998,0.027628018845144094,0.629229149534623,0.1573072873836557
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,55,54,diagnostic_only_hkt_gate_failed,0.005337422952175261,-2.2726683811353765,3.532139926487456e-8,-7.451962100083804,0.1827109142431079,0.027510258074662865,0.6208026246737802,0.15520065616844503
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,56,55,diagnostic_only_hkt_gate_failed,0.006300559758592177,-2.2006208649482226,4.1695138050609036e-8,-7.37991458389665,0.18044978167308084,0.02738935684192886,0.612241699324608,0.15306042483115198
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,57,56,diagnostic_only_hkt_gate_failed,0.007423014373102607,-2.1294196985267835,4.91231923665341e-8,-7.308713417475212,0.17815157026004222,0.027265140833148897,0.6035457177075733,0.1508864294268933
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,58,57,diagnostic_only_hkt_gate_failed,0.008728098873339305,-2.059080342632541,5.775983426662425e-8,-7.238374061580969,0.1758159737593518,0.027137433438451437,0.5947141612836016,0.14867854032090036
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,59,58,diagnostic_only_hkt_gate_failed,0.010241924122361004,-1.989618445974966,6.777785729328971e-8,-7.168912164923393,0.17344272458299023,0.027006055584132497,0.5857466759954311,0.14643666899885774
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,60,59,diagnostic_only_hkt_gate_failed,0.011993616821704115,-1.9210498303421422,7.937001286672947e-8,-7.100343549290569,0.17103160289175323,0.026870825806319894,0.5766431083417334,0.14416077708543332
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,61,60,diagnostic_only_hkt_gate_failed,0.014015530045105707,-1.8533904732649724,9.275040353140262e-8,-7.032684192213399,0.1685824429326986,0.026731560080950397,0.5674035314069931,0.14185088285174824
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,62,61,diagnostic_only_hkt_gate_failed,0.01634344151620483,-1.786656486719132,1.0815579509597061e-7,-6.96595020566756,0.16609514328800123,0.02658807203559188,0.5580282850096375,0.13950707125240935
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,63,62,diagnostic_only_hkt_gate_failed,0.019016732938582,-1.720864092478471,1.2584680338353139e-7,-6.900157811426898,0.16356967531756073,0.02644017302222678,0.548518009181336,0.13712950229533397
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,64,63,diagnostic_only_hkt_gate_failed,0.02207854283014139,-1.6560295931580504,1.4610890564185735e-7,-6.835323312106477,0.1610060940250917,0.026287672447239775,0.5388736863114078,0.1347184215778519
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,65,64,diagnostic_only_hkt_gate_failed,0.025575884397498305,-1.5921693397345715,1.6925322059930547e-7,-6.771463058682999,0.1584045466344087,0.02613037792439991,0.5290966748400353,0.1322741687100088
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,66,65,diagnostic_only_hkt_gate_failed,0.02955971931461298,-1.5292996941166395,1.9561699670878686e-7,-6.708593413065066,0.15576528479712498,0.02596809583013978,0.5191887558679408,0.12979718896698517
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,67,66,diagnostic_only_hkt_gate_failed,0.0340849775941154,-1.467436987150496,2.2556374364999428e-7,-6.646730706098923,0.15308867554995173,0.025800631805202433,0.5091521749789973,0.1272880437447493
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,68,67,diagnostic_only_hkt_gate_failed,0.03921051334039353,-1.4065974719196126,2.594829395171482e-7,-6.58589119086804,0.15037521242680896,0.02562779134527178,0.4989896843261489,0.12474742108153719
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,69,68,diagnostic_only_hkt_gate_failed,0.044998986037380444,-1.3467972720764738,2.9778924521862443e-7,-6.526090991024901,0.14762552702985896,0.025449380533530942,0.4887045859853122,0.12217614649632802
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,70,69,diagnostic_only_hkt_gate_failed,0.05151665724217379,-1.288052324770464,3.409211590587779e-7,-6.467346043718892,0.14484040150102834,0.025265206980286305,0.4783007780829683,0.11957519452074204
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,71,70,diagnostic_only_hkt_gate_failed,0.05883309310999234,-1.2303783182743095,3.893390481409517e-7,-6.4096720372227365,0.1420207804521328,0.02507508084316614,0.46778279843586673,0.11694569960896666
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,72,71,diagnostic_only_hkt_gate_failed,0.0670207641719992,-1.173790624638759,4.4352249982201837e-7,-6.353084343587186,0.13916778175676509,0.024878815884871647,0.45715586348757375,0.11428896587189341
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,73,72,diagnostic_only_hkt_gate_failed,0.07615453545754859,-1.1183042267267478,5.039669475005467e-7,-6.297597945675175,0.13628270877528176,0.02467623086390927,0.44642591164549017,0.11160647791137251
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,74,73,diagnostic_only_hkt_gate_failed,0.08631104200526415,-1.0639336402616988,5.711795379440253e-7,-6.243227359210126,0.13336706063130244,0.024467150932623347,0.43559963879471647,0.10889990969867909
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,75,74,diagnostic_only_hkt_gate_failed,0.09756794751881585,-1.0106928309189156,6.45674225304165e-7,-6.189986549867342,0.13042254214547827,0.024251409231180462,0.42468453165719133,0.1061711329142978
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,76,75,diagnostic_only_hkt_gate_failed,0.11000308707764091,-0.9585951268238471,7.279660978440178e-7,-6.137888845772275,0.12745107256076021,0.02402884861812234,0.4136888957705516,0.10342222394263788
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,77,76,diagnostic_only_hkt_gate_failed,0.12369349849713993,-0.9076531268948906,8.185649677820744e-7,-6.086946845843318,0.12445479288991451,0.02379932354375346,0.40262187738464433,0.10065546934616106
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,78,77,diagnostic_only_hkt_gate_failed,0.13871435101807955,-0.857878605649512,9.179682816930843e-7,-6.03717232459794,0.1214360714462849,0.02356270203854542,0.39149347763095804,0.09787336940773948
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,79,78,diagnostic_only_hkt_gate_failed,0.15513778437011033,-0.809282415307111,1.026653437792756e-6,-5.988576134255538,0.11839750704590175,0.023318867788823444,0.38031455702831335,0.09507863925707831
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,80,79,diagnostic_only_hkt_gate_failed,0.17303167593504773,-0.7618743857466718,1.1450696274091215e-6,-5.941168104695099,0.11534193064307391,0.02306772239838888,0.36909683297874024,0.09227420824468505
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,81,80,diagnostic_only_hkt_gate_failed,0.1924583580692101,-0.7156632236469821,1.2736293466220982e-6,-5.894956942595409,0.11227240347284577,0.022809187631091184,0.35785286336701844,0.0894632158417546
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,82,81,diagnostic_only_hkt_gate_failed,0.21347331190802288,-0.670656412046734,1.4126997522700347e-6,-5.849950130995161,0.10919221201739439,0.02254320766753572,0.34659601739943474,0.08664900434985867
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,83,82,diagnostic_only_hkt_gate_failed,0.23612386794048854,-0.6268601112231119,1.5625940627570985e-6,-5.806153830171539,0.1061048607435521,0.022269751496925977,0.3353404369865046,0.08383510924662614
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,84,83,diagnostic_only_hkt_gate_failed,0.2604479463324726,-0.5842790626889195,1.7235632219059403e-6,-5.763572781637347,0.10301406039187268,0.02198881515851801,0.32410098093341866,0.08102524523335465
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,85,84,diagnostic_only_hkt_gate_failed,0.28647287206338296,-0.5429164978536375,1.895788057902039e-6,-5.722210216802065,0.09992371257820738,0.02170042388966907,0.31289315475415325,0.0782232886885383
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,86,85,diagnostic_only_hkt_gate_failed,0.3142143010018583,-0.502774052571501,2.079372176397779e-6,-5.682067771519928,0.09683789162534566,0.02140463426996642,0.30173302942151703,0.07543325735537924
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,87,86,diagnostic_only_hkt_gate_failed,0.34367529190194973,-0.46385168978993035,2.274335819272822e-6,-5.643145408738358,0.09376082121710026,0.021101535992027992,0.29063714090028914,0.07265928522507227
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,88,87,diagnostic_only_hkt_gate_failed,0.37484555791596297,-0.4261476313671982,2.4806109113797e-6,-5.605441350315625,0.09069684888172332,0.020791253577704265,0.27962238121607624,0.06990559530401905
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,89,88,diagnostic_only_hkt_gate_failed,0.40770092682323555,-0.38965830126857076,2.698037488506322e-6,-5.568952020216998,0.0876504155202994,0.020473947590701754,0.26870587171839055,0.06717646792959762
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,90,89,diagnostic_only_hkt_gate_failed,0.44220303488686136,-0.3543782811374628,2.9263616714153257e-6,-5.53367200008589,0.08462602313039308,0.020149815660843555,0.2579048298781982,0.06447620746954953
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,91,90,diagnostic_only_hkt_gate_failed,0.4782992718860566,-0.32030028025307977,3.1652353020854382e-6,-5.499593999201507,0.0816281982515803,0.01981909286949888,0.24723642152832573,0.06180910538208142
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,92,91,diagnostic_only_hkt_gate_failed,0.5159229881002937,-0.2874151207355639,3.4142173134678848e-6,-5.4667088396839905,0.07866145408475583,0.019482051768872664,0.23671760926353277,0.05917940231588318
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,93,92,diagnostic_only_hkt_gate_failed,0.5549939647571804,-0.2557117395564314,3.672776842763584e-6,-5.435005458504858,0.07573024958773784,0.019139001658127507,0.22636499171844138,0.05659124792961033
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,94,93,diagnostic_only_hkt_gate_failed,0.5954191404839069,-0.22517720853220508,3.940298038852132e-6,-5.404470927480633,0.07283894653595563,0.01879028708258037,0.2161946378135011,0.05404865945337526
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,95,94,diagnostic_only_hkt_gate_failed,0.637093576981611,-0.1957967733444299,4.216086452823369e-6,-5.375090492292857,0.06999176489999064,0.018436285442596012,0.20622191782957855,0.05155547945739462
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,96,95,diagnostic_only_hkt_gate_failed,0.6799016367663443,-0.16755391332252692,4.499376831899465e-6,-5.346847632270954,0.06719273483739571,0.01807740324373061,0.19646132637466046,0.0491153315936651
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,97,96,diagnostic_only_hkt_gate_failed,0.7237183360331522,-0.14043042400633646,4.789342072267217e-6,-5.3197241429547635,0.06444564463060122,0.01771407063043017,0.18692629600068422,0.04673157400017105
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,98,97,diagnostic_only_hkt_gate_failed,0.7684108246823965,-0.11440652581617351,5.0851030134303025e-6,-5.293700244764601,0.06175398138205666,0.017346733380481053,0.17762899200630244,0.044407248001575604
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,99,98,diagnostic_only_hkt_gate_failed,0.8138399331274588,-0.08946100419591763,5.385738674499915e-6,-5.268754723144346,0.05912085955301233,0.016975841108129417,0.16858007377953166,0.04214501844488291
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,100,99,diagnostic_only_hkt_gate_failed,0.8598617097966355,-0.06557139003728621,5.690296428902423e-6,-5.244865108985714,0.05654892909017402,0.016601829631324033,0.15978839783539994,0.03994709945884998
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,101,100,diagnostic_only_hkt_gate_failed,0.9063288514776016,-0.042714194741605836,5.997801469952622e-6,-5.222007913690033,0.054040249904785176,0.016225094201754095,0.15126062281212438,0.03781515570303109
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,102,101,diagnostic_only_hkt_gate_failed,0.9530918963607229,-0.020865223015128016,6.3072647060420105e-6,-5.200158941963555,0.05159611194864075,0.015845948301552035,0.14300065458835487,0.03575016364708871
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,103,102,diagnostic_only_hkt_gate_failed,1.0,0.0,6.61768789570619e-6,-5.179293718948427,0.04921676893738221,0.01546455958026883,0.13500883742845354,0.03375220935711338
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,104,103,diagnostic_only_hkt_gate_failed,,,,,0.046901037468506865,0.015080849666267226,0.12728075120895857,0.031820187802239636
pi,0.8,pi_0p800_gamma_0p25,π = 0.8,0.8,0.25,105,105,104,diagnostic_only_hkt_gate_failed,,,,,0.04464569044864117,0.014694337271200106,0.11980541270976428,0.029951353177441062
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,1,0,diagnostic_only_hkt_gate_failed,0.00020182214751112557,-3.6950311769787323,2.3897567012484783e-6,-5.62164631189027,0.0,0.0,0.0,0.0
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,2,1,diagnostic_only_hkt_gate_failed,0.00022771700122858283,-3.642604543982456,2.6963751817387442e-6,-5.569219678893993,0.12830531255758046,0.03439532158354958,0.8451899187662779,0.09390999097403085
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,3,2,diagnostic_only_hkt_gate_failed,0.0002569121677708318,-3.5902153263658505,3.0420723500069536e-6,-5.516830461277387,0.12820811087768963,0.03412265445987805,0.8467691077603048,0.09408545641781162
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,4,3,diagnostic_only_hkt_gate_failed,0.0002898129555556372,-3.5378822040941067,3.4316474241734723e-6,-5.464497339005644,0.12806239607208164,0.03385958689081034,0.8478252826314421,0.09420280918127132
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,5,4,diagnostic_only_hkt_gate_failed,0.000326871908093039,-3.4856224017947155,3.8704589285581605e-6,-5.412237536706252,0.12787196647696936,0.03360650848132485,0.8483891219608006,0.09426545799564448
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,6,5,diagnostic_only_hkt_gate_failed,0.00036859393626400346,-3.4334518136333427,4.364485464499881e-6,-5.36006694854488,0.12764029926698067,0.03336361001042669,0.848490203308986,0.09427668925655397
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,7,6,diagnostic_only_hkt_gate_failed,0.000415541950126191,-3.381385126419764,4.92039239602871e-6,-5.3080002613313,0.1273705539978313,0.033130917507947784,0.8481567284089516,0.09423963648988348
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,8,7,diagnostic_only_hkt_gate_failed,0.00046834303065654704,-3.329435938057866,5.545604928878317e-6,-5.256051072969403,0.1270655839063214,0.032908322860301466,0.8474153494141795,0.09415726104601992
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,9,8,diagnostic_only_hkt_gate_failed,0.000527695184481951,-3.2776168689884217,6.248388092604047e-6,-5.20423200389996,0.126727953530559,0.03269561099941588,0.8462910827802884,0.09403234253114313
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,10,9,diagnostic_only_hkt_gate_failed,0.0005943747259285763,-3.225939665975477,7.0379341507217055e-6,-5.152554800887014,0.12635995818700868,0.032492483308715084,0.8448072739046423,0.09386747487829356
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,11,10,diagnostic_only_hkt_gate_failed,0.0006692443336074769,-3.174415297232435,7.924457997965151e-6,-5.101030432143972,0.12596364618622338,0.03229857784916004,0.8429856150335702,0.09366506833706333
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,12,11,diagnostic_only_hkt_gate_failed,0.0007532618293540499,-3.1230540393653934,8.919301110866932e-6,-5.0496691742769295,0.1255408399107209,0.03211348620502696,0.8408461833512457,0.09342735370569394
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,13,12,diagnostic_only_hkt_gate_failed,0.0008474897300422069,-3.071865555913108,1.0035044649874138e-5,-4.998480690824645,0.12509315753987008,0.031936767699831774,0.8384075085603447,0.09315638984003828
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,14,13,diagnostic_only_hkt_gate_failed,0.0009531056226833629,-3.020858968399727,1.1285632309901039e-5,-4.947474103311264,0.12462203245329719,0.03176796089378507,0.835686644035609,0.09285407155951209
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,15,14,diagnostic_only_hkt_gate_failed,0.0010714134150753229,-2.9700429201652194,1.2686503538183914e-5,-4.896658055076757,0.12412873198552532,0.03160659302268946,0.8326992506655229,0.09252213896283584
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,16,15,diagnostic_only_hkt_gate_failed,0.0012038555142576401,-2.9194256336147664,1.425473773820358e-5,-4.846040768526303,0.12361437454374807,0.03145218754155533,0.829459683019735,0.09216218700219275
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,17,16,diagnostic_only_hkt_gate_failed,0.0013520259853169632,-2.869014961374177,1.6009210081837928e-5,-4.795630096285714,0.12307994547891667,0.03130427012397362,0.8259810781944878,0.09177567535494306
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,18,17,diagnostic_only_hkt_gate_failed,0.0015176847407898477,-2.8188184323632255,1.797075952472048e-5,-4.7454335672747625,0.12252631034606015,0.0311623731374571,0.8222754348774278,0.09136393720860306
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,19,18,diagnostic_only_hkt_gate_failed,0.001702772811595508,-2.7688432928784517,2.016236962789113e-5,-4.695458427789989,0.12195422793098365,0.031026039204735498,0.8183536985362334,0.09092818872624812
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,20,19,diagnostic_only_hkt_gate_failed,0.00190942874661665,-2.7190965433805183,2.260936274366063e-5,-4.645711678292056,0.12136436147785531,0.030894823766546346,0.8142258394017811,0.09046953771130897
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,21,20,diagnostic_only_hkt_gate_failed,0.002140006184009797,-2.669584971661346,2.533960807581182e-5,-4.5962001065728835,0.12075728816888841,0.03076829679608163,0.8099009223552615,0.0899889913728068
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,22,21,diagnostic_only_hkt_gate_failed,0.002397092633679832,-2.6203151826878117,2.838374408107992e-5,-4.546930317599349,0.12013350783329281,0.030646043957560386,0.8053871748815922,0.08948746387573243
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,23,22,diagnostic_only_hkt_gate_failed,0.0026835295051627632,-2.571293625322378,3.177541561739257e-5,-4.497908760233916,0.11949345113259782,0.030527667350133722,0.800692054042177,0.08896578378246409
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,24,23,diagnostic_only_hkt_gate_failed,0.0030024334049488046,-2.5225266166258065,3.5551526123430865e-5,-4.4491417515373435,0.11883748592013316,0.03041278569670228,0.7958223020108782,0.08842470022343088
pi,0.9,pi_0p900_gamma_0p25,π = 0.9,0.9,0.25,105,25,24,diagnostic_only_hkt_gate_failed,0.003357218721924684,-2.47402036365797,3.9752505050686326e-5,-4.400635498569507,0.11816592381069917,0.030301034385842193,0.7907840048237128,0.08786488942485696
