sweep_kind,sweep_value,case_id,label,omega_bar,omega_bar_star,T_max,t,model_t,US_NFA_change_current_Y,cum_VA_current_Y,cum_VA_RoW_equity_asset_current_Y,cum_VA_US_equity_liability_current_Y,cum_CA_current_Y,cum_CA_RoW_equity_quantity_current_Y,cum_CA_US_equity_liability_quantity_current_Y,cum_CA_bond_position_current_Y,US_equity_price_index,RoW_equity_price_index,US_held_RoW_equity_current_Y,foreign_held_US_equity_claim_current_Y
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,11,10,-0.03784118364978887,-0.03951945417160168,-0.011843363917017027,-0.027676090254584652,0.0016782705218127978,0.04847260078460112,-0.046307865462279885,-0.00048646480050843264,1.1695302053069603,0.9531817998557738,0.2773186145263197,0.21781451637176313
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,12,11,-0.038566294744149125,-0.04216518190494546,-0.011961921662424511,-0.030203260242520954,0.0035988871607963414,0.05481532539475222,-0.05029587770589038,-0.0009205605280654976,1.1874120647716844,0.951680976001025,0.2773081534114307,0.2206040250962027
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,13,12,-0.03880498229616015,-0.04456579678452654,-0.011951135217893365,-0.03261466156663318,0.0057608144883664085,0.061259170120835,-0.054125164067108024,-0.001373191565360561,1.2053909042285644,0.9505499721430444,0.27727081001754833,0.22296525474124979
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,14,13,-0.038585449548255345,-0.04672694401749555,-0.011824991937082764,-0.034901952080412794,0.008141494469240208,0.0677674621159028,-0.057789064612643715,-0.0018369030340188632,1.223466722822721,0.9497555731520464,0.27720894790761413,0.22491488903606613
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,15,14,-0.03793685378117612,-0.04865585025660089,-0.011596611799508159,-0.03705923845709273,0.010718996475424784,0.07430652664207943,-0.06128211215890074,-0.0023054180077538887,1.2416431432213355,0.9492684858906241,0.27712515104460517,0.22647107505949243
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,16,15,-0.03688874551018647,-0.050361028075336274,-0.011278228753532531,-0.039082799321803745,0.013472282565149773,0.08084578752032417,-0.06459998795080006,-0.0027735170043743282,1.2599269348982003,0.9490628504390747,0.2770221284314453,0.22765297389045472
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,17,16,-0.03547059985600105,-0.05185199190180139,-0.010881186750440619,-0.04097080515136078,0.016381392045800365,0.08735777747394442,-0.06773946624721404,-0.0032369191809300093,1.2783275898002857,0.94911581996005,0.2769026334955216,0.2284803683681855
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,18,17,-0.033711431971627924,-0.053138992101569256,-0.010415947936104026,-0.042723044165465233,0.01942756012994135,0.0938180766562208,-0.07069835035271682,-0.003692166173562619,1.2968569443820817,0.9494072011388102,0.27676939662798916,0.22897332633184536
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,19,18,-0.031639490657574466,-0.05423277403769299,-0.009892111449098635,-0.04434066258859436,0.022593283380118536,0.10020519732503028,-0.07347540216862086,-0.004136511776290886,1.3155288515732637,0.949919144873522,0.27662507011836035,0.22915191767678245
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,20,19,-0.029282021184306176,-0.05514436501055902,-0.009318440806886884,-0.045825924203672125,0.025862343826252833,0.10650042956228518,-0.07607026723020686,-0.00456781850582548,1.3343589001027292,0.9506358798029613,0.2764721841610117,0.22903598121587215
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,21,20,-0.026665084218335675,-0.05588488631544953,-0.008702896726278256,-0.047181989589171275,0.029219802097113848,0.11268765906918532,-0.07848339737336484,-0.004984459598706631,1.3533641628720217,0.9515434868090451,0.27631311221700255,0.22864493437849198
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,22,21,-0.023813429130352518,-0.05646539569979933,-0.008052675525595495,-0.04841272017420384,0.032651966569446855,0.11875317023293218,-0.08071597224945933,-0.005385231414026003,1.3725629913061324,0.9526297027215245,0.27615004587439806,0.22799762438874646
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,23,22,-0.020750407228351093,-0.05689675298394957,-0.007374249577354009,-0.04952250340659557,0.03614634575559849,0.12468544049868296,-0.08276982170331025,-0.005769273039774227,1.3919748290010114,0.9538837556902049,0.2759849772974714,0.22711221237586912
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,24,23,-0.01749792615738245,-0.057189514492211956,-0.006673411037274631,-0.050516103454937324,0.03969158833482949,0.13047493608617994,-0.08464734959244419,-0.006135998158906275,1.4116200701271677,0.9552962195623268,0.275819689551208,0.2260060903202908
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,25,24,-0.014076430731881685,-0.05735384660925655,-0.005955315267066395,-0.05139853134219015,0.04327741587737483,0.13611391100530215,-0.08635146075475046,-0.006485034373176872,1.4315199305221096,0.956858892613764,0.275655752659274,0.2246958218514975
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,26,25,-0.010504916787750737,-0.05739946657622043,-0.005224526538856557,-0.052174940037363865,0.04689454978846969,0.1415962175652577,-0.08788549135115502,-0.006816176425633029,1.4516963722868779,0.9585646855316208,0.27549452597034474,0.22319710964383394
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,27,26,-0.0068009545897504435,-0.05733559364455665,-0.004485060706363746,-0.0528505329381929,0.05053463905480621,0.1469171248888165,-0.08925314334307387,-0.007129342490936438,1.4721720198363917,0.96040753236671,0.2753371636585678,0.22152477561473335
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,28,27,-0.0029807372708046866,-0.057170922014502155,-0.0037404285979671056,-0.053430493416535045,0.054190184743697516,0.1520731527245172,-0.090458424302745,-0.007424543678074709,1.4929701242061382,0.9623823073591604,0.27518462477567546,0.21969276152817613
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,29,28,0.0009408623274260536,-0.056913605578737377,-0.0029936774975665445,-0.053919928081170826,0.057854467906163456,0.1570619181858683,-0.09150559168683059,-0.007701858592874255,1.5141145417970974,0.9644847535017836,0.2750376854203532,0.21771414017646937
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,30,29,0.004950226640634161,-0.05657125299680181,-0.0022474304889390736,-0.05432382250786274,0.061521479637436,0.16188199600036493,-0.09239910240705089,-0.007961413955878044,1.5356297293737586,0.966711421212527,0.2748969527296009,0.21560113606521134
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,31,30,0.009034922480341406,-0.05615093175973156,-0.0015039237105323744,-0.054647008049199176,0.06518585424007296,0.1665327921919962,-0.0931435676004216,-0.00820337035150164,1.5575407564257957,0.9690596150532897,0.2747628799814858,0.21336515376555876
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,32,31,0.013183623777885959,-0.055659181592552134,-0.0007650420955205173,-0.05489413949703161,0.06884280537043813,0.1710144314070515,-0.09374371256709864,-0.008427913469514747,1.5798733447294508,0.9715273449062412,0.2746357823120483,0.21101681359559724
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,33,32,0.017386034666543582,-0.055102032162185344,-3.235245763498249e-5,-0.05506967970455036,0.07248806682872892,0.1753276558935277,-0.09420434135436598,-0.008635247710432793,1.6026539185385806,0.974113284602078,0.27451585222597674,0.2085659902342189
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,34,33,0.021632815000123692,-0.05448502285926517,0.0006928664086263125,-0.055177889267891474,0.07611783785938887,0.17947373498538735,-0.09453030581514751,-0.008825591310850983,1.6259096591460673,0.9768167386416392,0.27440317464973946,0.20602185253403507
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,35,34,0.02591550272197543,-0.05381322878033391,0.0014095948216631632,-0.055222823601997074,0.07972873150230937,0.18345438587877422,-0.09472647918860042,-0.008999175187864469,1.649668589672988,0.9796376100574878,0.2742977413704506,0.20339290742230012
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,36,35,0.030226443410124027,-0.05309128448598009,0.0021170469301818227,-0.05520833141616192,0.08331772789610412,0.1872717023206783,-0.0947977333625447,-0.009156241062029537,1.673959652457045,0.9825763780558374,0.2741994644306657,0.2006870413656749
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,37,36,0.03455871749335281,-0.052323413089320515,0.0028146460940768926,-0.0551380591833974,0.08688213058267333,0.19092809299829,-0.09474891989565457,-0.009297042519962153,1.698812820888572,0.985634074612657,0.2741081884844665,0.19791156477446908
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,38,37,0.03890607414003562,-0.05151345295958881,0.003502003256891683,-0.055015456216480484,0.09041952709962446,0.19442622648319857,-0.09458485405125902,-0.009421845332315142,1.724259210523578,0.9888122685520154,0.2740237019037624,0.1950732535736069
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,39,38,0.043262870530724334,-0.05066488284632541,0.004178897749092348,-0.05484378059541774,0.0939277533770498,0.1977689823310149,-0.09431030160545713,-0.009530927348508028,1.7503311938482435,0.9921130554563194,0.27394574673251954,0.19217838857992806
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,40,39,0.04762401092737827,-0.04978084939335792,0.004845258905476183,-0.05462610829883408,0.09740486032073621,0.20095940894058506,-0.0939299684499803,-0.009624580169868599,1.777062543941451,0.9955390476446013,0.2738740274481617,0.18923279563946493
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,41,40,0.05198489270957181,-0.04886419170767992,0.005501150034900719,-0.054365341742580627,0.10084908441725177,0.2040006859697145,-0.09344849208881119,-0.009703109463651577,1.8044885794959111,0.9990933702025027,0.27380821852587056,0.18624188222177265
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,42,41,0.056341357570793754,-0.04791746309362973,0.006146754701334625,-0.05406421779496434,0.10425882066442352,0.206896090712585,-0.09287043516384764,-0.009766834884313878,1.8326463125224541,1.0027796634920738,0.2737479710650425,0.18321067121087953
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,43,42,0.06068964011246872,-0.04694295721875095,0.006782362292607014,-0.05372531951135795,0.10763259733121969,0.20964897014480588,-0.09220028096659998,-0.009816091846986251,1.8615746437405944,1.0066020810281473,0.27369291800387635,0.1801438365967548
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,44,43,0.06502633108574866,-0.045942724276282536,0.007408358066813137,-0.05335108234309566,0.11096905536203122,0.2122627142265559,-0.09144242925262505,-0.00985122961189968,1.891314519615719,1.0105653028035873,0.27364267908070844,0.17704573036490664
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,45,44,0.06934833366274493,-0.0449185930787692,0.008025211895266015,-0.052943804974035204,0.11426692674151413,0.21474073393072318,-0.09060119468952911,-0.009872612499679967,1.9219091506610722,1.0146745427591004,0.27359686427290847,0.17392041369280276
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,46,45,0.07365282778598499,-0.04387218876906237,0.008633469071326097,-0.05250565784038845,0.11752501655504732,0.21708644138660554,-0.0896808055096888,-0.009880619321869481,1.9534042284590274,1.0189355634218737,0.2735550767022827,0.1707716832167404
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,47,46,0.07793723916895187,-0.042804947752580064,0.009233742700377823,-0.052038690452957864,0.12074218692153192,0.21930323204703964,-0.08868540284182352,-0.009875642283684228,1.9858481511556267,1.0233546965599813,0.27351691507275805,0.16760309434646245
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,48,47,0.08219920971338984,-0.041718132199285884,0.00982670672160522,-0.05154483892089108,0.12391734191267575,0.22139446907549673,-0.08761904105096882,-0.009858086111852203,2.019292274144248,1.02793886674252,0.27348197539627234,0.1644179836601885
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,49,48,0.08643656790410682,-0.04061284530018007,0.010413088969620097,-0.05102593426980015,0.12704941320428692,0.22336347000705384,-0.08648568895047054,-0.00982836785229639,2.053791198092884,1.032695615854475,0.27344985185178,0.16121949106536998
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,50,49,0.09064730533398345,-0.039490042412756,0.01099366612370122,-0.05048370853645719,0.1301373477467394,0.22521349427082205,-0.08528923105365634,-0.00978691547042632,2.089403061671875,1.0376331362990916,0.27342013750733923,0.1580105780510976
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,51,50,0.09482955676273945,-0.038350540907518126,0.011569259235605223,-0.04991980014312332,0.13318009767025757,0.22694773253652417,-0.08403346868460519,-0.00973416618166144,2.126189855421347,1.0427603085032413,0.2733924249768073,0.15479404360435162
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,52,51,0.09898157446100651,-0.037195032933644755,0.012140728671725054,-0.04933576160536978,0.13617660739465123,0.2285692971742975,-0.08272212325242455,-0.009670566527221737,2.16421780225225,1.0480867384690558,0.27336630545186064,0.1515725433371165
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,53,52,0.1031017156487322,-0.03602409077244472,0.012708971745841796,-0.048733062518286484,0.1391258064211769,0.23008121350123759,-0.08135883723881503,-0.009596569841245678,2.2035577145193894,1.05362280911836,0.2733413691668329,0.1483486003834143
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,54,53,0.10718842220046822,-0.034838176893285125,0.013274918890202176,-0.04811309578348727,0.14202659909375334,0.23148641236620032,-0.07994717743411563,-0.00951263583833138,2.24428543511224,1.0593797295523666,0.273317204132457,0.14512462082490113
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,55,54,0.11124020567847821,-0.03363765105202652,0.013839530940069006,-0.0474771819920955,0.1448778567305047,0.23278772348168855,-0.07849063739745886,-0.009419229353725005,2.2864823014675926,1.0653695930100608,0.2732933951600384,0.14190290555828194
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,56,55,0.11525563533029698,-0.03242277523830982,0.014403797456223506,-0.0468265726945333,0.14767841056860678,0.23398786915029235,-0.07699263980715494,-0.009316818774530621,2.330235641938246,1.071605444156676,0.2732695229860807,0.13868566014375347
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,57,56,0.11923332403174532,-0.031193720462422112,0.014968734285274832,-0.04616245474769692,0.15042704449416744,0.2350894591217416,-0.0754565394454327,-0.009205875182141427,2.3756393433794942,1.0781013491535294,0.273245162621993,0.13547500568195622
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,58,57,0.12317191869512575,-0.02995057025037882,0.015535382633138516,-0.04548595288351731,0.1531224889455046,0.23609498545884108,-0.07388562559947497,-0.009086870913861511,2.4227944506339347,1.0848724786367283,0.27321988216376064,0.13227298669392668
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,59,58,0.12707008709886758,-0.028693327281615055,0.016104806674152105,-0.044798133955767136,0.1557634143804826,0.23700681866095988,-0.07228312525911446,-0.008960279021362783,2.4718098613333925,1.0919351922861391,0.27319324051326216,0.12908158094916497
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,60,59,0.13092651253899582,-0.027421914852626756,0.016678093361179352,-0.04410000821380608,0.15834842739162255,0.23782720376370298,-0.07065220488149536,-0.008826571490585028,2.5228030417095093,1.0993071411626834,0.2731647864310976,0.12590270438225928
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,61,60,0.13473988239194262,-0.026136182053581772,0.01725635082324605,-0.0433925328768278,0.16087606444552438,0.2385582569044538,-0.06899597366331689,-0.008686218795612528,2.5759008630920697,1.1070073740114141,0.27313405598330415,0.12273821942348209
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,62,61,0.1385088804100342,-0.024835907555866912,0.017840707007858697,-0.04267661456372559,0.1633447879659011,0.23920196280092187,-0.0673174858117691,-0.008539689023251635,2.6312405095681184,1.1150564555005045,0.27310057049347647,0.11958994079390825
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,63,62,0.142232181490039,-0.02352080140331883,0.018432309357081882,-0.0419531107604007,0.16575298289335785,0.239760172089771,-0.0656197425278333,-0.008387446668579811,2.688970463655696,1.1234766012526416,0.27306383483807234,0.11645963972128123
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,64,63,0.14590844574327894,-0.022190507785868344,0.019032323925168237,-0.04122283171103657,0.16809895352914728,0.2402345993791363,-0.06390569405600918,-0.008229951793979796,2.7492516070767588,1.1322918245873184,0.273023335432179,0.11334904836841043
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,65,64,0.14953631130786119,-0.020844609144838884,0.019641933734377243,-0.04048654287921612,0.17038092045270006,0.24062682191303406,-0.06217824190216672,-0.008067659558167259,2.8122584568629394,1.1415280955200777,0.2729785376450053,0.11025986474834099
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,66,65,0.15311438992863893,-0.01948262894147532,0.020262337584299663,-0.039744966525774965,0.17259701887011428,0.24093827865500295,-0.06044024038834266,-0.007901019396546013,2.878180517926108,1.1512135191117818,0.2729288837039163,0.10719375586361787
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,67,66,0.1566412636090005,-0.018104033980304267,0.02089474903667137,-0.038998783016975624,0.1747452975893048,0.24117026968216038,-0.058694497846499036,-0.007730474246356531,2.947223776719533,1.1613785342500547,0.2728737907642788,0.10415236002355255
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,68,67,0.1601154800117299,-0.016708238559955468,0.021540394226117837,-0.03824863278607329,0.1768237185716854,0.24132395654908298,-0.056943777920450064,-0.007556460056947472,3.019612377912791,1.1720561291630058,0.2728126485005776,0.10113728975902388
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,69,68,0.16353555038346596,-0.015294607220541025,0.02220051032185577,-0.03749511754239679,0.17883015760400703,0.24140036284428884,-0.05519080017227448,-0.007379405068007313,3.0955904665902296,1.1832820843178877,0.27274481728886896,0.0981501331385578
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,70,69,0.16689994719882573,-0.013862459291533326,0.022876342623171408,-0.03673880191470473,0.18076240649035907,0.24140037620705493,-0.053438240435509904,-0.007199729281185959,3.1754242476880843,1.1950952366173244,0.27266962627849134,0.09519245514304764
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,71,70,0.1702071013546865,-0.012411073975563172,0.02356914137433143,-0.035980215349894595,0.18261817533024974,0.2413247505278161,-0.05168873109630667,-0.0070178441012596965,3.2594042859946173,1.2075377726773535,0.2725863711846171,0.09226579911492408
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,72,71,0.173455402014517,-0.010939695181161956,0.02428015830268432,-0.03521985348384627,0.184395097195679,0.24117410940200806,-0.049944860496982955,-0.006834151709346118,3.347848047854492,1.2206555549915106,0.2724943128988731,0.08937168670710605
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,73,72,0.17664319767341108,-0.009447537160106005,0.02501064233837949,-0.03445817949848549,0.18609073483351712,0.24094895101659267,-0.048209171722557786,-0.006649044460517785,3.441102726119635,1.2344984824120808,0.2723926765889431,0.08651161712626153
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,74,73,0.1797687934721028,-0.007933793236174394,0.02576183363201057,-0.03369562686818496,0.18770258670827725,0.24064965351157985,-0.046484161967097266,-0.006462904836205388,3.539548440009006,1.2491208847567852,0.27228064947025765,0.0836870682849639
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,75,74,0.18283045567046366,-0.006397642375328782,0.026534958034458055,-0.032932600409786836,0.18922809804579252,0.24027648257664372,-0.04477227992131461,-0.006276104609536659,3.6436017330661805,1.2645819668904803,0.2721573811767472,0.08089949422002327
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,76,75,0.18582641371461603,-0.00483825843793959,0.027331220019770185,-0.032169478457709774,0.19066467215255567,0.23982960002459594,-0.04307592341626052,-0.006089004455779798,3.7537195122035625,1.2809462979918442,0.27202198349569434,0.07815032385864958
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,77,76,0.18875486106180364,-0.0032548228048831663,0.02815179305222361,-0.03140661585710677,0.19200968386668688,0.23930907459398065,-0.04139743689476845,-0.00590195383252535,3.8704034805911847,1.298284346482796,0.2718735297256186,0.0754409604003825
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,78,77,0.1916139623371375,-0.0016465346836333503,0.02899781095947082,-0.03064434564310417,0.1932604970207709,0.2387148944514132,-0.03973910723753363,-0.005715290193108708,3.994205018929001,1.3166730847164139,0.27171105669882756,0.07277277771513692
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,79,78,0.19440185712938024,-1.262603261660202e-5,0.029870356178505298,-0.029882982211121904,0.19441448316199686,0.2380469818589544,-0.038103159917960004,-0.00552933877899754,4.125730704025112,1.336196650096247,0.27153356583139493,0.07014711855486751
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,80,79,0.1971166669791782,0.001647623126140436,0.03077044728858197,-0.02912282416244153,0.19546904385303782,0.2373052101758164,-0.03649175419705176,-0.005344412125726834,4.265648455119565,1.3569470821787404,0.27134002578463184,0.06756529147467273
