t,n,n_next,phi,rd_share,G,e,D_agg,d_per,C_old,young_saving,q,V,B,bubble_share,fundamental_share,PD_pv,PD_agg,dividend_yield,market_value,market_fundamental,market_bubble,cond_2_15a,cond_2_15b,mc_resid,mc_resid_abs
65,2166.697253879956,2553.395641252704,0.1076317037826165,0.8923682962173836,1.1784736592434768,211870.9416508293,1935.047954024291,0.8930864478455192,107870.51877943895,105935.47082541465,41.4880753745794,16.145621343973048,25.342454030606355,0.6108370610542758,0.3891629389457242,46.45471384619618,54.745656615435415,0.021526340756523297,105935.4708254147,41226.15916501741,64709.31166039729,0.009133144634875495,0.0028886950382879346,2.9103830456733704e-11,2.9103830456733704e-11
66,2553.395641252704,3011.299437871854,0.10334342782362327,0.8966565721763767,1.1793313144352753,271464.09877095104,2378.8082411323435,0.9316254021508756,138110.85762660787,135732.04938547552,45.07424525054874,16.952689015444793,28.12155623510395,0.6238941124535322,0.37610588754646773,48.38237036740763,57.05884444088915,0.020668685564724655,135732.04938547552,51049.62290262526,84682.42648285025,0.008762883386430678,0.002552424233789499,0.0,0.0
67,3011.299437871854,3553.811206412708,0.09920653901450285,0.9007934609854972,1.1801586921970995,348179.7540895415,2926.8698003518375,0.9719623905686096,177016.7468451226,174089.87704477075,48.9868107598492,17.798748215715374,31.188062544133825,0.6366624415912442,0.36333755840875576,50.39990357156858,59.4798842858823,0.01984130780290057,174089.87704477072,63253.39086912749,110836.48617564322,0.008406203307269652,0.002254116696820542,-2.9103830456733704e-11,2.9103830456733704e-11
68,3553.811206412708,4196.896637363461,0.09521722792936863,0.9047827720706314,1.1809565544141263,447021.399852578,3604.2086696563083,1.0141812438299085,227114.9085959453,223510.699926289,53.25618409003778,18.685602213513157,34.57058187652462,0.6491374188221546,0.35086258117784536,52.51150562489552,62.013806749874625,0.019043445585873727,223510.699926289,78421.54109700462,145089.1588292844,0.008062720645689291,0.0019896678527673195,2.9103830456733704e-11,2.9103830456733704e-11
69,4196.896637363461,4959.5804847117415,0.09137165714497256,0.9086283428550275,1.1817256685710056,574474.6111000993,4441.868244040411,1.0583697021499303,291679.17379409005,287237.30555004964,57.915645574354336,19.615136806511472,38.300508767842864,0.6613154077454113,0.3386845922545887,54.72156417243123,64.66587700691748,0.01827433142899451,287237.3055500497,97282.84971052529,189954.45583952442,0.007732053180791375,0.001755389395215757,1.1641532182693481e-10,1.1641532182693481e-10
70,4959.5804847117415,5864.539291321192,0.0876659735646495,0.9123340264353506,1.1824668052870702,738950.902917805,5478.449799276956,1.1046195975979551,374953.90125817945,369475.4514589025,63.00161583121817,20.58932428534313,42.412291545875036,0.673193710769227,0.326806289230773,57.034671454515205,67.44160574541824,0.0175331947129299,369475.45145890216,120746.90125314842,248728.55020575377,0.007413821104548179,0.0015479712115315165,-2.9103830456733704e-10,2.9103830456733704e-10
71,5864.539291321192,6938.809915202046,0.08409631983313223,0.9159036801668677,1.1831807360333735,951365.7087488492,6761.97240917224,1.1530270449682452,482444.8267835968,475682.8543744246,68.55395380298057,21.610227584209092,46.94372621877148,0.6847705145305634,0.3152294854694366,59.455633848439845,70.34676061812782,0.016819263966626447,475682.8543744246,149949.2614310828,325733.5929433418,0.007107647823532529,0.0013644461677922602,-5.820766091346741e-11,5.820766091346741e-11
72,6938.809915202046,8214.636619747635,0.08065884486155506,0.9193411551384449,1.183868231027689,1.2258913041903856e6,8352.194436030026,1.2036926415481473,621297.8465312228,612945.6520951928,74.61628316238577,22.680004625648202,51.93627853673757,0.6960448354645298,0.3039551645354702,61.9894818551162,73.38737822613943,0.01613176897231101,612945.6520951929,186307.99653389546,426637.6555612975,0.0068131606835616304,0.0012021576344936104,0.0,0.0
73,8214.636619747635,9730.483985910563,0.07734971348647537,0.9226502865135247,1.1845300573027049,1.5809380014231852e6,10323.511902131038,1.2567216761985256,800792.5126137236,790469.0007115926,81.23634979063391,23.800912867503023,57.43543692313089,0.707016465795868,0.29298353420413203,64.64148055149876,76.56977666179851,0.015469942697295078,790469.0007115921,231594.40150729084,558874.5992043014,0.006529991620694581,0.0010587296227693584,-2.3283064365386963e-10,2.3283064365386963e-10
74,9730.483985910563,11532.248289763173,0.07416511529051015,0.9258348847094898,1.185166976941898,2.0404332867033768e6,12768.578005896401,1.3122243481809233,1.0329852213575848e6,1.0202166433516884e6,88.46641328883835,24.975314060602727,63.491099228235626,0.7176859202027374,0.28231407979726264,67.41714053048574,79.90056863658289,0.01483302305810203,1.020216643351688e6,288021.5228616839,732195.1204900042,0.0062577777421608015,0.0009320393929448386,-2.3283064365386963e-10,2.3283064365386963e-10
75,11532.248289763173,13674.706441812345,0.07110127261525934,0.9288987273847407,1.185779745476948,2.6354899555403837e6,15802.824303453013,1.3703159961861644,1.333547802073645e6,1.3177449777701919e6,96.36367576718136,26.205679226192657,70.1579965409887,0.7280543833808637,0.2719456166191363,70.32222935102472,83.38667522122965,0.014220254523051867,1.3177449777701912e6,358354.97052648466,959390.0072437064,0.005996161840887299,0.0008201923925342037,-6.984919309616089e-10,6.984919309616089e-10
76,13674.706441812345,16223.249316902073,0.06815444779962598,0.931845552200374,1.1863691104400749,3.4065822739886725e6,19570.109481489202,1.431117338040313,1.7228612464758256e6,1.7032911369943363e6,104.99075146553875,27.4945938626674,77.49615760287135,0.7381236587139584,0.26187634128604165,73.36278352221407,87.0353402266569,0.013630889559925195,1.7032911369943367e6,446051.6511010188,1.257239485893318e6,0.005744792847341128,0.0007214993787941744,2.3283064365386963e-10,2.3283064365386963e-10
77,16223.249316902073,19255.955569832266,0.06532094967849963,0.9346790503215003,1.1869358100643002,4.406385799398838e6,24249.778515907623,1.4947547215860864,2.2274426782153263e6,2.203192899699419e6,114.41618109833483,28.844763391710742,85.57141770662409,0.7478961182341844,0.25210388176581555,76.5451210462996,90.85414525555953,0.01306418993569993,2.203192899699418e6,555433.4822931063,1.6477594174063115e6,0.005503326222414754,0.0006344555812000832,-9.313225746154785e-10,9.313225746154785e-10
78,19255.955569832266,22866.073136866067,0.06259713937809841,0.9374028606219016,1.1874805721243804,5.703484402453233e6,30065.48624559557,1.561360387261086,2.8818076874722117e6,2.8517422012266163e6,124.71499518773354,30.25901885451384,94.4559763332197,0.7573746540344654,0.24262534596553467,79.87585454662818,94.85102545595382,0.012519427875619684,2.8517422012266144e6,691904.9381771227,2.1598372630494917e6,0.005271424295061373,0.000557721761302037,-1.3969838619232178e-9,1.3969838619232178e-9
79,22866.073136866067,27164.98893272005,0.05997943544512442,0.9400205645548756,1.188004112910975,7.387210746653305e6,37296.228631122955,1.6310727429184908,3.7309016019577757e6,3.6936053733266527e6,135.96933105603918,31.740322869329574,104.2290081867096,0.7665626312727247,0.23343736872727525,83.36190500783444,99.03428600940133,0.011995887089024885,3.693605373326653e6,862225.519466299,2.831379853860354e6,0.005048756548338573,0.0004901070309824305,0.0,0.0
80,27164.98893272005,32285.783204877785,0.057464318347324725,0.9425356816526753,1.188507136330535,9.57396859207806e6,46290.136777896216,1.7040366514613245,4.833274432816926e6,4.78698429603903e6,148.26910859377284,33.29177586223034,114.9773327315425,0.7754638428869022,0.2245361571130978,87.0105161568105,103.4126193881726,0.011492863669464944,4.786984296039032e6,1.074851057993352e6,3.71213323804568e6,0.004834999857446659,0.0004305532948475283,9.313225746154785e-10,9.313225746154785e-10
81,32285.783204877785,38387.48412791673,0.05504833438312148,0.9449516656168785,1.1889903331233758,1.2415492814636676e7,57481.728904892894,1.7804037318880488,6.2652281362232305e6,6.207746407318338e6,161.71277040799467,34.91662258356628,126.79614782442839,0.7840824661189523,0.21591753388104773,90.82926951433907,107.9951234172069,0.011009666876624297,6.207746407318338e6,1.3403612952271095e6,4.867385112091228e6,0.004629838683256089,0.00037812118806385445,-9.313225746154785e-10,9.313225746154785e-10
82,38387.48412791673,45660.1611405189,0.05272809903772496,0.947271900962275,1.189454380192455,1.6109643859181114e7,71413.49101021771,1.8603326743750654,8.126235420600775e6,8.054821929590557e6,176.40809249012256,36.61825892327337,139.78983356684918,0.7924230209261874,0.20757697907381265,94.82610014866435,112.79132017839723,0.010545619807544992,8.054821929590559e6,1.6719956031219065e6,6.382826326468652e6,0.0044329652247103,0.0003319773871522475,9.313225746154785e-10,9.313225746154785e-10
83,45660.1611405189,54331.023003113645,0.0505002998226176,0.9494997001773824,1.1898999400354766,2.0914517818555124e7,88762.87702401448,1.9439895700509509,1.0546021786301576e7,1.0457258909277562e7,192.47307212820698,38.400239038858274,154.0728330893487,0.8004903303394059,0.19950966966059408,99.00931316373388,117.81117579648067,0.010100059964523518,1.0457258909277566e7,2.0863242705452715e6,8.370934638732294e6,0.0042440795333691635,0.00029138317787227055,1.862645149230957e-9,1.862645149230957e-9
84,54331.023003113645,64671.719491539814,0.04836169863453903,0.951638301365461,1.1903276602730921,2.7166895014990084e7,110376.09503669622,2.031548256147702,1.3693823602531739e7,1.3583447507495042e7,210.03690043021027,40.26628281058697,169.7706176196233,0.8082894828093962,0.19171051719060384,103.38760095637113,123.06512114764534,0.009672339726907807,1.3583447507495036e7,2.604089746893292e6,1.0979357760601744e7,0.004062889593227093,0.0002556841711937455,-3.725290298461914e-9,3.725290298461914e-9
85,64671.719491539814,77007.0851293383,0.04630913366914827,0.9536908663308518,1.1907381732661704,3.530636664391945e7,137310.3919059244,2.123190677246288,1.7790493713865653e7,1.7653183321959727e7,229.24102752766294,42.220283639133214,187.02074388852972,0.8158257965667232,0.18417420343327687,107.97006127823686,128.56407353388423,0.009261826733829654,1.7653183321959727e7,3.2512609763835403e6,1.4401922345576184e7,0.003889111368801024,0.00022430106531649504,-3.725290298461914e-9,3.725290298461914e-9
86,77007.0851293383,91725.61070273709,0.04433952092342669,0.9556604790765733,1.1911320958153147,4.590689405480069e7,170886.98194125155,2.219107263367208,2.3124334009341598e7,2.2953447027400345e7,250.24032929895142,44.266316601696815,205.9740126972546,0.8231047860042826,0.17689521399571745,112.76621614010857,134.31945936813028,0.008867904184685338,2.2953447027400352e7,4.06035492385135e6,1.8893092103549004e7,0.003722468824339492,0.00019672135864642662,0.0,0.0
87,91725.61070273709,109291.98506259704,0.04244985531964486,0.9575501446803552,1.191510028936071,5.971809919336152e7,212757.30872244394,2.3194973256917795,3.0071806905403204e7,2.985904959668076e7,273.2043852948501,46.408646983387996,226.79573831146212,0.8301321300779911,0.1698678699220089,117.78603159775929,140.34323791731114,0.008489971063928972,2.9859049596680764e7,5.07209315288378e6,2.4786956443796985e7,0.0035626939168568648,0.0001724919254714397,3.725290298461914e-9,3.725290298461914e-9
88,109291.98506259704,130262.11777305293,0.040637211482377616,0.9593627885176224,1.1918725577035245,7.771929776308304e7,264986.01037896395,2.4245694707365146,3.9124634891920485e7,3.885964888154152e7,298.3188784727432,48.65173920148902,249.6671392712542,0.8369136427082196,0.16308635729178042,123.03993846054759,146.6479261526571,0.008127442296475523,3.885964888154154e7,6.337478581728219e6,3.2522170299813323e7,0.003409526565547962,0.00015121237273020614,1.4901161193847656e-8,1.4901161193847656e-8
89,130262.11777305293,155301.13476805808,0.03889874419863988,0.9611012558013601,1.192220251160272,1.0119022145364071e8,330154.81291298295,2.534542033841257,5.092526553973334e7,5.059511072682036e7,325.78712835797387,51.000266141052975,274.7868622169209,0.8434552451531663,0.15654475484683375,128.53885396574904,153.24662475889883,0.007779748839727978,5.0595110726820335e7,7.920399205178497e6,4.2674711521641836e7,0.0032627145999896846,0.00013252910267403113,-7.450580596923828e-9,7.450580596923828e-9
90,155301.13476805808,185204.93702420575,0.03723168858975448,0.9627683114102455,1.1925536622820492,1.3180360124122415e8,411492.64738586,2.6496435328719485,6.6313293267997935e7,6.590180062061208e7,355.8317703593337,53.4591189211838,302.3726514381499,0.8497629403153109,0.1502370596846891,134.2942044636652,160.15304535639825,0.0074463377179508974,6.590180062061204e7,9.900892753167372e6,5.6000907867444664e7,0.003122013689388918,0.00011613001234508395,-3.725290298461914e-8,3.725290298461914e-8
91,185204.93702420575,220926.0295892772,0.03563336002207074,0.9643666399779293,1.1928733279955859,1.7174639097600093e8,513038.63021420565,2.770113143080808,8.638623411821467e7,8.587319548800047e7,388.69659518005653,56.03341711226142,332.6631780677951,0.8558427889333453,0.14415721106665463,140.3179491606483,167.381538992778,0.0071266720044141476,8.587319548800047e7,1.2379240366931777e7,7.349395512106869e7,0.0029871872549909672,0.00010173976660426842,0.0,0.0
92,220926.0295892772,263604.4690052319,0.03410115378214937,0.9658988462178506,1.1931797692435702,2.238785182410807e8,639846.2307066115,2.89620119411075,1.1257910535124697e8,1.1193925912054035e8,424.6485635959331,58.728519425335605,365.9200441705975,0.861700887604514,0.13829911239548592,146.62260496937515,174.9471259632502,0.006820230756429874,1.1193925912054041e8,1.548110017857904e7,9.645815894196136e7,0.0028580063676212175,8.911558692042666e-5,5.960464477539063e-8,5.960464477539063e-8
93,263604.4690052319,314604.9458910993,0.032632544540526,0.967367455459474,1.1934734910918947,2.9194081397607017e8,798239.0632368041,3.028169690176842,1.467686460512719e8,1.4597040698803508e8,463.98001332936065,61.550034895912404,402.42997843344824,0.8673433485760506,0.13265665142394942,153.22127251800896,182.86552702161075,0.006526508908105201,1.4597040698803502e8,1.9363945398023795e7,1.2660646159001124e8,0.002734249632195087,7.804350326970626e-5,-2.9802322387695312e-8,2.9802322387695312e-8
94,314604.9458910993,375561.22179451387,0.031225085626680034,0.96877491437332,1.193754982874664,3.8082739859050083e8,996131.3921671568,3.166292854505753,1.9140983068741757e8,1.9041369929525042e8,507.0110763443893,64.50383458540108,442.50724175898824,0.8727762812392946,0.12722371876070532,160.12766337229155,191.15319604674988,0.0062450171253360075,1.9041369929525042e8,2.4225138927324448e7,1.6618856036792594e8,0.002615703060898423,6.833502128713299e-5,-2.9802322387695312e-8,2.9802322387695312e-8
95,375561.22179451387,448429.38208491105,0.02987640813637374,0.9701235918636263,1.1940247183727253,4.969425593031284e8,1.2434297626860174e6,3.310857699164566,2.4971470941425022e8,2.484712796515642e8,554.0923266364279,67.5960638245781,486.49626281184976,0.878005775256058,0.12199422474394199,167.35612852713146,199.82735423255775,0.0059752816272747485,2.4847127965156403e8,3.0312061132227764e7,2.1815921851933628e8,0.002502159936612597,5.982416126477643e-5,-1.4901161193847656e-7,1.4901161193847656e-7
96,448429.38208491105,535551.6576892642,0.02858421989110061,0.9714157801088994,1.19428315602178,6.486683944083961e8,1.5525363418789299e6,3.462164621463082,3.25886733546077e8,3.2433419720419806e8,605.6076805057377,70.83315502456537,534.7745254811723,0.8830378852437717,0.11696211475622836,174.9216882268911,208.9060258722693,0.005716843978220122,3.2433419720419806e8,3.793481359276661e7,2.863993836114315e8,0.0023934206680362264,5.236482970988656e-5,0.0,0.0
97,535551.6576892642,639732.9175106367,0.027346304267997647,0.9726536957320023,1.1945307391464004,8.46977688718278e8,1.9389797871963135e6,3.6205280281689305,4.2542782414633536e8,4.23488844359139e8,661.9775734021028,74.22184108200634,587.7557323200965,0.8878786169438372,0.11212138305616286,182.84006317633612,218.40807581160334,0.00546926085359953,4.234888443591389e8,4.748215493840275e7,3.760066894207362e8,0.002289292637838607,4.582848797293999e-5,-5.960464477539063e-8,5.960464477539063e-8
98,639732.9175106367,764332.3519946606,0.026160518917239535,0.9738394810827604,1.1947678962165522,1.1062372292128472e9,2.4222060245693107e6,3.7862769888326673,5.555408206309929e8,5.531186146064236e8,723.6624397265962,77.76916940636613,645.89327032023,0.8925339147963134,0.10746608520368664,191.12770720710157,228.3532486485219,0.005232103783447907,5.531186146064235e8,5.9441492165039025e7,4.936771224413845e8,0.002189590045069133,4.0102085943131535e-5,0.0,0.0
99,764332.3519946606,913373.3704038583,0.025024794382648402,0.9749752056173516,1.1949950411234704,1.4452608700559554e9,3.0265695553376693e6,3.959755919580403,7.256570045833154e8,7.226304350279777e8,791.1665244942039,81.48251659858431,709.6840078956196,0.8970096508435106,0.10299034915648943,199.80184146755192,238.76220976106234,0.005004958876529681,7.226304350279777e8,7.442396081463727e7,6.482064742133404e8,0.0020941337429418476,3.5086232002713084e-5,1.1920928955078125e-7,1.1920928955078125e-7
100,913373.3704038583,1.0916753365811855e6,0.02393713264002361,0.9760628673599764,1.1952125734719954,1.888690160781796e9,3.782576246099092e6,4.141325298794932,9.481276566369971e8,9.44345080390898e8,865.0420585192628,85.36960381165898,779.6724547076038,0.9013116148851877,0.09868838511481226,208.88049020707888,249.65658824849467,0.004787426528004722,9.443450803908978e8,9.319589097489527e7,8.511491894160025e8,0.002002751073015253,3.069357334813323e-5,-3.5762786865234375e-7,3.5762786865234375e-7
