t,n,n_next,phi,rd_share,G,e,D_agg,d_per,C_old,young_saving,q,V,B,bubble_share,fundamental_share,PD_pv,PD_agg,dividend_yield,market_value,market_fundamental,market_bubble,cond_2_15a,cond_2_15b,mc_resid,mc_resid_abs
54,376.42590076153266,439.2279419823867,0.16581137092583648,0.8341886290741636,1.1668377258148328,15027.0143068982,213.5386770605969,0.5672794476378886,7727.045830509696,7513.5071534491,17.10616842712251,9.397655983946091,7.708512443176416,0.45062764791642435,0.5493723520835756,30.154747361906693,35.18569683428804,0.0331622741851673,7513.507153449101,4127.713097287103,3385.794056161997,0.014210319674918476,0.010822413652316178,0.0,0.0
55,439.2279419823867,513.0507814140786,0.15962951834867312,0.8403704816513269,1.1680740963302654,18982.409646167125,259.4144428366904,0.590614617243757,9750.619265920253,9491.204823083563,18.49954267085171,9.874689435845152,8.624853235006558,0.4662198081575318,0.5337801918424682,31.322527636014513,36.58703316321741,0.03192590366973463,9491.20482308356,5066.217131281703,4424.987691801859,0.013666043862301256,0.009631391126896554,0.0,0.0
56,513.0507814140786,599.8964603534863,0.15363466848211088,0.8463653315178892,1.1692730663035777,24015.39471612134,315.54624082313467,0.6150390024812381,12323.243598883804,12007.69735806067,20.01628306155563,10.37535901651043,9.6409240450452,0.481654062115163,0.5183459378848371,32.544737782164034,38.053685338596836,0.030726933696422175,12007.697358060666,6224.141148901236,5783.55620915943,0.013139331855799607,0.008564870307668662,-5.4569682106375694e-12,5.4569682106375694e-12
57,599.8964603534863,702.1398864832856,0.14782439231636074,0.8521756076836393,1.170435121536728,30427.534944454652,384.2957016654849,0.6406033825221112,15598.063173892811,15213.767472227326,21.66771574312135,10.900774791865894,10.766940951255455,0.4969116762884217,0.5030883237115783,33.823917160433446,39.588700592520134,0.02956487846327215,15213.767472227324,7653.868774940581,7559.898697286744,0.012629866414318978,0.007610795272475256,-1.8189894035458565e-12,1.8189894035458565e-12
58,702.1398864832856,822.5995616701707,0.14219603881061876,0.8578039611893813,1.1715607922378763,38606.61601757586,468.5807092515971,0.6673609038200561,19771.88871803953,19303.30800878793,23.466226956886914,11.452096300950435,12.014130655936478,0.5119753882040482,0.4880246117959518,35.16272353169528,41.19526823803434,0.028439207762123758,19303.30800878792,9420.489397366411,9882.818611421508,0.012137316283775644,0.006758139969998641,-7.275957614183426e-12,7.275957614183426e-12
59,822.5995616701707,964.6219096376644,0.1367467563492401,0.8632532436507598,1.172650648730152,49051.724897035674,572.0087461912492,0.695367190604706,25097.871194709085,24525.862448517837,25.42536324696414,12.030534857170291,13.394828389793847,0.5268293813420042,0.47317061865799587,36.563938578772614,42.87672629452714,0.027349351269848023,24525.862448517837,11604.917507886094,12920.944940631744,0.011661338054715732,0.005996839793371859,0.0,0.0
60,964.6219096376644,1132.181845210334,0.13147351361939852,0.8685264863806015,1.1737052972761204,62405.730127565286,699.0426497090916,0.7246804605253774,31901.907713491735,31202.865063782643,27.559941184170683,12.637355976659746,14.922585207510936,0.541459254495139,0.458540745504861,38.03047368517475,44.6365684222097,0.02629470272387971,31202.86506378264,14307.785008234472,16895.080055548166,0.011201577936515751,0.005317724866220158,-3.637978807091713e-12,3.637978807091713e-12
61,1132.181845210334,1330.0027438551317,0.12637311982313565,0.8736268801768643,1.1747253760353729,79497.3695964062,855.2067418119885,0.7553616456843206,40603.891540015095,39748.6847982031,29.886167514954135,13.273881937912346,16.61228557704179,0.5558519863321219,0.4441480136678782,39.56537598341882,46.47845118010258,0.02527462396462713,39748.6847982031,17654.299399032494,22094.38539917061,0.01075767344446387,0.004712455469690523,0.0,0.0
62,1330.0027438551317,1563.6995890381456,0.121442244150479,0.878557755849521,1.1757115511699041,101395.81912683797,1047.3432713990394,0.7874745193105552,51745.25283481803,50697.90956341899,32.42177072810002,13.941494476984943,18.48027625111508,0.5699958958471747,0.43000410415282525,41.17183468550287,48.40620162260345,0.024288448830095802,50697.90956341898,21800.309184238933,28897.60037918005,0.010329254997081266,0.004173459948297577,-7.275957614183426e-12,7.275957614183426e-12
63,1563.6995890381456,1839.9498155848069,0.11667743445342121,0.8833225655465788,1.1766645131093159,129481.48247391639,1283.9315723358304,0.8210858283371395,66024.67280929402,64740.741236958194,35.186145126670795,14.641637622760381,20.544507503910413,0.5838805993083298,0.41611940069167014,42.85318770868286,50.42382525041943,0.02333548689068424,64740.74123695818,26939.878443857535,37800.86279310065,0.009915947422014373,0.0036938753507643296,-2.1827872842550278e-11,2.1827872842550278e-11
64,1839.9498155848069,2166.697253879956,0.1120751350729203,0.8879248649270797,1.177584972985416,165537.87414486296,1575.4854239889623,0.8562654321570246,84344.42249642045,82768.93707243148,38.200508596304886,15.375820676974815,22.82468791933007,0.5974969642560699,0.4025030357439301,44.612928610318534,52.53551433238224,0.022415027014584057,82768.93707243145,33314.74843695197,49454.18863547947,0.009517371369709917,0.0032674909894557314,-4.3655745685100555e-11,4.3655745685100555e-11
