t,N_US,N_W,phi_US,phi_W,omega,omega_star,theta_US_star,theta,R_f,R_f_W,q_US,d_US,Q_US,Q_W,Y_US,Y_W,e_US,e_W,I_US,I_W,R_US,R_W,R_A,G_N_US,G_N_W,Psi,converged,resnorm
54,310.5037151126998,47.54078855455952,0.6647598602729198,0.7261345125201828,0.6063237444740813,0.17595391066740654,0.7856472167028832,-0.7309498103736057,1.073609426350037,1.0873120986105658,0.004400497716943655,0.0005850548494893534,1.4579833630360048,1.1369311239521906,2.7785515921186446,2.5864432095209997,2.688502361387545,2.4889438075759527,0.0916124735800461,0.05903946492972338,1.0674085884786253,1.091561982796731,1.0793350274479858,1.067048027945416,1.0547730974959635,0.9889501974214997,true,2.0194317394685907e-14
55,359.68767458555334,52.16733849648347,0.6648298119930871,0.7261396876216617,0.6065834806260035,0.17614617999163432,0.7871486263563618,-0.7303466521546107,1.0736370919464906,1.087313647167009,0.003843988341499344,0.0005111196092765256,1.475318849529702,1.147523315548232,2.8121786236277195,2.6105772657043635,2.7210188217737943,2.5121671642810948,0.09268362184182531,0.0595884371301719,1.0674346211861554,1.091563933326329,1.0793306232500366,1.0670340376013825,1.0547720624756676,0.988978352130823,true,2.0815288835468555e-14
56,417.146708244013,57.291721814240226,0.6648999725664335,0.726144791840574,0.6068440452955587,0.17633939922212852,0.7886606084458968,-0.7297424664407995,1.0736648195483631,1.087315173903624,0.0033542761344462864,0.0004460516219547157,1.4930013318255524,1.1583106541132884,2.846482936798965,2.6351554553351066,2.7541900547934834,2.5358179075935987,0.09377608379983159,0.06014753776415895,1.0674607322624348,1.0915658571432911,1.0793262425973862,1.0670200054867134,1.0547710416318852,0.9890065581038803,true,2.1586292832739423e-14
57,484.33419801962435,62.97174880305251,0.664970286745972,0.7261498201324712,0.6071052347973311,0.17653342116367796,0.7901820612904084,-0.7291377343088454,1.0736925871268594,1.0873166773002771,0.002923900823540948,0.00038886143380936154,1.5110353018655305,1.1692967384538229,2.881473104251676,2.6601859329236794,2.7880243549737633,2.5599038854387963,0.09489014140690646,0.060716954639037056,1.0674869011516697,1.0915677523461802,1.0793218890873049,1.0670059426508056,1.0547700359735057,0.9890347929979969,true,2.1611459117175927e-14
58,562.9670625655406,69.27236490855813,0.6650406998850821,0.7261547677600593,0.6073668475260998,0.1767280991373266,0.7917118779413769,-0.7285329292555779,1.073720372953832,1.0873181559305558,0.002546151089389606,0.0003386588205001655,1.5294252781811721,1.1804852230847602,2.9171577409735794,2.6856769805110754,2.8225300581241455,2.58443306844522,0.09602607853945465,0.06129687843231664,1.067513107519492,1.0915696171493163,1.0793175661638776,1.0669918600229835,1.0547690464479882,0.9890630348152851,true,2.2082286850190143e-14
59,655.0747084139788,76.26657712212261,0.6651111580254683,0.7261596302994122,0.6076286842770471,0.17692328721978046,0.7932489479692294,-0.7279285164717412,1.0737481556361206,1.0873196084636565,0.0022150017526254865,0.00029464447614343587,1.5481758083896604,1.1918798194729987,2.9535455091437433,2.7116370105821868,2.8577155460003603,2.6094135527460343,0.09718418115206776,0.06188750275383965,1.0675393312857135,1.0915714498851221,1.0793132771147853,1.0669777683949064,1.0547680739401175,0.9890912619359732,true,2.232556450124498e-14
60,763.0572416453999,84.03650595085925,0.6651816079805754,0.7261644036446885,0.6078905485498758,0.1771188404753389,0.7947921592324367,-0.7273249521649346,1.0737759141478167,1.0873210336658128,0.001925054444376693,0.0002561021621521284,1.567291471780731,1.203484297310053,2.9906451231425897,2.7380745690403203,2.8935892511487964,2.6348535628394516,0.09836473743743349,0.06248902420961026,1.067565552655402,1.0915732490058996,1.0793090250688469,1.066963678403885,1.0547671192710624,0.9891194531494852,true,2.2278381692869917e-14
61,889.75471652484,92.67458063039905,0.6652519974142396,0.7261690840113728,0.6081522468359931,0.17731461517961694,0.7963403996230469,-0.7267226829332293,1.0738036278603948,1.0873224304012798,0.001671481832434655,0.00022239132553375352,1.5867768819853116,1.215302485813254,3.028465354730575,2.764998338241368,2.930159661913702,2.6607614545066904,0.09956803799099505,0.06310164246726042,1.0675917521481884,1.0915750130850554,1.0793048129942977,1.0669496005171522,1.0547661831977255,0.9891475876832103,true,2.2495048836755696e-14
62,1038.5295419598121,102.28489781683918,0.665322274914384,0.7261736679380877,0.608413588888127,0.17751046903436526,0.7978925587823226,-0.7261221451903234,1.073831276570631,1.0873237976328773,0.0014499754247677174,0.00019294018963528163,1.6066366897168334,1.2273382750551505,3.0670150383769514,2.792417140086704,2.967435327589215,2.6871457177865694,0.10079437597983203,0.06372556032313445,1.0676179106257402,1.0915767408177848,1.0793006436977803,1.0669355450171232,1.0547652664123826,0.9891756452289201,true,2.2682597385248813e-14
63,1213.3645783363586,112.98476694701057,0.6653923900616171,0.7261781522869957,0.6086743879718138,0.17770626137276987,0.7994475297805352,-0.7255237646428402,1.073858840526279,1.0873251344221049,0.001256696928100202,0.00016723931451433712,1.626875585576128,1.2395956173210394,3.1063030767200814,2.82033993917431,3.00542486369836,2.714014980006297,0.10204404731522944,0.06436098377099761,1.0676440093173434,1.0915784310212238,1.0792965198240148,1.0669215219876766,1.0547643695426008,0.989203605966809,true,2.3025788205113338e-14
64,1418.9799495268144,124.9064688522573,0.6654622934926032,0.726182534242865,0.6089344610983368,0.17790185335470154,0.8010042107554459,-0.7249279558201378,1.0738863004494654,1.0873264399288483,0.0010882331019529939,0.00014483561917604185,1.6474983029110966,1.2520785284945624,3.1463384461409816,2.8487758460080994,3.0441369573813053,2.7413780088683875,0.10331735082842883,0.06500812207236374,1.0676700298435478,1.091580082634099,1.0792924438561329,1.0669075413014792,1.054763493151427,0.9892314505871459,true,2.2380002173587092e-14
65,1660.9721834793274,138.19925811860145,0.6655319369581402,0.7261868113108334,0.609193629238839,0.1780971081514386,0.802561506504149,-0.7243351216564538,1.0739136375577971,1.0873277134106885,0.0009415540174775285,0.00012532685380050766,1.6685096207224364,1.264791089471615,3.1871302024321797,2.8777341202657305,3.083580372875609,2.7692437155940226,0.1046145884490531,0.0656671878284613,1.0676959542378432,1.0915816947158863,1.0792884181166025,1.066893612608372,1.0547626377378334,0.9892591603095413,true,2.2785057750868648e-14
66,1945.979998770577,153.03164418452963,0.6656012733758939,0.7261909813129522,0.6094517175194296,0.17829189111948504,0.8041183300235989,-0.7237456531250713,1.0739408335831757,1.087328954221839,0.000813974605197405,0.00010835650674300666,1.6899143666070522,1.2777374476027763,3.228687486544469,2.9072241741255143,3.123763957071654,2.797621158123418,0.10593606538572531,0.06633839705384487,1.0677217649663604,1.0915832664455092,1.0792844447687573,1.066879745324821,1.0547618037374096,0.9892867168998486,true,2.2137855649918063e-14
67,2281.8818965449364,169.59399136366739,0.6656702568775391,0.7261950423835501,0.6097085553963686,0.17848606996249902,0.805673603990045,-0.7231599289258123,1.073967870788241,1.087330161811722,0.0007031193559370411,9.360912845643599e-5,1.7117174197315927,1.2909218181764788,3.271019530393317,2.937255575680004,3.1646966451257494,2.826519544399753,0.10728209030852315,0.06702196925229319,1.0677474449454865,1.0915847971195929,1.079280525818856,1.0668659486244922,1.05476099152329,0.9893141026846383,true,2.2268136915653727e-14
68,2678.0317246303616,188.10148387615723,0.6657388428512683,0.7261989929635542,0.609963976814837,0.1786795148837258,0.8072262621945485,-0.7225783152170276,1.0739947319808392,1.0873313357232275,0.0006068900242459296,8.080605249589265e-5,1.7339237138245995,1.304348485896364,3.314135662710678,2.9678380523309054,3.2063874661168423,2.8559482356352652,0.10865297553231079,0.06771812749256045,1.0677729775577682,1.091586286150324,1.0792766631186097,1.0668522314297464,1.0547602014072892,0.9893413005636558,true,2.1961298854691466e-14
69,3145.5395859920054,208.7975089864722,0.665806987978422,0.7262028317937705,0.6102178203467071,0.1788720987251663,0.8087752509023006,-0.7220011654018123,1.0740214005260467,1.0873324755906502,0.0005234361730247482,6.970149235211195e-5,1.7565382401911203,1.3180218064219775,3.3580453149356777,2.998981494322133,3.248845548741005,2.885916749710425,0.11004903720161409,0.0684270984875854,1.0677983466656258,1.091587733062921,1.0792728583681952,1.0668386024043155,1.0547594336412458,0.9893682940198104,true,2.100698099187166e-14
70,3697.606905610395,231.95751916932852,0.6658746502648828,0.7262065579072263,0.6104699293096033,0.17906369709491224,0.8103195301448493,-0.7214288199622821,1.0740478603560184,1.0873335811373457,0.00045112839137144054,6.007899196580344e-5,1.7795660507274709,1.3319462079371425,3.4027580271054116,3.030695958330167,3.2920801270060687,2.9164347646283963,0.11147059547552332,0.06914911267529926,1.0678235366231204,1.091589137492745,1.0792691131196799,1.0668250699470234,1.0547586884185547,0.989395067126978,true,2.1105393920177854e-14
71,4349.9261962843375,257.8934434049395,0.6659417890675674,0.7262101706206842,0.6107201518684937,0.1792541884833039,0.8118580749481851,-0.7208616063383665,1.0740740959778081,1.0873346521731293,0.00038853401413374236,5.1748207297165585e-5,1.8030122609407573,1.346126192743394,3.448283453755582,3.0629916711061407,3.336100545935771,2.9475121220194094,0.11291797471288212,0.06988440430088547,1.067848532285906,1.0915904991821077,1.0792654287808197,1.0668116421864866,1.0547579658758632,0.9894216045557849,true,2.063288212691111e-14
72,5121.158129654186,286.9587282497902,0.6660083651163029,0.7262136695254062,0.6109683411208726,0.17944345436842443,0.8133898764985147,-0.7202998388479023,1.0741000924792998,1.0873356885914462,0.0003343951711611765,4.4541996249568294e-5,1.8268820529664915,1.3605663388696345,3.4946313698187916,3.095879033149653,3.380916267271618,2.9791588306757886,0.11439150365732952,0.07063321150002826,1.0678733190194571,1.0915918179767856,1.0792618066191455,1.0667983269767394,1.0547572660949187,0.9894478915775184,true,2.0332648907661565e-14
73,6033.500991267369,319.55410164084975,0.6660743405302023,0.726217054477206,0.6112143551621348,0.17963137930804562,0.8149139432199378,-0.7197438186549339,1.0741258355329097,1.087336690366327,0.0002876089960807669,3.8313794479010063e-5,1.8511806785725422,1.3752713017466953,3.5418116764860517,3.1293686225249226,3.4265368751395524,3.0113850702240876,0.11589151562182244,0.07139577638568367,1.067897882705255,1.091593093822275,1.0792582477663935,1.0667851318939596,1.0547565891045587,0.9894739140658415,true,2.0095456257710923e-14
74,7113.370559736625,356.13416628201014,0.6661396788300582,0.7262203255859395,0.6114580571368012,0.17981785102207248,0.8164293017942977,-0.7191938337726723,1.0741513113976815,1.0873376575491656,0.00024720982812761344,3.293525510251246e-5,1.8759134621529923,1.3902458158859394,3.5898344070510326,3.1634711986815423,3.4729720816998806,3.044201194801772,0.1174183486724757,0.07217234513519016,1.067922209745492,1.0915943267598294,1.0792547532231382,1.0667720642339884,1.0547559348828122,0.9894996584969378,true,1.8865392842596853e-14
75,8392.211994053387,397.21494589840376,0.6662043449462394,0.726223483204471,0.6116993152736065,0.18000276046365388,0.8179349981059403,-0.7186501591048143,1.0741765069195799,1.0873385902653439,0.00021235324598025562,2.829413102709677e-5,1.9010858037030847,1.405494696594454,3.638709732712013,3.198197706353764,3.5202317327565074,3.0776177368095836,0.11897234581141451,0.07296316807941396,1.0679462870661014,1.091595516922302,1.0792513238636379,1.066759131010752,1.0547553033591057,0.9895251119479146,true,1.8651561337272344e-14
76,9907.469557324837,443.3825264758069,0.6662683052219416,0.7262265279172028,0.6119380029038564,0.1801860018782921,0.8194300981035108,-0.7181130565259689,1.0742014095299508,1.0873394887107166,0.00018230177909317808,2.4292379479071312e-5,1.9267031817703018,1.4210228417447237,3.6884479683171274,3.233559279579318,3.5683258133117275,3.1116454107790394,0.1205538551584823,0.07376849979484833,1.0679701021180577,1.0915966645298225,1.0792479604408718,1.0667463389556118,1.0547546944165593,0.9895502620934236,true,1.8049233327577203e-14
77,11703.745088347738,495.30295622071054,0.6663315274128662,0.7262294605282573,0.6121739984669704,0.18036747285364074,0.8209136885981999,-0.7175827749915535,1.0742260072425724,1.0873403531479928,0.00015641214948140672,2.084446929397506e-5,1.9527711563825356,1.436835233559339,3.739059578062973,3.2695672457483362,3.6172644530760065,3.146295117269011,0.12216323013160943,0.07458859919661003,1.067993642877348,1.0915977698853434,1.0792446635916881,1.0667336945174268,1.0547541078943485,0.9895750972009465,true,1.7564195616395933e-14
78,13834.182218887117,553.7335933111126,0.6663939806830254,0.7262322820493894,0.6124071855021045,0.18054707435891046,0.8223848779873283,-0.7170595506791008,1.0742502886492036,1.087341183903037,0.00013412390504653047,1.787587259774191e-5,1.9792953719481263,1.4529369404351575,3.790555181130233,3.306233129738247,3.6670579319171708,3.1815779468451195,0.12380082962571058,0.07542372963359258,1.0680168978434983,1.0915988333700843,1.0792414338420526,1.0667212038633949,1.054753543590122,0.9895996061246501,true,1.6577820157089023e-14
79,16362.120625324293,619.5361195960679,0.6664556355970415,0.7262349936876952,0.6126374526270801,0.18072471077462648,0.8238427969070876,-0.716543607157642,1.0742742429137784,1.0873419813611018,0.00011494931402871613,1.532172362849039e-5,2.0062815601261215,1.4693331188017378,3.8429455572538527,3.343568658123029,3.717716685246597,3.2175051841307836,0.12546701818998598,0.07627415898550095,1.0680398560367965,1.091599855438899,1.0792382716123659,1.0667088728805918,1.054753001262461,0.9896237782979663,true,1.6322982205796947e-14
80,19363.073336115638,693.6914721697436,0.6665164641091879,0.7262375968331838,0.6128646935055433,0.18090028991316412,0.8252865988156378,-0.7160351555824243,1.0742978597653594,1.087342745963026,9.846439887749569e-5,1.3125628596093023e-5,2.0337355426650237,1.486029015013848,3.896241652223979,3.381585763456638,3.7692513093387463,3.2540883119297233,0.12716216620353255,0.07714015976175172,1.0680625069942975,1.0916008366155914,1.0792351772228115,1.0666967071781623,1.0547524806333632,0.9896476037250148,true,1.5187731383645305e-14
81,22927.09057772232,777.3169838485841,0.666576439549413,0.7262400930462887,0.6130888068031949,0.18107372303057329,0.8267154605087106,-0.7155343949127212,1.0743211294899537,1.0873434782014073,8.430099657030371e-5,1.1238611628860065e-5,2.061663234208816,1.503029967277526,3.950454583314803,3.420296588629757,3.8216725665812894,3.2913390154190916,0.12888665004920427,0.0780220092021999,1.0680848407647046,1.0916017774882083,1.0792321508987115,1.0666847120901175,1.0547519813907422,0.9896710729709779,true,1.472378982496171e-14
82,27161.586174332777,871.6860688932478,0.6666355366066202,0.726242484045375,0.6133096961340491,0.18124492483018506,0.8281285825696727,-0.7150415121499925,1.0743440429213125,1.087344178616779,7.213974103748324e-5,9.618182995437053e-6,2.0900706450693165,1.5203414076087707,4.00559564463944,3.4597134912980123,3.8749913906540385,3.3292691864114654,0.1306408522856647,0.07891998937963994,1.0681068479022287,1.0916026787043305,1.0792291927758595,1.066672892678676,1.054751503190925,0.9896941771515432,true,1.3730138645184055e-14
83,32194.717532072384,978.2508428460023,0.6666937313094663,0.7262447716942962,0.6135272699976221,0.1814138134585638,0.8295251897568313,-0.7145566825940238,1.0743665914308183,1.0873448477938,6.170387176616075e-5,8.227516900804507e-6,2.1189638839643616,1.5379688638234166,4.061676312429854,3.4998490483785547,3.9292188916357005,3.367890927682667,0.1324251618175996,0.07983438730399826,1.0681285194595178,1.0916035409663836,1.0792263029058073,1.0666612537381068,1.0547510456611406,0.9897169079215278,true,1.3024184758451465e-14
84,38179.428229565405,1098.6681262702753,0.6667510010049403,0.7262469579900678,0.6137414417080375,0.1815803104943837,0.8309045313309291,-0.7140800701144532,1.0743887669165768,1.0873454863574774,5.275378076767356e-5,7.0347272267283035e-6,2.1483491607217013,1.5559179615558651,4.118708250241678,3.540716060610115,3.984366361038316,3.4072165573607323,0.13423997406408117,0.08076549502808682,1.0681498469797612,1.0916043650269909,1.0792234812610837,1.0666497997990119,1.0547506084019864,0.9897392574627978,true,1.2483114054476456e-14
85,45298.28379489232,1234.829352845556,0.6668073243350193,0.7262490450506894,0.6139521293160356,0.18174434093085381,0.8322658813263123,-0.7136118274350962,1.0744105617918327,1.0873460949694422,4.508221784009116e-5,6.012230610607933e-6,2.1782327889486712,1.5741944263034664,4.176703314084728,3.582327557169309,4.040445276770135,3.4472586133690606,0.13608569112506452,0.08171360975474772,1.0681708224880713,1.091605151684384,1.0792207277403243,1.0666385351329961,1.054750190989862,0.989761218471601,true,1.1945669308932644e-14
86,53769.25708305948,1388.8949842753896,0.6668626812116711,0.72625103510318,0.6141592555249041,0.18190583315238668,0.8336085387700066,-0.7131520964286111,1.0744319689728214,1.0873466743242812,3.851008139322969e-5,5.136187226313768e-6,2.208621188668144,1.5928040854917915,4.2356735574807916,3.6246968003327753,4.097467308028431,3.4880298579137055,0.13796272194603132,0.08267903394513103,1.0681914384822497,1.091605901777892,1.079218042173284,1.0666274637576658,1.054749792979364,0.9897827841454263,true,1.1273300317603019e-14
87,63852.65062809566,1563.3341296569686,0.6669170527905258,0.7262529304718485,0.6143627476014624,0.18206471890622597,0.8349318278532006,-0.7127010084186156,1.0744529818661857,1.0873472251459475,3.288272899851488e-5,4.386010542279821e-6,2.2395208889212874,1.6117528705543047,4.295631236451145,3.6678372901704575,4.155444320124574,3.529543282000683,0.13987148248076636,0.08366207542776656,1.0682116879230548,1.0916066161835218,1.0792154243257344,1.0666165894418949,1.0547494139056304,0.9898039481695188,true,1.082469779565903e-14
88,75859.38044912594,1760.970177488757,0.6669704214435317,0.726254733566859,0.6145625372832355,0.18222093326988628,0.8362350980609922,-0.7122586844866527,1.0744735943560868,1.0873477481842575,2.806674826343454e-5,3.7439381835624896e-6,2.270938530337994,1.631046819017277,4.356588814437188,3.711762769249589,4.21438837924458,3.5718121099636058,0.1418123958522687,0.08466304750794171,1.0682315642240847,1.0916072958096459,1.079212873904198,1.0666059157112937,1.0547490532866282,0.9898247047031721,true,9.737961477501336e-15
89,90160.89026261425,1985.033376859696,0.6670227707309578,0.7262564468731003,0.614758560683147,0.1823744146153077,0.8375177242667802,-0.7118252357807741,1.0744938007911498,1.0873482442114826,2.394713460431871e-5,3.194656814967973e-6,2.3028808676757975,1.6506920765775763,4.418558967158446,3.7564872273212497,4.274311757149172,3.6148498039745722,0.14378589251176613,0.0856822690767446,1.0682510612414184,1.0916079415928082,1.0792103905605313,1.0665954458538085,1.05474871062538,0.9898450483659437,true,9.196694880595046e-15
90,107201.01835935202,2239.2214534782306,0.6670740853731332,0.7262580729394109,0.6149507581931439,0.18252510457082155,0.8387791067995103,-0.711400763822602,1.0745135959713996,1.0873487140190485,2.04248280048306e-5,2.7249746920451857e-6,2.3353547723282375,1.6706948991562265,4.48155458741327,3.8020249059510043,4.3352269358183495,3.6586700685012765,0.14579241039578492,0.08672006471887181,1.0682701732631512,1.0916085544936625,1.079207973896319,1.0665851829253734,1.0547483854121178,0.9898649742239404,true,8.868371513436681e-15
91,127510.20330282961,2527.769519438664,0.6671243512223802,0.7262596143681745,0.6151390743884441,0.18267294798216652,0.8400186714933283,-0.7109853608089843,1.0745329751353652,1.0873491584143486,1.7414565910844064e-5,2.323536197018245e-6,2.3683672348034235,1.6910616549047786,4.54558878982863,3.848390303041431,4.3971466120465195,3.703286854660089,0.14783239508117055,0.08777676481800636,1.0682888949990035,1.09160913549305,1.0792056234670717,1.066575129755524,1.054748077126365,0.9898844777763507,true,8.307332210815837e-15
92,151722.4912040304,2855.530736901715,0.6671735552356661,0.7262610738053156,0.6153234579343352,0.1828178928740694,0.841235869731716,-0.7105791099040019,1.0745519339475518,1.0873495782176765,1.4843014040727172e-5,1.9805732895929715e-6,2.4019253671734266,1.7117988261333426,4.610674915566722,3.8955981771759585,4.460083701995414,3.748714364397203,0.14990629993789845,0.08885270565814209,1.0683072215701905,1.0916096855882291,1.0792033387861975,1.0665652889528667,1.0547477852389369,0.9899035549424249,true,7.462256871968309e-15
93,180595.89915567415,3228.0694297162745,0.6672216854486032,0.7262624539307103,0.6155038614978668,0.18295989041420538,0.842430178500912,-0.71018208551614,1.074570468486529,1.087349974259289,1.2647141102835519e-5,1.6876893605480442e-6,2.436036405494679,1.732913011118517,4.676826536997595,3.943663551689093,4.524051345713371,3.794967054406488,0.15201458627941422,0.08994822951868112,1.068325148499793,1.0916102057892592,1.0792011193287312,1.0665556629102793,1.0547475092138578,0.9899222020491388,true,6.617744521435872e-15
94,215036.79950039138,3651.768608658323,0.6672687309515549,0.7262637574490417,0.6156802416672623,0.1830988948817989,0.8436011004714008,-0.7097943535545294,1.0745885752339195,1.0873503473766,1.0772807231464842e-5,1.4376714820250558e-6,2.4707077121989935,1.7544109257351717,4.74405746234876,3.9926017183358202,4.589062911631229,3.84205963966164,0.15415772351012186,0.09106368476038813,1.0683426717039088,1.0916106971155546,1.0791989645347946,1.066546253809689,1.0547472485101916,0.9899404158198338,true,6.1027705862306075e-15
95,256129.12160169892,4133.954191421708,0.6673146818687966,0.7262649870811079,0.61585255888258,0.18323486364365144,0.8447481641309377,-0.7094159716565506,1.0746062510646532,1.0873506984115135,9.17353940266986e-6,1.2243275056207017e-6,2.5059467784538563,1.7762994048373344,4.812381740344966,4.042428240390223,4.655132001046987,3.890007096399051,0.15633618926945164,0.09219942589831565,1.0683597874839403,1.0916111605926089,1.0791968738127438,1.0665370636262406,1.0547470025837784,0.9899581933641852,true,5.561166467058843e-15
96,305169.32605023927,4683.038564640424,0.6673595293418918,0.7262661455556056,0.6160207773819953,0.18336775714112918,0.8458709239991714,-0.7090469893774414,1.0746234932389302,1.0873510282079002,7.809470197294207e-6,1.0423448710551586e-6,2.5417612264894163,1.7985854032886217,4.881813664853876,4.093158954947027,4.7222724526137645,3.938824664333659,0.15855046957171418,0.09335581365652532,1.0683764925204464,1.0916115972488958,1.0791948465419665,1.0665280941316215,1.054746770888879,0.9899755321699455,true,5.007115228524708e-15
97,363708.2960092283,5308.686559867685,0.6674032655187659,0.7262672356014013,0.6161848651692443,0.18349753889256126,0.846968960962009,-0.7086874483299614,1.0746402993964532,1.0873513376092179,6.646419065694801e-6,8.871683576901792e-7,2.5781588118877234,1.8212759965100527,4.952367779556704,4.144809974125534,4.790498346848524,3.988527847818548,0.16080105894062005,0.09453321499773827,1.0683927838691172,1.0916120081129574,1.0791928820752839,1.0665193468962468,1.0547465528797197,0.98999243009702,true,4.908320902435101e-15
98,433601.51796851284,6022.007407382752,0.6674458835503406,0.726268259940311,0.6163447940092479,0.18362417551671809,0.8480418827745753,-0.7083373822590746,1.074656667553641,1.087351627456286,5.655097742228058e-6,7.548943418249886e-7,2.615147425827318,1.8443783803701808,5.024058882666816,4.197397684777936,4.859824010682583,4.039132415565298,0.1630884605369227,0.09573200311881741,1.0684086589595616,1.0916123942106815,1.0791909797408685,1.0665108232899319,1.054746348011938,0.990008885374583,true,4.282032855828494e-15
99,517069.197079883,6835.776800725874,0.6674873775971076,0.7262692212804001,0.6165005394608531,0.18374763678460193,0.8490893247953152,-0.7079968170325038,1.074672596104728,1.0873518985852142,4.81042368225133e-6,6.421794177593924e-7,2.652735097272823,1.867899870186381,5.0969020317243485,4.2509387461761525,4.9302640220793466,4.090654398419043,0.16541318627707408,0.09695255740007566,1.0684241155977947,1.0916127565627767,1.07918913884361,1.0665025244805784,1.05474615574392,0.9900248966021372,true,4.1136335484577555e-15
100,616768.2795418121,7764.693861659576,0.6675277428486728,0.7262701223098282,0.6166520809581018,0.1838678957087966,0.8501109510314157,-0.7076657705227127,1.0746880838278932,1.0873521518254872,4.090927373938485e-6,5.46161503216601e-7,2.6909299950945784,1.8918478985324796,5.170912548501013,4.305450084984059,5.001833214750176,4.143110084521227,0.16777575694003566,0.09819526329257469,1.0684391519735532,1.0916130961824504,1.079187358665799,1.0664944514302654,1.0547459755380344,0.9900404627556664,true,3.597558576559131e-15
