t,N_US,N_W,phi_US,phi_W,omega,omega_star,theta_US_star,theta,R_f,R_f_W,q_US,d_US,Q_US,Q_W,Y_US,Y_W,e_US,e_W,I_US,I_W,R_US,R_W,R_A,G_N_US,G_N_W,Psi,converged,resnorm
38,35.297902670711515,12.039304781433849,0.6637148868236971,0.7260472013449618,0.6024492586233431,0.1731249329130052,0.7639135671384175,-0.7400522250992744,1.0731937249515777,1.0872859042714322,0.03249666622361378,0.004313704228950657,1.2242122817567243,0.9912578764133566,2.3257365462090207,2.254499421103167,2.2506199544582906,2.169526696724014,0.0771481202730066,0.051490386774326394,1.0670197752486552,1.0915290751773297,1.0794052601201978,1.0672570226352607,1.0547905597310077,0.988525639693322,true,8.043023951156241e-15
39,40.00413616159194,13.038157581652081,0.6637738880202039,0.726052620640248,0.6026677715305719,0.1732825600187202,0.7651071214312468,-0.7395336619820393,1.0732173161201053,1.0872875329524896,0.028963938822672928,0.0038451012569409877,1.2365928686880965,0.9991759871101152,2.349673290065513,2.2725424386940194,2.2737688520776076,2.18688881565978,0.07791551624986978,0.05190071563081062,1.0670417245795067,1.0915311176827205,1.0794010688212916,1.0672452223959592,1.0547894758719505,0.988549812855678,true,9.571449545937073e-15
40,45.40708645211514,14.13125830313784,0.6638339791770308,0.7260580808720771,0.6028903483843275,0.17344335174963185,0.7663267352756353,-0.7390060905106232,1.0732413284467108,1.0872891736378043,0.025779032481787416,0.0034225995423437738,1.249250634552713,1.007238362083241,2.3741529493499938,2.290914381206173,2.297442554040128,2.204567442007828,0.07869987800030766,0.05231851509922858,1.0670640798601652,1.0915331756208158,1.0793968283205664,1.0672332041645938,1.0547883838255845,0.9885744073571263,true,9.840269784433429e-15
41,51.61756317197748,15.328398111003688,0.6638951098555821,0.7260635740773766,0.6031168044701697,0.1736071878629127,0.7675716234083855,-0.7384699836119816,1.0732657409726734,1.0872908239147985,0.022912519254246682,0.0030423018974732484,1.2621898816612216,1.0154478477033593,2.3991838636067664,2.3096216927844275,2.321649124851707,2.222568777769115,0.07950147162599336,0.05274393387516345,1.067086822351447,1.0915352459904477,1.0793925436008238,1.0672209780288835,1.0547872851845246,0.9885994012814602,true,1.0735975173800403e-14
42,58.76496215580168,16.640464960846163,0.6639572284658486,0.7260690923180088,0.6033469508067508,0.1737739445129695,0.7688409694632863,-0.7379258228109958,1.0732905323146258,1.0872924813787788,0.020336852259637227,0.002700560012405633,1.2754149171583657,1.02380733162519,2.4247743744662102,2.3286709105754855,2.346396631290376,2.240899114463444,0.08032056375265399,0.053177122824089255,1.0671099328846199,1.091537325799823,1.0793882196449527,1.0672085543068304,1.0547861815363984,0.9886247723137364,true,1.1600926435333297e-14
43,67.00051225107427,18.079574248606132,0.6640202823793995,0.7260746277058667,0.6035805945551851,0.1739434944894621,0.7701339272317254,-0.7373740971062536,1.0733156807132285,1.0872941436405696,0.018026319368126275,0.0023939683354168894,1.2889300532133232,1.0323197432792823,2.4509328258254444,2.348068665954443,2.3716931425870618,2.2595648343070263,0.0811574215474012,0.053618235003836265,1.0671333919033268,1.0915394120759836,1.0793838614216908,1.06719594352412,1.0547850744588267,0.9886504977921123,true,1.2555027227335062e-14
44,76.50110745303454,19.65921585425843,0.6640842180437955,0.7260801724274415,0.6038175394334521,0.174115707461734,0.7714496219880661,-0.7368153018424475,1.0733411640822041,1.0872958083339783,0.015956988536068497,0.002119356850861772,1.3027396073704383,1.0409880544303396,2.477667564344779,2.3678216859051613,2.3975467309115004,2.278572411538076,0.08201231274582203,0.054067425690446515,1.0671571795060453,1.091541501874062,1.079379473871821,1.0671831563912408,1.0547839655145117,0.988676554759807,true,1.3441228192670848e-14
45,87.47383250931135,21.394419731079626,0.6641489810980801,0.7260857187677215,0.6040575861345583,0.17429045022902395,0.7727871518780014,-0.7362499375831539,1.073366960057585,1.087297473123062,0.014106646090372653,0.0018737829255264424,1.3168479030665599,1.0498152798022575,2.5049869402735307,2.3879367945541725,2.4239654721763935,2.2979284138900966,0.08288550568917039,0.05452485240744354,1.0671812754889571,1.0915435922862937,1.0793750618948281,1.067170203780384,1.0547828562464556,0.9887029200170098,true,1.4120181225242764e-14
46,100.16131047897332,23.301942484249643,0.6642145164886231,0.7260912591332959,0.6043005327458859,0.1744675869749146,0.7741455893610186,-0.7356785089908849,1.0733930460468684,1.0872991357091546,0.012454729225872796,0.0016545223901519644,1.3312592702946018,1.058804477761551,2.532899308565197,2.408420914838564,2.4509574471211866,2.3176395041940787,0.0837772693704137,0.05499067495810215,1.0672056593889556,1.0915456804507218,1.0793706303361055,1.0671570967022754,1.0547817481733408,0.988729570172424,true,1.499225623120722e-14
47,114.8480250343857,25.400477720985535,0.6642807685855114,0.7260967860746027,0.6045461751704511,0.17464697952679137,0.7755239827156644,-0.7351015237133588,1.0734193992781327,1.0873007938376333,0.010982253918481845,0.001459060014754073,1.3459780464553932,1.0679587510682869,2.5614130303676514,2.429281070328368,2.478530742758114,2.3377124421293436,0.08468787349160975,0.05546505546119696,1.0672303105268666,1.0915477635595838,1.079366183974725,1.0671438462828977,1.0547806427850794,0.9887564816944987,true,1.5522372880490418e-14
48,131.86779913083242,27.71089333242153,0.6643476812984913,0.7261022923071727,0.6047943075465384,0.1748284876180005,0.7769213575925669,-0.7345194912849645,1.0734459968487118,1.0873024453043776,0.009671739402893384,0.001285079529287095,1.361008577356627,1.0772812476800178,2.590536474806719,2.4505243871696134,2.506693454101669,2.3581540860905124,0.08561758853012506,0.05594815838950123,1.0672552080505096,1.0915498388673204,1.0793617275118472,1.0671304637403018,1.0547795415385655,0.9887836309619336,true,1.628937967018279e-14
49,151.61264615250272,30.256499307371488,0.6644151981923617,0.7261077707318,0.6050447226653134,0.17501196915262957,0.7783367186170895,-0.733932922044841,1.0734728157733753,1.0873040879619091,0.008507130277673873,0.0011304533298977858,1.376355218376942,1.0867751616107715,2.620278021100645,2.47215809615236,2.5354536862176644,2.3789713951747404,0.08656668581473086,0.05644015061115223,1.0672803309775662,1.0915519036981762,1.07935726555979,1.0671169603615276,1.05477844585364,0.9888109943133978,true,1.731955403896849e-14
50,174.54325068407886,33.06335017613588,0.6644832626013407,0.7261132144535456,0.605297212384786,0.17519728047191066,0.7797690510362074,-0.7333423260758448,1.0734998330318095,1.0873057197251697,0.007473717219457209,0.0009932320003489493,1.392022335788808,1.0964437338406263,2.6506460609936795,2.4941895348929632,2.564819556580496,2.400171431278908,0.08753543761117152,0.05694120143366815,1.0673056582380758,1.0915539554533653,1.0793528026318078,1.0671033474797318,1.0547773571092909,0.9888385480962695,true,1.813589765269886e-14
51,201.20138501727132,36.16058675346375,0.6645518177420106,0.7261186167995068,0.6055515680387012,0.17538427662135928,0.7812173224048519,-0.7327482121681097,1.0735270256152436,1.087307338576931,0.006558057196805008,0.0008716337661985686,1.4080143082366092,1.1062902532724757,2.6816490015026697,2.5166261501223826,2.594799197732655,2.4217613612988838,0.08852411721695788,0.05745148265045288,1.0673311687164098,1.0915559916177686,1.079348343132593,1.0670896364515978,1.0547762766400985,0.9888662687142267,true,1.8391085027457728e-14
52,232.2246258950016,39.58082250267028,0.6646208068244328,0.7261239713352743,0.6058075808389334,0.17557281161773003,0.7826804843064811,-0.7321510868107541,1.0735543705720452,1.087308942572798,0.005747893980477047,0.0007640339869691912,1.4243355283655097,1.116318057732807,2.713295267968609,2.5394755000727542,2.6254007602387177,2.443748459423399,0.08953299906509585,0.05797116858963949,1.0673568412925791,1.0915580097661373,1.0793438913495388,1.0670758386351133,1.0547752057329451,0.988894132673534,true,1.931465901409735e-14
53,268.36380566079555,43.360580590093136,0.6646901731610417,0.726129271880022,0.6060650422699623,0.17576273871485423,0.7841574741022728,-0.731551453215239,1.0735818450521317,1.0873105298458032,0.005032079651852197,0.0006689547790299584,1.440990404595712,1.1265305350135322,2.745593307403185,2.5627452569550093,2.6566324159241343,2.4661401095155946,0.09056235883640519,0.05850043616513266,1.067382654882721,1.0915600075687826,1.079339451444774,1.0670619653677917,1.0547741456239956,0.9889221166278618,true,2.0171950031553243e-14
