date,AHP_period,foreign_group,value_usd_billions,share_of_foreign_total,foreign_total_usd_billions,classification
2007-12-01,2002M01-2007M12,South Korea,39.200000,0.0166730467,2351.100000,Stable panel of economies reported in every month
2007-12-01,2002M01-2007M12,Singapore,39.800000,0.0169282464,2351.100000,Stable panel of economies reported in every month
2007-12-01,2002M01-2007M12,Taiwan,38.200000,0.0162477138,2351.100000,Stable panel of economies reported in every month
2007-12-01,2002M01-2007M12,Hong Kong,51.100000,0.0217345073,2351.100000,Stable panel of economies reported in every month
2007-12-01,2002M01-2007M12,United Kingdom,157.900000,0.0671600527,2351.100000,Stable panel of economies reported in every month
2007-12-01,2002M01-2007M12,Mainland China,477.600000,0.2031389562,2351.100000,Stable panel of economies reported in every month
2007-12-01,2002M01-2007M12,Japan,579.900000,0.2466505040,2351.100000,Stable panel of economies reported in every month
2008-02-01,2008M01-2023M09,All other foreign,1004.700000,0.4141043607,2426.200000,Stable panel of economies reported in every month
2008-02-01,2008M01-2023M09,South Korea,41.300000,0.0170225043,2426.200000,Stable panel of economies reported in every month
2008-02-01,2008M01-2023M09,Singapore,33.500000,0.0138076004,2426.200000,Stable panel of economies reported in every month
2008-02-01,2008M01-2023M09,Taiwan,38.400000,0.0158272195,2426.200000,Stable panel of economies reported in every month
2008-02-01,2008M01-2023M09,Hong Kong,57.500000,0.0236996126,2426.200000,Stable panel of economies reported in every month
2008-02-01,2008M01-2023M09,United Kingdom,180.600000,0.0744373918,2426.200000,Stable panel of economies reported in every month
2008-02-01,2008M01-2023M09,Mainland China,486.900000,0.2006841975,2426.200000,Stable panel of economies reported in every month
2008-02-01,2008M01-2023M09,Japan,583.300000,0.2404171132,2426.200000,Stable panel of economies reported in every month
2008-03-01,2008M01-2023M09,All other foreign,1042.500000,0.4159518015,2506.300000,Stable panel of economies reported in every month
2008-03-01,2008M01-2023M09,South Korea,40.700000,0.0162390775,2506.300000,Stable panel of economies reported in every month
2008-03-01,2008M01-2023M09,Singapore,33.300000,0.0132865180,2506.300000,Stable panel of economies reported in every month
2008-03-01,2008M01-2023M09,Taiwan,40.800000,0.0162789770,2506.300000,Stable panel of economies reported in every month
2008-03-01,2008M01-2023M09,Hong Kong,60.500000,0.0241391693,2506.300000,Stable panel of economies reported in every month
2008-03-01,2008M01-2023M09,United Kingdom,200.500000,0.0799984040,2506.300000,Stable panel of economies reported in every month
2008-03-01,2008M01-2023M09,Mainland China,490.600000,0.1957467183,2506.300000,Stable panel of economies reported in every month
2008-03-01,2008M01-2023M09,Japan,597.400000,0.2383593345,2506.300000,Stable panel of economies reported in every month
2008-04-01,2008M01-2023M09,All other foreign,1069.600000,0.4134998260,2586.700000,Stable panel of economies reported in every month
2008-04-01,2008M01-2023M09,South Korea,40.400000,0.0156183554,2586.700000,Stable panel of economies reported in every month
2008-04-01,2008M01-2023M09,Singapore,33.500000,0.0129508640,2586.700000,Stable panel of economies reported in every month
2008-04-01,2008M01-2023M09,Taiwan,42.200000,0.0163142228,2586.700000,Stable panel of economies reported in every month
2008-04-01,2008M01-2023M09,Hong Kong,63.100000,0.0243940155,2586.700000,Stable panel of economies reported in every month
2008-04-01,2008M01-2023M09,United Kingdom,247.100000,0.0955271195,2586.700000,Stable panel of economies reported in every month
2008-04-01,2008M01-2023M09,Mainland China,502.000000,0.1940696641,2586.700000,Stable panel of economies reported in every month
2008-04-01,2008M01-2023M09,Japan,588.800000,0.2276259327,2586.700000,Stable panel of economies reported in every month
2008-05-01,2008M01-2023M09,All other foreign,1074.900000,0.4137891211,2597.700000,Stable panel of economies reported in every month
2008-05-01,2008M01-2023M09,South Korea,38.400000,0.0147823074,2597.700000,Stable panel of economies reported in every month
2008-05-01,2008M01-2023M09,Singapore,30.600000,0.0117796512,2597.700000,Stable panel of economies reported in every month
2008-05-01,2008M01-2023M09,Taiwan,38.900000,0.0149747854,2597.700000,Stable panel of economies reported in every month
2008-05-01,2008M01-2023M09,Hong Kong,61.400000,0.0236362936,2597.700000,Stable panel of economies reported in every month
2008-05-01,2008M01-2023M09,United Kingdom,271.400000,0.1044770374,2597.700000,Stable panel of economies reported in every month
2008-05-01,2008M01-2023M09,Mainland China,506.800000,0.1950956615,2597.700000,Stable panel of economies reported in every month
2008-05-01,2008M01-2023M09,Japan,575.300000,0.2214651422,2597.700000,Stable panel of economies reported in every month
2008-06-01,2008M01-2023M09,All other foreign,1102.800000,0.4187106082,2633.800000,Stable panel of economies reported in every month
2008-06-01,2008M01-2023M09,South Korea,36.400000,0.0138203356,2633.800000,Stable panel of economies reported in every month
2008-06-01,2008M01-2023M09,Singapore,30.300000,0.0115042904,2633.800000,Stable panel of economies reported in every month
2008-06-01,2008M01-2023M09,Taiwan,39.600000,0.0150353102,2633.800000,Stable panel of economies reported in every month
2008-06-01,2008M01-2023M09,Hong Kong,61.200000,0.0232363885,2633.800000,Stable panel of economies reported in every month
2008-06-01,2008M01-2023M09,United Kingdom,279.300000,0.1060444984,2633.800000,Stable panel of economies reported in every month
2008-06-01,2008M01-2023M09,Mainland China,503.800000,0.1912825575,2633.800000,Stable panel of economies reported in every month
2008-06-01,2008M01-2023M09,Japan,580.400000,0.2203660111,2633.800000,Stable panel of economies reported in every month
2008-07-01,2008M01-2023M09,All other foreign,1165.100000,0.4439829281,2624.200000,Stable panel of economies reported in every month
2008-07-01,2008M01-2023M09,South Korea,39.400000,0.0150140995,2624.200000,Stable panel of economies reported in every month
2008-07-01,2008M01-2023M09,Singapore,32.800000,0.0124990473,2624.200000,Stable panel of economies reported in every month
2008-07-01,2008M01-2023M09,Taiwan,67.900000,0.0258745522,2624.200000,Stable panel of economies reported in every month
2008-07-01,2008M01-2023M09,Hong Kong,65.200000,0.0248456673,2624.200000,Stable panel of economies reported in every month
2008-07-01,2008M01-2023M09,United Kingdom,66.200000,0.0252267358,2624.200000,Stable panel of economies reported in every month
2008-07-01,2008M01-2023M09,Mainland China,550.000000,0.2095876839,2624.200000,Stable panel of economies reported in every month
2008-07-01,2008M01-2023M09,Japan,637.600000,0.2429692859,2624.200000,Stable panel of economies reported in every month
2008-08-01,2008M01-2023M09,All other foreign,1196.000000,0.4448246364,2688.700000,Stable panel of economies reported in every month
2008-08-01,2008M01-2023M09,South Korea,42.100000,0.0156581247,2688.700000,Stable panel of economies reported in every month
2008-08-01,2008M01-2023M09,Singapore,31.900000,0.0118644698,2688.700000,Stable panel of economies reported in every month
2008-08-01,2008M01-2023M09,Taiwan,66.200000,0.0246215643,2688.700000,Stable panel of economies reported in every month
2008-08-01,2008M01-2023M09,Hong Kong,65.800000,0.0244727935,2688.700000,Stable panel of economies reported in every month
2008-08-01,2008M01-2023M09,United Kingdom,82.700000,0.0307583591,2688.700000,Stable panel of economies reported in every month
2008-08-01,2008M01-2023M09,Mainland China,573.700000,0.2133744932,2688.700000,Stable panel of economies reported in every month
2008-08-01,2008M01-2023M09,Japan,630.300000,0.2344255588,2688.700000,Stable panel of economies reported in every month
2008-09-01,2008M01-2023M09,All other foreign,1250.100000,0.4460819298,2802.400000,Stable panel of economies reported in every month
2008-09-01,2008M01-2023M09,South Korea,40.200000,0.0143448473,2802.400000,Stable panel of economies reported in every month
2008-09-01,2008M01-2023M09,Singapore,32.200000,0.0114901513,2802.400000,Stable panel of economies reported in every month
2008-09-01,2008M01-2023M09,Taiwan,63.000000,0.0224807308,2802.400000,Stable panel of economies reported in every month
2008-09-01,2008M01-2023M09,Hong Kong,65.500000,0.0233728233,2802.400000,Stable panel of economies reported in every month
2008-09-01,2008M01-2023M09,United Kingdom,115.700000,0.0412860405,2802.400000,Stable panel of economies reported in every month
2008-09-01,2008M01-2023M09,Mainland China,618.200000,0.2205966315,2802.400000,Stable panel of economies reported in every month
2008-09-01,2008M01-2023M09,Japan,617.500000,0.2203468456,2802.400000,Stable panel of economies reported in every month
2008-10-01,2008M01-2023M09,All other foreign,1326.800000,0.4451452728,2980.600000,Stable panel of economies reported in every month
2008-10-01,2008M01-2023M09,South Korea,36.200000,0.0121452057,2980.600000,Stable panel of economies reported in every month
2008-10-01,2008M01-2023M09,Singapore,34.100000,0.0114406495,2980.600000,Stable panel of economies reported in every month
2008-10-01,2008M01-2023M09,Taiwan,65.900000,0.0221096424,2980.600000,Stable panel of economies reported in every month
2008-10-01,2008M01-2023M09,Hong Kong,69.800000,0.0234181037,2980.600000,Stable panel of economies reported in every month
2008-10-01,2008M01-2023M09,United Kingdom,134.100000,0.0449909414,2980.600000,Stable panel of economies reported in every month
2008-10-01,2008M01-2023M09,Mainland China,684.100000,0.2295175468,2980.600000,Stable panel of economies reported in every month
2008-10-01,2008M01-2023M09,Japan,629.600000,0.2112326377,2980.600000,Stable panel of economies reported in every month
2008-11-01,2008M01-2023M09,All other foreign,1352.800000,0.4454982546,3036.600000,Stable panel of economies reported in every month
2008-11-01,2008M01-2023M09,South Korea,32.700000,0.0107686228,3036.600000,Stable panel of economies reported in every month
2008-11-01,2008M01-2023M09,Singapore,38.900000,0.0128103800,3036.600000,Stable panel of economies reported in every month
2008-11-01,2008M01-2023M09,Taiwan,70.200000,0.0231179609,3036.600000,Stable panel of economies reported in every month
2008-11-01,2008M01-2023M09,Hong Kong,70.600000,0.0232496872,3036.600000,Stable panel of economies reported in every month
2008-11-01,2008M01-2023M09,United Kingdom,133.000000,0.0437989857,3036.600000,Stable panel of economies reported in every month
2008-11-01,2008M01-2023M09,Mainland China,713.200000,0.2348679444,3036.600000,Stable panel of economies reported in every month
2008-11-01,2008M01-2023M09,Japan,625.200000,0.2058881644,3036.600000,Stable panel of economies reported in every month
2008-12-01,2008M01-2023M09,All other foreign,1371.500000,0.4456973872,3077.200000,Stable panel of economies reported in every month
2008-12-01,2008M01-2023M09,South Korea,31.300000,0.0101715846,3077.200000,Stable panel of economies reported in every month
2008-12-01,2008M01-2023M09,Singapore,40.900000,0.0132913038,3077.200000,Stable panel of economies reported in every month
2008-12-01,2008M01-2023M09,Taiwan,71.800000,0.0233329000,3077.200000,Stable panel of economies reported in every month
2008-12-01,2008M01-2023M09,Hong Kong,77.200000,0.0250877421,3077.200000,Stable panel of economies reported in every month
2008-12-01,2008M01-2023M09,United Kingdom,131.100000,0.0426036657,3077.200000,Stable panel of economies reported in every month
2008-12-01,2008M01-2023M09,Mainland China,727.400000,0.2363837255,3077.200000,Stable panel of economies reported in every month
2008-12-01,2008M01-2023M09,Japan,626.000000,0.2034316911,3077.200000,Stable panel of economies reported in every month
2009-02-01,2008M01-2023M09,All other foreign,1404.500000,0.4441949461,3161.900000,Stable panel of economies reported in every month
2009-02-01,2008M01-2023M09,South Korea,33.300000,0.0105316424,3161.900000,Stable panel of economies reported in every month
2009-02-01,2008M01-2023M09,Singapore,39.500000,0.0124924887,3161.900000,Stable panel of economies reported in every month
2009-02-01,2008M01-2023M09,Taiwan,72.600000,0.0229608780,3161.900000,Stable panel of economies reported in every month
2009-02-01,2008M01-2023M09,Hong Kong,76.300000,0.0241310604,3161.900000,Stable panel of economies reported in every month
2009-02-01,2008M01-2023M09,United Kingdom,129.600000,0.0409880135,3161.900000,Stable panel of economies reported in every month
2009-02-01,2008M01-2023M09,Mainland China,744.200000,0.2353648123,3161.900000,Stable panel of economies reported in every month
2009-02-01,2008M01-2023M09,Japan,661.900000,0.2093361586,3161.900000,Stable panel of economies reported in every month
2009-03-01,2008M01-2023M09,All other foreign,1456.800000,0.4460911903,3265.700000,Stable panel of economies reported in every month
2009-03-01,2008M01-2023M09,South Korea,33.100000,0.0101356524,3265.700000,Stable panel of economies reported in every month
2009-03-01,2008M01-2023M09,Singapore,39.200000,0.0120035521,3265.700000,Stable panel of economies reported in every month
2009-03-01,2008M01-2023M09,Taiwan,74.800000,0.0229047371,3265.700000,Stable panel of economies reported in every month
2009-03-01,2008M01-2023M09,Hong Kong,78.900000,0.0241602107,3265.700000,Stable panel of economies reported in every month
2009-03-01,2008M01-2023M09,United Kingdom,128.300000,0.0392871360,3265.700000,Stable panel of economies reported in every month
2009-03-01,2008M01-2023M09,Mainland China,767.900000,0.2351410111,3265.700000,Stable panel of economies reported in every month
2009-03-01,2008M01-2023M09,Japan,686.700000,0.2102765104,3265.700000,Stable panel of economies reported in every month
2009-04-01,2008M01-2023M09,All other foreign,1425.500000,0.4369884430,3262.100000,Stable panel of economies reported in every month
2009-04-01,2008M01-2023M09,South Korea,35.400000,0.0108519052,3262.100000,Stable panel of economies reported in every month
2009-04-01,2008M01-2023M09,Singapore,39.800000,0.0122007296,3262.100000,Stable panel of economies reported in every month
2009-04-01,2008M01-2023M09,Taiwan,78.300000,0.0240029429,3262.100000,Stable panel of economies reported in every month
2009-04-01,2008M01-2023M09,Hong Kong,80.900000,0.0247999755,3262.100000,Stable panel of economies reported in every month
2009-04-01,2008M01-2023M09,United Kingdom,152.800000,0.0468409920,3262.100000,Stable panel of economies reported in every month
2009-04-01,2008M01-2023M09,Mainland China,763.500000,0.2340516845,3262.100000,Stable panel of economies reported in every month
2009-04-01,2008M01-2023M09,Japan,685.900000,0.2102633273,3262.100000,Stable panel of economies reported in every month
2009-05-01,2008M01-2023M09,All other foreign,1404.000000,0.4264107392,3292.600000,Stable panel of economies reported in every month
2009-05-01,2008M01-2023M09,South Korea,37.400000,0.0113588046,3292.600000,Stable panel of economies reported in every month
2009-05-01,2008M01-2023M09,Singapore,39.700000,0.0120573407,3292.600000,Stable panel of economies reported in every month
2009-05-01,2008M01-2023M09,Taiwan,75.700000,0.0229909494,3292.600000,Stable panel of economies reported in every month
2009-05-01,2008M01-2023M09,Hong Kong,93.200000,0.0283058981,3292.600000,Stable panel of economies reported in every month
2009-05-01,2008M01-2023M09,United Kingdom,163.900000,0.0497782907,3292.600000,Stable panel of economies reported in every month
2009-05-01,2008M01-2023M09,Mainland China,801.500000,0.2434246492,3292.600000,Stable panel of economies reported in every month
2009-05-01,2008M01-2023M09,Japan,677.200000,0.2056733281,3292.600000,Stable panel of economies reported in every month
2009-06-01,2008M01-2023M09,All other foreign,1428.700000,0.4222051479,3383.900000,Stable panel of economies reported in every month
2009-06-01,2008M01-2023M09,South Korea,36.300000,0.0107272674,3383.900000,Stable panel of economies reported in every month
2009-06-01,2008M01-2023M09,Singapore,40.900000,0.0120866456,3383.900000,Stable panel of economies reported in every month
2009-06-01,2008M01-2023M09,Taiwan,77.000000,0.0227548095,3383.900000,Stable panel of economies reported in every month
2009-06-01,2008M01-2023M09,Hong Kong,99.800000,0.0294925973,3383.900000,Stable panel of economies reported in every month
2009-06-01,2008M01-2023M09,United Kingdom,213.600000,0.0631224327,3383.900000,Stable panel of economies reported in every month
2009-06-01,2008M01-2023M09,Mainland China,776.400000,0.2294394042,3383.900000,Stable panel of economies reported in every month
2009-06-01,2008M01-2023M09,Japan,711.200000,0.2101716954,3383.900000,Stable panel of economies reported in every month
2009-07-01,2008M01-2023M09,All other foreign,1440.300000,0.4108334760,3505.800000,Stable panel of economies reported in every month
2009-07-01,2008M01-2023M09,South Korea,38.700000,0.0110388499,3505.800000,Stable panel of economies reported in every month
2009-07-01,2008M01-2023M09,Singapore,43.400000,0.0123794854,3505.800000,Stable panel of economies reported in every month
2009-07-01,2008M01-2023M09,Taiwan,114.400000,0.0326316390,3505.800000,Stable panel of economies reported in every month
2009-07-01,2008M01-2023M09,Hong Kong,111.100000,0.0316903417,3505.800000,Stable panel of economies reported in every month
2009-07-01,2008M01-2023M09,United Kingdom,97.100000,0.0276969593,3505.800000,Stable panel of economies reported in every month
2009-07-01,2008M01-2023M09,Mainland China,939.900000,0.2680985795,3505.800000,Stable panel of economies reported in every month
2009-07-01,2008M01-2023M09,Japan,720.900000,0.2056306692,3505.800000,Stable panel of economies reported in every month
2009-08-01,2008M01-2023M09,All other foreign,1446.500000,0.4096457195,3531.100000,Stable panel of economies reported in every month
2009-08-01,2008M01-2023M09,South Korea,39.800000,0.0112712752,3531.100000,Stable panel of economies reported in every month
2009-08-01,2008M01-2023M09,Singapore,43.100000,0.0122058282,3531.100000,Stable panel of economies reported in every month
2009-08-01,2008M01-2023M09,Taiwan,112.900000,0.0319730396,3531.100000,Stable panel of economies reported in every month
2009-08-01,2008M01-2023M09,Hong Kong,120.500000,0.0341253434,3531.100000,Stable panel of economies reported in every month
2009-08-01,2008M01-2023M09,United Kingdom,104.300000,0.0295375379,3531.100000,Stable panel of economies reported in every month
2009-08-01,2008M01-2023M09,Mainland China,936.500000,0.2652148056,3531.100000,Stable panel of economies reported in every month
2009-08-01,2008M01-2023M09,Japan,727.500000,0.2060264507,3531.100000,Stable panel of economies reported in every month
2009-09-01,2008M01-2023M09,All other foreign,1435.200000,0.4019492522,3570.600000,Stable panel of economies reported in every month
2009-09-01,2008M01-2023M09,South Korea,39.900000,0.0111745925,3570.600000,Stable panel of economies reported in every month
2009-09-01,2008M01-2023M09,Singapore,39.400000,0.0110345600,3570.600000,Stable panel of economies reported in every month
2009-09-01,2008M01-2023M09,Taiwan,115.100000,0.0322354786,3570.600000,Stable panel of economies reported in every month
2009-09-01,2008M01-2023M09,Hong Kong,128.000000,0.0358483168,3570.600000,Stable panel of economies reported in every month
2009-09-01,2008M01-2023M09,United Kingdom,126.800000,0.0355122388,3570.600000,Stable panel of economies reported in every month
2009-09-01,2008M01-2023M09,Mainland China,938.300000,0.2627849661,3570.600000,Stable panel of economies reported in every month
2009-09-01,2008M01-2023M09,Japan,747.900000,0.2094605949,3570.600000,Stable panel of economies reported in every month
2009-10-01,2008M01-2023M09,All other foreign,1449.300000,0.4057845223,3571.600000,Stable panel of economies reported in every month
2009-10-01,2008M01-2023M09,South Korea,43.300000,0.0121234181,3571.600000,Stable panel of economies reported in every month
2009-10-01,2008M01-2023M09,Singapore,36.300000,0.0101635122,3571.600000,Stable panel of economies reported in every month
2009-10-01,2008M01-2023M09,Taiwan,115.600000,0.0323664464,3571.600000,Stable panel of economies reported in every month
2009-10-01,2008M01-2023M09,Hong Kong,137.800000,0.0385821481,3571.600000,Stable panel of economies reported in every month
2009-10-01,2008M01-2023M09,United Kingdom,108.100000,0.0302665472,3571.600000,Stable panel of economies reported in every month
2009-10-01,2008M01-2023M09,Mainland China,938.300000,0.2627113899,3571.600000,Stable panel of economies reported in every month
2009-10-01,2008M01-2023M09,Japan,742.900000,0.2080020159,3571.600000,Stable panel of economies reported in every month
2009-11-01,2008M01-2023M09,All other foreign,1495.000000,0.4074679749,3669.000000,Stable panel of economies reported in every month
2009-11-01,2008M01-2023M09,South Korea,40.200000,0.0109566639,3669.000000,Stable panel of economies reported in every month
2009-11-01,2008M01-2023M09,Singapore,37.500000,0.0102207686,3669.000000,Stable panel of economies reported in every month
2009-11-01,2008M01-2023M09,Taiwan,115.400000,0.0314527119,3669.000000,Stable panel of economies reported in every month
2009-11-01,2008M01-2023M09,Hong Kong,142.100000,0.0387298992,3669.000000,Stable panel of economies reported in every month
2009-11-01,2008M01-2023M09,United Kingdom,155.500000,0.0423821205,3669.000000,Stable panel of economies reported in every month
2009-11-01,2008M01-2023M09,Mainland China,929.000000,0.2532025075,3669.000000,Stable panel of economies reported in every month
2009-11-01,2008M01-2023M09,Japan,754.300000,0.2055873535,3669.000000,Stable panel of economies reported in every month
2009-12-01,2008M01-2023M09,All other foreign,1499.600000,0.4069360397,3685.100000,Stable panel of economies reported in every month
2009-12-01,2008M01-2023M09,South Korea,40.300000,0.0109359312,3685.100000,Stable panel of economies reported in every month
2009-12-01,2008M01-2023M09,Singapore,39.200000,0.0106374318,3685.100000,Stable panel of economies reported in every month
2009-12-01,2008M01-2023M09,Taiwan,116.500000,0.0316137961,3685.100000,Stable panel of economies reported in every month
2009-12-01,2008M01-2023M09,Hong Kong,148.700000,0.0403516865,3685.100000,Stable panel of economies reported in every month
2009-12-01,2008M01-2023M09,United Kingdom,180.300000,0.0489267591,3685.100000,Stable panel of economies reported in every month
2009-12-01,2008M01-2023M09,Mainland China,894.800000,0.2428156631,3685.100000,Stable panel of economies reported in every month
2009-12-01,2008M01-2023M09,Japan,765.700000,0.2077826925,3685.100000,Stable panel of economies reported in every month
2010-02-01,2008M01-2023M09,All other foreign,1510.100000,0.4031771459,3745.500000,Stable panel of economies reported in every month
2010-02-01,2008M01-2023M09,South Korea,39.800000,0.0106260846,3745.500000,Stable panel of economies reported in every month
2010-02-01,2008M01-2023M09,Singapore,42.600000,0.0113736484,3745.500000,Stable panel of economies reported in every month
2010-02-01,2008M01-2023M09,Taiwan,121.400000,0.0324122280,3745.500000,Stable panel of economies reported in every month
2010-02-01,2008M01-2023M09,Hong Kong,152.400000,0.0406888266,3745.500000,Stable panel of economies reported in every month
2010-02-01,2008M01-2023M09,United Kingdom,233.500000,0.0623414764,3745.500000,Stable panel of economies reported in every month
2010-02-01,2008M01-2023M09,Mainland China,877.500000,0.2342811374,3745.500000,Stable panel of economies reported in every month
2010-02-01,2008M01-2023M09,Japan,768.200000,0.2050994527,3745.500000,Stable panel of economies reported in every month
2010-03-01,2008M01-2023M09,All other foreign,1559.100000,0.4020474999,3877.900000,Stable panel of economies reported in every month
2010-03-01,2008M01-2023M09,South Korea,40.100000,0.0103406483,3877.900000,Stable panel of economies reported in every month
2010-03-01,2008M01-2023M09,Singapore,45.500000,0.0117331545,3877.900000,Stable panel of economies reported in every month
2010-03-01,2008M01-2023M09,Taiwan,124.800000,0.0321823667,3877.900000,Stable panel of economies reported in every month
2010-03-01,2008M01-2023M09,Hong Kong,150.900000,0.0389128136,3877.900000,Stable panel of economies reported in every month
2010-03-01,2008M01-2023M09,United Kingdom,279.000000,0.0719461564,3877.900000,Stable panel of economies reported in every month
2010-03-01,2008M01-2023M09,Mainland China,895.200000,0.2308465922,3877.900000,Stable panel of economies reported in every month
2010-03-01,2008M01-2023M09,Japan,783.300000,0.2019907682,3877.900000,Stable panel of economies reported in every month
2010-04-01,2008M01-2023M09,All other foreign,1576.300000,0.3989420935,3951.200000,Stable panel of economies reported in every month
2010-04-01,2008M01-2023M09,South Korea,38.700000,0.0097944928,3951.200000,Stable panel of economies reported in every month
2010-04-01,2008M01-2023M09,Singapore,42.400000,0.0107309172,3951.200000,Stable panel of economies reported in every month
2010-04-01,2008M01-2023M09,Taiwan,126.900000,0.0321168253,3951.200000,Stable panel of economies reported in every month
2010-04-01,2008M01-2023M09,Hong Kong,151.800000,0.0384187082,3951.200000,Stable panel of economies reported in every month
2010-04-01,2008M01-2023M09,United Kingdom,321.100000,0.0812664507,3951.200000,Stable panel of economies reported in every month
2010-04-01,2008M01-2023M09,Mainland China,900.200000,0.2278295201,3951.200000,Stable panel of economies reported in every month
2010-04-01,2008M01-2023M09,Japan,793.800000,0.2009009921,3951.200000,Stable panel of economies reported in every month
2010-05-01,2008M01-2023M09,All other foreign,1604.700000,0.4054115507,3958.200000,Stable panel of economies reported in every month
2010-05-01,2008M01-2023M09,South Korea,37.800000,0.0095497954,3958.200000,Stable panel of economies reported in every month
2010-05-01,2008M01-2023M09,Singapore,40.600000,0.0102571876,3958.200000,Stable panel of economies reported in every month
2010-05-01,2008M01-2023M09,Taiwan,126.200000,0.0318831792,3958.200000,Stable panel of economies reported in every month
2010-05-01,2008M01-2023M09,Hong Kong,145.700000,0.0368096610,3958.200000,Stable panel of economies reported in every month
2010-05-01,2008M01-2023M09,United Kingdom,350.700000,0.0886008792,3958.200000,Stable panel of economies reported in every month
2010-05-01,2008M01-2023M09,Mainland China,867.700000,0.2192158052,3958.200000,Stable panel of economies reported in every month
2010-05-01,2008M01-2023M09,Japan,784.800000,0.1982719418,3958.200000,Stable panel of economies reported in every month
2010-06-01,2008M01-2023M09,All other foreign,1635.600000,0.4086037623,4002.900000,Stable panel of economies reported in every month
2010-06-01,2008M01-2023M09,South Korea,38.700000,0.0096679907,4002.900000,Stable panel of economies reported in every month
2010-06-01,2008M01-2023M09,Singapore,50.500000,0.0126158535,4002.900000,Stable panel of economies reported in every month
2010-06-01,2008M01-2023M09,Taiwan,128.600000,0.0321267081,4002.900000,Stable panel of economies reported in every month
2010-06-01,2008M01-2023M09,Hong Kong,141.000000,0.0352244623,4002.900000,Stable panel of economies reported in every month
2010-06-01,2008M01-2023M09,United Kingdom,363.600000,0.0908341452,4002.900000,Stable panel of economies reported in every month
2010-06-01,2008M01-2023M09,Mainland China,843.700000,0.2107721902,4002.900000,Stable panel of economies reported in every month
2010-06-01,2008M01-2023M09,Japan,801.200000,0.2001548877,4002.900000,Stable panel of economies reported in every month
2010-07-01,2008M01-2023M09,All other foreign,1700.800000,0.4136488557,4111.700000,Stable panel of economies reported in every month
2010-07-01,2008M01-2023M09,South Korea,37.600000,0.0091446360,4111.700000,Stable panel of economies reported in every month
2010-07-01,2008M01-2023M09,Singapore,52.100000,0.0126711579,4111.700000,Stable panel of economies reported in every month
2010-07-01,2008M01-2023M09,Taiwan,153.800000,0.0374054527,4111.700000,Stable panel of economies reported in every month
2010-07-01,2008M01-2023M09,Hong Kong,130.200000,0.0316657344,4111.700000,Stable panel of economies reported in every month
2010-07-01,2008M01-2023M09,United Kingdom,104.900000,0.0255125617,4111.700000,Stable panel of economies reported in every month
2010-07-01,2008M01-2023M09,Mainland China,1115.100000,0.2712016927,4111.700000,Stable panel of economies reported in every month
2010-07-01,2008M01-2023M09,Japan,817.200000,0.1987499088,4111.700000,Stable panel of economies reported in every month
2010-08-01,2008M01-2023M09,All other foreign,1735.200000,0.4071232491,4262.100000,Stable panel of economies reported in every month
2010-08-01,2008M01-2023M09,South Korea,39.900000,0.0093615823,4262.100000,Stable panel of economies reported in every month
2010-08-01,2008M01-2023M09,Singapore,52.500000,0.0123178715,4262.100000,Stable panel of economies reported in every month
2010-08-01,2008M01-2023M09,Taiwan,153.400000,0.0359916473,4262.100000,Stable panel of economies reported in every month
2010-08-01,2008M01-2023M09,Hong Kong,133.000000,0.0312052744,4262.100000,Stable panel of economies reported in every month
2010-08-01,2008M01-2023M09,United Kingdom,178.900000,0.0419746135,4262.100000,Stable panel of economies reported in every month
2010-08-01,2008M01-2023M09,Mainland China,1136.800000,0.2667229769,4262.100000,Stable panel of economies reported in every month
2010-08-01,2008M01-2023M09,Japan,832.400000,0.1953027850,4262.100000,Stable panel of economies reported in every month
2010-09-01,2008M01-2023M09,All other foreign,1737.600000,0.4025949954,4316.000000,Stable panel of economies reported in every month
2010-09-01,2008M01-2023M09,South Korea,38.700000,0.0089666358,4316.000000,Stable panel of economies reported in every month
2010-09-01,2008M01-2023M09,Singapore,54.100000,0.0125347544,4316.000000,Stable panel of economies reported in every month
2010-09-01,2008M01-2023M09,Taiwan,153.300000,0.0355189991,4316.000000,Stable panel of economies reported in every month
2010-09-01,2008M01-2023M09,Hong Kong,131.000000,0.0303521779,4316.000000,Stable panel of economies reported in every month
2010-09-01,2008M01-2023M09,United Kingdom,188.600000,0.0436978684,4316.000000,Stable panel of economies reported in every month
2010-09-01,2008M01-2023M09,Mainland China,1151.900000,0.2668906395,4316.000000,Stable panel of economies reported in every month
2010-09-01,2008M01-2023M09,Japan,860.800000,0.1994439296,4316.000000,Stable panel of economies reported in every month
2010-10-01,2008M01-2023M09,All other foreign,1708.300000,0.3921717172,4356.000000,Stable panel of economies reported in every month
2010-10-01,2008M01-2023M09,South Korea,39.400000,0.0090449954,4356.000000,Stable panel of economies reported in every month
2010-10-01,2008M01-2023M09,Singapore,63.800000,0.0146464646,4356.000000,Stable panel of economies reported in every month
2010-10-01,2008M01-2023M09,Taiwan,154.500000,0.0354683196,4356.000000,Stable panel of economies reported in every month
2010-10-01,2008M01-2023M09,Hong Kong,133.800000,0.0307162534,4356.000000,Stable panel of economies reported in every month
2010-10-01,2008M01-2023M09,United Kingdom,207.300000,0.0475895317,4356.000000,Stable panel of economies reported in every month
2010-10-01,2008M01-2023M09,Mainland China,1175.300000,0.2698117539,4356.000000,Stable panel of economies reported in every month
