date,AHP_period,foreign_group,value_usd_billions,share_of_foreign_total,foreign_total_usd_billions
2015-06-01,2008M01-2023M09,Japan,1197.100000,0.1943028729,6161.000000
2015-07-01,2008M01-2023M09,All other foreign,3444.400000,0.5630496616,6117.400000
2015-07-01,2008M01-2023M09,United Kingdom,203.400000,0.0332494197,6117.400000
2015-07-01,2008M01-2023M09,Mainland China,1268.800000,0.2074083761,6117.400000
2015-07-01,2008M01-2023M09,Japan,1200.800000,0.1962925426,6117.400000
2015-08-01,2008M01-2023M09,All other foreign,3418.900000,0.5605121647,6099.600000
2015-08-01,2008M01-2023M09,United Kingdom,213.200000,0.0349531117,6099.600000
2015-08-01,2008M01-2023M09,Mainland China,1270.500000,0.2082923470,6099.600000
2015-08-01,2008M01-2023M09,Japan,1197.000000,0.1962423765,6099.600000
2015-09-01,2008M01-2023M09,All other foreign,3465.000000,0.5676605505,6104.000000
2015-09-01,2008M01-2023M09,United Kingdom,203.900000,0.0334043250,6104.000000
2015-09-01,2008M01-2023M09,Mainland China,1258.000000,0.2060943644,6104.000000
2015-09-01,2008M01-2023M09,Japan,1177.100000,0.1928407602,6104.000000
2015-10-01,2008M01-2023M09,All other foreign,3440.700000,0.5691528956,6045.300000
2015-10-01,2008M01-2023M09,United Kingdom,200.600000,0.0331828032,6045.300000
2015-10-01,2008M01-2023M09,Mainland China,1254.800000,0.2075662085,6045.300000
2015-10-01,2008M01-2023M09,Japan,1149.200000,0.1900980927,6045.300000
2015-11-01,2008M01-2023M09,All other foreign,3509.500000,0.5731293072,6123.400000
2015-11-01,2008M01-2023M09,United Kingdom,204.500000,0.0333964791,6123.400000
2015-11-01,2008M01-2023M09,Mainland China,1264.500000,0.2065029232,6123.400000
2015-11-01,2008M01-2023M09,Japan,1144.900000,0.1869712905,6123.400000
2015-12-01,2008M01-2023M09,All other foreign,3568.600000,0.5808079164,6144.200000
2015-12-01,2008M01-2023M09,United Kingdom,207.100000,0.0337065851,6144.200000
2015-12-01,2008M01-2023M09,Mainland China,1246.100000,0.2028091533,6144.200000
2015-12-01,2008M01-2023M09,Japan,1122.400000,0.1826763452,6144.200000
2016-01-01,2008M01-2023M09,All other foreign,3611.200000,0.5841097308,6182.400000
2016-01-01,2008M01-2023M09,United Kingdom,209.600000,0.0339026915,6182.400000
2016-01-01,2008M01-2023M09,Mainland China,1238.000000,0.2002458592,6182.400000
2016-01-01,2008M01-2023M09,Japan,1123.600000,0.1817417184,6182.400000
2016-02-01,2008M01-2023M09,All other foreign,3625.400000,0.5808539614,6241.500000
2016-02-01,2008M01-2023M09,United Kingdom,230.600000,0.0369462469,6241.500000
2016-02-01,2008M01-2023M09,Mainland China,1252.300000,0.2006408716,6241.500000
2016-02-01,2008M01-2023M09,Japan,1133.200000,0.1815589201,6241.500000
2016-03-01,2008M01-2023M09,All other foreign,3676.200000,0.5849723124,6284.400000
2016-03-01,2008M01-2023M09,United Kingdom,226.500000,0.0360416269,6284.400000
2016-03-01,2008M01-2023M09,Mainland China,1244.600000,0.1980459551,6284.400000
2016-03-01,2008M01-2023M09,Japan,1137.100000,0.1809401057,6284.400000
2016-04-01,2008M01-2023M09,All other foreign,3634.700000,0.5827921818,6236.700000
2016-04-01,2008M01-2023M09,United Kingdom,216.400000,0.0346978370,6236.700000
2016-04-01,2008M01-2023M09,Mainland China,1242.800000,0.1992720509,6236.700000
2016-04-01,2008M01-2023M09,Japan,1142.800000,0.1832379303,6236.700000
2016-05-01,2008M01-2023M09,All other foreign,3614.000000,0.5821239309,6208.300000
2016-05-01,2008M01-2023M09,United Kingdom,217.100000,0.0349693153,6208.300000
2016-05-01,2008M01-2023M09,Mainland China,1244.000000,0.2003769148,6208.300000
2016-05-01,2008M01-2023M09,Japan,1133.200000,0.1825298391,6208.300000
2016-06-01,2008M01-2023M09,All other foreign,3659.800000,0.5828542307,6279.100000
2016-06-01,2008M01-2023M09,United Kingdom,231.400000,0.0368524152,6279.100000
2016-06-01,2008M01-2023M09,Mainland China,1240.800000,0.1976079374,6279.100000
2016-06-01,2008M01-2023M09,Japan,1147.100000,0.1826854167,6279.100000
2016-07-01,2008M01-2023M09,All other foreign,3664.700000,0.5865303052,6248.100000
2016-07-01,2008M01-2023M09,United Kingdom,210.000000,0.0336102175,6248.100000
2016-07-01,2008M01-2023M09,Mainland China,1218.800000,0.1950673005,6248.100000
2016-07-01,2008M01-2023M09,Japan,1154.600000,0.1847921768,6248.100000
2016-08-01,2008M01-2023M09,All other foreign,3663.100000,0.5910990625,6197.100000
2016-08-01,2008M01-2023M09,United Kingdom,204.900000,0.0330638524,6197.100000
2016-08-01,2008M01-2023M09,Mainland China,1185.100000,0.1912346097,6197.100000
2016-08-01,2008M01-2023M09,Japan,1144.000000,0.1846024754,6197.100000
2016-09-01,2008M01-2023M09,All other foreign,3644.900000,0.5920986371,6155.900000
2016-09-01,2008M01-2023M09,United Kingdom,217.600000,0.0353482025,6155.900000
2016-09-01,2008M01-2023M09,Mainland China,1157.000000,0.1879497718,6155.900000
2016-09-01,2008M01-2023M09,Japan,1136.400000,0.1846033886,6155.900000
2016-10-01,2008M01-2023M09,All other foreign,3588.700000,0.5938017076,6043.600000
2016-10-01,2008M01-2023M09,United Kingdom,207.300000,0.0343007479,6043.600000
2016-10-01,2008M01-2023M09,Mainland China,1115.700000,0.1846085115,6043.600000
2016-10-01,2008M01-2023M09,Japan,1131.900000,0.1872890330,6043.600000
2016-11-01,2008M01-2023M09,All other foreign,3579.300000,0.6012598690,5953.000000
2016-11-01,2008M01-2023M09,United Kingdom,215.800000,0.0362506299,5953.000000
2016-11-01,2008M01-2023M09,Mainland China,1049.300000,0.1762640685,5953.000000
2016-11-01,2008M01-2023M09,Japan,1108.600000,0.1862254326,5953.000000
2016-12-01,2008M01-2023M09,All other foreign,3636.400000,0.6057839675,6002.800000
2016-12-01,2008M01-2023M09,United Kingdom,217.200000,0.0361831145,6002.800000
2016-12-01,2008M01-2023M09,Mainland China,1058.400000,0.1763177184,6002.800000
2016-12-01,2008M01-2023M09,Japan,1090.800000,0.1817151996,6002.800000
2017-01-01,2008M01-2023M09,All other foreign,3581.500000,0.6020137161,5949.200000
2017-01-01,2008M01-2023M09,United Kingdom,214.100000,0.0359880320,5949.200000
2017-01-01,2008M01-2023M09,Mainland China,1051.100000,0.1766792174,5949.200000
2017-01-01,2008M01-2023M09,Japan,1102.500000,0.1853190345,5949.200000
2017-02-01,2008M01-2023M09,All other foreign,3619.600000,0.6020124740,6012.500000
2017-02-01,2008M01-2023M09,United Kingdom,217.500000,0.0361746362,6012.500000
2017-02-01,2008M01-2023M09,Mainland China,1059.700000,0.1762494802,6012.500000
2017-02-01,2008M01-2023M09,Japan,1115.700000,0.1855634096,6012.500000
2017-03-01,2008M01-2023M09,All other foreign,3638.200000,0.5988510855,6075.300000
2017-03-01,2008M01-2023M09,United Kingdom,228.300000,0.0375783912,6075.300000
2017-03-01,2008M01-2023M09,Mainland China,1088.100000,0.1791022666,6075.300000
2017-03-01,2008M01-2023M09,Japan,1120.700000,0.1844682567,6075.300000
2017-04-01,2008M01-2023M09,All other foreign,3629.900000,0.5989439815,6060.500000
2017-04-01,2008M01-2023M09,United Kingdom,231.500000,0.0381981685,6060.500000
2017-04-01,2008M01-2023M09,Mainland China,1092.200000,0.1802161538,6060.500000
2017-04-01,2008M01-2023M09,Japan,1106.900000,0.1826416962,6060.500000
2017-05-01,2008M01-2023M09,All other foreign,3658.300000,0.5988966014,6108.400000
2017-05-01,2008M01-2023M09,United Kingdom,236.400000,0.0387008054,6108.400000
2017-05-01,2008M01-2023M09,Mainland China,1102.200000,0.1804400498,6108.400000
2017-05-01,2008M01-2023M09,Japan,1111.500000,0.1819625434,6108.400000
2017-06-01,2008M01-2023M09,All other foreign,3679.100000,0.5980428811,6151.900000
2017-06-01,2008M01-2023M09,United Kingdom,236.000000,0.0383621320,6151.900000
2017-06-01,2008M01-2023M09,Mainland China,1146.500000,0.1863651880,6151.900000
2017-06-01,2008M01-2023M09,Japan,1090.300000,0.1772297989,6151.900000
2017-07-01,2008M01-2023M09,All other foreign,3720.400000,0.5971557895,6230.200000
2017-07-01,2008M01-2023M09,United Kingdom,229.600000,0.0368527495,6230.200000
2017-07-01,2008M01-2023M09,Mainland China,1166.900000,0.1872973580,6230.200000
2017-07-01,2008M01-2023M09,Japan,1113.300000,0.1786941029,6230.200000
2017-08-01,2008M01-2023M09,All other foreign,3721.000000,0.5954171600,6249.400000
2017-08-01,2008M01-2023M09,United Kingdom,225.000000,0.0360034563,6249.400000
2017-08-01,2008M01-2023M09,Mainland China,1201.700000,0.1922904599,6249.400000
2017-08-01,2008M01-2023M09,Japan,1101.700000,0.1762889237,6249.400000
2017-09-01,2008M01-2023M09,All other foreign,3786.200000,0.6008029324,6301.900000
2017-09-01,2008M01-2023M09,United Kingdom,237.400000,0.0376711785,6301.900000
2017-09-01,2008M01-2023M09,Mainland China,1182.300000,0.1876100858,6301.900000
2017-09-01,2008M01-2023M09,Japan,1096.000000,0.1739158032,6301.900000
2017-10-01,2008M01-2023M09,All other foreign,3815.000000,0.6032478930,6324.100000
2017-10-01,2008M01-2023M09,United Kingdom,225.900000,0.0357204978,6324.100000
2017-10-01,2008M01-2023M09,Mainland China,1189.200000,0.1880425673,6324.100000
2017-10-01,2008M01-2023M09,Japan,1094.000000,0.1729890419,6324.100000
2017-11-01,2008M01-2023M09,All other foreign,3808.000000,0.6038501792,6306.200000
2017-11-01,2008M01-2023M09,United Kingdom,237.500000,0.0376613491,6306.200000
2017-11-01,2008M01-2023M09,Mainland China,1176.600000,0.1865782880,6306.200000
2017-11-01,2008M01-2023M09,Japan,1084.100000,0.1719101836,6306.200000
2017-12-01,2008M01-2023M09,All other foreign,3714.900000,0.5980873569,6211.300000
2017-12-01,2008M01-2023M09,United Kingdom,249.900000,0.0402331235,6211.300000
2017-12-01,2008M01-2023M09,Mainland China,1184.900000,0.1907652182,6211.300000
2017-12-01,2008M01-2023M09,Japan,1061.600000,0.1709143014,6211.300000
2018-01-01,2008M01-2023M09,All other foreign,3717.100000,0.6000548865,6194.600000
2018-01-01,2008M01-2023M09,United Kingdom,243.300000,0.0392761437,6194.600000
2018-01-01,2008M01-2023M09,Mainland China,1168.200000,0.1885836051,6194.600000
2018-01-01,2008M01-2023M09,Japan,1066.000000,0.1720853647,6194.600000
2018-02-01,2008M01-2023M09,All other foreign,3734.300000,0.6002057316,6221.700000
2018-02-01,2008M01-2023M09,United Kingdom,250.600000,0.0402783805,6221.700000
2018-02-01,2008M01-2023M09,Mainland China,1176.700000,0.1891283733,6221.700000
2018-02-01,2008M01-2023M09,Japan,1060.100000,0.1703875147,6221.700000
2018-03-01,2008M01-2023M09,All other foreign,3727.700000,0.5989812643,6223.400000
2018-03-01,2008M01-2023M09,United Kingdom,263.600000,0.0423562683,6223.400000
2018-03-01,2008M01-2023M09,Mainland China,1187.700000,0.1908442331,6223.400000
2018-03-01,2008M01-2023M09,Japan,1044.400000,0.1678182344,6223.400000
2018-04-01,2008M01-2023M09,All other foreign,3703.700000,0.5993042071,6180.000000
2018-04-01,2008M01-2023M09,United Kingdom,262.600000,0.0424919094,6180.000000
2018-04-01,2008M01-2023M09,Mainland China,1181.900000,0.1912459547,6180.000000
2018-04-01,2008M01-2023M09,Japan,1031.800000,0.1669579288,6180.000000
2018-05-01,2008M01-2023M09,All other foreign,3718.100000,0.5982365529,6215.100000
2018-05-01,2008M01-2023M09,United Kingdom,265.000000,0.0426380911,6215.100000
2018-05-01,2008M01-2023M09,Mainland China,1183.100000,0.1903589645,6215.100000
2018-05-01,2008M01-2023M09,Japan,1048.900000,0.1687663915,6215.100000
2018-06-01,2008M01-2023M09,All other foreign,3727.100000,0.5987309237,6225.000000
2018-06-01,2008M01-2023M09,United Kingdom,274.200000,0.0440481928,6225.000000
2018-06-01,2008M01-2023M09,Mainland China,1191.200000,0.1913574297,6225.000000
2018-06-01,2008M01-2023M09,Japan,1032.500000,0.1658634538,6225.000000
2018-07-01,2008M01-2023M09,All other foreign,3776.200000,0.6037669481,6254.400000
2018-07-01,2008M01-2023M09,United Kingdom,271.700000,0.0434414172,6254.400000
2018-07-01,2008M01-2023M09,Mainland China,1171.000000,0.1872281914,6254.400000
2018-07-01,2008M01-2023M09,Japan,1035.500000,0.1655634433,6254.400000
2018-08-01,2008M01-2023M09,All other foreign,3811.000000,0.6069824483,6278.600000
2018-08-01,2008M01-2023M09,United Kingdom,272.600000,0.0434173223,6278.600000
2018-08-01,2008M01-2023M09,Mainland China,1165.100000,0.1855668461,6278.600000
2018-08-01,2008M01-2023M09,Japan,1029.900000,0.1640333832,6278.600000
2018-09-01,2008M01-2023M09,All other foreign,3770.200000,0.6055670666,6225.900000
2018-09-01,2008M01-2023M09,United Kingdom,276.300000,0.0443791259,6225.900000
2018-09-01,2008M01-2023M09,Mainland China,1151.400000,0.1849371175,6225.900000
2018-09-01,2008M01-2023M09,Japan,1028.000000,0.1651166900,6225.900000
2018-10-01,2008M01-2023M09,All other foreign,3779.000000,0.6094866377,6200.300000
2018-10-01,2008M01-2023M09,United Kingdom,263.900000,0.0425624567,6200.300000
2018-10-01,2008M01-2023M09,Mainland China,1138.900000,0.1836846604,6200.300000
2018-10-01,2008M01-2023M09,Japan,1018.500000,0.1642662452,6200.300000
2018-11-01,2008M01-2023M09,All other foreign,3783.000000,0.6101711318,6199.900000
2018-11-01,2008M01-2023M09,United Kingdom,258.900000,0.0417587380,6199.900000
2018-11-01,2008M01-2023M09,Mainland China,1121.400000,0.1808738851,6199.900000
2018-11-01,2008M01-2023M09,Japan,1036.600000,0.1671962451,6199.900000
2018-12-01,2008M01-2023M09,All other foreign,3818.100000,0.6089376565,6270.100000
2018-12-01,2008M01-2023M09,United Kingdom,288.000000,0.0459322818,6270.100000
2018-12-01,2008M01-2023M09,Mainland China,1124.300000,0.1793113347,6270.100000
2018-12-01,2008M01-2023M09,Japan,1039.700000,0.1658187270,6270.100000
2019-01-01,2008M01-2023M09,All other foreign,3842.900000,0.6076115486,6324.600000
2019-01-01,2008M01-2023M09,United Kingdom,290.100000,0.0458685134,6324.600000
2019-01-01,2008M01-2023M09,Mainland China,1126.700000,0.1781456535,6324.600000
2019-01-01,2008M01-2023M09,Japan,1064.900000,0.1683742845,6324.600000
2019-02-01,2008M01-2023M09,All other foreign,3872.300000,0.6074672523,6374.500000
2019-02-01,2008M01-2023M09,United Kingdom,302.500000,0.0474547023,6374.500000
2019-02-01,2008M01-2023M09,Mainland China,1130.900000,0.1774099929,6374.500000
2019-02-01,2008M01-2023M09,Japan,1068.800000,0.1676680524,6374.500000
2019-03-01,2008M01-2023M09,All other foreign,3958.300000,0.6114148903,6474.000000
2019-03-01,2008M01-2023M09,United Kingdom,317.100000,0.0489805375,6474.000000
2019-03-01,2008M01-2023M09,Mainland China,1120.500000,0.1730769231,6474.000000
2019-03-01,2008M01-2023M09,Japan,1078.100000,0.1665276491,6474.000000
2019-04-01,2008M01-2023M09,All other foreign,3956.100000,0.6148836631,6433.900000
2019-04-01,2008M01-2023M09,United Kingdom,300.800000,0.0467523586,6433.900000
2019-04-01,2008M01-2023M09,Mainland China,1113.000000,0.1729899439,6433.900000
2019-04-01,2008M01-2023M09,Japan,1064.000000,0.1653740344,6433.900000
2019-05-01,2008M01-2023M09,All other foreign,4005.100000,0.6124568003,6539.400000
2019-05-01,2008M01-2023M09,United Kingdom,323.100000,0.0494082026,6539.400000
2019-05-01,2008M01-2023M09,Mainland China,1110.200000,0.1697709270,6539.400000
2019-05-01,2008M01-2023M09,Japan,1101.000000,0.1683640701,6539.400000
2019-06-01,2008M01-2023M09,All other foreign,4049.500000,0.6111622572,6625.900000
2019-06-01,2008M01-2023M09,United Kingdom,341.100000,0.0514797990,6625.900000
2019-06-01,2008M01-2023M09,Mainland China,1112.500000,0.1679017190,6625.900000
2019-06-01,2008M01-2023M09,Japan,1122.800000,0.1694562248,6625.900000
2019-07-01,2008M01-2023M09,All other foreign,4151.900000,0.6105555719,6800.200000
2019-07-01,2008M01-2023M09,United Kingdom,406.800000,0.0598217699,6800.200000
2019-07-01,2008M01-2023M09,Mainland China,1110.300000,0.1632746096,6800.200000
2019-07-01,2008M01-2023M09,Japan,1131.200000,0.1663480486,6800.200000
2019-08-01,2008M01-2023M09,All other foreign,4323.700000,0.6144761526,7036.400000
2019-08-01,2008M01-2023M09,United Kingdom,434.600000,0.0617645387,7036.400000
2019-08-01,2008M01-2023M09,Mainland China,1103.500000,0.1568273549,7036.400000
2019-08-01,2008M01-2023M09,Japan,1174.600000,0.1669319538,7036.400000
2019-09-01,2008M01-2023M09,All other foreign,4262.200000,0.6156134903,6923.500000
2019-09-01,2008M01-2023M09,United Kingdom,412.700000,0.0596085795,6923.500000
2019-09-01,2008M01-2023M09,Mainland China,1102.400000,0.1592258251,6923.500000
2019-09-01,2008M01-2023M09,Japan,1146.200000,0.1655521051,6923.500000
2019-10-01,2008M01-2023M09,All other foreign,4263.700000,0.6137999539,6946.400000
2019-10-01,2008M01-2023M09,United Kingdom,412.700000,0.0594120696,6946.400000
2019-10-01,2008M01-2023M09,Mainland China,1101.500000,0.1585713463,6946.400000
2019-10-01,2008M01-2023M09,Japan,1168.500000,0.1682166302,6946.400000
2019-11-01,2008M01-2023M09,All other foreign,4251.900000,0.6160299039,6902.100000
2019-11-01,2008M01-2023M09,United Kingdom,400.500000,0.0580258182,6902.100000
2019-11-01,2008M01-2023M09,Mainland China,1089.100000,0.1577925559,6902.100000
2019-11-01,2008M01-2023M09,Japan,1160.600000,0.1681517219,6902.100000
2019-12-01,2008M01-2023M09,All other foreign,4227.000000,0.6176032261,6844.200000
2019-12-01,2008M01-2023M09,United Kingdom,392.100000,0.0572893837,6844.200000
2019-12-01,2008M01-2023M09,Mainland China,1069.900000,0.1563221414,6844.200000
2019-12-01,2008M01-2023M09,Japan,1155.200000,0.1687852488,6844.200000
2020-01-01,2008M01-2023M09,All other foreign,4286.600000,0.6099924580,7027.300000
2020-01-01,2008M01-2023M09,United Kingdom,450.300000,0.0640786646,7027.300000
2020-01-01,2008M01-2023M09,Mainland China,1078.600000,0.1534871145,7027.300000
2020-01-01,2008M01-2023M09,Japan,1211.800000,0.1724417628,7027.300000
2020-02-01,2008M01-2023M09,All other foreign,4388.000000,0.6072515915,7226.000000
2020-02-01,2008M01-2023M09,United Kingdom,477.100000,0.0660254636,7226.000000
2020-02-01,2008M01-2023M09,Mainland China,1092.300000,0.1511624689,7226.000000
2020-02-01,2008M01-2023M09,Japan,1268.600000,0.1755604761,7226.000000
2020-03-01,2008M01-2023M09,All other foreign,4125.600000,0.5936542197,6949.500000
2020-03-01,2008M01-2023M09,United Kingdom,469.700000,0.0675875962,6949.500000
2020-03-01,2008M01-2023M09,Mainland China,1081.600000,0.1556370962,6949.500000
2020-03-01,2008M01-2023M09,Japan,1272.600000,0.1831210878,6949.500000
2020-04-01,2008M01-2023M09,All other foreign,4134.600000,0.5989482986,6903.100000
2020-04-01,2008M01-2023M09,United Kingdom,429.200000,0.0621749649,6903.100000
2020-04-01,2008M01-2023M09,Mainland China,1072.800000,0.1554084397,6903.100000
2020-04-01,2008M01-2023M09,Japan,1266.500000,0.1834682969,6903.100000
2020-05-01,2008M01-2023M09,All other foreign,4188.200000,0.6001920293,6978.100000
2020-05-01,2008M01-2023M09,United Kingdom,445.800000,0.0638855849,6978.100000
2020-05-01,2008M01-2023M09,Mainland China,1083.700000,0.1553001533,6978.100000
2020-05-01,2008M01-2023M09,Japan,1260.400000,0.1806222324,6978.100000
2020-06-01,2008M01-2023M09,All other foreign,4270.400000,0.6055501198,7052.100000
2020-06-01,2008M01-2023M09,United Kingdom,445.700000,0.0632010323,7052.100000
2020-06-01,2008M01-2023M09,Mainland China,1074.400000,0.1523517817,7052.100000
2020-06-01,2008M01-2023M09,Japan,1261.600000,0.1788970661,7052.100000
2020-07-01,2008M01-2023M09,All other foreign,4305.200000,0.6066909050,7096.200000
2020-07-01,2008M01-2023M09,United Kingdom,424.600000,0.0598348412,7096.200000
2020-07-01,2008M01-2023M09,Mainland China,1073.400000,0.1512640568,7096.200000
2020-07-01,2008M01-2023M09,Japan,1293.000000,0.1822101970,7096.200000
2020-08-01,2008M01-2023M09,All other foreign,4316.200000,0.6094606043,7082.000000
2020-08-01,2008M01-2023M09,United Kingdom,419.400000,0.0592205592,7082.000000
2020-08-01,2008M01-2023M09,Mainland China,1068.000000,0.1508048574,7082.000000
2020-08-01,2008M01-2023M09,Japan,1278.400000,0.1805139791,7082.000000
2020-09-01,2008M01-2023M09,All other foreign,4302.800000,0.6086685905,7069.200000
2020-09-01,2008M01-2023M09,United Kingdom,428.500000,0.0606150625,7069.200000
2020-09-01,2008M01-2023M09,Mainland China,1061.700000,0.1501867255,7069.200000
2020-09-01,2008M01-2023M09,Japan,1276.200000,0.1805296215,7069.200000
2020-10-01,2008M01-2023M09,All other foreign,4300.500000,0.6082399864,7070.400000
2020-10-01,2008M01-2023M09,United Kingdom,442.800000,0.0626272912,7070.400000
2020-10-01,2008M01-2023M09,Mainland China,1054.000000,0.1490721883,7070.400000
2020-10-01,2008M01-2023M09,Japan,1273.100000,0.1800605341,7070.400000
2020-11-01,2008M01-2023M09,All other foreign,4306.900000,0.6108038348,7051.200000
2020-11-01,2008M01-2023M09,United Kingdom,420.500000,0.0596352394,7051.200000
2020-11-01,2008M01-2023M09,Mainland China,1063.000000,0.1507544815,7051.200000
2020-11-01,2008M01-2023M09,Japan,1260.800000,0.1788064443,7051.200000
2020-12-01,2008M01-2023M09,All other foreign,4306.500000,0.6090627519,7070.700000
2020-12-01,2008M01-2023M09,United Kingdom,440.600000,0.0623134909,7070.700000
2020-12-01,2008M01-2023M09,Mainland China,1072.300000,0.1516540088,7070.700000
2020-12-01,2008M01-2023M09,Japan,1251.300000,0.1769697484,7070.700000
2021-01-01,2008M01-2023M09,All other foreign,4317.200000,0.6056677890,7128.000000
2021-01-01,2008M01-2023M09,United Kingdom,438.700000,0.0615460157,7128.000000
2021-01-01,2008M01-2023M09,Mainland China,1095.200000,0.1536475870,7128.000000
2021-01-01,2008M01-2023M09,Japan,1276.900000,0.1791386083,7128.000000
2021-02-01,2008M01-2023M09,All other foreign,4287.200000,0.6030835021,7108.800000
2021-02-01,2008M01-2023M09,United Kingdom,459.400000,0.0646241278,7108.800000
2021-02-01,2008M01-2023M09,Mainland China,1104.200000,0.1553286068,7108.800000
2021-02-01,2008M01-2023M09,Japan,1258.000000,0.1769637632,7108.800000
2021-03-01,2008M01-2023M09,All other foreign,4254.300000,0.6044499382,7038.300000
2021-03-01,2008M01-2023M09,United Kingdom,443.100000,0.0629555432,7038.300000
2021-03-01,2008M01-2023M09,Mainland China,1100.400000,0.1563445718,7038.300000
2021-03-01,2008M01-2023M09,Japan,1240.500000,0.1762499467,7038.300000
2021-04-01,2008M01-2023M09,All other foreign,4274.000000,0.6037917102,7078.600000
2021-04-01,2008M01-2023M09,United Kingdom,431.700000,0.0609866358,7078.600000
2021-04-01,2008M01-2023M09,Mainland China,1096.100000,0.1548470036,7078.600000
2021-04-01,2008M01-2023M09,Japan,1276.800000,0.1803746504,7078.600000
2021-05-01,2008M01-2023M09,All other foreign,4332.500000,0.6063935505,7144.700000
2021-05-01,2008M01-2023M09,United Kingdom,467.600000,0.0654471146,7144.700000
2021-05-01,2008M01-2023M09,Mainland China,1078.400000,0.1509370582,7144.700000
2021-05-01,2008M01-2023M09,Japan,1266.200000,0.1772222767,7144.700000
2021-06-01,2008M01-2023M09,All other foreign,4643.800000,0.6176169386,7518.900000
2021-06-01,2008M01-2023M09,United Kingdom,533.600000,0.0709678277,7518.900000
2021-06-01,2008M01-2023M09,Mainland China,1061.800000,0.1412174653,7518.900000
2021-06-01,2008M01-2023M09,Japan,1279.700000,0.1701977683,7518.900000
2021-07-01,2008M01-2023M09,All other foreign,4647.200000,0.6141159991,7567.300000
2021-07-01,2008M01-2023M09,United Kingdom,541.600000,0.0715711020,7567.300000
2021-07-01,2008M01-2023M09,Mainland China,1068.300000,0.1411732058,7567.300000
2021-07-01,2008M01-2023M09,Japan,1310.200000,0.1731396932,7567.300000
2021-08-01,2008M01-2023M09,All other foreign,4643.200000,0.6126563572,7578.800000
2021-08-01,2008M01-2023M09,United Kingdom,568.900000,0.0750646540,7578.800000
2021-08-01,2008M01-2023M09,Mainland China,1047.000000,0.1381485196,7578.800000
2021-08-01,2008M01-2023M09,Japan,1319.700000,0.1741304692,7578.800000
2021-09-01,2008M01-2023M09,All other foreign,4657.400000,0.6151712478,7570.900000
2021-09-01,2008M01-2023M09,United Kingdom,566.400000,0.0748127699,7570.900000
2021-09-01,2008M01-2023M09,Mainland China,1047.500000,0.1383587156,7570.900000
2021-09-01,2008M01-2023M09,Japan,1299.600000,0.1716572666,7570.900000
2021-10-01,2008M01-2023M09,All other foreign,4694.700000,0.6128291148,7660.700000
2021-10-01,2008M01-2023M09,United Kingdom,580.200000,0.0757372042,7660.700000
2021-10-01,2008M01-2023M09,Mainland China,1065.400000,0.1390734528,7660.700000
2021-10-01,2008M01-2023M09,Japan,1320.400000,0.1723602282,7660.700000
2021-11-01,2008M01-2023M09,All other foreign,4687.700000,0.6097503870,7687.900000
2021-11-01,2008M01-2023M09,United Kingdom,621.800000,0.0808803444,7687.900000
2021-11-01,2008M01-2023M09,Mainland China,1052.900000,0.1369554755,7687.900000
2021-11-01,2008M01-2023M09,Japan,1325.500000,0.1724137931,7687.900000
2021-12-01,2008M01-2023M09,All other foreign,4750.000000,0.6136633766,7740.400000
2021-12-01,2008M01-2023M09,United Kingdom,649.300000,0.0838845538,7740.400000
2021-12-01,2008M01-2023M09,Mainland China,1040.300000,0.1343987391,7740.400000
2021-12-01,2008M01-2023M09,Japan,1300.800000,0.1680533306,7740.400000
2022-01-01,2008M01-2023M09,All other foreign,4711.300000,0.6153976775,7655.700000
2022-01-01,2008M01-2023M09,United Kingdom,610.700000,0.0797706284,7655.700000
2022-01-01,2008M01-2023M09,Mainland China,1033.800000,0.1350366394,7655.700000
2022-01-01,2008M01-2023M09,Japan,1299.900000,0.1697950547,7655.700000
2022-02-01,2008M01-2023M09,All other foreign,4744.800000,0.6159278250,7703.500000
2022-02-01,2008M01-2023M09,United Kingdom,627.000000,0.0813915753,7703.500000
2022-02-01,2008M01-2023M09,Mainland China,1028.700000,0.1335367041,7703.500000
2022-02-01,2008M01-2023M09,Japan,1303.000000,0.1691438956,7703.500000
2022-03-01,2008M01-2023M09,All other foreign,4725.500000,0.6214328923,7604.200000
2022-03-01,2008M01-2023M09,United Kingdom,636.500000,0.0837037427,7604.200000
2022-03-01,2008M01-2023M09,Mainland China,1013.200000,0.1332421557,7604.200000
2022-03-01,2008M01-2023M09,Japan,1229.000000,0.1616212093,7604.200000
2022-04-01,2008M01-2023M09,All other foreign,4637.800000,0.6231005898,7443.100000
2022-04-01,2008M01-2023M09,United Kingdom,614.300000,0.0825328156,7443.100000
2022-04-01,2008M01-2023M09,Mainland China,976.000000,0.1311281590,7443.100000
2022-04-01,2008M01-2023M09,Japan,1215.000000,0.1632384356,7443.100000
2022-05-01,2008M01-2023M09,All other foreign,4602.600000,0.6210665515,7410.800000
2022-05-01,2008M01-2023M09,United Kingdom,636.500000,0.0858881632,7410.800000
2022-05-01,2008M01-2023M09,Mainland China,951.800000,0.1284341771,7410.800000
2022-05-01,2008M01-2023M09,Japan,1219.900000,0.1646111081,7410.800000
2022-06-01,2008M01-2023M09,All other foreign,4628.100000,0.6239938519,7416.900000
2022-06-01,2008M01-2023M09,United Kingdom,617.300000,0.0832288422,7416.900000
2022-06-01,2008M01-2023M09,Mainland China,938.800000,0.1265757931,7416.900000
