date,AHP_period,foreign_group,value_usd_billions,share_of_foreign_total,foreign_total_usd_billions
2022-06-01,2008M01-2023M09,Japan,1232.700000,0.1662015128,7416.900000
2022-07-01,2008M01-2023M09,All other foreign,4679.000000,0.6250751453,7485.500000
2022-07-01,2008M01-2023M09,United Kingdom,636.600000,0.0850444192,7485.500000
2022-07-01,2008M01-2023M09,Mainland China,939.200000,0.1254692405,7485.500000
2022-07-01,2008M01-2023M09,Japan,1230.700000,0.1644111950,7485.500000
2022-08-01,2008M01-2023M09,All other foreign,4711.600000,0.6288253900,7492.700000
2022-08-01,2008M01-2023M09,United Kingdom,646.500000,0.0862839831,7492.700000
2022-08-01,2008M01-2023M09,Mainland China,938.600000,0.1252685948,7492.700000
2022-08-01,2008M01-2023M09,Japan,1196.000000,0.1596220321,7492.700000
2022-09-01,2008M01-2023M09,All other foreign,4568.600000,0.6300213749,7251.500000
2022-09-01,2008M01-2023M09,United Kingdom,664.800000,0.0916775839,7251.500000
2022-09-01,2008M01-2023M09,Mainland China,901.700000,0.1243466869,7251.500000
2022-09-01,2008M01-2023M09,Japan,1116.400000,0.1539543543,7251.500000
2022-10-01,2008M01-2023M09,All other foreign,4549.600000,0.6378063141,7133.200000
2022-10-01,2008M01-2023M09,United Kingdom,641.300000,0.0899035496,7133.200000
2022-10-01,2008M01-2023M09,Mainland China,877.900000,0.1230723939,7133.200000
2022-10-01,2008M01-2023M09,Japan,1064.400000,0.1492177424,7133.200000
2022-11-01,2008M01-2023M09,All other foreign,4657.500000,0.6482525366,7184.700000
2022-11-01,2008M01-2023M09,United Kingdom,575.100000,0.0800450958,7184.700000
2022-11-01,2008M01-2023M09,Mainland China,870.300000,0.1211324064,7184.700000
2022-11-01,2008M01-2023M09,Japan,1081.800000,0.1505699612,7184.700000
2022-12-01,2008M01-2023M09,All other foreign,4678.800000,0.6503120352,7194.700000
2022-12-01,2008M01-2023M09,United Kingdom,573.700000,0.0797392525,7194.700000
2022-12-01,2008M01-2023M09,Mainland China,867.100000,0.1205192711,7194.700000
2022-12-01,2008M01-2023M09,Japan,1075.100000,0.1494294411,7194.700000
2023-01-01,2008M01-2023M09,All other foreign,4744.900000,0.6495325184,7305.100000
2023-01-01,2008M01-2023M09,United Kingdom,598.000000,0.0818606179,7305.100000
2023-01-01,2008M01-2023M09,Mainland China,859.300000,0.1176301488,7305.100000
2023-01-01,2008M01-2023M09,Japan,1102.900000,0.1509767149,7305.100000
2023-02-01,2008M01-2023M09,All other foreign,4748.700000,0.6545507174,7254.900000
2023-02-01,2008M01-2023M09,United Kingdom,576.500000,0.0794635350,7254.900000
2023-02-01,2008M01-2023M09,Mainland China,849.000000,0.1170243560,7254.900000
2023-02-01,2008M01-2023M09,Japan,1080.700000,0.1489613916,7254.900000
2023-03-01,2008M01-2023M09,All other foreign,4879.600000,0.6533486865,7468.600000
2023-03-01,2008M01-2023M09,United Kingdom,633.100000,0.0847682297,7468.600000
2023-03-01,2008M01-2023M09,Mainland China,869.300000,0.1163939694,7468.600000
2023-03-01,2008M01-2023M09,Japan,1086.600000,0.1454891144,7468.600000
2023-04-01,2008M01-2023M09,All other foreign,4886.200000,0.6509725553,7506.000000
2023-04-01,2008M01-2023M09,United Kingdom,625.100000,0.0832800426,7506.000000
2023-04-01,2008M01-2023M09,Mainland China,868.900000,0.1157607248,7506.000000
2023-04-01,2008M01-2023M09,Japan,1125.800000,0.1499866773,7506.000000
2023-05-01,2008M01-2023M09,All other foreign,4909.200000,0.6581932266,7458.600000
2023-05-01,2008M01-2023M09,United Kingdom,606.600000,0.0813289357,7458.600000
2023-05-01,2008M01-2023M09,Mainland China,846.700000,0.1135199635,7458.600000
2023-05-01,2008M01-2023M09,Japan,1096.100000,0.1469578741,7458.600000
2023-06-01,2008M01-2023M09,All other foreign,4998.900000,0.6609503914,7563.200000
2023-06-01,2008M01-2023M09,United Kingdom,624.400000,0.0825576476,7563.200000
2023-06-01,2008M01-2023M09,Mainland China,835.800000,0.1105087794,7563.200000
2023-06-01,2008M01-2023M09,Japan,1104.100000,0.1459831817,7563.200000
2023-07-01,2008M01-2023M09,All other foreign,5052.200000,0.6651920317,7595.100000
2023-07-01,2008M01-2023M09,United Kingdom,609.300000,0.0802227752,7595.100000
2023-07-01,2008M01-2023M09,Mainland China,821.800000,0.1082013403,7595.100000
2023-07-01,2008M01-2023M09,Japan,1111.800000,0.1463838527,7595.100000
2023-08-01,2008M01-2023M09,All other foreign,5072.100000,0.6655862476,7620.500000
2023-08-01,2008M01-2023M09,United Kingdom,627.500000,0.0823436782,7620.500000
2023-08-01,2008M01-2023M09,Mainland China,805.400000,0.1056886031,7620.500000
2023-08-01,2008M01-2023M09,Japan,1115.500000,0.1463814710,7620.500000
2023-09-01,2008M01-2023M09,All other foreign,5039.900000,0.6711723109,7509.100000
2023-09-01,2008M01-2023M09,United Kingdom,604.700000,0.0805289582,7509.100000
2023-09-01,2008M01-2023M09,Mainland China,778.100000,0.1036209399,7509.100000
2023-09-01,2008M01-2023M09,Japan,1086.400000,0.1446777909,7509.100000
2023-10-01,Post-AHP 2023M10-present,All other foreign,4978.900000,0.6659221314,7476.700000
2023-10-01,Post-AHP 2023M10-present,United Kingdom,630.000000,0.0842617732,7476.700000
2023-10-01,Post-AHP 2023M10-present,Mainland China,769.600000,0.1029331122,7476.700000
2023-10-01,Post-AHP 2023M10-present,Japan,1098.200000,0.1468829831,7476.700000
2023-11-01,Post-AHP 2023M10-present,All other foreign,5156.000000,0.6681958970,7716.300000
2023-11-01,Post-AHP 2023M10-present,United Kingdom,650.800000,0.0843409406,7716.300000
2023-11-01,Post-AHP 2023M10-present,Mainland China,782.000000,0.1013439083,7716.300000
2023-11-01,Post-AHP 2023M10-present,Japan,1127.500000,0.1461192540,7716.300000
2023-12-01,Post-AHP 2023M10-present,All other foreign,5319.800000,0.6700000000,7940.000000
2023-12-01,Post-AHP 2023M10-present,United Kingdom,688.600000,0.0867254408,7940.000000
2023-12-01,Post-AHP 2023M10-present,Mainland China,816.300000,0.1028085642,7940.000000
2023-12-01,Post-AHP 2023M10-present,Japan,1115.300000,0.1404659950,7940.000000
2024-01-01,Post-AHP 2023M10-present,All other foreign,5313.700000,0.6680706078,7953.800000
2024-01-01,Post-AHP 2023M10-present,United Kingdom,701.800000,0.0882345546,7953.800000
2024-01-01,Post-AHP 2023M10-present,Mainland China,797.700000,0.1002916845,7953.800000
2024-01-01,Post-AHP 2023M10-present,Japan,1140.600000,0.1434031532,7953.800000
2024-02-01,Post-AHP 2023M10-present,All other foreign,5365.200000,0.6707086870,7999.300000
2024-02-01,Post-AHP 2023M10-present,United Kingdom,711.500000,0.0889452827,7999.300000
2024-02-01,Post-AHP 2023M10-present,Mainland China,775.000000,0.0968834773,7999.300000
2024-02-01,Post-AHP 2023M10-present,Japan,1147.600000,0.1434625530,7999.300000
2024-03-01,Post-AHP 2023M10-present,All other foreign,5437.100000,0.6705928786,8107.900000
2024-03-01,Post-AHP 2023M10-present,United Kingdom,736.400000,0.0908249978,8107.900000
2024-03-01,Post-AHP 2023M10-present,Mainland China,767.400000,0.0946484293,8107.900000
2024-03-01,Post-AHP 2023M10-present,Japan,1167.000000,0.1439336943,8107.900000
2024-04-01,Post-AHP 2023M10-present,All other foreign,5424.800000,0.6750454195,8036.200000
2024-04-01,Post-AHP 2023M10-present,United Kingdom,714.600000,0.0889226251,8036.200000
2024-04-01,Post-AHP 2023M10-present,Mainland China,770.700000,0.0959035365,8036.200000
2024-04-01,Post-AHP 2023M10-present,Japan,1126.100000,0.1401284189,8036.200000
2024-05-01,Post-AHP 2023M10-present,All other foreign,5527.800000,0.6798676621,8130.700000
2024-05-01,Post-AHP 2023M10-present,United Kingdom,728.600000,0.0896109806,8130.700000
2024-05-01,Post-AHP 2023M10-present,Mainland China,768.300000,0.0944937090,8130.700000
2024-05-01,Post-AHP 2023M10-present,Japan,1106.000000,0.1360276483,8130.700000
2024-06-01,Post-AHP 2023M10-present,All other foreign,5681.200000,0.6845396600,8299.300000
2024-06-01,Post-AHP 2023M10-present,United Kingdom,746.500000,0.0899473450,8299.300000
2024-06-01,Post-AHP 2023M10-present,Mainland China,780.200000,0.0940079284,8299.300000
2024-06-01,Post-AHP 2023M10-present,Japan,1091.400000,0.1315050667,8299.300000
2024-07-01,Post-AHP 2023M10-present,All other foreign,5824.700000,0.6910965568,8428.200000
2024-07-01,Post-AHP 2023M10-present,United Kingdom,733.500000,0.0870292589,8428.200000
2024-07-01,Post-AHP 2023M10-present,Mainland China,776.500000,0.0921311787,8428.200000
2024-07-01,Post-AHP 2023M10-present,Japan,1093.500000,0.1297430056,8428.200000
2024-08-01,Post-AHP 2023M10-present,All other foreign,5981.600000,0.6946141162,8611.400000
2024-08-01,Post-AHP 2023M10-present,United Kingdom,749.200000,0.0870009522,8611.400000
2024-08-01,Post-AHP 2023M10-present,Mainland China,774.600000,0.0899505307,8611.400000
2024-08-01,Post-AHP 2023M10-present,Japan,1106.000000,0.1284344009,8611.400000
2024-09-01,Post-AHP 2023M10-present,All other foreign,6129.500000,0.6992117541,8766.300000
2024-09-01,Post-AHP 2023M10-present,United Kingdom,769.300000,0.0877565221,8766.300000
2024-09-01,Post-AHP 2023M10-present,Mainland China,772.000000,0.0880645198,8766.300000
2024-09-01,Post-AHP 2023M10-present,Japan,1095.500000,0.1249672040,8766.300000
2024-10-01,Post-AHP 2023M10-present,All other foreign,6085.400000,0.6999942486,8693.500000
2024-10-01,Post-AHP 2023M10-present,United Kingdom,746.500000,0.0858687525,8693.500000
2024-10-01,Post-AHP 2023M10-present,Mainland China,760.100000,0.0874331397,8693.500000
2024-10-01,Post-AHP 2023M10-present,Japan,1101.500000,0.1267038592,8693.500000
2024-11-01,Post-AHP 2023M10-present,All other foreign,6100.700000,0.6993568948,8723.300000
2024-11-01,Post-AHP 2023M10-present,United Kingdom,766.900000,0.0879139775,8723.300000
2024-11-01,Post-AHP 2023M10-present,Mainland China,768.600000,0.0881088579,8723.300000
2024-11-01,Post-AHP 2023M10-present,Japan,1087.100000,0.1246202699,8723.300000
2024-12-01,Post-AHP 2023M10-present,All other foreign,6076.000000,0.7049296347,8619.300000
2024-12-01,Post-AHP 2023M10-present,United Kingdom,722.800000,0.0838583180,8619.300000
2024-12-01,Post-AHP 2023M10-present,Mainland China,759.000000,0.0880581950,8619.300000
2024-12-01,Post-AHP 2023M10-present,Japan,1061.500000,0.1231538524,8619.300000
2025-01-01,Post-AHP 2023M10-present,All other foreign,6037.500000,0.7005848360,8617.800000
2025-01-01,Post-AHP 2023M10-present,United Kingdom,740.200000,0.0858919910,8617.800000
2025-01-01,Post-AHP 2023M10-present,Mainland China,760.800000,0.0882823923,8617.800000
2025-01-01,Post-AHP 2023M10-present,Japan,1079.300000,0.1252407807,8617.800000
2025-02-01,Post-AHP 2023M10-present,All other foreign,6239.500000,0.7010674157,8900.000000
2025-02-01,Post-AHP 2023M10-present,United Kingdom,750.300000,0.0843033708,8900.000000
2025-02-01,Post-AHP 2023M10-present,Mainland China,784.300000,0.0881235955,8900.000000
2025-02-01,Post-AHP 2023M10-present,Japan,1125.900000,0.1265056180,8900.000000
2025-03-01,Post-AHP 2023M10-present,All other foreign,6378.700000,0.7045017782,9054.200000
2025-03-01,Post-AHP 2023M10-present,United Kingdom,779.300000,0.0860705529,9054.200000
2025-03-01,Post-AHP 2023M10-present,Mainland China,765.400000,0.0845353538,9054.200000
2025-03-01,Post-AHP 2023M10-present,Japan,1130.800000,0.1248923152,9054.200000
2025-04-01,Post-AHP 2023M10-present,All other foreign,6315.200000,0.7016109321,9001.000000
2025-04-01,Post-AHP 2023M10-present,United Kingdom,807.700000,0.0897344739,9001.000000
2025-04-01,Post-AHP 2023M10-present,Mainland China,743.600000,0.0826130430,9001.000000
2025-04-01,Post-AHP 2023M10-present,Japan,1134.500000,0.1260415509,9001.000000
2025-05-01,Post-AHP 2023M10-present,All other foreign,6346.400000,0.7033191112,9023.500000
2025-05-01,Post-AHP 2023M10-present,United Kingdom,809.400000,0.0896991190,9023.500000
2025-05-01,Post-AHP 2023M10-present,Mainland China,732.700000,0.0811990913,9023.500000
2025-05-01,Post-AHP 2023M10-present,Japan,1135.000000,0.1257826786,9023.500000
2025-06-01,Post-AHP 2023M10-present,All other foreign,6351.800000,0.6984912466,9093.600000
2025-06-01,Post-AHP 2023M10-present,United Kingdom,855.600000,0.0940881499,9093.600000
2025-06-01,Post-AHP 2023M10-present,Mainland China,731.400000,0.0804301927,9093.600000
2025-06-01,Post-AHP 2023M10-present,Japan,1154.800000,0.1269904108,9093.600000
2025-07-01,Post-AHP 2023M10-present,All other foreign,6362.600000,0.6984576541,9109.500000
2025-07-01,Post-AHP 2023M10-present,United Kingdom,895.900000,0.0983478786,9109.500000
2025-07-01,Post-AHP 2023M10-present,Mainland China,695.600000,0.0763598441,9109.500000
2025-07-01,Post-AHP 2023M10-present,Japan,1155.400000,0.1268346232,9109.500000
2025-08-01,Post-AHP 2023M10-present,All other foreign,6463.300000,0.6988711317,9248.200000
2025-08-01,Post-AHP 2023M10-present,United Kingdom,901.300000,0.0974568024,9248.200000
2025-08-01,Post-AHP 2023M10-present,Mainland China,699.700000,0.0756579659,9248.200000
2025-08-01,Post-AHP 2023M10-present,Japan,1183.900000,0.1280141000,9248.200000
2025-09-01,Post-AHP 2023M10-present,All other foreign,6486.500000,0.7021921516,9237.500000
2025-09-01,Post-AHP 2023M10-present,United Kingdom,862.500000,0.0933694181,9237.500000
2025-09-01,Post-AHP 2023M10-present,Mainland China,699.200000,0.0756914750,9237.500000
2025-09-01,Post-AHP 2023M10-present,Japan,1189.300000,0.1287469553,9237.500000
2025-10-01,Post-AHP 2023M10-present,All other foreign,6467.400000,0.7006554358,9230.500000
2025-10-01,Post-AHP 2023M10-present,United Kingdom,875.400000,0.0948377661,9230.500000
2025-10-01,Post-AHP 2023M10-present,Mainland China,687.700000,0.0745030063,9230.500000
2025-10-01,Post-AHP 2023M10-present,Japan,1200.000000,0.1300037918,9230.500000
2025-11-01,Post-AHP 2023M10-present,All other foreign,6583.200000,0.7041156841,9349.600000
2025-11-01,Post-AHP 2023M10-present,United Kingdom,879.800000,0.0941002824,9349.600000
2025-11-01,Post-AHP 2023M10-present,Mainland China,683.900000,0.0731475143,9349.600000
2025-11-01,Post-AHP 2023M10-present,Japan,1202.700000,0.1286365192,9349.600000
2025-12-01,Post-AHP 2023M10-present,All other foreign,6536.500000,0.7051620907,9269.500000
2025-12-01,Post-AHP 2023M10-present,United Kingdom,863.100000,0.0931118183,9269.500000
2025-12-01,Post-AHP 2023M10-present,Mainland China,684.400000,0.0738335401,9269.500000
2025-12-01,Post-AHP 2023M10-present,Japan,1185.500000,0.1278925508,9269.500000
2026-01-01,Post-AHP 2023M10-present,All other foreign,6490.900000,0.6985997654,9291.300000
2026-01-01,Post-AHP 2023M10-present,United Kingdom,879.800000,0.0946907322,9291.300000
2026-01-01,Post-AHP 2023M10-present,Mainland China,695.300000,0.0748334463,9291.300000
2026-01-01,Post-AHP 2023M10-present,Japan,1225.300000,0.1318760561,9291.300000
2026-02-01,Post-AHP 2023M10-present,All other foreign,6658.600000,0.7016881995,9489.400000
2026-02-01,Post-AHP 2023M10-present,United Kingdom,897.300000,0.0945581386,9489.400000
2026-02-01,Post-AHP 2023M10-present,Mainland China,694.200000,0.0731553101,9489.400000
2026-02-01,Post-AHP 2023M10-present,Japan,1239.300000,0.1305983518,9489.400000
2026-03-01,Post-AHP 2023M10-present,All other foreign,6583.000000,0.7036878675,9355.000000
2026-03-01,Post-AHP 2023M10-present,United Kingdom,927.100000,0.0991020844,9355.000000
2026-03-01,Post-AHP 2023M10-present,Mainland China,653.300000,0.0698343132,9355.000000
2026-03-01,Post-AHP 2023M10-present,Japan,1191.600000,0.1273757349,9355.000000
2026-04-01,Post-AHP 2023M10-present,All other foreign,6554.100000,0.7007783932,9352.600000
2026-04-01,Post-AHP 2023M10-present,United Kingdom,937.500000,0.1002395056,9352.600000
2026-04-01,Post-AHP 2023M10-present,Mainland China,651.100000,0.0696170049,9352.600000
2026-04-01,Post-AHP 2023M10-present,Japan,1209.900000,0.1293650963,9352.600000
2026-05-01,Post-AHP 2023M10-present,All other foreign,6620.100000,0.7064378782,9371.100000
2026-05-01,Post-AHP 2023M10-present,United Kingdom,948.600000,0.1012261101,9371.100000
2026-05-01,Post-AHP 2023M10-present,Mainland China,659.300000,0.0703546008,9371.100000
2026-05-01,Post-AHP 2023M10-present,Japan,1143.100000,0.1219814109,9371.100000
2026-06-01,Post-AHP 2023M10-present,All other foreign,6609.000000,0.7107215830,9299.000000
2026-06-01,Post-AHP 2023M10-present,United Kingdom,939.900000,0.1010753844,9299.000000
2026-06-01,Post-AHP 2023M10-present,Mainland China,633.400000,0.0681148511,9299.000000
2026-06-01,Post-AHP 2023M10-present,Japan,1116.700000,0.1200881815,9299.000000
