date,AHP_period,foreign_group,value_usd_billions,share_of_foreign_total,foreign_total_usd_billions,TIC_classification_vintage
2005-02-01,2002M01-2007M12,United Kingdom,104.100000,0.0543773506,1914.400000,pre-2012 TIC classification
2005-02-01,2002M01-2007M12,Mainland China,224.900000,0.1174780610,1914.400000,pre-2012 TIC classification
2005-02-01,2002M01-2007M12,Japan,680.800000,0.3556205600,1914.400000,pre-2012 TIC classification
2005-03-01,2002M01-2007M12,All other foreign,381.200000,0.1952668784,1952.200000,pre-2012 TIC classification
2005-03-01,2002M01-2007M12,EU-27 (identifiable),217.300000,0.1113103166,1952.200000,pre-2012 TIC classification
2005-03-01,2002M01-2007M12,Middle East (reported/bridge),88.500000,0.0453334699,1952.200000,pre-2012 TIC classification
2005-03-01,2002M01-2007M12,Four Asian dragons,205.500000,0.1052658539,1952.200000,pre-2012 TIC classification
2005-03-01,2002M01-2007M12,Canada,38.400000,0.0196701158,1952.200000,pre-2012 TIC classification
2005-03-01,2002M01-2007M12,United Kingdom,116.000000,0.0594201414,1952.200000,pre-2012 TIC classification
2005-03-01,2002M01-2007M12,Mainland China,223.700000,0.1145886692,1952.200000,pre-2012 TIC classification
2005-03-01,2002M01-2007M12,Japan,681.600000,0.3491445549,1952.200000,pre-2012 TIC classification
2005-04-01,2002M01-2007M12,All other foreign,385.100000,0.1944065829,1980.900000,pre-2012 TIC classification
2005-04-01,2002M01-2007M12,EU-27 (identifiable),218.200000,0.1101519511,1980.900000,pre-2012 TIC classification
2005-04-01,2002M01-2007M12,Middle East (reported/bridge),83.000000,0.0419001464,1980.900000,pre-2012 TIC classification
2005-04-01,2002M01-2007M12,Four Asian dragons,205.100000,0.1035387955,1980.900000,pre-2012 TIC classification
2005-04-01,2002M01-2007M12,Canada,42.100000,0.0212529658,1980.900000,pre-2012 TIC classification
2005-04-01,2002M01-2007M12,United Kingdom,119.000000,0.0600737039,1980.900000,pre-2012 TIC classification
2005-04-01,2002M01-2007M12,Mainland China,240.200000,0.1212580140,1980.900000,pre-2012 TIC classification
2005-04-01,2002M01-2007M12,Japan,688.200000,0.3474178404,1980.900000,pre-2012 TIC classification
2005-05-01,2002M01-2007M12,All other foreign,365.000000,0.1841667087,1981.900000,pre-2012 TIC classification
2005-05-01,2002M01-2007M12,EU-27 (identifiable),227.300000,0.1146879257,1981.900000,pre-2012 TIC classification
2005-05-01,2002M01-2007M12,Middle East (reported/bridge),83.200000,0.0419799183,1981.900000,pre-2012 TIC classification
2005-05-01,2002M01-2007M12,Four Asian dragons,209.000000,0.1054543620,1981.900000,pre-2012 TIC classification
2005-05-01,2002M01-2007M12,Canada,41.100000,0.0207376760,1981.900000,pre-2012 TIC classification
2005-05-01,2002M01-2007M12,United Kingdom,126.400000,0.0637771835,1981.900000,pre-2012 TIC classification
2005-05-01,2002M01-2007M12,Mainland China,243.100000,0.1226600737,1981.900000,pre-2012 TIC classification
2005-05-01,2002M01-2007M12,Japan,686.800000,0.3465361522,1981.900000,pre-2012 TIC classification
2005-06-01,2002M01-2007M12,All other foreign,358.500000,0.1818596865,1971.300000,pre-2012 TIC classification
2005-06-01,2002M01-2007M12,EU-27 (identifiable),213.900000,0.1085070765,1971.300000,pre-2012 TIC classification
2005-06-01,2002M01-2007M12,Middle East (reported/bridge),80.500000,0.0408359966,1971.300000,pre-2012 TIC classification
2005-06-01,2002M01-2007M12,Four Asian dragons,209.300000,0.1061735910,1971.300000,pre-2012 TIC classification
2005-06-01,2002M01-2007M12,Canada,43.800000,0.0222188404,1971.300000,pre-2012 TIC classification
2005-06-01,2002M01-2007M12,United Kingdom,140.800000,0.0714249480,1971.300000,pre-2012 TIC classification
2005-06-01,2002M01-2007M12,Mainland China,243.300000,0.1234210927,1971.300000,pre-2012 TIC classification
2005-06-01,2002M01-2007M12,Japan,681.200000,0.3455587683,1971.300000,pre-2012 TIC classification
2005-07-01,2002M01-2007M12,All other foreign,328.000000,0.1727042965,1899.200000,pre-2012 TIC classification
2005-07-01,2002M01-2007M12,EU-27 (identifiable),209.400000,0.1102569503,1899.200000,pre-2012 TIC classification
2005-07-01,2002M01-2007M12,Middle East (reported/bridge),91.200000,0.0480202190,1899.200000,pre-2012 TIC classification
2005-07-01,2002M01-2007M12,Four Asian dragons,210.200000,0.1106781803,1899.200000,pre-2012 TIC classification
2005-07-01,2002M01-2007M12,Canada,21.400000,0.0112679023,1899.200000,pre-2012 TIC classification
2005-07-01,2002M01-2007M12,United Kingdom,73.200000,0.0385425442,1899.200000,pre-2012 TIC classification
2005-07-01,2002M01-2007M12,Mainland China,296.400000,0.1560657119,1899.200000,pre-2012 TIC classification
2005-07-01,2002M01-2007M12,Japan,669.400000,0.3524641955,1899.200000,pre-2012 TIC classification
2005-08-01,2002M01-2007M12,All other foreign,331.100000,0.1719196220,1925.900000,pre-2012 TIC classification
2005-08-01,2002M01-2007M12,EU-27 (identifiable),211.800000,0.1099745573,1925.900000,pre-2012 TIC classification
2005-08-01,2002M01-2007M12,Middle East (reported/bridge),92.100000,0.0478217976,1925.900000,pre-2012 TIC classification
2005-08-01,2002M01-2007M12,Four Asian dragons,208.600000,0.1083129965,1925.900000,pre-2012 TIC classification
2005-08-01,2002M01-2007M12,Canada,23.000000,0.0119424685,1925.900000,pre-2012 TIC classification
2005-08-01,2002M01-2007M12,United Kingdom,87.200000,0.0452775326,1925.900000,pre-2012 TIC classification
2005-08-01,2002M01-2007M12,Mainland China,302.100000,0.1568617270,1925.900000,pre-2012 TIC classification
2005-08-01,2002M01-2007M12,Japan,670.000000,0.3478892985,1925.900000,pre-2012 TIC classification
2005-09-01,2002M01-2007M12,All other foreign,319.100000,0.1653710614,1929.600000,pre-2012 TIC classification
2005-09-01,2002M01-2007M12,EU-27 (identifiable),209.400000,0.1085199005,1929.600000,pre-2012 TIC classification
2005-09-01,2002M01-2007M12,Middle East (reported/bridge),92.500000,0.0479373964,1929.600000,pre-2012 TIC classification
2005-09-01,2002M01-2007M12,Four Asian dragons,211.300000,0.1095045605,1929.600000,pre-2012 TIC classification
2005-09-01,2002M01-2007M12,Canada,22.400000,0.0116086235,1929.600000,pre-2012 TIC classification
2005-09-01,2002M01-2007M12,United Kingdom,95.800000,0.0496475954,1929.600000,pre-2012 TIC classification
2005-09-01,2002M01-2007M12,Mainland China,306.300000,0.1587375622,1929.600000,pre-2012 TIC classification
2005-09-01,2002M01-2007M12,Japan,672.800000,0.3486733002,1929.600000,pre-2012 TIC classification
2005-10-01,2002M01-2007M12,All other foreign,339.900000,0.1729859026,1964.900000,pre-2012 TIC classification
2005-10-01,2002M01-2007M12,EU-27 (identifiable),215.600000,0.1097256858,1964.900000,pre-2012 TIC classification
2005-10-01,2002M01-2007M12,Middle East (reported/bridge),103.000000,0.0524199705,1964.900000,pre-2012 TIC classification
2005-10-01,2002M01-2007M12,Four Asian dragons,210.500000,0.1071301338,1964.900000,pre-2012 TIC classification
2005-10-01,2002M01-2007M12,Canada,26.300000,0.0133849051,1964.900000,pre-2012 TIC classification
2005-10-01,2002M01-2007M12,United Kingdom,100.300000,0.0510458548,1964.900000,pre-2012 TIC classification
2005-10-01,2002M01-2007M12,Mainland China,301.700000,0.1535447097,1964.900000,pre-2012 TIC classification
2005-10-01,2002M01-2007M12,Japan,667.600000,0.3397628378,1964.900000,pre-2012 TIC classification
2005-11-01,2002M01-2007M12,All other foreign,357.300000,0.1756637168,2034.000000,pre-2012 TIC classification
2005-11-01,2002M01-2007M12,EU-27 (identifiable),219.000000,0.1076696165,2034.000000,pre-2012 TIC classification
2005-11-01,2002M01-2007M12,Middle East (reported/bridge),108.600000,0.0533923304,2034.000000,pre-2012 TIC classification
2005-11-01,2002M01-2007M12,Four Asian dragons,213.300000,0.1048672566,2034.000000,pre-2012 TIC classification
2005-11-01,2002M01-2007M12,Canada,28.500000,0.0140117994,2034.000000,pre-2012 TIC classification
2005-11-01,2002M01-2007M12,United Kingdom,135.500000,0.0666175025,2034.000000,pre-2012 TIC classification
2005-11-01,2002M01-2007M12,Mainland China,303.900000,0.1494100295,2034.000000,pre-2012 TIC classification
2005-11-01,2002M01-2007M12,Japan,667.900000,0.3283677483,2034.000000,pre-2012 TIC classification
2005-12-01,2002M01-2007M12,All other foreign,347.300000,0.1707556910,2033.900000,pre-2012 TIC classification
2005-12-01,2002M01-2007M12,EU-27 (identifiable),214.200000,0.1053149122,2033.900000,pre-2012 TIC classification
2005-12-01,2002M01-2007M12,Middle East (reported/bridge),108.100000,0.0531491224,2033.900000,pre-2012 TIC classification
2005-12-01,2002M01-2007M12,Four Asian dragons,210.400000,0.1034465805,2033.900000,pre-2012 TIC classification
2005-12-01,2002M01-2007M12,Canada,27.900000,0.0137174886,2033.900000,pre-2012 TIC classification
2005-12-01,2002M01-2007M12,United Kingdom,146.000000,0.0717832735,2033.900000,pre-2012 TIC classification
2005-12-01,2002M01-2007M12,Mainland China,310.000000,0.1524165397,2033.900000,pre-2012 TIC classification
2005-12-01,2002M01-2007M12,Japan,670.000000,0.3294163922,2033.900000,pre-2012 TIC classification
2006-02-01,2002M01-2007M12,All other foreign,337.300000,0.1628445904,2071.300000,pre-2012 TIC classification
2006-02-01,2002M01-2007M12,EU-27 (identifiable),214.300000,0.1034615942,2071.300000,pre-2012 TIC classification
2006-02-01,2002M01-2007M12,Middle East (reported/bridge),130.200000,0.0628590740,2071.300000,pre-2012 TIC classification
2006-02-01,2002M01-2007M12,Four Asian dragons,220.200000,0.1063100468,2071.300000,pre-2012 TIC classification
2006-02-01,2002M01-2007M12,Canada,32.100000,0.0154975136,2071.300000,pre-2012 TIC classification
2006-02-01,2002M01-2007M12,United Kingdom,162.400000,0.0784048665,2071.300000,pre-2012 TIC classification
2006-02-01,2002M01-2007M12,Mainland China,318.400000,0.1537198861,2071.300000,pre-2012 TIC classification
2006-02-01,2002M01-2007M12,Japan,656.400000,0.3169024284,2071.300000,pre-2012 TIC classification
2006-03-01,2002M01-2007M12,All other foreign,345.400000,0.1658902070,2082.100000,pre-2012 TIC classification
2006-03-01,2002M01-2007M12,EU-27 (identifiable),213.800000,0.1026847894,2082.100000,pre-2012 TIC classification
2006-03-01,2002M01-2007M12,Middle East (reported/bridge),131.400000,0.0631093607,2082.100000,pre-2012 TIC classification
2006-03-01,2002M01-2007M12,Four Asian dragons,221.100000,0.1061908650,2082.100000,pre-2012 TIC classification
2006-03-01,2002M01-2007M12,Canada,33.000000,0.0158493828,2082.100000,pre-2012 TIC classification
2006-03-01,2002M01-2007M12,United Kingdom,179.200000,0.0860669516,2082.100000,pre-2012 TIC classification
2006-03-01,2002M01-2007M12,Mainland China,319.200000,0.1533067576,2082.100000,pre-2012 TIC classification
2006-03-01,2002M01-2007M12,Japan,639.000000,0.3069016858,2082.100000,pre-2012 TIC classification
2006-04-01,2002M01-2007M12,All other foreign,327.800000,0.1591648458,2059.500000,pre-2012 TIC classification
2006-04-01,2002M01-2007M12,EU-27 (identifiable),209.300000,0.1016266084,2059.500000,pre-2012 TIC classification
2006-04-01,2002M01-2007M12,Middle East (reported/bridge),134.700000,0.0654042243,2059.500000,pre-2012 TIC classification
2006-04-01,2002M01-2007M12,Four Asian dragons,226.100000,0.1097839281,2059.500000,pre-2012 TIC classification
2006-04-01,2002M01-2007M12,Canada,34.900000,0.0169458606,2059.500000,pre-2012 TIC classification
2006-04-01,2002M01-2007M12,United Kingdom,166.200000,0.0806991988,2059.500000,pre-2012 TIC classification
2006-04-01,2002M01-2007M12,Mainland China,321.100000,0.1559116290,2059.500000,pre-2012 TIC classification
2006-04-01,2002M01-2007M12,Japan,639.400000,0.3104637048,2059.500000,pre-2012 TIC classification
2006-05-01,2002M01-2007M12,All other foreign,326.200000,0.1574780342,2071.400000,pre-2012 TIC classification
2006-05-01,2002M01-2007M12,EU-27 (identifiable),213.800000,0.1032152168,2071.400000,pre-2012 TIC classification
2006-05-01,2002M01-2007M12,Middle East (reported/bridge),137.900000,0.0665733320,2071.400000,pre-2012 TIC classification
2006-05-01,2002M01-2007M12,Four Asian dragons,220.100000,0.1062566380,2071.400000,pre-2012 TIC classification
2006-05-01,2002M01-2007M12,Canada,38.600000,0.0186347398,2071.400000,pre-2012 TIC classification
2006-05-01,2002M01-2007M12,United Kingdom,174.200000,0.0840977117,2071.400000,pre-2012 TIC classification
2006-05-01,2002M01-2007M12,Mainland China,324.500000,0.1566573332,2071.400000,pre-2012 TIC classification
2006-05-01,2002M01-2007M12,Japan,636.100000,0.3070869943,2071.400000,pre-2012 TIC classification
2006-06-01,2002M01-2007M12,All other foreign,326.500000,0.1558249415,2095.300000,pre-2012 TIC classification
2006-06-01,2002M01-2007M12,EU-27 (identifiable),214.400000,0.1023242495,2095.300000,pre-2012 TIC classification
2006-06-01,2002M01-2007M12,Middle East (reported/bridge),132.400000,0.0631890421,2095.300000,pre-2012 TIC classification
2006-06-01,2002M01-2007M12,Four Asian dragons,219.100000,0.1045673651,2095.300000,pre-2012 TIC classification
2006-06-01,2002M01-2007M12,Canada,38.600000,0.0184221830,2095.300000,pre-2012 TIC classification
2006-06-01,2002M01-2007M12,United Kingdom,200.900000,0.0958812581,2095.300000,pre-2012 TIC classification
2006-06-01,2002M01-2007M12,Mainland China,328.000000,0.1565408295,2095.300000,pre-2012 TIC classification
2006-06-01,2002M01-2007M12,Japan,635.400000,0.3032501312,2095.300000,pre-2012 TIC classification
2006-07-01,2002M01-2007M12,All other foreign,368.600000,0.1849565959,1992.900000,pre-2012 TIC classification
2006-07-01,2002M01-2007M12,EU-27 (identifiable),211.900000,0.1063274625,1992.900000,pre-2012 TIC classification
2006-07-01,2002M01-2007M12,Middle East (reported/bridge),141.400000,0.0709518792,1992.900000,pre-2012 TIC classification
2006-07-01,2002M01-2007M12,Four Asian dragons,212.000000,0.1063776406,1992.900000,pre-2012 TIC classification
2006-07-01,2002M01-2007M12,Canada,21.600000,0.0108384766,1992.900000,pre-2012 TIC classification
2006-07-01,2002M01-2007M12,United Kingdom,44.300000,0.0222289126,1992.900000,pre-2012 TIC classification
2006-07-01,2002M01-2007M12,Mainland China,378.200000,0.1897736966,1992.900000,pre-2012 TIC classification
2006-07-01,2002M01-2007M12,Japan,614.900000,0.3085453359,1992.900000,pre-2012 TIC classification
2006-08-01,2002M01-2007M12,All other foreign,373.400000,0.1832188420,2038.000000,pre-2012 TIC classification
2006-08-01,2002M01-2007M12,EU-27 (identifiable),214.100000,0.1050539745,2038.000000,pre-2012 TIC classification
2006-08-01,2002M01-2007M12,Middle East (reported/bridge),146.800000,0.0720314033,2038.000000,pre-2012 TIC classification
2006-08-01,2002M01-2007M12,Four Asian dragons,210.700000,0.1033856722,2038.000000,pre-2012 TIC classification
2006-08-01,2002M01-2007M12,Canada,28.300000,0.0138861629,2038.000000,pre-2012 TIC classification
2006-08-01,2002M01-2007M12,United Kingdom,54.700000,0.0268400393,2038.000000,pre-2012 TIC classification
2006-08-01,2002M01-2007M12,Mainland China,386.500000,0.1896467125,2038.000000,pre-2012 TIC classification
2006-08-01,2002M01-2007M12,Japan,623.500000,0.3059371933,2038.000000,pre-2012 TIC classification
2006-09-01,2002M01-2007M12,All other foreign,361.500000,0.1784920752,2025.300000,pre-2012 TIC classification
2006-09-01,2002M01-2007M12,EU-27 (identifiable),208.400000,0.1028983360,2025.300000,pre-2012 TIC classification
2006-09-01,2002M01-2007M12,Middle East (reported/bridge),146.500000,0.0723349627,2025.300000,pre-2012 TIC classification
2006-09-01,2002M01-2007M12,Four Asian dragons,210.700000,0.1040339703,2025.300000,pre-2012 TIC classification
2006-09-01,2002M01-2007M12,Canada,28.800000,0.0142201155,2025.300000,pre-2012 TIC classification
2006-09-01,2002M01-2007M12,United Kingdom,61.600000,0.0304152471,2025.300000,pre-2012 TIC classification
2006-09-01,2002M01-2007M12,Mainland China,389.700000,0.1924159384,2025.300000,pre-2012 TIC classification
2006-09-01,2002M01-2007M12,Japan,618.100000,0.3051893547,2025.300000,pre-2012 TIC classification
2006-10-01,2002M01-2007M12,All other foreign,383.300000,0.1865751558,2054.400000,pre-2012 TIC classification
2006-10-01,2002M01-2007M12,EU-27 (identifiable),221.200000,0.1076713396,2054.400000,pre-2012 TIC classification
2006-10-01,2002M01-2007M12,Middle East (reported/bridge),140.800000,0.0685358255,2054.400000,pre-2012 TIC classification
2006-10-01,2002M01-2007M12,Four Asian dragons,208.200000,0.1013434579,2054.400000,pre-2012 TIC classification
2006-10-01,2002M01-2007M12,Canada,28.900000,0.0140673676,2054.400000,pre-2012 TIC classification
2006-10-01,2002M01-2007M12,United Kingdom,61.700000,0.0300330997,2054.400000,pre-2012 TIC classification
2006-10-01,2002M01-2007M12,Mainland China,392.200000,0.1909073209,2054.400000,pre-2012 TIC classification
2006-10-01,2002M01-2007M12,Japan,618.100000,0.3008664330,2054.400000,pre-2012 TIC classification
2006-11-01,2002M01-2007M12,All other foreign,409.900000,0.1954697186,2097.000000,pre-2012 TIC classification
2006-11-01,2002M01-2007M12,EU-27 (identifiable),226.600000,0.1080591321,2097.000000,pre-2012 TIC classification
2006-11-01,2002M01-2007M12,Middle East (reported/bridge),141.500000,0.0674773486,2097.000000,pre-2012 TIC classification
2006-11-01,2002M01-2007M12,Four Asian dragons,206.000000,0.0982355746,2097.000000,pre-2012 TIC classification
2006-11-01,2002M01-2007M12,Canada,27.200000,0.0129709108,2097.000000,pre-2012 TIC classification
2006-11-01,2002M01-2007M12,United Kingdom,76.100000,0.0362899380,2097.000000,pre-2012 TIC classification
2006-11-01,2002M01-2007M12,Mainland China,393.800000,0.1877920839,2097.000000,pre-2012 TIC classification
2006-11-01,2002M01-2007M12,Japan,615.900000,0.2937052933,2097.000000,pre-2012 TIC classification
2006-12-01,2002M01-2007M12,All other foreign,389.500000,0.1852027959,2103.100000,pre-2012 TIC classification
2006-12-01,2002M01-2007M12,EU-27 (identifiable),217.400000,0.1033712139,2103.100000,pre-2012 TIC classification
2006-12-01,2002M01-2007M12,Middle East (reported/bridge),145.500000,0.0691835861,2103.100000,pre-2012 TIC classification
2006-12-01,2002M01-2007M12,Four Asian dragons,211.400000,0.1005182825,2103.100000,pre-2012 TIC classification
2006-12-01,2002M01-2007M12,Canada,26.900000,0.0127906424,2103.100000,pre-2012 TIC classification
2006-12-01,2002M01-2007M12,United Kingdom,92.600000,0.0440302411,2103.100000,pre-2012 TIC classification
2006-12-01,2002M01-2007M12,Mainland China,396.900000,0.1887214113,2103.100000,pre-2012 TIC classification
2006-12-01,2002M01-2007M12,Japan,622.900000,0.2961818268,2103.100000,pre-2012 TIC classification
2007-02-01,2002M01-2007M12,All other foreign,419.400000,0.1956795596,2143.300000,pre-2012 TIC classification
2007-02-01,2002M01-2007M12,EU-27 (identifiable),195.600000,0.0912611394,2143.300000,pre-2012 TIC classification
2007-02-01,2002M01-2007M12,Middle East (reported/bridge),141.300000,0.0659263752,2143.300000,pre-2012 TIC classification
2007-02-01,2002M01-2007M12,Four Asian dragons,202.900000,0.0946671021,2143.300000,pre-2012 TIC classification
2007-02-01,2002M01-2007M12,Canada,30.100000,0.0140437643,2143.300000,pre-2012 TIC classification
2007-02-01,2002M01-2007M12,United Kingdom,121.600000,0.0567349414,2143.300000,pre-2012 TIC classification
2007-02-01,2002M01-2007M12,Mainland China,416.000000,0.1940932207,2143.300000,pre-2012 TIC classification
2007-02-01,2002M01-2007M12,Japan,616.400000,0.2875938973,2143.300000,pre-2012 TIC classification
2007-03-01,2002M01-2007M12,All other foreign,438.900000,0.2000182290,2194.300000,pre-2012 TIC classification
2007-03-01,2002M01-2007M12,EU-27 (identifiable),195.500000,0.0890944720,2194.300000,pre-2012 TIC classification
2007-03-01,2002M01-2007M12,Middle East (reported/bridge),146.200000,0.0666271704,2194.300000,pre-2012 TIC classification
2007-03-01,2002M01-2007M12,Four Asian dragons,203.300000,0.0926491364,2194.300000,pre-2012 TIC classification
2007-03-01,2002M01-2007M12,Canada,31.500000,0.0143553753,2194.300000,pre-2012 TIC classification
2007-03-01,2002M01-2007M12,United Kingdom,147.500000,0.0672196145,2194.300000,pre-2012 TIC classification
2007-03-01,2002M01-2007M12,Mainland China,420.000000,0.1914050039,2194.300000,pre-2012 TIC classification
2007-03-01,2002M01-2007M12,Japan,611.400000,0.2786309985,2194.300000,pre-2012 TIC classification
2007-04-01,2002M01-2007M12,All other foreign,432.400000,0.1996122242,2166.200000,pre-2012 TIC classification
2007-04-01,2002M01-2007M12,EU-27 (identifiable),194.200000,0.0896500785,2166.200000,pre-2012 TIC classification
2007-04-01,2002M01-2007M12,Middle East (reported/bridge),144.200000,0.0665681839,2166.200000,pre-2012 TIC classification
2007-04-01,2002M01-2007M12,Four Asian dragons,201.700000,0.0931123627,2166.200000,pre-2012 TIC classification
2007-04-01,2002M01-2007M12,Canada,29.800000,0.0137568092,2166.200000,pre-2012 TIC classification
2007-04-01,2002M01-2007M12,United Kingdom,135.100000,0.0623672791,2166.200000,pre-2012 TIC classification
2007-04-01,2002M01-2007M12,Mainland China,414.200000,0.1912104146,2166.200000,pre-2012 TIC classification
2007-04-01,2002M01-2007M12,Japan,614.600000,0.2837226480,2166.200000,pre-2012 TIC classification
2007-05-01,2002M01-2007M12,All other foreign,404.400000,0.1851139797,2184.600000,pre-2012 TIC classification
2007-05-01,2002M01-2007M12,EU-27 (identifiable),198.000000,0.0906344411,2184.600000,pre-2012 TIC classification
2007-05-01,2002M01-2007M12,Middle East (reported/bridge),154.400000,0.0706765541,2184.600000,pre-2012 TIC classification
2007-05-01,2002M01-2007M12,Four Asian dragons,202.500000,0.0926943147,2184.600000,pre-2012 TIC classification
2007-05-01,2002M01-2007M12,Canada,33.600000,0.0153803900,2184.600000,pre-2012 TIC classification
2007-05-01,2002M01-2007M12,United Kingdom,169.200000,0.0774512497,2184.600000,pre-2012 TIC classification
2007-05-01,2002M01-2007M12,Mainland China,407.500000,0.1865330038,2184.600000,pre-2012 TIC classification
2007-05-01,2002M01-2007M12,Japan,615.000000,0.2815160670,2184.600000,pre-2012 TIC classification
2007-06-01,2002M01-2007M12,All other foreign,396.400000,0.1809054399,2191.200000,pre-2012 TIC classification
2007-06-01,2002M01-2007M12,EU-27 (identifiable),197.700000,0.0902245345,2191.200000,pre-2012 TIC classification
2007-06-01,2002M01-2007M12,Middle East (reported/bridge),155.600000,0.0710113180,2191.200000,pre-2012 TIC classification
2007-06-01,2002M01-2007M12,Four Asian dragons,201.000000,0.0917305586,2191.200000,pre-2012 TIC classification
2007-06-01,2002M01-2007M12,Canada,30.500000,0.0139193136,2191.200000,pre-2012 TIC classification
2007-06-01,2002M01-2007M12,United Kingdom,191.900000,0.0875775831,2191.200000,pre-2012 TIC classification
2007-06-01,2002M01-2007M12,Mainland China,405.200000,0.1849215042,2191.200000,pre-2012 TIC classification
2007-06-01,2002M01-2007M12,Japan,612.900000,0.2797097481,2191.200000,pre-2012 TIC classification
2007-07-01,2002M01-2007M12,All other foreign,468.900000,0.2130879346,2200.500000,pre-2012 TIC classification
2007-07-01,2002M01-2007M12,EU-27 (identifiable),186.100000,0.0845716883,2200.500000,pre-2012 TIC classification
2007-07-01,2002M01-2007M12,Middle East (reported/bridge),173.400000,0.0788002727,2200.500000,pre-2012 TIC classification
2007-07-01,2002M01-2007M12,Four Asian dragons,181.200000,0.0823449216,2200.500000,pre-2012 TIC classification
2007-07-01,2002M01-2007M12,Canada,23.300000,0.0105885026,2200.500000,pre-2012 TIC classification
2007-07-01,2002M01-2007M12,United Kingdom,67.000000,0.0304476255,2200.500000,pre-2012 TIC classification
2007-07-01,2002M01-2007M12,Mainland China,480.000000,0.2181322427,2200.500000,pre-2012 TIC classification
2007-07-01,2002M01-2007M12,Japan,620.600000,0.2820268121,2200.500000,pre-2012 TIC classification
2007-08-01,2002M01-2007M12,All other foreign,498.800000,0.2249075661,2217.800000,pre-2012 TIC classification
2007-08-01,2002M01-2007M12,EU-27 (identifiable),186.600000,0.0841374335,2217.800000,pre-2012 TIC classification
2007-08-01,2002M01-2007M12,Middle East (reported/bridge),174.000000,0.0784561277,2217.800000,pre-2012 TIC classification
2007-08-01,2002M01-2007M12,Four Asian dragons,173.100000,0.0780503201,2217.800000,pre-2012 TIC classification
2007-08-01,2002M01-2007M12,Canada,18.800000,0.0084768690,2217.800000,pre-2012 TIC classification
2007-08-01,2002M01-2007M12,United Kingdom,99.500000,0.0448642799,2217.800000,pre-2012 TIC classification
2007-08-01,2002M01-2007M12,Mainland China,471.200000,0.2124628010,2217.800000,pre-2012 TIC classification
2007-08-01,2002M01-2007M12,Japan,595.800000,0.2686446028,2217.800000,pre-2012 TIC classification
2007-09-01,2002M01-2007M12,All other foreign,510.400000,0.2283260267,2235.400000,pre-2012 TIC classification
2007-09-01,2002M01-2007M12,EU-27 (identifiable),184.500000,0.0825355641,2235.400000,pre-2012 TIC classification
2007-09-01,2002M01-2007M12,Middle East (reported/bridge),175.200000,0.0783752349,2235.400000,pre-2012 TIC classification
2007-09-01,2002M01-2007M12,Four Asian dragons,168.500000,0.0753780084,2235.400000,pre-2012 TIC classification
2007-09-01,2002M01-2007M12,Canada,17.300000,0.0077391071,2235.400000,pre-2012 TIC classification
2007-09-01,2002M01-2007M12,United Kingdom,119.900000,0.0536369330,2235.400000,pre-2012 TIC classification
2007-09-01,2002M01-2007M12,Mainland China,467.700000,0.2092242999,2235.400000,pre-2012 TIC classification
2007-09-01,2002M01-2007M12,Japan,591.900000,0.2647848260,2235.400000,pre-2012 TIC classification
2007-10-01,2002M01-2007M12,All other foreign,530.400000,0.2306989692,2299.100000,pre-2012 TIC classification
2007-10-01,2002M01-2007M12,EU-27 (identifiable),189.600000,0.0824670523,2299.100000,pre-2012 TIC classification
2007-10-01,2002M01-2007M12,Middle East (reported/bridge),179.600000,0.0781175242,2299.100000,pre-2012 TIC classification
2007-10-01,2002M01-2007M12,Four Asian dragons,167.800000,0.0729850811,2299.100000,pre-2012 TIC classification
2007-10-01,2002M01-2007M12,Canada,15.900000,0.0069157496,2299.100000,pre-2012 TIC classification
2007-10-01,2002M01-2007M12,United Kingdom,154.900000,0.0673741899,2299.100000,pre-2012 TIC classification
2007-10-01,2002M01-2007M12,Mainland China,459.100000,0.1996868340,2299.100000,pre-2012 TIC classification
2007-10-01,2002M01-2007M12,Japan,601.800000,0.2617545996,2299.100000,pre-2012 TIC classification
2007-11-01,2002M01-2007M12,All other foreign,553.600000,0.2370877944,2335.000000,pre-2012 TIC classification
2007-11-01,2002M01-2007M12,EU-27 (identifiable),193.100000,0.0826980728,2335.000000,pre-2012 TIC classification
2007-11-01,2002M01-2007M12,Middle East (reported/bridge),174.900000,0.0749036403,2335.000000,pre-2012 TIC classification
2007-11-01,2002M01-2007M12,Four Asian dragons,166.800000,0.0714346895,2335.000000,pre-2012 TIC classification
2007-11-01,2002M01-2007M12,Canada,24.000000,0.0102783726,2335.000000,pre-2012 TIC classification
2007-11-01,2002M01-2007M12,United Kingdom,174.100000,0.0745610278,2335.000000,pre-2012 TIC classification
2007-11-01,2002M01-2007M12,Mainland China,458.900000,0.1965310493,2335.000000,pre-2012 TIC classification
2007-11-01,2002M01-2007M12,Japan,589.600000,0.2525053533,2335.000000,pre-2012 TIC classification
2007-12-01,2002M01-2007M12,All other foreign,576.200000,0.2450767726,2351.100000,pre-2012 TIC classification
2007-12-01,2002M01-2007M12,EU-27 (identifiable),198.600000,0.0844710986,2351.100000,pre-2012 TIC classification
2007-12-01,2002M01-2007M12,Middle East (reported/bridge),173.900000,0.0739653779,2351.100000,pre-2012 TIC classification
2007-12-01,2002M01-2007M12,Four Asian dragons,168.300000,0.0715835141,2351.100000,pre-2012 TIC classification
2007-12-01,2002M01-2007M12,Canada,18.700000,0.0079537238,2351.100000,pre-2012 TIC classification
