date,AHP_period,foreign_group,value_usd_billions,share_of_foreign_total,foreign_total_usd_billions,TIC_classification_vintage
2020-04-01,2008M01-2023M09,Mainland China,1072.800000,0.1554084397,6903.100000,2012+ TIC classification
2020-04-01,2008M01-2023M09,Japan,1266.500000,0.1834682969,6903.100000,2012+ TIC classification
2020-05-01,2008M01-2023M09,All other foreign,1847.100000,0.2646995601,6978.100000,2012+ TIC classification
2020-05-01,2008M01-2023M09,EU-27 (identifiable),1241.800000,0.1779567504,6978.100000,2012+ TIC classification
2020-05-01,2008M01-2023M09,Middle East (reported/bridge),241.800000,0.0346512661,6978.100000,2012+ TIC classification
2020-05-01,2008M01-2023M09,Four Asian dragons,727.600000,0.1042690704,6978.100000,2012+ TIC classification
2020-05-01,2008M01-2023M09,Canada,129.900000,0.0186153824,6978.100000,2012+ TIC classification
2020-05-01,2008M01-2023M09,United Kingdom,445.800000,0.0638855849,6978.100000,2012+ TIC classification
2020-05-01,2008M01-2023M09,Mainland China,1083.700000,0.1553001533,6978.100000,2012+ TIC classification
2020-05-01,2008M01-2023M09,Japan,1260.400000,0.1806222324,6978.100000,2012+ TIC classification
2020-06-01,2008M01-2023M09,All other foreign,1885.100000,0.2673104465,7052.100000,2012+ TIC classification
2020-06-01,2008M01-2023M09,EU-27 (identifiable),1274.400000,0.1807121283,7052.100000,2012+ TIC classification
2020-06-01,2008M01-2023M09,Middle East (reported/bridge),243.300000,0.0345003616,7052.100000,2012+ TIC classification
2020-06-01,2008M01-2023M09,Four Asian dragons,740.000000,0.1049332823,7052.100000,2012+ TIC classification
2020-06-01,2008M01-2023M09,Canada,127.600000,0.0180939011,7052.100000,2012+ TIC classification
2020-06-01,2008M01-2023M09,United Kingdom,445.700000,0.0632010323,7052.100000,2012+ TIC classification
2020-06-01,2008M01-2023M09,Mainland China,1074.400000,0.1523517817,7052.100000,2012+ TIC classification
2020-06-01,2008M01-2023M09,Japan,1261.600000,0.1788970661,7052.100000,2012+ TIC classification
2020-07-01,2008M01-2023M09,All other foreign,1913.200000,0.2696090866,7096.200000,2012+ TIC classification
2020-07-01,2008M01-2023M09,EU-27 (identifiable),1253.600000,0.1766579296,7096.200000,2012+ TIC classification
2020-07-01,2008M01-2023M09,Middle East (reported/bridge),250.400000,0.0352864914,7096.200000,2012+ TIC classification
2020-07-01,2008M01-2023M09,Four Asian dragons,754.100000,0.1062681435,7096.200000,2012+ TIC classification
2020-07-01,2008M01-2023M09,Canada,133.900000,0.0188692540,7096.200000,2012+ TIC classification
2020-07-01,2008M01-2023M09,United Kingdom,424.600000,0.0598348412,7096.200000,2012+ TIC classification
2020-07-01,2008M01-2023M09,Mainland China,1073.400000,0.1512640568,7096.200000,2012+ TIC classification
2020-07-01,2008M01-2023M09,Japan,1293.000000,0.1822101970,7096.200000,2012+ TIC classification
2020-08-01,2008M01-2023M09,All other foreign,1916.400000,0.2706015250,7082.000000,2012+ TIC classification
2020-08-01,2008M01-2023M09,EU-27 (identifiable),1266.300000,0.1788054222,7082.000000,2012+ TIC classification
2020-08-01,2008M01-2023M09,Middle East (reported/bridge),260.700000,0.0368116351,7082.000000,2012+ TIC classification
2020-08-01,2008M01-2023M09,Four Asian dragons,741.700000,0.1047303022,7082.000000,2012+ TIC classification
2020-08-01,2008M01-2023M09,Canada,131.100000,0.0185117199,7082.000000,2012+ TIC classification
2020-08-01,2008M01-2023M09,United Kingdom,419.400000,0.0592205592,7082.000000,2012+ TIC classification
2020-08-01,2008M01-2023M09,Mainland China,1068.000000,0.1508048574,7082.000000,2012+ TIC classification
2020-08-01,2008M01-2023M09,Japan,1278.400000,0.1805139791,7082.000000,2012+ TIC classification
2020-09-01,2008M01-2023M09,All other foreign,1932.100000,0.2733123974,7069.200000,2012+ TIC classification
2020-09-01,2008M01-2023M09,EU-27 (identifiable),1242.900000,0.1758190460,7069.200000,2012+ TIC classification
2020-09-01,2008M01-2023M09,Middle East (reported/bridge),262.400000,0.0371187687,7069.200000,2012+ TIC classification
2020-09-01,2008M01-2023M09,Four Asian dragons,737.400000,0.1043116619,7069.200000,2012+ TIC classification
2020-09-01,2008M01-2023M09,Canada,128.000000,0.0181067165,7069.200000,2012+ TIC classification
2020-09-01,2008M01-2023M09,United Kingdom,428.500000,0.0606150625,7069.200000,2012+ TIC classification
2020-09-01,2008M01-2023M09,Mainland China,1061.700000,0.1501867255,7069.200000,2012+ TIC classification
2020-09-01,2008M01-2023M09,Japan,1276.200000,0.1805296215,7069.200000,2012+ TIC classification
2020-10-01,2008M01-2023M09,All other foreign,1913.600000,0.2706494682,7070.400000,2012+ TIC classification
2020-10-01,2008M01-2023M09,EU-27 (identifiable),1266.000000,0.1790563476,7070.400000,2012+ TIC classification
2020-10-01,2008M01-2023M09,Middle East (reported/bridge),263.700000,0.0372963340,7070.400000,2012+ TIC classification
2020-10-01,2008M01-2023M09,Four Asian dragons,725.900000,0.1026674587,7070.400000,2012+ TIC classification
2020-10-01,2008M01-2023M09,Canada,131.300000,0.0185703779,7070.400000,2012+ TIC classification
2020-10-01,2008M01-2023M09,United Kingdom,442.800000,0.0626272912,7070.400000,2012+ TIC classification
2020-10-01,2008M01-2023M09,Mainland China,1054.000000,0.1490721883,7070.400000,2012+ TIC classification
2020-10-01,2008M01-2023M09,Japan,1273.100000,0.1800605341,7070.400000,2012+ TIC classification
2020-11-01,2008M01-2023M09,All other foreign,1909.500000,0.2708049694,7051.200000,2012+ TIC classification
2020-11-01,2008M01-2023M09,EU-27 (identifiable),1259.800000,0.1786646245,7051.200000,2012+ TIC classification
2020-11-01,2008M01-2023M09,Middle East (reported/bridge),277.500000,0.0393550034,7051.200000,2012+ TIC classification
2020-11-01,2008M01-2023M09,Four Asian dragons,732.700000,0.1039113910,7051.200000,2012+ TIC classification
2020-11-01,2008M01-2023M09,Canada,127.400000,0.0180678466,7051.200000,2012+ TIC classification
2020-11-01,2008M01-2023M09,United Kingdom,420.500000,0.0596352394,7051.200000,2012+ TIC classification
2020-11-01,2008M01-2023M09,Mainland China,1063.000000,0.1507544815,7051.200000,2012+ TIC classification
2020-11-01,2008M01-2023M09,Japan,1260.800000,0.1788064443,7051.200000,2012+ TIC classification
2020-12-01,2008M01-2023M09,All other foreign,1883.300000,0.2663526949,7070.700000,2012+ TIC classification
2020-12-01,2008M01-2023M09,EU-27 (identifiable),1280.900000,0.1811560383,7070.700000,2012+ TIC classification
2020-12-01,2008M01-2023M09,Middle East (reported/bridge),263.900000,0.0373230373,7070.700000,2012+ TIC classification
2020-12-01,2008M01-2023M09,Four Asian dragons,758.500000,0.1072736787,7070.700000,2012+ TIC classification
2020-12-01,2008M01-2023M09,Canada,119.900000,0.0169573027,7070.700000,2012+ TIC classification
2020-12-01,2008M01-2023M09,United Kingdom,440.600000,0.0623134909,7070.700000,2012+ TIC classification
2020-12-01,2008M01-2023M09,Mainland China,1072.300000,0.1516540088,7070.700000,2012+ TIC classification
2020-12-01,2008M01-2023M09,Japan,1251.300000,0.1769697484,7070.700000,2012+ TIC classification
2021-01-01,2008M01-2023M09,All other foreign,1927.100000,0.2703563412,7128.000000,2012+ TIC classification
2021-01-01,2008M01-2023M09,EU-27 (identifiable),1242.600000,0.1743265993,7128.000000,2012+ TIC classification
2021-01-01,2008M01-2023M09,Middle East (reported/bridge),267.900000,0.0375841751,7128.000000,2012+ TIC classification
2021-01-01,2008M01-2023M09,Four Asian dragons,753.000000,0.1056397306,7128.000000,2012+ TIC classification
2021-01-01,2008M01-2023M09,Canada,126.600000,0.0177609428,7128.000000,2012+ TIC classification
2021-01-01,2008M01-2023M09,United Kingdom,438.700000,0.0615460157,7128.000000,2012+ TIC classification
2021-01-01,2008M01-2023M09,Mainland China,1095.200000,0.1536475870,7128.000000,2012+ TIC classification
2021-01-01,2008M01-2023M09,Japan,1276.900000,0.1791386083,7128.000000,2012+ TIC classification
2021-02-01,2008M01-2023M09,All other foreign,1927.500000,0.2711428089,7108.800000,2012+ TIC classification
2021-02-01,2008M01-2023M09,EU-27 (identifiable),1213.900000,0.1707601846,7108.800000,2012+ TIC classification
2021-02-01,2008M01-2023M09,Middle East (reported/bridge),286.500000,0.0403021607,7108.800000,2012+ TIC classification
2021-02-01,2008M01-2023M09,Four Asian dragons,746.600000,0.1050247580,7108.800000,2012+ TIC classification
2021-02-01,2008M01-2023M09,Canada,112.700000,0.0158535899,7108.800000,2012+ TIC classification
2021-02-01,2008M01-2023M09,United Kingdom,459.400000,0.0646241278,7108.800000,2012+ TIC classification
2021-02-01,2008M01-2023M09,Mainland China,1104.200000,0.1553286068,7108.800000,2012+ TIC classification
2021-02-01,2008M01-2023M09,Japan,1258.000000,0.1769637632,7108.800000,2012+ TIC classification
2021-03-01,2008M01-2023M09,All other foreign,1898.300000,0.2697100152,7038.300000,2012+ TIC classification
2021-03-01,2008M01-2023M09,EU-27 (identifiable),1215.300000,0.1726695367,7038.300000,2012+ TIC classification
2021-03-01,2008M01-2023M09,Middle East (reported/bridge),283.100000,0.0402227811,7038.300000,2012+ TIC classification
2021-03-01,2008M01-2023M09,Four Asian dragons,751.600000,0.1067871503,7038.300000,2012+ TIC classification
2021-03-01,2008M01-2023M09,Canada,106.000000,0.0150604549,7038.300000,2012+ TIC classification
2021-03-01,2008M01-2023M09,United Kingdom,443.100000,0.0629555432,7038.300000,2012+ TIC classification
2021-03-01,2008M01-2023M09,Mainland China,1100.400000,0.1563445718,7038.300000,2012+ TIC classification
2021-03-01,2008M01-2023M09,Japan,1240.500000,0.1762499467,7038.300000,2012+ TIC classification
2021-04-01,2008M01-2023M09,All other foreign,1921.700000,0.2714802362,7078.600000,2012+ TIC classification
2021-04-01,2008M01-2023M09,EU-27 (identifiable),1213.700000,0.1714604583,7078.600000,2012+ TIC classification
2021-04-01,2008M01-2023M09,Middle East (reported/bridge),281.200000,0.0397253694,7078.600000,2012+ TIC classification
2021-04-01,2008M01-2023M09,Four Asian dragons,741.300000,0.1047240980,7078.600000,2012+ TIC classification
2021-04-01,2008M01-2023M09,Canada,116.100000,0.0164015483,7078.600000,2012+ TIC classification
2021-04-01,2008M01-2023M09,United Kingdom,431.700000,0.0609866358,7078.600000,2012+ TIC classification
2021-04-01,2008M01-2023M09,Mainland China,1096.100000,0.1548470036,7078.600000,2012+ TIC classification
2021-04-01,2008M01-2023M09,Japan,1276.800000,0.1803746504,7078.600000,2012+ TIC classification
2021-05-01,2008M01-2023M09,All other foreign,1949.000000,0.2727896203,7144.700000,2012+ TIC classification
2021-05-01,2008M01-2023M09,EU-27 (identifiable),1213.700000,0.1698741725,7144.700000,2012+ TIC classification
2021-05-01,2008M01-2023M09,Middle East (reported/bridge),288.800000,0.0404215712,7144.700000,2012+ TIC classification
2021-05-01,2008M01-2023M09,Four Asian dragons,759.900000,0.1063585595,7144.700000,2012+ TIC classification
2021-05-01,2008M01-2023M09,Canada,121.100000,0.0169496270,7144.700000,2012+ TIC classification
2021-05-01,2008M01-2023M09,United Kingdom,467.600000,0.0654471146,7144.700000,2012+ TIC classification
2021-05-01,2008M01-2023M09,Mainland China,1078.400000,0.1509370582,7144.700000,2012+ TIC classification
2021-05-01,2008M01-2023M09,Japan,1266.200000,0.1772222767,7144.700000,2012+ TIC classification
2021-06-01,2008M01-2023M09,All other foreign,2027.200000,0.2696139063,7518.900000,2012+ TIC classification
2021-06-01,2008M01-2023M09,EU-27 (identifiable),1373.200000,0.1826330979,7518.900000,2012+ TIC classification
2021-06-01,2008M01-2023M09,Middle East (reported/bridge),298.200000,0.0396600567,7518.900000,2012+ TIC classification
2021-06-01,2008M01-2023M09,Four Asian dragons,777.400000,0.1033927835,7518.900000,2012+ TIC classification
2021-06-01,2008M01-2023M09,Canada,167.800000,0.0223170943,7518.900000,2012+ TIC classification
2021-06-01,2008M01-2023M09,United Kingdom,533.600000,0.0709678277,7518.900000,2012+ TIC classification
2021-06-01,2008M01-2023M09,Mainland China,1061.800000,0.1412174653,7518.900000,2012+ TIC classification
2021-06-01,2008M01-2023M09,Japan,1279.700000,0.1701977683,7518.900000,2012+ TIC classification
2021-07-01,2008M01-2023M09,All other foreign,2035.400000,0.2689730815,7567.300000,2012+ TIC classification
2021-07-01,2008M01-2023M09,EU-27 (identifiable),1358.700000,0.1795488483,7567.300000,2012+ TIC classification
2021-07-01,2008M01-2023M09,Middle East (reported/bridge),298.100000,0.0393931785,7567.300000,2012+ TIC classification
2021-07-01,2008M01-2023M09,Four Asian dragons,788.000000,0.1041322532,7567.300000,2012+ TIC classification
2021-07-01,2008M01-2023M09,Canada,167.000000,0.0220686374,7567.300000,2012+ TIC classification
2021-07-01,2008M01-2023M09,United Kingdom,541.600000,0.0715711020,7567.300000,2012+ TIC classification
2021-07-01,2008M01-2023M09,Mainland China,1068.300000,0.1411732058,7567.300000,2012+ TIC classification
2021-07-01,2008M01-2023M09,Japan,1310.200000,0.1731396932,7567.300000,2012+ TIC classification
2021-08-01,2008M01-2023M09,All other foreign,2029.800000,0.2678260411,7578.800000,2012+ TIC classification
2021-08-01,2008M01-2023M09,EU-27 (identifiable),1373.500000,0.1812292183,7578.800000,2012+ TIC classification
2021-08-01,2008M01-2023M09,Middle East (reported/bridge),293.500000,0.0387264475,7578.800000,2012+ TIC classification
2021-08-01,2008M01-2023M09,Four Asian dragons,777.200000,0.1025492162,7578.800000,2012+ TIC classification
2021-08-01,2008M01-2023M09,Canada,169.200000,0.0223254341,7578.800000,2012+ TIC classification
2021-08-01,2008M01-2023M09,United Kingdom,568.900000,0.0750646540,7578.800000,2012+ TIC classification
2021-08-01,2008M01-2023M09,Mainland China,1047.000000,0.1381485196,7578.800000,2012+ TIC classification
2021-08-01,2008M01-2023M09,Japan,1319.700000,0.1741304692,7578.800000,2012+ TIC classification
2021-09-01,2008M01-2023M09,All other foreign,2035.200000,0.2688187666,7570.900000,2012+ TIC classification
2021-09-01,2008M01-2023M09,EU-27 (identifiable),1374.600000,0.1815636186,7570.900000,2012+ TIC classification
2021-09-01,2008M01-2023M09,Middle East (reported/bridge),292.200000,0.0385951472,7570.900000,2012+ TIC classification
2021-09-01,2008M01-2023M09,Four Asian dragons,788.300000,0.1041223633,7570.900000,2012+ TIC classification
2021-09-01,2008M01-2023M09,Canada,167.100000,0.0220713522,7570.900000,2012+ TIC classification
2021-09-01,2008M01-2023M09,United Kingdom,566.400000,0.0748127699,7570.900000,2012+ TIC classification
2021-09-01,2008M01-2023M09,Mainland China,1047.500000,0.1383587156,7570.900000,2012+ TIC classification
2021-09-01,2008M01-2023M09,Japan,1299.600000,0.1716572666,7570.900000,2012+ TIC classification
2021-10-01,2008M01-2023M09,All other foreign,2029.900000,0.2649757855,7660.700000,2012+ TIC classification
2021-10-01,2008M01-2023M09,EU-27 (identifiable),1393.500000,0.1819024371,7660.700000,2012+ TIC classification
2021-10-01,2008M01-2023M09,Middle East (reported/bridge),281.300000,0.0367198820,7660.700000,2012+ TIC classification
2021-10-01,2008M01-2023M09,Four Asian dragons,789.700000,0.1030845745,7660.700000,2012+ TIC classification
2021-10-01,2008M01-2023M09,Canada,200.300000,0.0261464357,7660.700000,2012+ TIC classification
2021-10-01,2008M01-2023M09,United Kingdom,580.200000,0.0757372042,7660.700000,2012+ TIC classification
2021-10-01,2008M01-2023M09,Mainland China,1065.400000,0.1390734528,7660.700000,2012+ TIC classification
2021-10-01,2008M01-2023M09,Japan,1320.400000,0.1723602282,7660.700000,2012+ TIC classification
2021-11-01,2008M01-2023M09,All other foreign,2008.300000,0.2612286840,7687.900000,2012+ TIC classification
2021-11-01,2008M01-2023M09,EU-27 (identifiable),1405.400000,0.1828067483,7687.900000,2012+ TIC classification
2021-11-01,2008M01-2023M09,Middle East (reported/bridge),275.700000,0.0358615487,7687.900000,2012+ TIC classification
2021-11-01,2008M01-2023M09,Four Asian dragons,803.200000,0.1044758647,7687.900000,2012+ TIC classification
2021-11-01,2008M01-2023M09,Canada,195.100000,0.0253775413,7687.900000,2012+ TIC classification
2021-11-01,2008M01-2023M09,United Kingdom,621.800000,0.0808803444,7687.900000,2012+ TIC classification
2021-11-01,2008M01-2023M09,Mainland China,1052.900000,0.1369554755,7687.900000,2012+ TIC classification
2021-11-01,2008M01-2023M09,Japan,1325.500000,0.1724137931,7687.900000,2012+ TIC classification
2021-12-01,2008M01-2023M09,All other foreign,2008.800000,0.2595214718,7740.400000,2012+ TIC classification
2021-12-01,2008M01-2023M09,EU-27 (identifiable),1443.100000,0.1864373934,7740.400000,2012+ TIC classification
2021-12-01,2008M01-2023M09,Middle East (reported/bridge),279.400000,0.0360963258,7740.400000,2012+ TIC classification
2021-12-01,2008M01-2023M09,Four Asian dragons,799.000000,0.1032246396,7740.400000,2012+ TIC classification
2021-12-01,2008M01-2023M09,Canada,219.700000,0.0283835461,7740.400000,2012+ TIC classification
2021-12-01,2008M01-2023M09,United Kingdom,649.300000,0.0838845538,7740.400000,2012+ TIC classification
2021-12-01,2008M01-2023M09,Mainland China,1040.300000,0.1343987391,7740.400000,2012+ TIC classification
2021-12-01,2008M01-2023M09,Japan,1300.800000,0.1680533306,7740.400000,2012+ TIC classification
2022-01-01,2008M01-2023M09,All other foreign,1992.300000,0.2602374701,7655.700000,2012+ TIC classification
2022-01-01,2008M01-2023M09,EU-27 (identifiable),1411.200000,0.1843332419,7655.700000,2012+ TIC classification
2022-01-01,2008M01-2023M09,Middle East (reported/bridge),302.100000,0.0394607939,7655.700000,2012+ TIC classification
2022-01-01,2008M01-2023M09,Four Asian dragons,788.100000,0.1029429053,7655.700000,2012+ TIC classification
2022-01-01,2008M01-2023M09,Canada,217.600000,0.0284232663,7655.700000,2012+ TIC classification
2022-01-01,2008M01-2023M09,United Kingdom,610.700000,0.0797706284,7655.700000,2012+ TIC classification
2022-01-01,2008M01-2023M09,Mainland China,1033.800000,0.1350366394,7655.700000,2012+ TIC classification
2022-01-01,2008M01-2023M09,Japan,1299.900000,0.1697950547,7655.700000,2012+ TIC classification
2022-02-01,2008M01-2023M09,All other foreign,1991.000000,0.2584539495,7703.500000,2012+ TIC classification
2022-02-01,2008M01-2023M09,EU-27 (identifiable),1459.500000,0.1894593367,7703.500000,2012+ TIC classification
2022-02-01,2008M01-2023M09,Middle East (reported/bridge),303.900000,0.0394496008,7703.500000,2012+ TIC classification
2022-02-01,2008M01-2023M09,Four Asian dragons,766.300000,0.0994742649,7703.500000,2012+ TIC classification
2022-02-01,2008M01-2023M09,Canada,224.100000,0.0290906731,7703.500000,2012+ TIC classification
2022-02-01,2008M01-2023M09,United Kingdom,627.000000,0.0813915753,7703.500000,2012+ TIC classification
2022-02-01,2008M01-2023M09,Mainland China,1028.700000,0.1335367041,7703.500000,2012+ TIC classification
2022-02-01,2008M01-2023M09,Japan,1303.000000,0.1691438956,7703.500000,2012+ TIC classification
2022-03-01,2008M01-2023M09,All other foreign,1989.000000,0.2615659767,7604.200000,2012+ TIC classification
2022-03-01,2008M01-2023M09,EU-27 (identifiable),1451.800000,0.1909208069,7604.200000,2012+ TIC classification
2022-03-01,2008M01-2023M09,Middle East (reported/bridge),293.800000,0.0386365430,7604.200000,2012+ TIC classification
2022-03-01,2008M01-2023M09,Four Asian dragons,754.400000,0.0992083322,7604.200000,2012+ TIC classification
2022-03-01,2008M01-2023M09,Canada,236.500000,0.0311012335,7604.200000,2012+ TIC classification
2022-03-01,2008M01-2023M09,United Kingdom,636.500000,0.0837037427,7604.200000,2012+ TIC classification
2022-03-01,2008M01-2023M09,Mainland China,1013.200000,0.1332421557,7604.200000,2012+ TIC classification
2022-03-01,2008M01-2023M09,Japan,1229.000000,0.1616212093,7604.200000,2012+ TIC classification
2022-04-01,2008M01-2023M09,All other foreign,1979.100000,0.2658972740,7443.100000,2012+ TIC classification
2022-04-01,2008M01-2023M09,EU-27 (identifiable),1418.700000,0.1906060647,7443.100000,2012+ TIC classification
2022-04-01,2008M01-2023M09,Middle East (reported/bridge),284.000000,0.0381561446,7443.100000,2012+ TIC classification
2022-04-01,2008M01-2023M09,Four Asian dragons,721.300000,0.0969085462,7443.100000,2012+ TIC classification
2022-04-01,2008M01-2023M09,Canada,234.700000,0.0315325604,7443.100000,2012+ TIC classification
2022-04-01,2008M01-2023M09,United Kingdom,614.300000,0.0825328156,7443.100000,2012+ TIC classification
2022-04-01,2008M01-2023M09,Mainland China,976.000000,0.1311281590,7443.100000,2012+ TIC classification
2022-04-01,2008M01-2023M09,Japan,1215.000000,0.1632384356,7443.100000,2012+ TIC classification
2022-05-01,2008M01-2023M09,All other foreign,1979.400000,0.2670966697,7410.800000,2012+ TIC classification
2022-05-01,2008M01-2023M09,EU-27 (identifiable),1407.400000,0.1899120203,7410.800000,2012+ TIC classification
2022-05-01,2008M01-2023M09,Middle East (reported/bridge),283.200000,0.0382144978,7410.800000,2012+ TIC classification
2022-05-01,2008M01-2023M09,Four Asian dragons,707.100000,0.0954148000,7410.800000,2012+ TIC classification
2022-05-01,2008M01-2023M09,Canada,225.500000,0.0304285637,7410.800000,2012+ TIC classification
2022-05-01,2008M01-2023M09,United Kingdom,636.500000,0.0858881632,7410.800000,2012+ TIC classification
2022-05-01,2008M01-2023M09,Mainland China,951.800000,0.1284341771,7410.800000,2012+ TIC classification
2022-05-01,2008M01-2023M09,Japan,1219.900000,0.1646111081,7410.800000,2012+ TIC classification
2022-06-01,2008M01-2023M09,All other foreign,2005.400000,0.2703825048,7416.900000,2012+ TIC classification
2022-06-01,2008M01-2023M09,EU-27 (identifiable),1415.300000,0.1908209629,7416.900000,2012+ TIC classification
2022-06-01,2008M01-2023M09,Middle East (reported/bridge),288.800000,0.0389381008,7416.900000,2012+ TIC classification
2022-06-01,2008M01-2023M09,Four Asian dragons,712.400000,0.0960509108,7416.900000,2012+ TIC classification
2022-06-01,2008M01-2023M09,Canada,206.200000,0.0278013725,7416.900000,2012+ TIC classification
2022-06-01,2008M01-2023M09,United Kingdom,617.300000,0.0832288422,7416.900000,2012+ TIC classification
2022-06-01,2008M01-2023M09,Mainland China,938.800000,0.1265757931,7416.900000,2012+ TIC classification
2022-06-01,2008M01-2023M09,Japan,1232.700000,0.1662015128,7416.900000,2012+ TIC classification
2022-07-01,2008M01-2023M09,All other foreign,2010.100000,0.2685324962,7485.500000,2012+ TIC classification
2022-07-01,2008M01-2023M09,EU-27 (identifiable),1410.600000,0.1884443257,7485.500000,2012+ TIC classification
2022-07-01,2008M01-2023M09,Middle East (reported/bridge),300.300000,0.0401175606,7485.500000,2012+ TIC classification
2022-07-01,2008M01-2023M09,Four Asian dragons,730.100000,0.0975352348,7485.500000,2012+ TIC classification
2022-07-01,2008M01-2023M09,Canada,227.900000,0.0304455280,7485.500000,2012+ TIC classification
2022-07-01,2008M01-2023M09,United Kingdom,636.600000,0.0850444192,7485.500000,2012+ TIC classification
2022-07-01,2008M01-2023M09,Mainland China,939.200000,0.1254692405,7485.500000,2012+ TIC classification
2022-07-01,2008M01-2023M09,Japan,1230.700000,0.1644111950,7485.500000,2012+ TIC classification
2022-08-01,2008M01-2023M09,All other foreign,2038.600000,0.2720781561,7492.700000,2012+ TIC classification
2022-08-01,2008M01-2023M09,EU-27 (identifiable),1409.600000,0.1881297797,7492.700000,2012+ TIC classification
2022-08-01,2008M01-2023M09,Middle East (reported/bridge),308.100000,0.0411200235,7492.700000,2012+ TIC classification
2022-08-01,2008M01-2023M09,Four Asian dragons,727.100000,0.0970411200,7492.700000,2012+ TIC classification
2022-08-01,2008M01-2023M09,Canada,228.200000,0.0304563108,7492.700000,2012+ TIC classification
2022-08-01,2008M01-2023M09,United Kingdom,646.500000,0.0862839831,7492.700000,2012+ TIC classification
2022-08-01,2008M01-2023M09,Mainland China,938.600000,0.1252685948,7492.700000,2012+ TIC classification
2022-08-01,2008M01-2023M09,Japan,1196.000000,0.1596220321,7492.700000,2012+ TIC classification
2022-09-01,2008M01-2023M09,All other foreign,1989.200000,0.2743156588,7251.500000,2012+ TIC classification
2022-09-01,2008M01-2023M09,EU-27 (identifiable),1397.000000,0.1926497966,7251.500000,2012+ TIC classification
2022-09-01,2008M01-2023M09,Middle East (reported/bridge),307.200000,0.0423636489,7251.500000,2012+ TIC classification
2022-09-01,2008M01-2023M09,Four Asian dragons,675.300000,0.0931255602,7251.500000,2012+ TIC classification
2022-09-01,2008M01-2023M09,Canada,199.900000,0.0275667103,7251.500000,2012+ TIC classification
2022-09-01,2008M01-2023M09,United Kingdom,664.800000,0.0916775839,7251.500000,2012+ TIC classification
2022-09-01,2008M01-2023M09,Mainland China,901.700000,0.1243466869,7251.500000,2012+ TIC classification
2022-09-01,2008M01-2023M09,Japan,1116.400000,0.1539543543,7251.500000,2012+ TIC classification
2022-10-01,2008M01-2023M09,All other foreign,1955.800000,0.2741826950,7133.200000,2012+ TIC classification
2022-10-01,2008M01-2023M09,EU-27 (identifiable),1387.500000,0.1945129816,7133.200000,2012+ TIC classification
2022-10-01,2008M01-2023M09,Middle East (reported/bridge),314.000000,0.0440195144,7133.200000,2012+ TIC classification
2022-10-01,2008M01-2023M09,Four Asian dragons,674.100000,0.0945017664,7133.200000,2012+ TIC classification
2022-10-01,2008M01-2023M09,Canada,218.200000,0.0305893568,7133.200000,2012+ TIC classification
2022-10-01,2008M01-2023M09,United Kingdom,641.300000,0.0899035496,7133.200000,2012+ TIC classification
2022-10-01,2008M01-2023M09,Mainland China,877.900000,0.1230723939,7133.200000,2012+ TIC classification
2022-10-01,2008M01-2023M09,Japan,1064.400000,0.1492177424,7133.200000,2012+ TIC classification
2022-11-01,2008M01-2023M09,All other foreign,1995.800000,0.2777847370,7184.700000,2012+ TIC classification
2022-11-01,2008M01-2023M09,EU-27 (identifiable),1394.400000,0.1940790847,7184.700000,2012+ TIC classification
2022-11-01,2008M01-2023M09,Middle East (reported/bridge),326.500000,0.0454437903,7184.700000,2012+ TIC classification
2022-11-01,2008M01-2023M09,Four Asian dragons,712.000000,0.0990994753,7184.700000,2012+ TIC classification
2022-11-01,2008M01-2023M09,Canada,228.800000,0.0318454494,7184.700000,2012+ TIC classification
2022-11-01,2008M01-2023M09,United Kingdom,575.100000,0.0800450958,7184.700000,2012+ TIC classification
2022-11-01,2008M01-2023M09,Mainland China,870.300000,0.1211324064,7184.700000,2012+ TIC classification
2022-11-01,2008M01-2023M09,Japan,1081.800000,0.1505699612,7184.700000,2012+ TIC classification
2022-12-01,2008M01-2023M09,All other foreign,2014.100000,0.2799421797,7194.700000,2012+ TIC classification
2022-12-01,2008M01-2023M09,EU-27 (identifiable),1406.100000,0.1954355289,7194.700000,2012+ TIC classification
2022-12-01,2008M01-2023M09,Middle East (reported/bridge),318.100000,0.0442131013,7194.700000,2012+ TIC classification
2022-12-01,2008M01-2023M09,Four Asian dragons,725.400000,0.1008242178,7194.700000,2012+ TIC classification
2022-12-01,2008M01-2023M09,Canada,215.100000,0.0298970075,7194.700000,2012+ TIC classification
2022-12-01,2008M01-2023M09,United Kingdom,573.700000,0.0797392525,7194.700000,2012+ TIC classification
2022-12-01,2008M01-2023M09,Mainland China,867.100000,0.1205192711,7194.700000,2012+ TIC classification
2022-12-01,2008M01-2023M09,Japan,1075.100000,0.1494294411,7194.700000,2012+ TIC classification
2023-01-01,2008M01-2023M09,All other foreign,2090.300000,0.2861425579,7305.100000,2012+ TIC classification
2023-01-01,2008M01-2023M09,EU-27 (identifiable),1383.000000,0.1893197903,7305.100000,2012+ TIC classification
2023-01-01,2008M01-2023M09,Middle East (reported/bridge),268.500000,0.0367551437,7305.100000,2012+ TIC classification
2023-01-01,2008M01-2023M09,Four Asian dragons,749.000000,0.1025311084,7305.100000,2012+ TIC classification
2023-01-01,2008M01-2023M09,Canada,254.100000,0.0347839181,7305.100000,2012+ TIC classification
