t,home_equity,foreign_liability,bond_position,nfa_sum,NFA,A_US,Q_US,V_agg,B_agg,NFA_fund,NFA_bubble,NFA_b_cf,DeltaNFA,DeltaA,DeltaV,DeltaB,e_US
64.0,1.0026607976866089,-0.0830092720862596,-0.881904872709943,0.03774665289040624,0.037746654962360626,2.243866894222575,2.206120239260214,2.206120239448242,-1.8802781553972636e-10,0.03774665477433281,1.8802781553972636e-10,0.2747330968421773,-0.23698644187981666,-1.3866470812187108,1.1496606391508664,1.8802781553972636e-10,4.48773378844515
65.0,0.9968343297079466,-0.08725996061671075,-0.8769405057152804,0.03263386337595553,0.03263386337595353,2.305851264909738,2.2732174015337843,2.2732174015267965,6.987743716990735e-12,0.032633863382941275,-6.987743716990735e-12,0.28369455588909664,-0.2510606925131431,-1.4868833078603818,1.2358226153542264,-6.987743716990735e-12,4.611702529819476
66.0,0.990414098544419,-0.0918762868427208,-0.8712827122371389,0.027255099464559285,0.02725509950243543,2.3703490468637516,2.343093947361316,2.343093947356026,5.289990667733946e-12,0.027255099507725422,-5.289990667733946e-12,0.2929194604175809,-0.26566436091514545,-1.5938891147451981,1.3282247538353427,-5.289990667733946e-12,4.740698093727503
67.0,0.983428219576398,-0.09687865120903941,-0.8649445783409384,0.021604990026420245,0.0216049901086679,2.4374534263912513,2.4158484362825834,2.4158484362794215,3.161915174132446e-12,0.021604990111829814,-3.161915174132446e-12,0.3024043007634578,-0.2807993106547899,-1.7080732109925374,1.4272739003409094,-3.161915174132446e-12,4.874906852782503
68.0,0.975908595314942,-0.10228682070354096,-0.8579437015224747,0.015678073088926325,0.015678073222678446,2.5072608409983066,2.491582767775628,2.491582767775191,4.369837824924616e-13,0.01567807322311543,-4.369837824924616e-13,0.31214470025671837,-0.2964666270340399,-1.8298663740903183,1.5333997470567153,-4.369837824924616e-13,5.014521681996613
69.0,0.9678907473453159,-0.10811943958981358,-0.8503024850071053,0.009468822748396999,0.009468822941443023,2.579871107231443,2.57040228429,2.5704022842931473,-3.1472602302073938e-12,0.009468822938295762,3.1472602302073938e-12,0.3221353906942124,-0.31266656775276935,-1.9597225795652031,1.6470560118092865,3.1472602302073938e-12,5.159742214462886
70.0,0.959413551382116,-0.11439348474984047,-0.8420483749617331,0.0029716916705424534,0.002971691931354048,2.6553875522736416,2.6524158603422876,2.6524158603503056,-8.01803068384288e-12,0.0029716919233360173,8.01803068384288e-12,0.3323701875660614,-0.32939849563470736,-2.098120153175406,1.7687216575326805,8.01803068384288e-12,5.310775104547283
71.0,0.950518871087088,-0.12112367366074543,-0.8332140297532348,-0.0038188323268921742,-0.0038188319891454547,2.7339171494324543,2.7377359814216,2.7377359814364826,-1.488276168970515e-11,-0.0038188320040282164,1.488276168970515e-11,0.3428419662212807,-0.34666079821042617,-2.2455629467616913,1.8989021485363824,1.488276168970515e-11,5.467834298864909
72.0,0.941250941538376,-0.1283219341197712,-0.8238371792927182,-0.010908171874113415,-0.010908171449553805,2.8155706585198566,2.8264788299694104,2.8264788299943393,-2.4928947794933265e-11,-0.010908171474482753,2.4928947794933265e-11,0.3535426352886928,-0.3644508067382466,-2.40258137393939,2.0381305671762147,2.4928947794933265e-11,5.631141317039713
73.0,0.9316558616642492,-0.13599677191716622,-0.8139606385444706,-0.018301548797387657,-0.018301548275404755,2.9004627677096257,2.9187643159850305,2.9187643160251837,-4.015321408701311e-11,-0.01830154831555797,4.015321408701311e-11,0.36446314218110043,-0.3827646904565052,-2.56973433589737,2.1869696454007115,4.015321408701311e-11,5.8009255354192515
74.0,0.9217806833206984,-0.1441528373015466,-0.803631777566382,-0.02600393154723024,-0.02600393091648323,2.9887122436759217,3.014716174592405,3.014716174656354,-6.394929030761887e-11,-0.02600393098043252,6.394929030761887e-11,0.3755934312563429,-0.40159736217282616,-2.747609516808783,2.3460121545720076,6.394929030761887e-11,5.977424487351843
75.0,0.9116725352594471,-0.1527905321744705,-0.7929019472127594,-0.03401994412778275,-0.0340199433761863,3.0804420847964593,3.1144620281726456,3.1144620282747537,-1.0210809975319535e-10,-0.0340199434782944,1.0210809975319535e-10,0.38692246701683963,-0.42094241039302593,-2.9368254494153225,2.5158830389201885,1.0210809975319535e-10,6.160884169592919
76.0,0.9013776481704533,-0.16190576869233342,-0.7818256676257077,-0.042353788147587834,-0.04235378726230321,3.1757796805526435,3.2181334678149467,3.218133467979502,-1.645554803531013e-10,-0.04235378742685869,1.645554803531013e-10,0.3984382422661037,-0.4407920295284069,-3.1380328551002887,2.6972408254073263,1.645554803531013e-10,6.351559361105287
77.0,0.8909403818966243,-0.1714898681705887,-0.7704596875174856,-0.05100917379144998,-0.051009172758881505,3.2748569772763787,3.32586615003526,3.3258661503036424,-2.683822053484164e-10,-0.05100917302726371,2.683822053484164e-10,0.410127806562417,-0.4611369793212985,-3.351916299302384,2.890779319712703,2.683822053484164e-10,6.549713954552757
78.0,0.8804021708770722,-0.18152974170722153,-0.7588617107814416,-0.059989281611590894,-0.059989280417384716,3.3778106520643396,3.4377999324817243,3.437799932924837,-4.4311265767760233e-10,-0.059989280860497374,4.4311265767760233e-10,0.4219773044947548,-0.4819665849121395,-3.5791957696446453,3.097229184289393,4.4311265767760233e-10,6.755621304128679
79.0,0.8698008385349268,-0.19200802788861634,-0.7470894892460114,-0.0692966785997009,-0.06929667722873312,3.484782290258453,3.554078967487186,3.5540789682271403,-7.3995432003926e-10,-0.06929667796868744,7.3995432003926e-10,0.4339720637653022,-0.5032687409940353,-3.820629779345605,3.3173610376116156,7.3995432003926e-10,6.969564580516906
80.0,0.8591697593875268,-0.2029035956799958,-0.735199496396541,-0.07893333268901004,-0.07893333112537926,3.5959185761228603,3.6748519072482395,3.67485190849627,-1.2480305677797787e-9,-0.07893333237340983,1.2480305677797787e-9,0.446096633857203,-0.5250299649825823,-4.07701611111324,3.5519861448826275,1.2480305677797787e-9,7.1918371522457205
