t,N_US,N_W,phi_US,phi_W,omega,omega_star,theta_US_star,theta,R_f,R_f_W,q_US,d_US,Q_US,Q_W,Y_US,Y_W,e_US,e_W,I_US,I_W,Psi,resnorm
11,2.0455014428868625,1.7542209797816244,0.5845501643334234,0.693671255154915,0.5778340615317974,0.16912314336701825,0.7699764440864175,-0.6802566545599735,1.0437041833903902,1.0572998135766198,0.4604164714251753,0.05382730480668024,1.0200352383061133,0.8910894041501719,2.0612089908976694,1.8490619956599281,2.0293578429259336,1.7840157417787816,0.07825268167703943,0.05144164861313091,0.9876781973349694,1.0633348347082672e-13
12,2.215462090547481,1.8616946419651084,0.5760817189953154,0.6903492096241687,0.5762759121344889,0.16894086324725516,0.7719182666068108,-0.672033998582781,1.0402622513846822,1.0537785148197254,0.42962065749338557,0.04949932137693743,1.0325060659727838,0.9045212145539842,2.0999857109634843,1.8589625862842565,2.0710196269251573,1.7941090186670698,0.08069778598010445,0.05275030695164095,0.9876667692383736,1.1743289703264748e-11
13,2.4032970667586677,1.9769896854296978,0.567528527690989,0.6869818513020345,0.5747926996640885,0.16871978812980024,0.7735793861778529,-0.6635179462153514,1.036780309017757,1.0502220295471585,0.4003496807702471,0.04544197297781916,1.045380495802165,0.9183586172358029,2.1401231832194,1.8690072363822605,2.1141339051833423,1.8043673689457045,0.08322128232926133,0.054105389095729255,0.987659239829521,2.9340465854000395e-11
14,2.6111685509300773,2.1007564156953333,0.5588947660374564,0.683569449686078,0.5733886893473547,0.16845486109766708,0.7749329823623541,-0.6547018511952051,1.0332588715087934,1.0466312349654594,0.37257189272608027,0.04164569616345499,1.0586736789925992,0.932615705092146,2.181673470380583,1.8791987516560946,2.158755208022744,1.8147947309011352,0.08582566974576401,0.055508691028849935,0.9876556619035308,5.5157635020189487e-11
15,2.8415285738448066,2.2337051174341287,0.5501848689979923,0.6801123091440208,0.5720679209344312,0.16814083074693434,0.7759524151670292,-0.6455806067138103,1.0296984768875532,1.0430070278425025,0.34625301460005353,0.03810063389557808,1.0724013618232608,0.9473070878155939,2.224690708359311,1.889539974358145,2.204940195520732,1.8253951363578105,0.08851352705730595,0.05696208161944756,0.987656033233174,9.24411995281711e-11
16,3.097161083382796,2.376612071847966,0.54140352632981,0.6766107686876932,0.5708341526915882,0.16777230576402039,0.7766116036084453,-0.6361509115531132,1.026099682248175,1.0393503176450611,0.32135635308121013,0.034796692553330934,1.0865799067865216,0.9624479128116583,2.269231185169619,1.9000337828129155,2.2527477392885835,1.836172712987807,0.0912875161255765,0.058467505789646906,0.987660291691349,1.4551726234349323e-10
17,3.381230513628375,2.530326222056458,0.5325556764362738,0.6730652018795658,0.5696908041960917,0.16734382048437346,0.7768854375167515,-0.6264115306522585,1.02246305988067,1.0356620193466215,0.2978430265154019,0.031723598891547376,1.101226314856155,0.9780538865064999,2.315353422406377,1.9106830909855372,2.3022390071630223,1.847131686760704,0.09415038533085313,0.060026987762030304,0.9876683114256254,2.200584650571342e-10
18,3.697337915679584,2.6957765605738317,0.523646498570353,0.6694760169226112,0.5686408990491448,0.16684991108599523,0.7767502144426087,-0.616363541106464,1.0187891933874376,1.0319430460569001,0.2756721995723806,0.028870956411852933,1.1163582491298258,0.9941412958676897,2.363118259375417,1.9214908481164885,2.3534775509240142,1.8582763845414947,0.09710497335207396,0.06164263436297446,0.9876799003435477,3.2340797116537276e-10
19,4.049585888100096,2.873980321831337,0.5146814033560292,0.6658436569787711,0.5676870087848661,0.16628520152135856,0.7761840911387774,-0.6060105537427594,1.0150786739065385,1.028194301650942,0.25480132421806195,0.026228300625105342,1.1319940601069436,1.0107270299422428,2.412588939960783,1.9324600384411639,2.4065293971647717,1.8696112368411817,0.10015421328426266,0.06331663835839388,0.9876947991424976,1.1241828000017253e-9
20,4.44265375614049,3.066052072682964,0.5056660212173386,0.6621686007745128,0.5668311996234977,0.16564449771440523,0.7751675369043969,-0.5953588999979191,1.011332096609577,1.0244166736332851,0.235186385121386,0.02378515272176399,1.1481528146234354,1.0278286011421085,2.4638312021586137,1.9435936810193877,2.4614631414497,1.8811407807245504,0.10330113737080589,0.06505128178799291,0.9877126820938007,1.0213602363978688e-13
21,4.881884697665823,3.2732138050455024,0.4966061910025923,0.6584513633701198,0.5660749823167079,0.16492288762904364,0.7736837736445357,-0.5844177734228828,1.0075500573991232,1.020611026247174,0.21678214528575698,0.02153107108954607,1.1648543188808376,1.045464166495888,2.516913371377127,1.9548948296306665,2.5183500459838486,1.892869662846677,0.1065488810831313,0.06684893932508562,0.9877331596076041,1.5614684876500647e-11
22,5.373386804274655,3.4968061475477814,0.4875079434836896,0.6546924974626236,0.5654192697474391,0.16411584496190432,0.771719187672122,-0.573199317066033,1.0037331504562332,1.0167781945577972,0.1995423944621577,0.019455700472411533,1.182119158969215,1.0636525476399417,2.5719064551889965,1.9663665728867952,2.5772641406755095,1.904802642673688,0.10990068967288893,0.06871208150676415,0.987755782879482,3.675361510243175e-11
23,5.924150415030719,3.7383008270811953,0.47837748660603857,0.6508925947050632,0.5648643400379045,0.163219332354964,0.7692636950055153,-0.5617186469875917,0.9998819660851245,1.012918979073017,0.18342019199961423,0.017548818088314495,1.1999687299102477,1.0824132508335549,2.6288842428726507,1.9780120343616725,2.6382823282621826,1.9169445957831373,0.11335992335071883,0.07064327799462547,0.9877800502738829,6.492975932612461e-11
24,6.54218446087316,3.999314527472042,0.46922118775098987,0.6470522873715914,0.5644098095178905,0.16222990081930522,0.7663110448351481,-0.5499938064367216,0.9959970894494297,1.0090341415874018,0.16836810653219972,0.01580037658528479,1.2184252741417183,1.1017664858639575,2.6879234075269265,1.989834372880085,2.7014844932348567,1.9293005172948972,0.1169300638801245,0.07264520072163799,0.9878054155359826,1.0203570479726336e-10
25,7.236675040404397,4.281624310382607,0.4600455550045467,0.6431722501484773,0.5640546159436698,0.16114478107050795,0.762859045591663,-0.5380456464005429,0.9920791000770158,1.0051244022364707,0.15433844877994937,0.014200543465502525,1.2375119216157304,1.1217331842679628,2.749103611853713,2.001836782884425,2.766953614951872,1.9418755253799953,0.12061472155513858,0.07472062697689222,0.9878312975212288,1.503451586378612e-10
26,8.018170011415197,4.587184784059287,0.45085721730635453,0.639253201983178,0.5637970133699126,0.1599619626945754,0.7589097010163606,-0.5258976318513549,0.9881285721964408,1.0011904379227865,0.14128349591125136,0.012739736763572103,1.2572527327571992,1.1423350168900377,2.8125076176266766,2.0140224948608365,2.834775885089381,1.9546748648260461,0.12441764273370194,0.07687244242873495,0.9878570911404214,2.1256918626343987e-10
27,8.898794049851054,4.9181472286114625,0.4416629036687908,0.6352959078802489,0.5636345795959412,0.1586802572951644,0.7544692470594332,-0.513575576449749,0.9841460758924151,0.9972328821889508,0.12915570579797103,0.011408656809624794,1.2776727441768756,1.163594410958546,2.8782213990245533,2.0263947757874954,2.90504082960785,1.9677039106319434,0.1283427179175778,0.07910364410734406,0.9878821791305274,2.9190007606363305e-10
28,9.89249941597971,5.276880912595865,0.43246942166978264,0.6313011805209928,0.5635642367067991,0.15729934233401258,0.7495480848142447,-0.5011073120843301,0.9801321790206224,0.9932523265471133,0.11790791968105259,0.0101983139669504,1.2987980169389999,1.1855345669515454,2.9463342600110054,2.0389569295611194,2.9778414354037754,1.9809681716056906,0.13239399035480454,0.08141734337949108,0.9879059442094452,3.920520492545161e-10
