t,N_US,e_US,A,q_US,v,B_per,Q_US,V_agg,B_agg,bubble_share,NFA,NFA_fund,NFA_bubble,NFA_b_cf,dNFA,dA,dV,dB
57,417.36826806619985,6.7727829737713945,3.3863914868856972,0.004929231852278053,0.004929231815284029,3.6994024163461425e-11,2.3887285170376558,2.3887284991101807,1.7927475060020015e-8,7.505028274310759e-9,0.9976629698480415,0.9976629877755165,-1.7927475060020015e-8,-0.11604584787382666,1.1137088177218681,2.0052412235886456,-0.8915323879393025,-1.7927475060020015e-8
58,484.6046176411241,6.988844140017106,3.494422070008553,0.004350770970862203,0.004350770920020429,5.084177349956587e-11,2.450776094304241,2.4507760656652247,2.8639016491638358e-8,1.1685692772259875e-8,1.0436459757043117,1.0436460043433282,-2.8639016491638358e-8,-0.11716841690152391,1.1608143926058356,2.0960665225834374,-0.9352521013385853,-2.8639016491638358e-8
59,563.2969675300019,7.212997437824903,3.6064987189124516,0.003837170558754323,0.0038371704933941888,6.536013440541777e-11,2.5151770831615337,2.515177040319468,4.284206545079883e-8,1.7033419132837797e-8,1.091321635750918,1.0913216785929833,-4.284206545079883e-8,-0.11831139278869984,1.2096330285396177,2.190587035861167,-0.980953964479484,-4.284206545079883e-8
60,655.4770095958534,7.445549271328172,3.722774635664086,0.0033816144902391585,0.003381614406509606,8.372955237131996e-11,2.5820237033925055,2.582023639461005,6.393150053796148e-8,2.4760229913444352e-8,1.1407509322715805,1.140750996203081,-6.393150053796148e-8,-0.11947512919894332,1.2602260614705239,2.288951271113787,-1.0287251457117625,-6.393150053796148e-8
61,763.5476222512568,7.686817401376337,3.8434087006881685,0.0029779356462273764,0.002977935539344636,1.0688274050540958e-10,2.6514116192299158,2.65141152406663,9.516328569603161e-8,3.589155490073289e-8,1.1919970814582528,1.1919971766215385,-9.516328569603161e-8,-0.1206599882514825,1.3126570697097353,2.391313315847035,-1.078656150974014,-9.516328569603161e-8
62,890.3522218785619,7.937131364597653,3.9685656822988267,0.0026205638854536594,0.0026205637494987047,1.3595495475943187e-10,2.72344013211273,2.7234399908205518,1.4129217840164188e-7,5.1880038314641913e-8,1.2451255501860965,1.245125691478275,-1.4129217840164188e-7,-0.12186633149118231,1.3669918816772788,2.497833314658209,-1.1308412916887516,-1.4129217840164188e-7
63,1039.2572939091929,8.196832896318426,4.098416448159213,0.002304476664100334,0.002304476491778242,1.7232209192571957e-10,2.7982122646150946,2.7982120553728844,2.0924221022511347e-7,7.477710425012935e-8,1.3002041835441185,1.3002043927863287,-2.0924221022511347e-7,-0.12309453369011858,1.423298717234237,2.608677281231219,-1.1853783547547718,-2.0924221022511347e-7
64,1214.2506401589078,8.466276376432614,4.233138188216307,0.002025152606380854,0.002025152388736271,2.176445829116247e-10,2.875834915041475,2.8758346059734627,3.09068012072089e-7,1.0747070718683157e-7,1.357303273174832,1.357303582242844,-3.09068012072089e-7,-0.12434497404399636,1.4816482472188284,2.724017578949288,-1.2423690226624475,-3.09068012072089e-7
65,1420.0583728753525,8.745829290819628,4.372914645409814,0.0017785279250253259,0.0017785276511076205,2.7391770535817317e-10,2.956419003122569,2.9564185477934743,4.553290944286914e-7,1.5401372198858585e-7,1.4164956422872454,1.4164960976163399,-4.553290944286914e-7,-0.12561803856271703,1.5421136808499625,2.844033085440964,-1.3019189492619072,-4.553290944286914e-7
66,1662.284275396165,9.035872710138847,4.517936355069423,0.0015609556937648617,0.0015609553513937693,3.423710924141399e-10,3.0400796193863617,3.0400789525926886,6.667936731652446e-7,2.1933427957384765e-7,1.4778567356830616,1.4778574024767348,-6.667936731652446e-7,-0.12691412024372117,1.6047708559267828,2.968909429587362,-1.3641379068669062,-6.667936731652446e-7
67,1947.5758546701657,9.336801788161504,4.668400894080752,0.0013691679308587932,0.0013691675029952881,4.278635050425361e-10,3.126936190868273,3.126935213704078,9.77164194893021e-7,3.1249892394564234e-7,1.5414647032124789,1.5414656803766738,-9.77164194893021e-7,-0.12823361924631116,1.66969832245879,3.0988392382578667,-1.4291399386348818,-9.77164194893021e-7
68,2283.8222546645115,9.649026277005076,4.824513138502538,0.0012002404069289658,0.00120023987408367,5.328452956643304e-10,3.217112634936633,3.2171112067033194,1.428233313394145e-6,4.439488061077093e-7,1.6074005035659051,1.6074019317992185,-1.428233313394145e-6,-0.1295769430641942,1.7369774466300993,3.2340223914587582,-1.4970435165953453,-1.428233313394145e-6
69,2680.3902087984216,9.972971063626277,4.9864855318131385,0.0010515601055942816,0.0010515594451818758,6.604124057514593e-10,3.3107375331477114,3.3107354539017155,2.079245995822987e-6,6.280310580362214e-7,1.6757479986654271,1.675750077911423,-2.079245995822987e-6,-0.13094450670116564,1.8066925053665928,3.374666288092312,-1.5679717034797238,-2.079245995822987e-6
70,3148.405417374285,10.3090767274091,5.15453836370455,0.0009207952227825225,0.0009207944067024109,8.160801116905564e-10,3.407944316210932,3.407941295826476,3.0203844563203575e-6,8.862775257074983e-7,1.7465940474936175,1.7465970678780738,-3.0203844563203575e-6,-0.1323367328460232,1.8789307803396407,3.5209861222417898,-1.642052321517693,-3.0203844563203575e-6
71,3701.0881810535147,10.65780011288657,5.328900056443285,0.0008058675756942179,0.0008058665698604887,1.005833729240263e-9,3.508871407515199,3.508867027960394,4.379554805034047e-6,1.248137733304801e-6,1.8200286489280857,1.8200330284828907,-4.379554805034047e-6,-0.13375405464529933,1.953782703573385,3.6732050698401175,-1.7194179867119275,-4.379554805034047e-6
72,4354.1538502681005,11.019614940207406,5.509807470103703,0.0007049273432002585,0.0007049261077179575,1.2354823009921509e-9,3.6136624993771385,3.6136561659356814,6.333441457062605e-6,1.7526377900964066e-6,1.8961449707265645,1.8961513041680216,-6.333441457062605e-6,-0.13519690560698683,2.0313418763335513,3.831554973437475,-1.8002067636624668,-6.333441457062605e-6
73,5126.290722348324,11.395012419399048,5.697506209699524,0.0006163299316803804,0.0006163284192673399,1.512413040508434e-9,3.7224666822155763,3.722457547648417,9.1345671591192e-6,2.4539016568665147e-6,1.9750395274839478,1.975048662051107,-9.1345671591192e-6,-0.1366657350160403,2.111705262499988,3.9962760832750037,-1.8845616862078565,-9.1345671591192e-6
74,6039.730493157344,11.784501899360446,5.892250949680223,0.000538614904028462,0.0005386130588544672,1.8451739948249432e-9,3.8354386724636,3.8354255331099645,1.313935363533858e-5,3.425775969166739e-6,2.0568122772166233,2.0568254165702586,-1.313935363533858e-5,-0.13816099806112558,2.194973275277749,4.167617748791495,-1.972631334160111,-1.313935363533858e-5
75,7120.929338897246,12.188611538974119,6.094305769487059,0.00047048680547044587,0.00047048456187279803,2.2435976478355976e-9,3.9527390279583483,3.9527201786391273,1.884931922102595e-5,4.768672833622897e-6,2.141566741528711,2.141585590847932,-1.884931922102595e-5,-0.13968315849945978,2.281249900028171,4.345838660767117,-2.064569911419725,-1.884931922102595e-5
