t,N_US,e_US,A,q_US,v,B_per,Q_US,V_agg,B_agg,bubble_share,NFA,NFA_fund,NFA_bubble,NFA_b_cf,dNFA,dA,dV,dB
76,8401.381254477377,12.60788900375101,6.303944501875505,0.0004107977611783085,0.00041079504222009226,2.718958216235169e-9,4.074534372127423,4.0745074038969324,2.6968230490531653e-5,6.618726958106583e-6,2.229410129748082,2.2294370979785727,-2.6968230490531653e-5,-0.14123268883624585,2.370642818584328,4.531207197146577,-2.160537410331758,-2.6968230490531653e-5
77,9918.589527947437,13.042902188890913,6.521451094445457,0.0003585317166675226,0.0003585284325498578,3.2841176648263325e-9,4.200997626871622,4.200959146118387,3.848075323542588e-5,9.159908348741805e-6,2.3204534675738344,2.32049194832707,-3.848075323542588e-5,-0.1428100705052855,2.46326353807912,4.724001782088268,-2.2606997632559134,-3.848075323542588e-5
78,11717.227323482055,13.494239969781413,6.747119984890706,0.00031279019593136403,0.00031278624224343095,3.953687933088649e-9,4.332308254887038,4.332253494235673,5.476065136456043e-5,1.2640063481814333e-5,2.4148117300036684,2.414866490655033,-5.476065136456043e-5,-0.14441579405095628,2.5592275240546245,4.924511258754659,-2.3652289740486703,-5.476065136456043e-5
79,13850.524444946741,13.96251298094042,6.98125649047021,0.0002727794569399649,0.0002727747127440391,4.7441959257583585e-9,4.468652511763195,4.468574792702977,7.771906021769581e-5,1.739205722823819e-5,2.5126039787070154,2.512681697767233,-7.771906021769581e-5,-0.14605035931161048,2.658654338018626,5.13303527634948,-2.4743032192706362,-7.771906021769581e-5
80,16381.924657716017,14.448354424473152,7.224177212236576,0.0002377989295849743,0.00023779325533331187,5.6742516624209375e-9,4.610223708428206,4.610113701332769,0.00011000709543740328,2.386155258285909e-5,2.6139535038083697,2.614063510903807,-0.00011000709543740328,-0.14771427560458594,2.7616677794129556,5.349884691940112,-2.5881069054317183,-0.00011000709543740328
81,19387.0666973747,14.952420909162345,7.476210454581173,0.0002072308270575083,0.00020722406234014728,6.764717361008301e-9,4.757222484584713,4.757067192700834,0.0001552918838791939,3.2643393152706475e-5,2.7189879699964594,2.7191432618803386,-0.0001552918838791939,-0.1494080619129161,2.8683960319093753,5.575381987625057,-2.7068306638318025,-0.0001552918838791939
82,22956.1525769742,15.475393321368715,7.737696660684358,0.00018053082787139438,0.00018052278899653395,8.038874860433805e-9,4.909857093914156,4.909638462408247,0.00021863150590917257,4.452909763507572e-5,2.8278395667702014,2.8280581982761106,-0.00021863150590917257,-0.1511322470737375,2.978971813843939,5.809861703640937,-2.830671258291089,-0.00021863150590917257
83,27196.779363421603,16.01797772066627,8.008988860333135,0.0001572197303443259,0.00015721020775588413,9.522588441764806e-9,5.068343643862804,5.068036661078287,0.0003069827845161299,6.0568660313286315e-5,2.9406452164703314,2.9409521992548475,-0.0003069827845161299,-0.15288737295639954,3.093532589426731,6.0536707394782905,-2.959831167267043,-0.0003069827845161299
84,32237.325638217655,16.580906298371172,8.290453149185586,0.00013687599831740426,0.00013686475385787483,1.1244459529425677e-8,5.232906551203231,5.232476664249641,0.00042988695359014173,8.215070332018359e-5,3.0575465979823546,3.0579764849359448,-0.00042988695359014173,-0.15467398282721856,3.212220580809573,6.3071693997473925,-3.0945189319842297,-0.00042988695359014173
85,38231.00189609977,17.164938334054565,8.582469167027282,0.00011912909747857547,0.00011911586150867176,1.3235969903706724e-8,5.403778742525997,5.403178349722591,0.0006003928034061801,0.00011110610408255287,3.1786904245012852,3.1792908173046914,-0.0006003928034061801,-0.15649263911232003,3.3351830636136053,6.570731029482273,-3.234947573065262,-0.0006003928034061801
86,45360.695723375466,17.77086121180844,8.88543060590422,0.00010365356170739131,0.00010363803009829525,1.5531609096064436e-8,5.581202034321471,5.580365738425264,0.000836295896207595,0.0001498415379097214,3.3042285715827493,3.305064867478957,-0.000836295896207595,-0.1583439119904333,3.4625724835731826,6.844743072392971,-3.3813342929235803,-0.000836295896207595
87,53844.76849986996,18.39949147034377,9.199745735171884,9.016370999330317e-5,9.014554101148644e-5,1.8168981816738092e-8,5.765427495360185,5.764265698143359,0.001161797216825633,0.0002015110271980017,3.4343182398116996,3.4354800370285252,-0.001161797216825633,-0.16022838246452276,3.5945466222762223,7.129607457630925,-3.5338990381378776,-0.001161797216825633
88,63943.99138842453,19.051675893827582,9.525837946913791,7.840895012553359e-5,7.83877612346695e-5,2.1188890864082916e-8,5.956715831648198,5.955106114881643,0.0016097167665556356,0.0002702356150688212,3.5691221152655928,3.5707318320321484,-0.0016097167665556356,-0.16214664256003797,3.7312687578256307,7.425741143065012,-3.6928626684728254,-0.0016097167665556356
89,75969.84556114361,19.72829264551372,9.86414632275686,6.816960928385757e-5,6.814497389302391e-5,2.4635390833655326e-8,6.155337798239947,6.153113359021859,0.0022244392180885697,0.0003613837763257484,3.708808524516912,3.7110329637350006,-0.0022244392180885697,-0.16409929552369862,3.8729078200406106,7.733576679985362,-3.858444420726663,-0.0022244392180885697
90,90294.45617928046,20.430252446514245,10.215126223257123,5.925323690473285e-5,5.922468109686509e-5,2.85558078677551e-8,6.361574643662823,6.358508821224246,0.0030658224385762267,0.00048192823480115753,3.8535515795943,3.8566174020328763,-0.0030658224385762267,-0.16608695602184564,4.019638535616146,8.053562800406539,-4.030858442351816,-0.0030658224385762267
91,107362.48306385255,21.15849980244163,10.579249901220814,5.149133012662298e-5,5.145832940592552e-5,3.300072069745922e-8,6.575718594717023,6.571504225964153,0.004214368752870179,0.0006408985865447513,4.003531306503791,4.007745675256661,-0.004214368752870179,-0.16811025033733706,4.171641556841128,8.386165028329112,-4.210309102735113,-0.004214368752870179
92,127705.35502863475,21.914014281157964,10.957007140578982,4.473643672510807e-5,4.469841282676306e-5,3.802389834500877e-8,6.798073392157979,6.792295344764673,0.005778047393305563,0.0008499536648090499,4.158933748421004,4.164711795814309,-0.005778047393305563,-0.17016981656308072,4.329103564984084,8.731866316579795,-4.396984704202406,-0.005778047393305563
93,151958.311609172,22.697811845538904,11.348905922769452,3.8859594731708564e-5,3.881591254162266e-5,4.3682190085901087e-8,7.028954891499901,7.021053621664341,0.007901269835560498,0.0011241030789819815,4.319951031269551,4.3278523011051115,-0.007901269835560498,-0.17226630479013894,4.49221733605969,9.091167711169785,-4.591049105274534,-0.007901269835560498
94,180880.80794533945,23.51094624605571,11.755473123027855,3.374807189470494e-5,3.3698036531083485e-5,5.003536362145622e-8,7.268691748253434,7.257915084158049,0.010776664095384803,0.001482613992810231,4.486781374774421,4.497558038869806,-0.010776664095384803,-0.1744003772871543,4.661181752061575,9.464589045571673,-4.792630629414713,-0.010776664095384803
95,215380.94890078413,24.354510479174827,12.177255239587414,2.9303371793895716e-5,2.9246225905994883e-5,5.7145887900833054e-8,7.517626213789752,7.502965736220304,0.014660477569448105,0.001950147181108321,4.659629025797662,4.67428950336711,-0.014660477569448105,-0.17657270866686803,4.836201734464529,9.852669667902354,-5.001807455868377,-0.014660477569448105
96,256544.75077696602,25.22963830511849,12.614819152559244,2.5439476476143024e-5,2.5374397818201095e-5,6.507865794192901e-8,7.776114985474228,7.756222314816035,0.019892670658193445,0.0025581759908839988,4.838704167085016,4.858596837743209,-0.019892670658193445,-0.17878398941922446,5.017488156504241,10.255968987929457,-5.218588160767023,-0.019892670658193445
97,305671.18756420235,26.137505897934556,13.068752948967278,2.2081300320659767e-5,2.2007399662567545e-5,7.39006580922223e-8,8.044530574415107,8.017607517581537,0.02692305683357077,0.003346753000006872,5.024222374552171,5.051145431385741,-0.02692305683357077,-0.1810349126187636,5.205257287170934,10.675068128186464,-5.442887784181959,-0.02692305683357077
98,364314.1688937794,27.07933352532004,13.53966676266002,1.9163328259069398e-5,1.907964769387336e-5,8.368056519603842e-8,8.323262495404546,8.28691727914177,0.03634521626277554,0.004366703114655163,5.216404267255474,5.252749483518249,-0.03634521626277554,-0.18332619395731253,5.399730461212786,11.110569535917866,-5.674493858442304,-0.03634521626277554
99,434332.8248038234,28.05638738035198,14.02819369017599,1.6628419799933084e-5,1.653393151100748e-5,9.448828892560243e-8,8.612719068101054,8.5637786938783,0.0489403742227541,0.005682337231225232,5.415474622074935,5.464414996297689,-0.0489403742227541,-0.1856585585925079,5.601133180667443,11.563098703376461,-5.913025148486263,-0.0489403742227541
100,517951.7459702162,29.069981537835048,14.534990768917524,1.4426758317973677e-5,1.4320363866326979e-5,1.0639445164669847e-7,8.91332962208104,8.84759560224194,0.0657340198391001,0.007374799612061564,5.621661146836484,5.687395166675584,-0.0657340198391001,-0.18803274438638384,5.809693891222867,12.033304944603241,-6.157877033541274,-0.0657340198391001
