comparison_type,T_report,n_buffer,terminal_rule,T_solve,t,periods_to_terminal,n,phi,G,q,d,dividend_yield,free_entry_resid,clearing_resid,pricing_identity_resid,terminal_phi,terminal_q,terminal_mc_resid
unreduced_equilibrium,45,0,local_loglinear,45,14,31,2.73394233406724,0.5472978808586478,1.0905404238282705,1.3535724563458982,0.1481614673893489,0.10945957617172955,4.440892098500626e-16,1.7763568394002505e-15,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,15,30,2.9814746317157392,0.5361678443347417,1.0927664311330516,1.4166979734113458,0.1519175796954717,0.10723356886694835,0.0,-2.6645352591003757e-15,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,16,29,3.2580553928137377,0.5249972707741564,1.0950005458451688,1.4842845968613685,0.1558490724808675,0.10499945415483128,0.0,0.0,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,17,28,3.567572433524839,0.5137972405679092,1.0972405518864181,1.5566857856263134,0.15996417221721754,0.10275944811358184,0.0,-2.6645352591003757e-15,-2.220446049250313e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,18,27,3.914485145855566,0.5025789652989412,1.0994842069402118,1.634285360829302,0.16427148912975947,0.10051579305978824,0.0,-8.881784197001252e-16,-2.220446049250313e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,19,26,4.303914596170246,0.4913537430828053,1.101729251383439,1.7175002457903488,0.16878003490294521,0.09827074861656107,0.0,-3.552713678800501e-15,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,20,25,4.741748606056901,0.4801329130836746,1.1039734173832652,1.8067834601897206,0.17349924121045832,0.09602658261673488,8.881784197001252e-16,5.329070518200751e-15,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,21,24,5.2347644130009705,0.4689278095939928,1.1062144380812013,1.9026273923076913,0.17843897910967527,0.09378556191879858,-6.661338147750939e-16,-5.329070518200751e-15,4.440892098500626e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,22,23,5.790771973615338,0.4577497160734841,1.1084500567853033,2.0055673755247647,0.18360957934254085,0.09154994321469688,-8.881784197001252e-16,0.0,-4.440892098500626e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,23,22,6.4187815229846645,0.4466098195447701,1.110678036091046,2.1161855977487325,0.1890218535867606,0.08932196390895403,-4.440892098500626e-16,-1.0658141036401503e-14,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,24,21,7.1291996560461,0.43551916573847227,1.1128961668523056,2.2351153751536486,0.19468711670322997,0.08710383314769449,-4.440892098500626e-16,-1.7763568394002505e-14,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,25,20,7.93405896993848,0.42448861537048865,1.1151022769259022,2.36304582459289,0.2006172100276903,0.08489772307409782,-2.220446049250313e-15,-2.4868995751603507e-14,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,26,19,8.847287222642779,0.4135288019183259,1.1172942396163348,2.5007269723090353,0.20682452575675972,0.08270576038366524,-1.7763568394002505e-15,-7.105427357601002e-15,-4.440892098500626e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,27,18,9.885023050089977,0.4026500912423031,1.1194699817515394,2.6489753401340415,0.21332203248071654,0.08053001824846062,0.0,0.0,-4.440892098500626e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,28,17,11.065986573497772,0.39186254337155885,1.1216274913256883,2.8086800542839097,0.2201233019177321,0.07837250867431175,8.881784197001252e-16,-1.4210854715202004e-14,-4.440892098500626e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,29,16,12.411914759476057,0.38117587674466125,1.1237648246510679,2.98080952613487,0.2272425369066596,0.07623517534893229,-1.3322676295501878e-15,-2.842170943040401e-14,8.881784197001252e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,30,15,13.948073213266612,0.37059943516086824,1.1258801129678264,3.166418759058839,0.23469460071799664,0.07411988703217365,-4.440892098500626e-16,0.0,-4.440892098500626e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,31,14,15.703858245036127,0.3601421576614276,1.1279715684677145,3.366657340533132,0.24249504774525726,0.07202843153228555,-1.3322676295501878e-15,-4.973799150320701e-14,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,32,13,17.71350561564805,0.34981255152149016,1.130037489695702,3.5827781843659783,0.250660155641719,0.06996251030429805,-4.440892098500626e-16,-4.263256414560601e-14,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,33,12,20.016925419617642,0.33961866849300826,1.1320762663013983,3.8161470940415536,0.25920695897037105,0.06792373369860165,-4.440892098500626e-16,-2.842170943040401e-14,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,34,11,22.66068619187429,0.329568084398173,1.1340863831203654,4.068253224937624,0.2681532844378765,0.0659136168796346,0.0,-5.684341886080802e-14,8.881784197001252e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,35,10,25.69917564236832,0.31966788213226904,1.1360664235735463,4.340720530560977,0.2775177877864972,0.06393357642645378,1.7763568394002505e-15,1.4210854715202004e-14,1.7763568394002505e-15,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,36,9,29.19597056081377,0.3099246380950126,1.1380150723809974,4.635320286042055,0.287319992421211,0.06198492761900255,-1.7763568394002505e-15,-1.1368683772161603e-13,-8.881784197001252e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,37,8,33.22545455099795,0.3003444120311327,1.1399311175937734,4.953984790998081,0.2975803298526984,0.060068882406226515,2.6645352591003757e-15,-8.526512829121202e-14,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,38,7,37.87472953888022,0.29093274022477855,1.1418134519550442,5.2988223635861935,0.30832018204049383,0.05818654804495571,0.0,-8.526512829121202e-14,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,39,6,43.2458756766525,0.28169463195876987,1.143661073608246,5.672133748206541,0.31956192572439185,0.05633892639175397,0.0,-1.7053025658242404e-13,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,40,5,49.458624605489135,0.2726345691192019,1.1454730861761595,6.076430070966716,0.3313289788361944,0.054526913823840374,1.7763568394002505e-15,-5.684341886080802e-14,8.881784197001252e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,41,4,56.65352336487778,0.26375650879879853,1.1472486982402403,6.514452489781236,0.343645849088068,0.052751301759759714,-1.7763568394002505e-15,-1.1368683772161603e-13,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,42,3,64.99568093107906,0.25506388872890784,1.1489872222542183,6.989193699958343,0.3565381848381918,0.05101277774578158,-8.881784197001252e-16,-3.410605131648481e-13,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,43,2,74.679206891522,0.24655963535032277,1.1506880729299356,7.503921471437017,0.37003282833899365,0.04931192707006455,8.881784197001252e-16,1.1368683772161603e-13,-8.881784197001252e-16,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,44,1,85.93247266594142,0.23824617431722037,1.1523507651365559,8.062204410607562,0.38415787147813446,0.04764923486344408,-1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,0,local_loglinear,45,45,0,99.02435062667377,0.2301254432164445,1.153974911356711,8.667940158017835,0.3989427141274943,0.046025088643288886,3.552713678800501e-15,1.1368683772161603e-13,0.0,0.22228151099313265,9.318736313218945,-0.8534882364428995
unreduced_equilibrium,45,5,local_loglinear,50,0,50,1.0,0.6933034373659253,1.061339312526815,0.7944952996089383,0.11016526443798952,0.13866068747318505,0.0,0.0,0.0,0.18556010502728146,13.558445423444823,-2.2879960734876477
unreduced_equilibrium,45,5,local_loglinear,50,1,49,1.061339312526815,0.6837406048898589,1.0632518790220282,0.8201279634626585,0.11215095796500923,0.13674812097797176,0.0,-3.3306690738754696e-16,0.0,0.18556010502728146,13.558445423444823,-2.2879960734876477
unreduced_equilibrium,45,5,local_loglinear,50,2,48,1.1284710183240836,0.6740161890406458,1.0651967621918708,0.847375086022342,0.11422890523375369,0.13480323780812917,0.0,-6.661338147750939e-16,1.1102230246251565e-16,0.18556010502728146,13.558445423444823,-2.2879960734876477
unreduced_equilibrium,45,5,local_loglinear,50,3,47,1.2020436749461771,0.6641359359922223,1.0671728128015556,0.8763525071879,0.11640343852407335,0.13282718719844447,0.0,0.0,-1.1102230246251565e-16,0.18556010502728146,13.558445423444823,-2.2879960734876477
unreduced_equilibrium,45,5,local_loglinear,50,4,46,1.2827883297026306,0.6541061017497392,1.0691787796500523,0.9071853461638,0.11867909406873818,0.13082122034994784,0.0,-4.440892098500626e-16,1.1102230246251565e-16,0.18556010502728146,13.558445423444823,-2.2879960734876477
unreduced_equilibrium,45,5,local_loglinear,50,5,45,1.3715300609007874,0.6439334452014471,1.0712133109597106,0.9400088038295782,0.1210606215139343,0.12878668904028942,0.0,2.220446049250313e-16,-1.1102230246251565e-16,0.18556010502728146,13.558445423444823,-2.2879960734876477
unreduced_equilibrium,45,5,local_loglinear,50,6,44,1.469201257618306,0.633625217926103,1.0732749564147794,0.9749690377858048,0.12355299380764671,0.1267250435852206,0.0,-4.440892098500626e-16,1.1102230246251565e-16,0.18556010502728146,13.558445423444823,-2.2879960734876477
unreduced_equilibrium,45,5,local_loglinear,50,7,43,1.5768569157348264,0.6231891506930474,1.0753621698613904,1.0122241168309947,0.1261614175357855,0.12463783013860946,0.0,1.5543122344752192e-15,2.220446049250313e-16,0.18556010502728146,13.558445423444823,-2.2879960734876477
unreduced_equilibrium,45,5,local_loglinear,50,8,42,1.6956922744655427,0.6126334366259589,1.0774733126748082,1.051945062261399,0.12889134372698186,0.1225266873251918,0.0,-1.1102230246251565e-15,0.0,0.18556010502728146,13.558445423444823,-2.2879960734876477
