T_report,n_buffer,terminal_rule,T_solve,t,periods_to_terminal,n,phi,G,q,d,dividend_yield,V,B,fundamental_share,bubble_share,terminal_phi,terminal_q,terminal_mc_resid
45,0,local_loglinear,45,0,45,1.0,0.6933034373659253,1.061339312526815,0.7944952996089383,0.11016526443798952,0.13866068747318505,0.7944952996089383,0.0,1.0,0.0,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,1,44,1.061339312526815,0.6837406048898589,1.0632518790220282,0.8201279634626585,0.11215095796500923,0.13674812097797176,0.8201279634626585,0.0,1.0,0.0,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,2,43,1.1284710183240836,0.6740161890406458,1.0651967621918708,0.847375086022342,0.11422890523375369,0.13480323780812917,0.847375086022342,0.0,1.0,0.0,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,3,42,1.2020436749461771,0.6641359359922223,1.0671728128015556,0.8763525071879,0.11640343852407335,0.13282718719844447,0.8763525071879001,-1.1102230246251565e-16,1.0000000000000002,-1.2668680873495943e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,4,41,1.2827883297026306,0.6541061017497392,1.0691787796500523,0.9071853461638,0.11867909406873818,0.13082122034994784,0.9071853461638,0.0,1.0,0.0,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,5,40,1.3715300609007874,0.6439334452014471,1.0712133109597106,0.9400088038295782,0.1210606215139343,0.12878668904028942,0.9400088038295783,-1.1102230246251565e-16,1.0000000000000002,-1.1810772623640637e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,6,39,1.469201257618306,0.633625217926103,1.0732749564147794,0.9749690377858048,0.12355299380764671,0.1267250435852206,0.9749690377858047,1.1102230246251565e-16,0.9999999999999999,1.1387264431971289e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,7,38,1.5768569157348264,0.6231891506930474,1.0753621698613904,1.0122241168309947,0.1261614175357855,0.12463783013860946,1.0122241168309947,0.0,1.0,0.0,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,8,37,1.6956922744655427,0.6126334366259589,1.0774733126748082,1.051945062261399,0.12889134372698186,0.1225266873251918,1.0519450622613993,-2.220446049250313e-16,1.0000000000000002,-2.1108003914928324e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,9,36,1.8270631722454684,0.6019667110374443,1.0796066577925112,1.0943169840825315,0.13174847914811538,0.12039334220748889,1.0943169840825318,-2.220446049250313e-16,1.0000000000000002,-2.0290702616773521e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,10,35,1.9725095649637134,0.5911980279796067,1.0817603944040786,1.1395403209841124,0.1347387981138111,0.11823960559592137,1.1395403209841124,0.0,1.0,0.0,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,11,34,2.133782724960964,0.5803368335949142,1.083932633281017,1.187832193765546,0.1378685548343995,0.11606736671898282,1.1878321937655463,-2.220446049250313e-16,1.0000000000000002,-1.8693263753117167e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,12,33,2.3128767279164824,0.5693929363914407,1.0861214127217118,1.2394278828135994,0.14114429632813236,0.11387858727828813,1.2394278828135996,-2.220446049250313e-16,1.0000000000000002,-1.791508872795184e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,13,32,2.5120649391758203,0.5583764746061557,1.0883247050787688,1.2945824412353357,0.1445728759248035,0.11167529492123114,1.294582441235336,-2.220446049250313e-16,1.0000000000000002,-1.7151831961597485e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,14,31,2.73394233406724,0.5472978808586477,1.0905404238282705,1.3535724563458982,0.1481614673893489,0.10945957617172955,1.3535724563458984,-2.220446049250313e-16,1.0000000000000002,-1.6404338303725723e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,15,30,2.9814746317157392,0.5361678443347417,1.0927664311330516,1.4166979734113458,0.1519175796954717,0.10723356886694835,1.416697973411346,-2.220446049250313e-16,1.0000000000000002,-1.567339045388466e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,16,29,3.2580553928137377,0.5249972707741564,1.0950005458451688,1.4842845968613685,0.1558490724808675,0.10499945415483128,1.4842845968613687,-2.220446049250313e-16,1.0000000000000002,-1.4959705530500103e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,17,28,3.567572433524839,0.5137972405679092,1.0972405518864181,1.5566857856263134,0.15996417221721754,0.10275944811358184,1.5566857856263139,-4.440892098500626e-16,1.0000000000000002,-2.852786438667125e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,18,27,3.914485145855566,0.5025789652989412,1.0994842069402118,1.634285360829302,0.16427148912975947,0.10051579305978824,1.6342853608293024,-4.440892098500626e-16,1.0000000000000002,-2.717329668942968e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,19,26,4.303914596170246,0.4913537430828053,1.101729251383439,1.7175002457903488,0.16878003490294521,0.09827074861656107,1.717500245790349,-2.220446049250313e-16,1.0000000000000002,-1.2928359426397182e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,20,25,4.741748606056901,0.48013291308367456,1.1039734173832652,1.8067834601897206,0.17349924121045837,0.09602658261673491,1.8067834601897208,-2.220446049250313e-16,1.0000000000000002,-1.2289497320377043e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
45,0,local_loglinear,45,21,24,5.2347644130009705,0.46892780959399283,1.1062144380812013,1.9026273923076913,0.17843897910967524,0.09378556191879857,1.9026273923076917,-4.440892098500626e-16,1.0000000000000002,-2.3340839706477057e-16,0.22228151099313256,9.318736313218956,-0.8534882364415353
