T_report,hkt_entry_gate,hkt_entry_reason,hkt_attempted,hkt_residual_safe,hkt_scalar_root_residual,psi_ok,equity_weights_ok,hkt_admissible,hkt_admissibility_reason
105,false,tail e_W/e_US exceeds threshold | tail Y_W/Y_US exceeds threshold | LL-successor e_W/e_US exceeds threshold | HKT-successor e_W/e_US exceeds threshold | distance from zeta=1 is too large | LL and HKT successor phi values remain too far apart,false,,,,,false,tail e_W/e_US exceeds threshold | tail Y_W/Y_US exceeds threshold | LL-successor e_W/e_US exceeds threshold | HKT-successor e_W/e_US exceeds threshold | distance from zeta=1 is too large | LL and HKT successor phi values remain too far apart
