selected_label,classification,evidence_window_end,reference_kind,reference_T_report,selected_T_report,fixed_nu_b,all_u_xi_W_seed,reference_xi_W_eff_min,reference_xi_W_eff_max,selected_xi_W_eff_min,selected_xi_W_eff_max,max_common_growth_log_gap,current_t15_rebased_nfa,anchor_selected_first_window_max_gap,reference_hard_valid,selected_hard_valid,reference_nfa_savings_identity_error,reference_nfa_portfolio_identity_error,selected_nfa_savings_identity_error,selected_nfa_portfolio_identity_error
pathwise_hi_exp_pi075,AHP-matching calibration; fixed nu_b with recalibrated post-switch xi_W,15,first_no_buffer_grid_anchor,30,105,0.1,1.0,0.06021729289900954,0.0624638731890262,0.02130211648165336,0.06246387513893015,1.1772334685853855e-9,-0.04103904249437732,2.5598951798599945e-8,true,true,0.0,3.1657278132257716e-8,0.0,6.830126403656323e-5
