T_report,n_buffer,terminal_rule,reference_rule,T0,status,residual_safe,max_u_residual,max_bgp_residual,max_log_q_US_error,t_max_log_q_US_error,max_log_d_over_q_US_error,t_max_log_d_over_q_US_error,max_log_phi_US_error,t_max_log_phi_US_error,max_log_Q_US_error,t_max_log_Q_US_error,max_abs_rebased_NFA_error,t_max_abs_rebased_NFA_error,max_log_cond_1b_error,t_max_log_cond_1b_error,log_cond_1b_start_t,domain_status,domain_message
105,0,local_loglinear,local_loglinear,105,ok,true,5.674334913045487e-7,9.830649674274932e-10,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,2,2,ok,
