T_report,n_buffer,terminal_rule,elapsed_sec,status,T_extended,branch_iters,warm_start_T,branch_converged,max_u_residual,max_u_residual_t,terminal_u_residual,max_bgp_residual,residual_safe,hard_valid,model_residuals,psi_interior,equity_interior,theta_feasible,theta_interior,positive_foreign_claims,positive_returns,accounting_exact,positive_output,finite_accounting,exact_common,extended_bgp_valid,exponent_ordering,robust_ordering_002,accounting_residual_max,accounting_scale,nfa_identity_error,psi_ok,psi_min,equity_weights_ok,equity_weight_min,nu_b_reference,nu_b_eff_min,nu_b_eff_max,xi_W_eff_min,xi_W_eff_max,nu_b_ordering_ok,max_common_growth_log_gap,max_common_growth_level_gap,all_extended_bgp_converged,max_extended_bgp_residual,terminal_successor_scope,terminal_successor_N_US,terminal_successor_phi_US,terminal_successor_phi_W,hkt_scalar_root_residual,phi_US_report_end,q_US_report_end,q_growth,nfa_final,nfa_min,rebased_nfa_t15,nfa_savings_identity_error,nfa_portfolio_identity_error,cond_1b_final,error,search_stage,selected_for_downstream,search_right_censored,search_outcome
105,0,local_loglinear,1.8313989639282227,ok,105,500,104,true,5.674334913045487e-7,105,5.674334913045487e-7,9.830649674274932e-10,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,6.821210263296962e-13,7809.347475366452,6.830126403656323e-5,true,0.9525656823237354,true,0.21183263834179383,0.1,0.1,0.1,0.02130211648165336,0.06246387513893015,true,1.1772334685853855e-9,1.1783543030219334e-9,true,9.830649674274932e-10,T_report_plus_1_only,240.7121376782392,0.35675387021077687,0.24171017860983243,,0.36698606918507204,34.881878851889404,32.38819234021984,7809.347407065188,-0.02232556039442657,-0.04103904249437732,0.0,6.830126403656323e-5,0.0015211759605557572,,coarse_grid,true,true,safe_at_cap_right_censored
