nu_b,t,s_W,A_t,B_t,zeta,m_t,mu_t,zeta_from_A_B,zeta_from_m_mu
1.0,5,0.4501099780043991,2.189643010457954,2.2524991759431385,0.9371438345148149,2.189108002170192,0.4630308911983997,0.9371438345148153,0.9371438345148154
1.0,6,0.4501099780043991,2.2533476347151007,2.3077050776814487,0.945642557103238,2.2527970611037755,0.4609679686140245,0.945642557033652,0.9456425570336523
1.0,7,0.4501099780043991,2.3131146713950907,2.3613528254324283,0.9517618459626626,2.3125494945540126,0.4594966611296346,0.9517618459626624,0.9517618459626622
1.0,8,0.4501099780043991,2.3695542306447734,2.4146985712768565,0.9548556594666637,2.3689752635959707,0.4586853960750802,0.9548556593679169,0.954855659367917
1.0,9,0.4501099780043991,2.4236697216856955,2.4698126935744784,0.9538570284093666,2.4230775322823517,0.45867938491495464,0.9538570281112171,0.9538570281112173
1.0,10,0.4501099780043991,2.4770888028724456,2.5300792295455095,0.9470095740517199,2.4764835612724547,0.4597388293223649,0.9470095733269361,0.947009573326936
1.0,11,0.4501099780043991,2.532475979177022,2.600956315125308,0.9315196657354998,2.5318572045041887,0.4622813402446971,0.9315196640517138,0.931519664051714
1.0,12,0.4501099780043991,2.594271244477054,2.690769061739147,0.9035021866696396,2.5936373710055025,0.46685249500133275,0.9035021827379071,0.903502182737907
1.0,13,0.4501099780043991,2.6700104209851223,2.8088866336228424,0.8611237966137942,2.669358041717445,0.4735217102300116,0.8611237873622799,0.8611237873622797
1.3,1,0.4501099780043991,1.8909842208420473,2.0089032664424047,0.8820809543996424,1.8905221856037253,0.4781781863143775,0.8820809543996426,0.8820809543996424
1.3,2,0.4501099780043991,1.9736262707478431,2.0782572655976312,0.8953690053316733,1.973144043093951,0.4739723756064391,0.8953690051502119,0.8953690051502119
1.3,3,0.4501099780043991,2.0529283341851197,2.1462814575102387,0.9066468766748788,2.052426730194093,0.4705778977007728,0.906646876674881,0.9066468766748811
1.3,4,0.4501099780043991,2.1291069861567515,2.213702323051669,0.9154046632311159,2.1285867689899876,0.4679940981902895,0.9154046631050825,0.9154046631050823
1.3,5,0.4501099780043991,2.202704171524155,2.281835554891584,0.9208686170147801,2.2021659719264925,0.46628002284629244,0.9208686166325712,0.9208686166325711
1.3,6,0.4501099780043991,2.2747387046432825,2.3529002870518188,0.9218384185123109,2.2741829044266884,0.46557606563322507,0.9218384175914638,0.9218384175914642
1.3,7,0.4501099780043991,2.3469662463780776,2.4304818592567248,0.9164843892086396,2.3463927983836275,0.466126915075328,0.9164843871213528,0.9164843871213527
1.3,8,0.4501099780043991,2.4223218711997685,2.5200171464704697,0.9023047294172232,2.4217300111246196,0.46826347722597417,0.9023047247292988,0.9023047247292983
1.3,9,0.4501099780043991,2.5056464454902803,2.6280852238547676,0.8775612322189228,2.505034226234385,0.4721046676126297,0.8775612216355126,0.8775612216355124
