nu_b,t,Y_US,delta_NFA,VA,CA,VA_asset,VA_liability,CA_asset,CA_liability,CA_bond,adding_up_residual,n_W,n_US_star,bond,q_W,q_US,NFA
0.5,9,3.0430654161737123,-0.009685530318459978,-0.013092067155433096,0.003406536836973166,-0.0024763195525713115,-0.010615747602861785,0.022130797360197494,-0.015675512435263893,-0.0030487480879604345,-4.85722573273506e-17,0.3848689164557306,0.516597317489799,-0.19473802398910936,2.2128957422670537,1.2391806752287047,0.01677934985836471
0.5,10,3.122755050081924,-0.00842317960158423,-0.012993349537407396,0.004570169935823203,-0.002062080207839935,-0.01093126932956746,0.02394688984688692,-0.016254276042160516,-0.003122443868903202,-3.642919299551295e-17,0.39571669860281317,0.5294940482006392,-0.19786046785801256,2.2075378655467675,1.2603408109078515,0.008356170256780482
0.5,11,3.2114958954482953,-0.00717277026211971,-0.012933020772326668,0.005760250510206916,-0.0016776027310196435,-0.011255418041307023,0.025839261410155412,-0.016878771152089283,-0.0032002397478592126,4.163336342344337e-17,0.40744423432004867,0.5426641487792078,-0.20106070760587177,2.203298462112586,1.2815977411406954,0.001183399994660772
0.5,12,3.3095108147022283,-0.005920955044661724,-0.012907342293196672,0.006986387248535071,-0.0013165922289485343,-0.011590750064248138,0.02781588702464883,-0.017548118643850696,-0.0032813811322630615,-1.231653667943533e-16,0.4200874336060152,0.556132070180246,-0.20434208873813484,2.2000671187334224,1.3029567162827294,-0.004737555050000952
0.5,13,3.4170794636031845,-0.004654390906897565,-0.01291299530484143,0.008258604397943795,-0.0009735093431266536,-0.011939485961714777,0.02988535991577961,-0.018261739316945455,-0.0033650162008903584,6.938893903907228e-17,0.43368559704553306,0.5699204932720973,-0.2077071049390252,2.1977497217697235,1.3244255122790565,-0.009391945956898518
0.5,14,3.534537930778989,-0.003359353057777681,-0.012946785826955683,0.009587432769177957,-0.0006433594452019036,-0.01230342638175378,0.032056776247411906,-0.019019341352962592,-0.0034500021252713564,4.5102810375396984e-17,0.44828163075378297,0.5840506202036397,-0.21115710706429655,2.1962662520635936,1.3460134820520258,-0.012751299014676198
0.5,15,3.662278791212506,-0.0020212571896883746,-0.013005304340003652,0.010984047150315365,-0.00032148911186139764,-0.012683815228142254,0.03433961046596695,-0.019820897325965123,-0.003534665989686464,-8.673617379884035e-17,0.4639221876291317,0.5985424355766745,-0.21469177305398301,2.1955490932736588,1.367730461350361,-0.014772556204364573
0.5,16,3.800751452825073,-0.0006238639266070711,-0.01308440091000821,0.012460536983401077,-3.3443866293853697e-6,-0.013081056523378825,0.03674348837506052,-0.02066661201526703,-0.0036163393763924134,6.245004513516506e-17,0.48065768634005285,0.6134149387704602,-0.21830811243037543,2.1955418843349217,1.389585313647969,-0.015396420130971644
0.5,17,3.9504625738841606,0.0008520136322234251,-0.013178343374629075,0.01403035700685246,0.0003158506086413203,-0.013494193983270395,0.03927779487720141,-0.021556867680269185,-0.0036905701900797616,3.9898639947466563e-17,0.49854212885587157,0.6286863437228337,-0.2219986826204552,2.196199006061293,1.4115837899327468,-0.014544406498748219
0.5,18,4.1119761702361535,0.002430666873075138,-0.01327839806159724,0.015709064934672525,0.0006415752323526868,-0.013919973293949927,0.04195098790436823,-0.022492127503256982,-0.003749795466438721,-1.491862189340054e-16,0.5176325756870981,0.6443742372069314,-0.2257484780868939,2.1974859088027423,1.4337251541168665,-0.012113739625673081
0.5,19,4.285912763980925,0.004145395349126502,-0.013370265488337854,0.01751566083746417,0.0009808244173329127,-0.014351089905670767,0.044769331256984714,-0.0234727453079732,-0.0037809251115473452,1.8735013540549517e-16,0.5379880014298497,0.6604956668244131,-0.22952940319844126,2.1993807362602897,1.4559965130214003,-0.00796834427654658
0.5,20,4.472946355282986,0.006045388049732425,-0.0134295134925881,0.019474901542320518,0.001343509568036272,-0.014773023060624372,0.047734671548045095,-0.02449857778307446,-0.003761192222650117,6.938893903907228e-18,0.559667073149085,0.6770670883189311,-0.23329059542109137,2.20187802163555,1.4783630837691712,-0.0019229562268141542
0.5,21,4.673797034699147,0.008208260048812699,-0.013413240270460558,0.021621500319273124,0.0017449785864159868,-0.015158218856876545,0.050840493010649614,-0.025568162914341004,-0.003650829777035486,1.3183898417423734e-16,0.5827240288630968,0.6941039988113626,-0.23694142519812686,2.2049959084474318,1.500751144152541,0.006285303821998545
0.5,22,4.88921518093639,0.010762824465621268,-0.013244892275394505,0.024007716741016073,0.002210577590464622,-0.015455469865859127,0.05406507555014054,-0.026676941079450373,-0.0033804177296740956,-2.983724378680108e-16,0.6072012718070596,0.7116198405054374,-0.24032184292780095,2.2087894324501702,1.5230179368699526,0.017048128287619813
0.5,23,5.119949737215902,0.013930480991420913,-0.012786618337408462,0.026717099328829326,0.002783938572475096,-0.015570556909883558,0.05735986649936148,-0.027813345760619466,-0.0028294214099126858,4.85722573273506e-17,0.6331163944546991,0.7296231901977931,-0.24315126433771364,2.2133743019188885,1.5448983792404525,0.030978609279040725
0.5,24,5.3666866431731854,0.018100582179030322,-0.011788910102880325,0.029889492281910568,0.003542044765760693,-0.015330954868641018,0.06063073561625824,-0.028949832975009814,-0.0017914103593378583,7.979727989493313e-17,0.6604402271840352,0.7481107297855334,-0.2449426746970515,2.2189689205337033,1.5659105332873722,0.04907919145807105
0.5,25,5.629931250160727,0.023965547197929205,-0.00980021526799374,0.03376576246592292,0.004622137254473811,-0.01442235252246755,0.06370999460178177,-0.030022034059195492,7.78019233366456e-5,2.0816681711721685e-17,0.6890614873186319,0.7670498190455219,-0.24486487277371485,2.225967490675594,1.585188899374438,0.07304473865600025
0.5,26,5.909786002825514,0.032762281244399505,-0.0060053278774430145,0.03876760912184253,0.006269360843787988,-0.012274688721231003,0.06632438800420913,-0.030877754986602918,0.0033209761042363173,-1.3877787807814457e-17,0.7187359537927224,0.7863340568028127,-0.24154389666947854,2.235065896201325,1.6011913654678465,0.10580701990039976
0.5,27,6.205530416665465,0.04668930072607913,0.0010542497907808455,0.0456350509352983,0.008917484343559687,-0.007863234552778842,0.06809144515851083,-0.031149808387362622,0.008693414164150093,-1.3877787807814457e-17,0.7490328440932843,0.8056674591916024,-0.23285048250532844,2.247473073408062,1.611191230645695,0.1524963206264789
0.5,28,6.514824725415239,0.06958919677736963,0.01393872060086074,0.05565047617650898,0.013315917750519478,0.0006228028503412606,0.06866675747145155,-0.029941164112750236,0.016924882817807657,-8.326672684688674e-17,0.7793459400612771,0.8242596261507574,-0.2159255996875208,2.265250555204122,1.61041820345782,0.22208551740384852
0.5,29,6.832181839933115,0.10789464081282008,0.03694719219511679,0.07094744861770316,0.020690519113085313,0.01625667308203147,0.06834903078225478,-0.025128197279500983,0.027726615114949366,1.249000902703301e-16,0.8091692479043855,0.8400566144115992,-0.18819898457257142,2.2917991237531012,1.590695445522982,0.3299801582166686
0.5,30,7.145944920126706,0.17095091538526663,0.07634588221277852,0.09460503317248824,0.032737527132258956,0.04360835508051957,0.06923421024058167,-0.012431350477543426,0.037802173409449996,-1.249000902703301e-16,0.8388547417335163,0.8481352976917085,-0.15039681116312142,2.332257318645015,1.538784235811165,0.5009310736019352
0.5,31,7.431000542015441,0.25546067654607896,0.130366718151635,0.12509395839444404,0.04830840971364233,0.08205830843799267,0.07826300083252986,0.012048735704000547,0.034782221857913645,-8.326672684688674e-17,0.8716028794199189,0.8397799151302648,-0.11561458930520778,2.3898458465632237,1.4420327992640443,0.7563917501480142
0.5,32,7.616643339451862,0.1065859729299703,0.039709177156273964,0.06687679577369644,0.014537567207073164,0.0251716099492008,0.06586469229989328,-0.007334971022993601,0.008347074496796766,-1.1102230246251565e-16,0.8989720915710091,0.8449744377068991,-0.10726751480841101,2.406524964485308,1.4120587435672058,0.8629777230779845
0.5,33,7.768396204768265,0.07327226119337582,0.020566532171032215,0.0527057290223433,0.006425641252836662,0.01414089091819555,0.06015582725108018,-0.011699454814543373,0.004249356585806496,3.0531133177191805e-16,0.9238950343197088,0.853359199513448,-0.10301815822260452,2.4136727294861187,1.395323455152362,0.9362499842713603
0.5,34,7.899151930737615,0.052747449098939025,0.00898096417532136,0.04376648492361778,0.0014734754233586016,0.007507488751962759,0.05613891467953683,-0.014692189504219416,0.0023197597483003707,-1.1796119636642288e-16,0.9471383863691569,0.8639556042972815,-0.10069839847430415,2.415267581031612,1.3865258834425318,0.9889974333702993
0.5,35,8.017090513871194,0.038025952015736,0.0006105081229306644,0.037415443892805406,-0.001928079523373869,0.0025385876463045335,0.053396715790894195,-0.017192861851001714,0.0012115899529129281,-6.938893903907228e-17,0.9692650273997551,0.8763818955155386,-0.09948680852139122,2.413231891684499,1.3835875523133885,1.0270233853860353
0.5,36,8.12857215930743,0.027038109021882084,-0.005848313280691462,0.03288642230257351,-0.004304974476935322,-0.001543338803756141,0.05180190481101407,-0.019432892881520898,0.0005174103730803403,3.469446951953614e-17,0.9907703873645278,0.89040933457722,-0.09896939814831088,2.4087904083386236,1.3853485868711006,1.0540614944079174
0.5,37,8.23887272721934,0.01884555488863149,-0.01098730086171889,0.029832855750350246,-0.005929107710292241,-0.005058193151426647,0.051274768292789416,-0.02150460114847924,6.268860604007054e-5,1.3183898417423734e-16,1.0121099240781828,0.9058688224347692,-0.09890670954227081,2.4028060674803307,1.3910293372350087,1.072907049296549
0.5,38,8.352468172318938,0.01289817729081677,-0.015144433739174998,0.028042611029991404,-0.006979233878580327,-0.00816519986059467,0.05174163260831715,-0.023456654897063816,-0.00024236668126192962,3.642919299551295e-16,1.033705737467888,0.9226230612881785,-0.09914907622353274,2.395910340333957,1.400043004179245,1.0858052265873657
0.5,39,8.473185358654712,0.008811653941569686,-0.018543657270287832,0.02735531121185792,-0.007588202229087943,-0.01095545504119989,0.05312720346172129,-0.025322060660314435,-0.0004498315895489352,-4.0245584642661925e-16,1.0559480050803383,0.9405575830324325,-0.09959890781308167,2.388569564372245,1.4119172521802692,1.0946168805289354
0.5,40,8.60430895600976,0.006290509941623057,-0.021346178289769216,0.02763668823139239,-0.007859523989215739,-0.013486654300553477,0.05535613458819954,-0.027127062670766214,-0.0005923836860409343,-1.1796119636642288e-16,1.0791958818139198,0.9595773507965666,-0.1001912914991226,2.381126466841493,1.4262562512419443,1.1009073904705584
0.5,41,8.748671027820647,0.005095369136688399,-0.023674460563509407,0.02876982970019737,-0.00787511666222315,-0.015799343901286258,0.05835618962122792,-0.028894685731848696,-0.000691674189181854,4.371503159461554e-16,1.103779027126595,0.97960525829101,-0.10088296568830446,2.3738292589898595,1.4427211499686294,1.1060027596072468
0.5,42,8.908732500180529,0.005029505183221206,-0.025623858073221817,0.030653363256443654,-0.00769947661019153,-0.017924381463030287,0.062061449120971515,-0.030645625096495897,-0.0007624607680319639,-6.314393452555578e-16,1.130000102447907,1.000580776937232,-0.10164542645633642,2.366853699189421,1.461018705347518,1.111032264790468
0.5,43,9.086658241136503,0.005933670452366924,-0.027268369856016297,0.03320204030838292,-0.007382428388946389,-0.019885941467069908,0.06641458514208583,-0.03239789087530853,-0.0008146539583943763,3.0531133177191805e-16,1.1581380536145551,1.0224580419355906,-0.1024600804147308,2.3603205773136318,1.4808931042220803,1.116965935242835
0.5,44,9.284385731843496,0.007694611756505987,-0.02865705666969283,0.036351668426198906,-0.006959651255667579,-0.02169740541402525,0.07136579563063623,-0.034163357644244975,-0.0008507695601923521,-9.020562075079397e-17,1.188450866404395,1.0452015615381245,-0.10331084997492315,2.3543112321980417,1.5021139314092287,1.124660546999341
1.0,1,2.7251763275498018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32464009957976697,0.4205462863348609,-0.1652526718052853,2.3217677060983037,1.069980721636029,0.13850980856962858
1.0,2,2.7312075929477095,-0.018001221006541446,-0.013931034096711817,-0.0040701869098297115,-0.006494524812136533,-0.007436509284575285,0.009041045126155799,-0.013435636339498309,0.0003244043035127986,8.326672684688674e-17,0.32856797898606865,0.432899035062642,-0.1649282675017725,2.301762399235278,1.0876636962008168,0.12050858756308713
1.0,3,2.74581102723749,-0.016070668166287327,-0.013191421919910705,-0.0028792462463765895,-0.005557508777377216,-0.00763391314253349,0.010181783507305489,-0.013611980700384151,0.0005509509467020723,-3.2959746043559335e-17,0.333024198051777,0.4452142473956119,-0.16437731655507043,2.284848064507569,1.1052980925016282,0.1044379193967998
1.0,4,2.7685876690285456,-0.014105916727511159,-0.01245039528488618,-0.0016555214426248847,-0.004703881301515938,-0.007746513983370243,0.011263423700137241,-0.013853648140085332,0.0009347029973232057,-9.367506770274758e-17,0.3379844781505512,0.45755385513314994,-0.16344261355774722,2.2707233212335542,1.1226976120109102,0.09033200266928865
1.0,5,2.799152732596857,-0.01201117740030222,-0.011636870166280991,-0.000374307234021265,-0.003898527393352109,-0.007738342772928883,0.012229584461190109,-0.014161204548412638,0.0015573128532012648,3.642919299551295e-17,0.3433977420060865,0.46998021516509314,-0.16188530070454596,2.259188686818729,1.1396100315788253,0.07832082526898643
1.0,6,2.837102934737747,-0.009636967721106893,-0.010645535147786636,0.0010085674266797524,-0.0030989899549909786,-0.007546545192795658,0.012998224967172775,-0.014532815840558402,0.002543158300065379,-8.673617379884035e-18,0.3491743093309922,0.4825554755934456,-0.15934214240448058,2.250164195461019,1.1556671866446928,0.06868385754787953
1.0,7,2.8819648072670474,-0.006741281435074797,-0.009309463744558141,0.0025681823094834116,-0.0022478497540151586,-0.007061613990542982,0.013450781961379473,-0.014957110392733428,0.004074510740837367,-6.765421556309548e-17,0.3551691493788905,0.4953360429269993,-0.1552676316636432,2.243726580510704,1.1703009735307677,0.06194257611280474
1.0,8,2.9331100150098157,-0.0029239954927915424,-0.007354212063477302,0.004430216570685657,-0.001260877213841193,-0.0060933348496361095,0.013428758222890583,-0.015392371408535775,0.006393829756330849,1.0234868508263162e-16,0.3611636583791744,0.5083517205051054,-0.14887380190731236,2.2401765052408047,1.182602389784731,0.059018580620013195
1.0,9,2.9896125037298593,0.0024794253872054695,-0.004323258870489823,0.006802684257695335,-9.500714741589645e-6,-0.004313758155748234,0.01276621267660162,-0.01571079894564727,0.009747270526740986,-4.2500725161431774e-17,0.36686247834224534,0.5215420110431499,-0.13912653138057138,2.240150199397121,1.1910881644595213,0.061498006007218664
1.0,10,3.050001419346721,0.010550280966003633,0.0005306205720126231,0.01001966039399091,0.0017007901800182902,-0.001170169608005667,0.011429600846701984,-0.015565651181484423,0.014155710728773349,9.8879238130678e-17,0.3719540993756657,0.5345858691686791,-0.12497082065179803,2.244786242275378,1.1933318372284036,0.0720482869732223
1.0,11,3.1118232288144725,0.022912077609532178,0.008342917493433839,0.014569160116098498,0.004137496927122051,0.004205420566311788,0.009856710760882074,-0.014151269693802546,0.01886371904901897,-1.5959455978986625e-16,0.37632338322010295,0.5465231831506685,-0.10610710160277906,2.2559099183796794,1.1854651486216667,0.09496036458275448
1.0,12,3.170836762844047,0.04126819149934946,0.020358453796573014,0.020909737702776408,0.007523324313976095,0.01283512948259692,0.009302514976866821,-0.010088124163951617,0.021695346889861203,3.8163916471489756e-17,0.38041078098700026,0.5552050222445785,-0.08441175471291786,2.275901565589058,1.1619800891067102,0.13622855608210394
1.0,13,3.2193737032457688,0.06253653711555318,0.03479445290180911,0.027742084213743995,0.011089185448433353,0.023705267453375756,0.011495412866549435,-0.0026952139351326078,0.018941885282327167,7.632783294297951e-17,0.3853978321530689,0.5576130033599007,-0.06546986943059069,2.3050521207327943,1.1192836679584643,0.19876509319765712
1.3,1,2.725657285097575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3232363459610946,0.4214456333605395,-0.15956756775882094,2.3253937031940994,1.0662389406171393,0.14272245014051693
1.3,2,2.730090234600935,-0.015810424052711547,-0.012411225687661426,-0.003399198365050141,-0.005938649133609566,-0.006472576554051859,0.0069793255544340705,-0.013831457961919286,0.003452934042435074,1.9949319973733282e-17,0.3262616001049482,0.43423362951882977,-0.15611463371638587,2.3070212360881746,1.0815969750626278,0.12691202608780539
1.3,3,2.742146080158299,-0.013124080744204958,-0.011118124655835414,-0.002005956088369617,-0.00483971273105448,-0.006278411924780933,0.007436100275899754,-0.014047825389769454,0.004605769025500084,7.28583859910259e-17,0.3295057067133954,0.44705033850975484,-0.15150886469088579,2.2921873949941025,1.096055578675936,0.11378794534360043
1.3,4,2.7611193074839306,-0.009917495786688157,-0.009487640160813559,-0.0004298556258744597,-0.003721629173624982,-0.005766010987188577,0.007541355699283273,-0.01431708020498642,0.006345868879828687,-1.3877787807814457e-16,0.3328120241588342,0.459960781073833,-0.1451629958110571,2.2808928131468083,1.1089534796291254,0.10387044955691227
1.3,5,2.7861297916719465,-0.0057972241891264265,-0.007240873517397685,0.0014436493282711958,-0.0024942251414244937,-0.004746648375973191,0.007163214736910266,-0.014573844684521269,0.008854279275882199,6.245004513516506e-17,0.33596290817601754,0.4729815924375042,-0.1363087165351749,2.273398417030176,1.1192731602873145,0.09807322536778584
1.3,6,2.815971749583458,-0.00014801528175434342,-0.0039448156061175875,0.003796800324363272,-0.0010341856886151974,-0.00291062991750239,0.006235548473906325,-0.014635704134296232,0.012196955984753177,-2.7755575615628914e-17,0.33870945847705863,0.4859861718250501,-0.12411176055042172,2.270320143615322,1.1254269513947073,0.0979252100860315
1.3,7,2.8488600032791678,0.0079225382758219,0.0010338118791523672,0.0068887263966695405,0.0008158768502650754,0.00021793502888729188,0.004958222615554094,-0.014066148336311094,0.01599665211742654,-7.806255641895632e-18,0.3408910748424005,0.49848965360549596,-0.10811510843299518,2.272728924444572,1.1249785126498992,0.1058477483618534
1.3,8,2.881994979827345,0.019359735937529043,0.008397960093384595,0.010961775844144527,0.003184456479021501,0.005213503614363095,0.004100488041141374,-0.012048952611204455,0.018910240414207607,-7.806255641895632e-17,0.34268790279240763,0.509300543988381,-0.08920486801878758,2.2820704904579787,1.1145199132052475,0.12520748429938244
1.3,9,2.9107775063466814,0.03314675655433841,0.017629867437092356,0.015516889117246021,0.0057535582211208115,0.011876309215971543,0.005097161556082268,-0.007817192566544761,0.018236920127708514,3.122502256758253e-17,0.3449051589886649,0.5164643865813813,-0.07096794789107906,2.298859989515978,1.0912010509810546,0.15835424085372085
