t,N_US,N_W,phi_US,phi_W,q_US,q_W,d_US,d_W,Q_US,Q_W,e_US,e_W,Y_US,Y_W,omega,omega_star,theta_US_star,theta,R_f,R_f_W,Psi,residual_norm,v_US,B_per,V_agg,B_agg,bubble_share,NFA,NFA_fund,NFA_bubble,NFA_b_cf,dNFA,dA,dV,dB
21.0,1.1846715815920084,4.142979699588057,0.9677505161329395,0.6341467913493976,0.7124994549265853,0.45577215800223986,0.03447608576248204,0.05780529031670221,0.8495220711922207,2.026419613577973,2.3198547673439878,3.415038359395955,2.35525339135043,3.5163596883695933,0.37220077945549324,0.0914679631971463,0.5414435909411662,-0.8010199239838055,1.0519488942942186,1.0715434396243009,0.9662380867871603,5.391381567802852e-10,0.7119318775165971,0.0005675774099881403,0.8488453414999225,0.0006767296922981503,0.0007966004830791821,0.3104053124797732,0.31108204217207136,-0.0006767296922981503,0.20126398522202482,0.10914132725774839,0.18946236923663595,-0.07964431228658941,-0.0006767296922981503
22.0,1.1923125910036716,4.4461241828817775,0.9691520671356951,0.6346187093695045,0.7110135031983842,0.4393951312470031,0.03445401031930531,0.05576967421904342,0.8529806214273628,2.096367485436648,2.3431865068810636,3.537908170342866,2.379036188005042,3.6431049010007577,0.36716798551428104,0.08919782459344054,0.5347169406777937,-0.8113700149936683,1.0516209014607345,1.0714604054273953,0.9655488058092043,7.923503118745915e-10,0.7102813878604409,0.0007321153379432621,0.8521023255959809,0.0008782958313818812,0.001029678528818341,0.31861263201316903,0.3194909278445509,-0.0008782958313818812,0.2029965106311683,0.11561612138200072,0.19798351945687387,-0.08148910224349126,-0.0008782958313818812
23.0,1.199668666755781,4.771030301330738,0.9706088124394553,0.6351262765395735,0.7094401839875784,0.4235844648752967,0.034429444723850594,0.053805924795250995,0.8560960874048099,2.168411482922342,2.365732713325041,3.6650483510480014,2.402033711636589,3.774280882807931,0.3621283347637044,0.08695429083046857,0.528064164683626,-0.822159428555751,1.0513301960413022,1.0714188676651386,0.9648485043568036,1.1396546568489627e-9,0.708496147736648,0.0009440362509303135,0.8549568994097809,0.0011391879950289896,0.0013306777262378938,0.3267702692577107,0.3279094572527397,-0.0011391879950289896,0.20473250554819,0.12203776370952069,0.20623723821309747,-0.0830602865085478,-0.0011391879950289896
24.0,1.2067206041148064,5.119195019488551,0.9721192601898866,0.6356696400797933,0.7077818692550146,0.40832267652755594,0.03440241935579999,0.051911665764937866,0.8588575247465342,2.2425941535916945,2.3874256323475764,3.796589213698107,2.4241771807180026,3.910024412967736,0.3570848104207638,0.08473840887250096,0.5214778357103198,-0.8334027394333545,1.051076358370354,1.0714187501474735,0.9641369061090735,1.6151922263656568e-9,0.7065649315157269,0.0012169377392877712,0.8573808323078942,0.0014766924386400149,0.0017193683423520287,0.334855291427254,0.336331983865894,-0.0014766924386400149,0.2064715908753625,0.12838370055189152,0.21419626056584695,-0.08433586757531542,-0.0014766924386400149
25.0,1.2134494567521719,5.492210652278949,0.9736815448077113,0.6362488585272773,0.7060414669019102,0.39359279733008123,0.03437297730956772,0.050084593605164436,0.8612552787749567,2.3189583264745037,2.408197940356172,3.9326637685982933,2.4453981666810938,4.050475134793677,0.35204067856593585,0.08255122448551465,0.5149504682432438,-0.8451142133825538,1.0508588711146982,1.0714599086934202,0.963413714045843,2.2652426793442313e-9,0.7044731471364756,0.0015683197654345893,0.8593421847994505,0.0019130939755062082,0.0022212856311631312,0.3428436914031293,0.3447567853786355,-0.0019130939755062082,0.20821332365945588,0.13463036774367343,0.22183340804194696,-0.08528994632276732,-0.0019130939755062082
26.0,1.2198366797832998,5.891770231073972,0.9752933657833956,0.6368639004482013,0.7042224913784365,0.3793783490187924,0.03434117619384218,0.048322475020341434,0.8632812054615556,2.3975471558588315,2.427983271256787,4.0734077268372335,2.4656291178551766,4.195775553857978,0.3469995028801057,0.0803937970121564,0.5084745795040156,-0.857307751707742,1.0506771149127208,1.0715421264838747,0.9626786089195438,3.1524542417623853e-9,0.7022017824712906,0.002020708907145896,0.860804090568742,0.002477114892813659,0.002869418304420589,0.3507104301668379,0.35318754505965155,-0.002477114892813659,0.2099571958366283,0.1407532343302096,0.22912180535543536,-0.08589145613241211,-0.002477114892813659
27.0,1.2258642915135805,6.319673123307492,0.9769519109168334,0.6375146446221778,0.7023291522902319,0.36566332141823854,0.03430709037112708,0.0466231444810627,0.8649289262911419,2.478404164354375,2.4467168088778766,4.218959503665618,2.4848039483000277,4.346071036958488,0.3419651642543202,0.0782672176668977,0.5020427562521118,-0.8699968264798258,1.0505303640487058,1.071665109052079,0.9619312485008151,4.361490070359078e-9,0.6997260433441173,0.002603108946114596,0.8617231584279686,0.003205767863173281,0.003706394555353551,0.35842947814779635,0.36163524601096964,-0.003205767863173281,0.21170262959629804,0.1467268485514983,0.23603512336080057,-0.08610250694612898,-0.003205767863173281
28.0,1.231515057392516,6.777830914902249,0.9786537574392491,0.6382008824856913,0.7003664690697339,0.3524321498143343,0.034270813826977733,0.044984501805567505,0.8661941297945737,2.5615732774712154,2.464335954702445,4.3694602229156985,2.5028587005170966,4.501509812890791,0.33694188874064845,0.07617263205369575,0.49564772740639923,-0.8831944025393986,1.0504177831189836,1.07182847982924,0.9611712681447988,6.006614528588489e-9,0.6970135954859332,0.003352873583800653,0.8620473872754907,0.00414674251908298,0.0047873131165947986,0.36597384755664875,0.3701205900757317,-0.00414674251908298,0.21344898324644457,0.15252486431020418,0.24254785132241063,-0.08587624449312348,-0.00414674251908298
29.0,1.2367727012189795,7.268273563636815,0.9803947440808667,0.6389223232818501,0.6983404200368525,0.3396696922601385,0.03423246386916774,0.04340450978545575,0.8670749339558428,2.647098842531377,2.4807810850759786,4.525053722336946,2.5197322955883625,4.66224297544483,0.33193428689255977,0.07411126794798135,0.4892824426219018,-0.8969128404680788,1.050338424355245,1.0720317758301945,0.9603982832285001,8.241806392704081e-9,0.6940222944543462,0.004318125582506327,0.8617134535848983,0.005361480370944527,0.006183410638436896,0.3733156085821465,0.37867708895309105,-0.005361480370944527,0.2151955507353368,0.15812005784680971,0.2486356037865326,-0.08515406556877836,-0.005361480370944527
30.0,1.2416221502832185,7.793155830058801,0.9821698031806263,0.6396786028752177,0.6962581390842932,0.32736120644943856,0.034192185971366466,0.04188119183542452,0.8675723314878321,2.7350256191697797,2.4959964166423707,4.685886559592214,2.535367388425223,4.828424489321008,0.32694740978206727,0.07208446969652076,0.482940156991413,-0.9111637724803604,1.050291226124921,1.0722744439190306,0.9596118943452385,1.1274259137102284e-8,0.6906972552982005,0.005560883786092763,0.8606431932262981,0.0069291382615339625,0.007986813329617053,0.38042587683335327,0.38735501509488723,-0.0069291382615339625,0.21694156816371757,0.1634843086696357,0.2542754683925059,-0.08386202146133626,-0.0069291382615339625
31.0,1.2460498237461874,8.354763989398386,0.9839727386185111,0.6404692972815719,0.6941281771521266,0.31549232589926346,0.03415016017123265,0.040412629653285986,0.8676907471081298,2.82539872508148,2.509931006386991,4.852108018107301,2.5497113531388,5.000211199324695,0.3219868282867175,0.07009374104827003,0.47661452233021034,-0.9259579399448706,1.0502750129307246,1.0725558378610658,0.9588116963976177,1.5382384079818937e-8,0.6869670691983019,0.007161107953824741,0.8587390472418753,0.008951699866254437,0.010316693932819932,0.38727475608536566,0.3962264559516201,-0.008951699866254437,0.21868622326804987,0.16858853281731578,0.2594464040336679,-0.0819061713500977,-0.008951699866254437
32.0,1.2500439769900953,8.955522823029389,0.9857959302548759,0.6412939422653602,0.691960851788937,0.3040490351047686,0.03410660957946157,0.03899696087286319,0.8674387465886014,2.9182635147152727,2.5225399226974465,5.023870111306947,2.5627174330809006,5.177762842918205,0.31705874444008664,0.06814079886983447,0.4702996859293269,-0.9413049770065011,1.0502884973547817,1.0728752164475879,0.9579972931302367,2.0939722422790065e-8,0.6827389171065553,0.009221934682381638,0.8558781742797404,0.011560572308860984,0.013327249162347822,0.39383121476012184,0.4053917870689828,-0.011560572308860984,0.22042866986012977,0.17340254489999207,0.2641297022885718,-0.07916658507971874,-0.011560572308860984
33.0,1.253595119356823,9.598002880389682,0.9876299388459853,0.6421520607241967,0.6897687162021827,0.2930176432554468,0.03406181175003177,0.03763237668900654,0.8668299514741304,3.013665360907936,2.5337856376248453,5.201327582830253,2.574346103233083,5.361242065750086,0.31217014641610796,0.06622764107889052,0.46399039835295414,-0.9572131191410629,1.0503302844998512,1.0732317430199045,0.957168319165311,2.844673940329585e-8,0.6778922556141341,0.011876460588048587,0.8519048446761512,0.014925106797979204,0.017218033101645342,0.4000628673382922,0.4149879741362714,-0.014925106797979204,0.2221680487949529,0.17789481854333933,0.26830953004203884,-0.0754896047007203,-0.014925106797979204
34.0,1.2566965290145866,10.284927990771818,0.9894629764737184,0.6430432000609116,0.6875671900757903,0.28238475599916607,0.03401611392090311,0.03631711942922469,0.8658842322992149,3.111649299209876,2.543639709203572,5.384637899024715,2.5845667104318792,5.550814439119769,0.3073290223090666,0.06435663334082387,0.4576821328932715,-0.9736888080196918,1.0503988796147858,1.0736244867544225,0.9563244722962455,3.8572922697199356e-8,0.6722706524566382,0.015296537619152062,0.8466206157038163,0.019263616595398547,0.022247335009493295,0.4059356223025712,0.42519923889796973,-0.019263616595398547,0.22390351755993354,0.18203210474263765,0.27197357798853383,-0.07067785665049764,-0.019263616595398547
35.0,1.259344897192911,11.019182987409792,0.991280195710554,0.6439669823828005,0.6853754090359728,0.2721372445994858,0.03396995348021901,0.035049480039740184,0.8646292785443703,3.2122594809460137,2.5520848478647515,5.573961228255043,2.593359480924532,5.746648477411725,0.302544652513221,0.06253062074951818,0.45137122080357533,-0.9907361542584533,1.05049269975977,1.0740524260924025,0.9554655597096972,5.221242162984644e-8,0.6656712208146621,0.019704188221310703,0.839771634366477,0.02485764417789338,0.028749482344319843,0.41141314538800544,0.4362707895658988,-0.02485764417789338,0.225634291283475,0.18577885410453043,0.2751138488545224,-0.06447735057209858,-0.02485764417789338
