T_report,n_buffer,terminal_rule,solved_t,is_reported_period,periods_to_extended_end,e_W_over_e_US,Y_W_over_Y_US,Q_W_over_Q_US,Q_US_over_beta_e_US,abs_US_funding_gap,omega_times_one_minus_theta,omega_star_S_star_over_beta_e_US,omega_US,theta_US,omega_star,S_star_over_beta_e_US,phi_US,hkt_scalar_phi_US_same_state,abs_log_phi_US_vs_HKT_scalar,phi_W,q_US,q_W,residual_norm
53,0,local_loglinear,50,true,3,0.01044751627095859,0.00687102231358473,0.07652597782988996,0.9386670697671808,0.06133293023281916,0.9338460886933517,0.004820986292377521,0.9331409077141265,-0.0007557068534833571,0.4947754130679734,0.009743787110365573,0.2278666796671984,0.22028714379554376,0.03382882523542685,0.18590817479002536,8.897367722956783,0.46756804518122425,6.2842308505139804e-9
53,0,local_loglinear,51,true,2,0.00921928425114882,0.00588974536032167,0.06920775479354384,0.9439373568728497,0.05606264312715026,0.939572321179472,0.0043650413230363555,0.9389827862972999,-0.0006278441849790299,0.505370626078457,0.008637307151996404,0.21933837878552678,0.21267210754140198,0.03086406757416471,0.17928726283898438,9.627404767881997,0.45440151240141813,6.681696319631162e-9
53,0,local_loglinear,52,true,1,0.008128733020486839,0.005038527102040762,0.06249031098543936,0.9488737489925572,0.051126251007442836,0.9449306062096888,0.003943148829286772,0.944437843470408,-0.0005217524294347901,0.5156180480285881,0.007647422048865416,0.21108940844364524,0.2052407698594898,0.028098003337329258,0.17286818106172888,10.420839160366874,0.4411976136400437,7.080694148807307e-9
53,0,local_loglinear,53,true,0,0.007161740090262744,0.004301874099317617,0.056340772114966395,0.953477691019265,0.04652230898073495,0.9499231399235767,0.0035545575624947564,0.9495112389836474,-0.00043380312208861414,0.5255447741366504,0.006763567515886882,0.20311423543697563,0.19799484825205588,0.025527545480890756,0.16663902177609474,11.283209511247412,0.4280052662617817,5.33396996091046e-7
54,0,local_loglinear,47,true,7,0.015110351434830558,0.010776315179130802,0.10221602088564663,0.9210404327393934,0.0789595672606066,0.914641309808569,0.006399126502865191,0.9134380400776457,-0.0013172975923149586,0.46142345720578265,0.013868229720300827,0.25514732420493547,0.24420497606564695,0.043833181831723245,0.20729986919708726,7.040361624310843,0.505731399354258,4.530701673267916e-9
54,0,local_loglinear,48,true,6,0.013370342680846,0.009295616657929313,0.09290616864123832,0.9272862428310338,0.07271375716896622,0.9214476877858176,0.005838558953887268,0.9204405242646886,-0.0010942190120689385,0.4730396119240914,0.012342642786592216,0.24575574471545023,0.23605528927960684,0.040272080816611266,0.2000347391195853,7.609088446155755,0.4928855252736491,4.868291118218626e-9
54,0,local_loglinear,49,true,5,0.011818487196375026,0.008001404794542121,0.08428557317279499,0.9332202726981892,0.06677972730181081,0.9279075829317553,0.0053126940220450765,0.9270650794431148,-0.0009087857015892872,0.48435921518981917,0.0109684999385488,0.23665492253389384,0.2280803628221716,0.036905021669460414,0.19300793920866977,8.227296724718194,0.4798468829746247,5.211102493370221e-9
54,0,local_loglinear,50,true,4,0.010436554412834864,0.006873146205281276,0.0763273129649398,0.9388300915435022,0.061169908456497835,0.9340083589494627,0.00482173720515308,0.9333039340829729,-0.0007547647028637791,0.4953646436263526,0.009733712866253847,0.2278421810952173,0.22028383938688767,0.03373630728485444,0.18620928929086034,8.89922812936646,0.46666302241782265,5.55782648545056e-9
54,0,local_loglinear,51,true,3,0.009207744668158505,0.00589204541510609,0.06900184342161791,0.9441083308736904,0.05589166912630961,0.9397428885055045,0.004365447341574018,0.93915411916742,-0.0006269145032410042,0.5060426101703337,0.008626639839883463,0.21931367058137177,0.21266869380837589,0.030767464187749338,0.17962797627952734,9.629516397690182,0.45338265988973564,5.9071753317079836e-9
54,0,local_loglinear,52,true,2,0.008116631621256273,0.005040992347418588,0.06227765968134384,0.9490522510757067,0.05094774892429332,0.9451090603858808,0.003943196030462195,0.9446170673644471,-0.0005208385899764951,0.5163837131343673,0.007636174283126826,0.21106459491388416,0.20523725791167985,0.02799755807294302,0.17325273643835595,10.423226932429456,0.44005477271459603,6.257896580361007e-9
54,0,local_loglinear,53,true,1,0.0071490963787232045,0.004304492217030721,0.056121910845656924,0.9536632509624325,0.04633674903756746,0.9501092279611999,0.003554028712314968,0.9496981437186861,-0.0004328577930079351,0.5263819178998851,0.00675180622939051,0.2030894165219825,0.19799124965334303,0.02542352149070637,0.167072024302016,11.285899924524754,0.42672775458057455,6.608784956924022e-9
54,0,local_loglinear,54,true,0,0.006292256073219889,0.003668581982990379,0.0505009591714492,0.9579463421840706,0.0420536578159294,0.9547494367184813,0.0031969115485809777,0.9544059093903327,-0.0003599383917983143,0.5360687370494507,0.00596362243800476,0.1953820373847836,0.19093180548066213,0.023040483052031435,0.16107416456173163,12.22359727544471,0.4134486596193057,5.392565242576077e-7
