T_max,n_buffer,elapsed_sec,valid_core,branch_converged,max_u_residual,max_bgp_residual,psi_min,equity_weight_min,nu_b_effective,q_growth,bubble_share_final,bubble_share_max
45.0,5.0,43.33959722518921,1.0,1.0,8.51231349644807e-6,7.02911799745702e-10,0.9887778620665251,0.10492923718654457,0.40859404019822676,6.817686826802543,0.7592253532102871,0.7592253532102871
