case,vartheta_US,configured_primitive_difference,replication_hard_valid,tail_hard_valid,AHP_pattern_pass,classification,score,target_rebased_NFA,target_net_VA,target_liability_VA,target_CA,VA_over_CA_abs,foreign_exposure,NFA_target_magnitude_share,net_VA_target_magnitude_share,phi_US_t1,phi_US_t15,phi_US_t30,phi_US_tail_end,phi_US_tail_log_slope,first_t_phi_below_050,first_t_phi_below_020,US_growth_t1,US_growth_t15,US_growth_t30,US_growth_tail_end,zeta_tail_end,e_W_over_e_US_tail_end,max_u_residual_replication,max_u_residual_tail,max_bgp_residual_tail,nu_b_runtime_replication,nu_b_eff_min_replication,nu_b_eff_max_replication
baseline_vartheta085,0.85,baseline,true,true,true,first_window_common_growth_strong_partial_match,4.7487393553864585,-0.03793685412852868,-0.04865585048802111,-0.0370592386217135,0.01071899635949243,4.53921699907407,0.2051582018687552,0.24805817280546205,0.45639440420368493,0.9932766422851227,0.9061011047073206,0.860266855402545,0.7852916424521497,-0.0037385314753561566,,,1.0023543616601958,1.0330956995677216,1.0494179577383553,1.0763537683542035,0.7025536846352808,1.653366622418341,1.1468421467154244e-9,1.3993370999483992e-7,9.97123933233713e-10,1.6606529874949896,0.3816202061077737,1.6606529874949896
counterfactual_vartheta050,0.5,vartheta_US_only,true,true,false,first_window_common_growth_near_miss,33.261499920884,0.1238576887467371,0.0195804443683653,-0.01582976208492369,0.1042772443783718,0.18777293632076925,0.11579752818646384,0.8098697866283733,0.18366558495865956,0.7195774663421296,0.7231659653228061,0.6527113960120489,0.36438722749228175,-0.026784149430653374,48,,1.10020262011197,1.0988945103788015,1.1246990680117408,1.2329614432666975,0.5122521445206129,0.09028312963764704,1.318111535593295e-9,4.7065905847882844e-7,9.745756793461596e-10,0.5040173660500373,0.22765066732685119,0.5040173660500373
