case,horizon_kind,vartheta_US,t,evidence_window,phi_US,phi_W,rd_share_US,N_US,N_W,G_N_US,G_N_W,US_real_scale_growth,W_real_scale_growth,relative_real_scale_growth,zeta,e_W_over_e_US,Q_W_over_e_US,q_US,q_W,Y_US,NFA,rebased_NFA_change_current_Y,cum_VA_current_Y,cum_CA_current_Y,residual_norm
baseline_vartheta085,replication_T30_buffer10,0.85,21,false,0.8843362170354326,0.7679710861939829,0.11566378296456736,1.307403130129797,2.302172894968342,1.0231327565929136,1.0417652044850831,1.0408328273154401,1.0417652044850831,0.9991050025805922,0.9868076555486348,2.697415487488128,1.2200701808564711,1.4436593185989322,2.2122705254098483,4.363966455917596,0.025816400420864527,-0.026665084999537875,-0.05588488671610237,0.029219801716564454,8.707214796002399e-10
baseline_vartheta085,replication_T30_buffer10,0.85,22,false,0.8812725823235302,0.76747610225908,0.11872741767646977,1.3376469685079029,2.398323616686711,1.023745483535294,1.0418543015933657,1.0419238946027043,1.0418543015933657,1.0000667972568067,0.983354022796665,2.6968992684711823,1.2213919601531449,1.4641390747171705,2.2147958993830077,4.545404524391273,0.03394026558422936,-0.023813429748214935,-0.05646539615903284,0.03265196641081789,1.5640735422446236e-11
baseline_vartheta085,replication_T30_buffer10,0.85,23,false,0.8783328381939897,0.7669056876654681,0.12166716180601034,1.3694100425746432,2.498703776658008,1.0243334323612021,1.0419569762202157,1.0429713006892976,1.0419569762202157,1.0009734801841448,0.97938789960829,2.6937184393114793,1.2217449926762542,1.4848460533984642,2.2177114819125148,4.739504588442987,0.04383528131863357,-0.02075040834947569,-0.05689675379620262,0.03614634544672694,1.1208195799615955e-9
baseline_vartheta085,replication_T30_buffer10,0.85,24,false,0.8755045554035178,0.7662645639783633,0.12449544459648221,1.402732489220384,2.603541831596611,1.0248990889192964,1.0420723784838946,1.043979419705953,1.0420723784838946,1.0018300468004278,0.9749512256759916,2.6880399967619746,1.2211855722632816,1.5058020058476498,2.2209953597706944,4.947008414574759,0.05561954410391112,-0.017497927139986272,-0.05718951515397894,0.03969158801399266,1.9155662992667266e-11
baseline_vartheta085,replication_T30_buffer10,0.85,25,false,0.8727760101603457,0.765556915140569,0.12722398983965433,1.4376592501994683,2.7130790289341955,1.0254447979679309,1.0421997552746975,1.0449523836282286,1.0421997552746975,1.002641171560058,0.9700837289416941,2.6800224351023028,1.2197671613298966,1.5270295728799832,2.22462845941934,5.168727382916313,0.06942468768747356,-0.014076433873460435,-0.05735384865211503,0.04327741477865458,1.1409526368855809e-9
baseline_vartheta085,replication_T30_buffer10,0.85,26,false,0.8701361790133331,0.7647864314859709,0.12986382098666693,1.4742401993675207,2.8275702999961325,1.0259727641973333,1.0423384423325253,1.045894082927664,1.0423384423325253,1.0034112150629138,0.9648228487561284,2.6698155107344137,1.2175403188722127,1.5485521759331677,2.2285943020070027,5.405547839221789,0.0853970778935349,-0.010504922109371139,-0.05739947013340677,0.046894548024035664,1.961919871594657e-11
baseline_vartheta085,replication_T30_buffer10,0.85,27,false,0.867574717350156,0.7639563511060318,0.132425282649844,1.512530292435923,2.94728522208368,1.0264850565299688,1.0424878568009144,1.04680817320091,1.0424878568009144,1.0041442366659823,0.9592037236582328,2.6575601989298794,1.214552687079956,1.5703939588227267,2.2328787802470913,5.658437064418902,0.10369910216188649,-0.0068009654084762354,-0.05733560072444201,0.05053463531596579,1.0023948669309997e-9
baseline_vartheta085,replication_T30_buffer10,0.85,28,false,0.8650819388209804,0.7630694949373915,0.1349180611790196,1.5525897427343787,3.0725090545510225,1.0269836122358038,1.0426474909112695,1.047698081594036,1.0426474909112695,1.0048440059816883,0.9532592002241851,2.6433887952012194,1.2108490323642116,1.5925797302615647,2.237469974215033,5.928449943047029,0.1245106624804675,-0.0029807579708582836,-0.05717093560473968,0.054190177633881405,1.734000134946417e-11
baseline_vartheta085,replication_T30_buffer10,0.85,29,false,0.8626487811230844,0.7621283005570586,0.1373512188769156,1.5944842223136095,3.2035438565297807,1.027470243775383,1.0428169058997294,1.0485670182087294,1.0428169058997294,1.005514019073213,0.9470198918507462,2.6274251376330864,1.2064713196123829,1.615134956808783,2.242357979115816,6.216736376383212,0.1480307824318492,0.0009408225111537845,-0.056913631652325394,0.05785445416347919,8.518855875309198e-10
baseline_vartheta085,replication_T30_buffer10,0.85,30,false,0.8602667744429936,0.7611348510468486,0.1397332255570064,1.6382850925965666,3.3407096923804724,1.0279466451114012,1.0429957268115673,1.049417986666066,1.0429957268115673,1.0061575131032718,0.9405142468326781,2.609784911420667,1.2014588180010644,1.6380857567906448,2.247534762776235,6.52454954355095,0.1744794458169452,0.004950151531277695,-0.05657130209343452,0.061521453624712195,1.09210709535526e-9
counterfactual_vartheta050,replication_T30_buffer10,0.5,1,true,0.7195774663421296,0.7763940209604033,0.2804225336578704,1.0,1.0,1.056084506731574,1.0402490762271275,1.10020262011197,1.0402490762271275,1.057633835256348,1.033325396939598,2.010916724860778,0.8901372541729438,1.1165578900214939,2.1699510525711316,2.633957725388748,-0.03802928354840196,0.0,0.0,0.0,1.9767430531354998e-11
counterfactual_vartheta050,replication_T30_buffer10,0.5,2,true,0.7228041501413424,0.7696784485873036,0.27719584985865764,1.056084506731574,1.0402490762271275,1.0554391699717316,1.0414578792542852,1.0990263720481555,1.0414578792542852,1.0552768325446737,0.9990774313573982,1.8915632787364747,0.8518266617025952,1.130417667165431,2.2035927437858542,2.9089822393641995,0.0011635105033989124,0.01347302624314648,0.002463864123437001,0.011009162119709483,9.682435542283633e-10
