label,status,xi_W,a_W_seed,a_W_calibrated,root_iterations,nu_b_literal,reference_log_gap,max_literal_path_log_gap,hard_valid,ahp_mechanism_pass,NFA_Y_initial,NFA_Y_final,full_ratio_change,whole_path_nfa_move,late_VA_asset,late_VA_liability,late_VA_net,late_CA,foreign_exposure,q_US_growth,q_W_growth,max_u_residual,max_bgp_residual,failure_reason
row_xi005,ok,0.05,0.0728521,0.07285214688879701,4,0.1,2.789029033764545e-11,0.000199441158526905,true,false,-0.07006778004705583,0.11104732799774615,0.18111510804480196,0.13643926325156555,-0.19535254733233243,0.0023796203488632346,-0.1929729269834692,0.27424529872603515,0.12035997300156895,0.8972685175154033,0.19468949332222735,1.2186830255490253e-9,3.787332375850617e-13,"Initial common growth closes, but the transition fails at least one AHP mechanism criterion."
row_xi010,ok,0.1,0.0545516,0.05455161751274568,4,0.1,6.240957967432181e-11,0.0002979201803172552,true,false,-0.060897586943234966,0.11118492294922781,0.17208250989246276,0.13473232857884979,-0.09001680401555703,0.0028953553714422954,-0.08712144864411475,0.16545798865458358,0.1284534848765099,0.8952128026695647,0.4937782422967573,1.2202726367616548e-9,3.2240812659138154e-11,"Initial common growth closes, but the transition fails at least one AHP mechanism criterion."
row_xi030,ok,0.3,0.042839,0.042838965347763894,5,0.1,-4.612196041753336e-15,0.0007646826057410338,true,false,-0.05834155503032207,0.11018868197861433,0.16853023700893638,0.1330994268146539,-0.01951014063116088,0.0027356890583841048,-0.016774451572776773,0.09345504128434452,0.1336038874204527,0.8979057242493708,0.8973849021378464,1.2097163989464324e-9,4.353068315801059e-10,"Initial common growth closes, but the transition fails at least one AHP mechanism criterion."
row_xi050,ok,0.5,0.0404469,0.040446873646323024,5,0.1,-1.4461522257480652e-14,0.001369189206983422,true,false,-0.058261530116966685,0.10886505159867284,0.16712658171563952,0.13161423542814293,-0.0016901855702771199,0.0022936571265116472,0.0006034715562345274,0.075222126627754,0.13594345956314408,0.9027652029884522,1.0321424504231418,1.2940346286097469e-9,7.271775722189866e-10,"Initial common growth closes, but the transition fails at least one AHP mechanism criterion."
row_xi100,ok,1.0,0.0386244,0.038624418459658756,5,0.1,-4.886759399913565e-14,0.0033966044794642536,true,false,-0.05829640940940147,0.10533048385585923,0.1636268932652607,0.12767011786304241,0.019184757203477974,0.0010483986371922986,0.020233155840670272,0.053515277213779605,0.14073566620149158,0.9163138519373564,1.1992024842950797,1.2573584108267516e-9,9.656736451119364e-10,"Initial common growth closes, but the transition fails at least one AHP mechanism criterion."
