T_report,n_buffer,terminal_rule,elapsed_sec,status,T_extended,branch_iters,warm_start_T,branch_converged,max_u_residual,max_u_residual_t,terminal_u_residual,max_bgp_residual,residual_safe,hard_valid,model_residuals,psi_interior,equity_interior,theta_interior,positive_foreign_claims,positive_returns,accounting_exact,positive_output,finite_accounting,exact_common,extended_bgp_valid,exponent_ordering,robust_ordering_002,accounting_residual_max,accounting_scale,nfa_identity_error,psi_ok,psi_min,equity_weights_ok,equity_weight_min,nu_b_reference,nu_b_eff_min,nu_b_eff_max,nu_b_ordering_ok,max_common_growth_log_gap,max_common_growth_level_gap,all_extended_bgp_converged,max_extended_bgp_residual,terminal_successor_scope,terminal_successor_N_US,terminal_successor_phi_US,terminal_successor_phi_W,hkt_scalar_root_residual,phi_US_report_end,q_US_report_end,q_growth,nfa_final,nfa_min,rebased_nfa_t15,nfa_savings_identity_error,nfa_portfolio_identity_error,cond_1b_final,error
60,0,local_loglinear,1.5093460083007812,ok,60,60,45,true,1.3789390341079126e-7,60,1.3789390341079126e-7,9.971241546543797e-10,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,1.5751289161869408e-15,5.419576889792772,6.572741639843116e-8,true,0.8893600096002189,true,0.16414808228823316,1.6606529874949896,0.26335483473112353,1.6606529874949896,true,2.61394457815034e-9,2.6937811981042614e-9,true,9.971241546543797e-10,T_report_plus_1_only,4.7569285882002905,0.7820981939787668,0.7048119723571468,,0.7852916457415148,2.690975021200191,2.522665226838046,5.4195769555201885,0.008458043396705195,-0.03793685380883883,0.0,6.572741639843116e-8,0.4669182368320848,
