T_report,n_buffer,terminal_rule,elapsed_sec,status,T_extended,branch_iters,warm_start_T,branch_converged,max_u_residual,max_u_residual_t,terminal_u_residual,max_bgp_residual,residual_safe,hard_valid,model_residuals,psi_interior,equity_interior,theta_interior,positive_foreign_claims,positive_returns,accounting_exact,positive_output,finite_accounting,exact_common,extended_bgp_valid,exponent_ordering,robust_ordering_002,accounting_residual_max,accounting_scale,nfa_identity_error,psi_ok,psi_min,equity_weights_ok,equity_weight_min,nu_b_reference,nu_b_eff_min,nu_b_eff_max,nu_b_ordering_ok,max_common_growth_log_gap,max_common_growth_level_gap,all_extended_bgp_converged,max_extended_bgp_residual,terminal_successor_scope,terminal_successor_N_US,terminal_successor_phi_US,terminal_successor_phi_W,hkt_scalar_root_residual,phi_US_report_end,q_US_report_end,q_growth,nfa_final,nfa_min,rebased_nfa_t15,nfa_savings_identity_error,nfa_portfolio_identity_error,cond_1b_final,error,search_stage,selected_for_downstream,search_right_censored,search_outcome
112,0,local_loglinear,1.6005380153656006,ok,112,60,111,true,4.2499931186935136e-7,112,4.2499931186935136e-7,9.985140561608041e-10,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6.821210263296962e-13,5834.988649100443,3.387096421647584e-5,true,0.8833957014687245,true,0.1345553551758081,1.6606529874949896,0.17089271025237446,1.6606529874949896,true,4.213714974166116e-9,4.346633497576136e-9,true,9.985140561608041e-10,T_report_plus_1_only,194.92172102888392,0.3887274892546035,0.2982454976594099,,0.3996220949551937,27.92817121201746,26.181375082582377,5834.9886152294785,0.008458043212505872,-0.037936853825772394,0.0,3.387096421647584e-5,0.06048223237026961,,coarse_grid,true,false,cap_solve_error
