selected_label,classification,evidence_window_end,reference_kind,reference_T_report,reference_n_buffer,reference_branch_iters,match_tolerance,selected_T_report,expected_nu_b_reference,current_nu_b_reference,tracked_t15_rebased_nfa,current_t15_rebased_nfa,t15_error,reference_max_first_window_path_error,selected_max_first_window_path_error,reproduced_within_tolerance,reference_hard_valid,selected_hard_valid,reference_nfa_savings_identity_error,reference_nfa_portfolio_identity_error,selected_nfa_savings_identity_error,selected_nfa_portfolio_identity_error
pathwise_hi_exp_pi075,first_window_common_growth_strong_partial_match,15,cold_no_buffer_grid_anchor,30,0,60,1.0e-5,112,1.6606529874949896,1.6606529874949896,-0.03793685412852868,-0.037936853825772394,3.027562853197274e-10,7.0359035334033315e-9,6.431440657816978e-10,true,true,true,0.0,1.869299048884443e-8,0.0,3.387096421647584e-5
