date,fa_us_musd,fl_us_musd,nfa_us_musd,gva_corporate_saar_musd,delta_fa_musd,delta_fl_musd,delta_nfa_musd,gain_us_held_row_equity_musd,gain_foreign_held_us_equity_musd,net_equity_valuation_musd,purchase_us_of_row_equity_musd,purchase_row_of_us_equity_musd,net_equity_purchases_musd,current_account_us_musd,net_financial_transactions_us_musd,delta_bond_ca_closing_musd,delta_bond_financial_account_musd,statistical_discrepancy_ca_minus_nft_musd,total_valuation_us_musd,non_equity_valuation_musd,ahp_residual_musd,gross_position_identity_error_musd,delta_position_identity_error_musd,simplified_rhs_musd,simplified_identity_gap_musd,exact_ahp_identity_error_musd,fa_us_over_gva,fl_us_over_gva,nfa_us_over_gva,delta_fa_over_gva,delta_fl_over_gva,delta_nfa_over_gva,gain_us_held_row_equity_over_gva,gain_foreign_held_us_equity_over_gva,net_equity_valuation_over_gva,purchase_us_of_row_equity_over_gva,purchase_row_of_us_equity_over_gva,net_equity_purchases_over_gva,delta_bond_ca_closing_over_gva,delta_bond_financial_account_over_gva,current_account_us_over_gva,net_financial_transactions_us_over_gva,total_valuation_us_over_gva,non_equity_valuation_over_gva,ahp_residual_over_gva,simplified_rhs_over_gva,simplified_identity_gap_over_gva,cum_delta_nfa_over_gva,cum_gain_us_held_row_equity_over_gva,cum_gain_foreign_held_us_equity_over_gva,cum_net_equity_valuation_over_gva,cum_purchase_us_of_row_equity_over_gva,cum_purchase_row_of_us_equity_over_gva,cum_net_equity_purchases_over_gva,cum_delta_bond_ca_closing_over_gva,cum_current_account_us_over_gva,cum_total_valuation_us_over_gva,cum_non_equity_valuation_over_gva,cum_ahp_residual_over_gva,cum_simplified_rhs_over_gva,cum_simplified_identity_gap_over_gva,nfa_simple_reconstruction_over_gva,nfa_exact_reconstruction_over_gva,quarter
1992-07-01,2363636.0,2689333.0,-325697.0,3745789.0,27731.0,36338.0,-8607.0,14136.0,13022.0,1114.0,16655.0,55.0,16600.0,-11689.75,-12688.0,-28289.75,-29288.0,998.25,4081.0,2967.0,-998.25,0.0,0.0,-10575.75,1968.75,0.0,0.6310115171997142,0.7179616897801772,-0.08695017258046302,0.007403246685811721,0.009701026939851658,-0.002297780254039937,0.0037738377682245317,0.003476437140479616,0.0002974006277449157,0.004446326261303026,1.4683154870709483e-05,0.004431643106432317,-0.00755241419097552,-0.007818913451878897,-0.003120771084543203,-0.00338727034544658,0.0010894900914066436,0.0007920894636617279,-0.0002664992609033771,-0.0028233704567982875,0.0005255902027583507,-0.0968522252588173,-0.010056626254175022,0.02772099549654292,-0.03777762175071794,0.045425676673192215,0.017823748214328142,0.027601928458864073,-0.056122688704569317,-0.028520760245705244,-0.032495690494045444,0.005281931256672492,-0.03583577451906661,-0.06629838199642318,-0.030553843262394118,-0.05639632931806891,-0.08695017258046302,1992Q3
1992-10-01,2306725.0,2745100.0,-438375.0,3822117.0,-56911.0,55767.0,-112678.0,-72099.0,27775.0,-99874.0,18675.0,11770.0,6905.0,-17150.75,-30772.0,-24055.75,-37677.0,13621.25,-86137.0,13737.0,-9390.25,0.0,0.0,-117024.75,4346.75,0.0,0.6035202480719455,0.7182145392200187,-0.11469429114807317,-0.014889915719482161,0.01459060515415933,-0.029480520873641492,-0.0188636297632961,0.007266915167693715,-0.026130544930989815,0.004886035670807565,0.003079445239379119,0.0018065904314284466,-0.006293828786507582,-0.009857626022437303,-0.0044872383550791355,-0.008051035591008858,-0.02253646343112992,0.003594081499859894,-0.002456819087432436,-0.030617783286068952,0.0011372624124274585,-0.12439859899631539,-0.02871942433996657,0.03443432003782197,-0.06315374437778853,0.04940455773593535,0.02054725169323702,0.028857306042698327,-0.06129574264733392,-0.0324384366046356,-0.05438321223552288,0.00877053214226566,-0.03757695015615692,-0.09559218098242414,-0.028806418013891253,-0.08588787313418192,-0.11469429114807317,1992Q4
1993-01-01,2344421.0,2776345.0,-431924.0,3799825.0,37696.0,31245.0,6451.0,42474.0,11764.0,30710.0,20962.0,8749.0,12213.0,-14990.75,-25627.0,-27203.75,-37840.0,10636.25,32078.0,1368.0,-10636.25,0.0,0.0,15719.25,-9268.25,0.0,0.6169813083497266,0.7306507536531288,-0.11366944530340213,0.009920456863145013,0.008222747100195403,0.0016977097629496095,0.011177883191989105,0.00309593204950228,0.008081951142486825,0.005516569842032199,0.0023024744560604764,0.003214095385971722,-0.007159211279466817,-0.009958353345219845,-0.0039451158934950955,-0.006744257959248124,0.008441967722197732,0.00036001657971090775,-0.002799142065753028,0.00413683524899173,-0.0024391254860421205,-0.12343068430782997,-0.01771002611962393,0.03773226398584145,-0.055442290105465385,0.05521096366280026,0.02297026836762219,0.03224069529517807,-0.06881455067009665,-0.036573855374918585,-0.046260288302750786,0.009182001802714598,-0.0405965406301606,-0.09201614548038396,-0.031414538827446,-0.08225490647595612,-0.11366944530340213,1993Q1
1993-04-01,2429544.0,2807127.0,-377583.0,3893006.0,85123.0,30782.0,54341.0,47763.0,-1498.0,49261.0,30113.0,5317.0,24796.0,-18676.75,5251.0,-43472.75,-19545.0,-23927.75,49090.0,-171.0,23927.75,0.0,0.0,30584.25,23756.75,0.0,0.6240791819997195,0.721069271406209,-0.09699008940648948,0.021865622606284194,0.00790700040020488,0.013958622206079312,0.012268925349716903,-0.0003847926255443737,0.012653717975261276,0.007735153760358961,0.001365782636862106,0.0063693711234968555,-0.011166884921317871,-0.005020541966798921,-0.004797513797821016,0.0013488291566979347,0.012609793049381379,-4.392492587989846e-05,0.00614634295451895,0.00785620417744026,0.006102418028639051,-0.1065176883878422,-0.005017202644948402,0.036444331192913654,-0.04146153383786205,0.06162461604220492,0.023786246412155543,0.03783836963004938,-0.0783343257112884,-0.04049595608123902,-0.032543232658773194,0.008918301179088858,-0.03347849964782998,-0.08195748991910108,-0.02456019846874112,-0.07242989093774836,-0.09699008940648948,1993Q2
1993-07-01,2527116.0,2897108.0,-369992.0,3933105.0,97572.0,89981.0,7591.0,44092.0,6987.0,37105.0,38100.0,8424.0,29676.0,-19463.25,-29958.0,-49139.25,-59634.0,10494.75,37549.0,444.0,-10494.75,0.0,0.0,17641.75,-10050.75,0.0,0.6425244177310293,0.7365956413571466,-0.09407122362611728,0.024807880796469964,0.022877853502512646,0.0019300272939573187,0.01121048128641366,0.0017764590571571317,0.009434022229256529,0.009687003016700545,0.002141819249676782,0.0075451837670237635,-0.0124937549340788,-0.015162066611493972,-0.004948571167055037,-0.007616882844470208,0.009546910138427527,0.00011288790917099849,-0.002668311677415172,0.004485451062201492,-0.0025554237682441734,-0.10350168632670625,0.006244430291080457,0.0378492310782448,-0.03160480078716434,0.07068334051595368,0.02568555886506971,0.04499778165088397,-0.09002944238712163,-0.045031660736237655,-0.022664536034507087,0.008940264752657252,-0.03580548955596151,-0.07663646152340199,-0.02686522480330426,-0.06720599882281302,-0.09407122362611728,1993Q3
1993-10-01,2847589.0,3023984.0,-176395.0,4049516.0,320473.0,126876.0,193597.0,210695.0,25022.0,185673.0,36627.0,21050.0,15577.0,-27114.5,-45628.0,-42691.5,-61205.0,18513.5,219278.0,33605.0,1433.5,0.0,0.0,158558.5,35038.5,0.0,0.7031924308979147,0.746751957517886,-0.043559526619971374,0.07913859335288465,0.03133115167343455,0.047807441679450086,0.05202967465741585,0.006179010034779465,0.045850664622636386,0.009044784611296758,0.005198152075457907,0.0038466325358388507,-0.010542370989520723,-0.015114151913463238,-0.006695738453681872,-0.011267519377624389,0.054149187211508736,0.00829852258887235,0.0003539929216232261,0.03915492616895451,0.008652515510495576,-0.05271889282571053,0.058094596983935855,0.0429401933465629,0.01515440363737296,0.07769619875560438,0.030145330948192328,0.047550867807412044,-0.09798374669960558,-0.050432878892193535,0.032136186151628984,0.016981782514256024,-0.03442220008514598,-0.03527847525482058,-0.017440417570889953,-0.02611910904908142,-0.043559526619971374,1993Q4
1994-01-01,2877079.0,3098222.0,-221143.0,4081895.0,29490.0,74238.0,-44748.0,15585.0,-12653.0,28238.0,35409.0,12952.0,22457.0,-23285.0,-71035.0,-45742.0,-93492.0,47750.0,32531.0,4293.0,-53994.0,0.0,0.0,4953.0,-49701.0,0.0,0.7048390514699667,0.7590156042720354,-0.05417655280206865,0.007224585639758005,0.018187141021510842,-0.010962555381752838,0.0038180795929341643,-0.0030997857612701943,0.006917865354204358,0.008674647437035984,0.0031730360531076864,0.005501611383928298,-0.011206069729868113,-0.022904067841039516,-0.005704458345939815,-0.01740245645711122,0.007969582755068419,0.0010517174008640594,-0.013227679790881441,0.001213407008264544,-0.012175962390017381,-0.06326326375372222,0.06145185018232953,0.03949979115092377,0.021952059031405756,0.08575453312738324,0.033079243831602725,0.05267528929578051,-0.1084125755317077,-0.055737286235927185,0.03985085358638574,0.017898794554979978,-0.047376831104180776,-0.03378522720452143,-0.0294780365492008,-0.02469851625286785,-0.05417655280206865,1994Q1
1994-04-01,2952511.0,3145143.0,-192632.0,4177064.0000000005,75432.0,46921.0,28511.0,25549.0,4662.0,20887.0,28513.0,2201.0,26312.0,-28202.25,4889.0,-54514.25,-21423.0,-33091.25,23622.0,2735.0,33091.25,0.0,0.0,-7315.25,35826.25,0.0,0.7068388226754485,0.7529554251502969,-0.046116602474848355,0.018058617248861878,0.0112330095971716,0.006825607651690277,0.0061164971377024625,0.0011160949413272095,0.005000402196375252,0.006826086456898912,0.000526925132102357,0.006299161324796555,-0.013050853422403868,-0.00512872199228932,-0.006751692097607314,0.0011704393325072345,0.005655168319183043,0.0006547661228077903,0.007922131430114549,-0.0017512899012320615,0.008576897552922338,-0.05499628447158099,0.06616824640465169,0.03971593444582127,0.02645231195883041,0.09062681347472769,0.03285250118264886,0.057774312292078835,-0.11899338865767917,-0.06121907636560033,0.044598071755663785,0.01814575979683337,-0.03837527986164444,-0.03476676440676992,-0.02022952006481107,-0.025887082410037288,-0.046116602474848355,1994Q2
1994-07-01,2995979.0,3233782.0,-237803.0,4250447.0,43468.0,88639.0,-45171.0,2309.0,24501.0,-22192.0,24282.0,12033.0,12249.0,-30693.75,-22426.0,-42942.75,-34675.0,-8267.75,-22745.0,-553.0,8267.75,0.0,0.0,-52885.75,7714.75,0.0,0.7048621003861476,0.7608098630567561,-0.055947762670608525,0.010226689098817136,0.02085404193958894,-0.010627352840771806,0.0005432369818986097,0.00576433490407009,-0.00522109792217148,0.005712810911417081,0.002830996363441304,0.0028818145479757775,-0.010103113860730413,-0.008157965503392938,-0.007221299312754635,-0.00527615095541716,-0.005351201885354646,-0.00013010396318316637,0.0019451483573374754,-0.012442397234926114,0.001815044394154309,-0.06467413897879447,0.06556910367309603,0.044794582781528626,0.020774520891567404,0.09477497307930201,0.03511630659081268,0.05965866648848933,-0.12704210874762115,-0.0673834422591318,0.0384768943125276,0.017702373420960194,-0.03576759103219026,-0.0466089213675644,-0.018065217611230065,-0.037882545059378464,-0.055947762670608525,1994Q3
1994-10-01,3067780.0,3192065.0,-124285.0,4330914.0,71801.0,-41717.0,113518.0,-21558.0,-34409.0,12851.0,25990.0,15795.0,10195.0,-34688.5,-23389.0,-44883.5,-33584.0,-11299.5,126647.0,113796.0,21559.5,0.0,0.0,-21837.5,135355.5,0.0,0.7083447050668751,0.7370418807669697,-0.028697175700094713,0.01657871756400612,-0.00963237783063806,0.02621109539464418,-0.004977702166332557,-0.007944974201750485,0.002967272035417928,0.006001042736013692,0.0036470361683469126,0.0023540065676667787,-0.010363516800379781,-0.007754483233793144,-0.008009510232713003,-0.005400476666126365,0.029242557113810158,0.02627528507839223,0.004978048513547025,-0.0050422381972950745,0.031253333591939256,-0.03726141872131379,0.05937314848551599,0.03601733952694512,0.02335580895857087,0.0990151270609391,0.03811089298933205,0.060904234071607055,-0.1350452237102838,-0.07414098963867673,0.06700456300910154,0.043648754050530675,-0.030124992091738603,-0.05078518068010586,0.01352376195879207,-0.042220937658886785,-0.028697175700094713,1994Q4
1995-01-01,3154448.0,3308232.0,-153784.0,4372364.0,86668.0,116167.0,-29499.0,12896.0,30780.0,-17884.0,25545.0,8977.0,16568.0,-29862.75,-16093.0,-46430.75,-32661.0,-13769.75,-13406.0,4478.0,13769.75,0.0,0.0,-47746.75,18247.75,0.0,0.7214513704714429,0.7566231905669336,-0.03517182009549068,0.01982177147190856,0.026568465022582748,-0.006746693550674189,0.0029494342191089306,0.0070396700732143986,-0.004090235854105468,0.005842377258617993,0.0020531227500729583,0.0037892545085450344,-0.010619141041322269,-0.007469872133244167,-0.006829886532777234,-0.003680617624699133,-0.003066075925975056,0.001024159928130412,0.0031492689080781016,-0.010920122386882702,0.004173428836208513,-0.04365487411386609,0.06175972540255111,0.042715565309750056,0.019044160092801056,0.10391884115778101,0.039802724567305006,0.064116116590476,-0.14438413636193145,-0.08026801977145544,0.0633032839900795,0.04425912389727845,-0.02669013833249016,-0.06122385967865438,0.01756898556478829,-0.05274080566027897,-0.03517182009549068,1995Q1
1995-04-01,3267264.0,3458268.0,-191004.0,4429094.0,112816.0,150036.0,-37220.0,10799.0,31584.0,-20785.0,28435.0,15302.0,13133.0,-29776.25,-13757.0,-42909.25,-26890.0,-16019.25,-23463.0,-2678.0,16019.25,0.0,0.0,-50561.25,13341.25,0.0,0.7376822438178101,0.7808070905697644,-0.043124846751954236,0.02547157499931137,0.03387509951245108,-0.008403524513139707,0.0024381961638204113,0.007131029506260197,-0.004692833342439785,0.006420048885844374,0.003454882646428367,0.002965166239416007,-0.009688042294880172,-0.006071219080019526,-0.0067228760554641645,-0.0031060528406035184,-0.005297471672536189,-0.0006046383300964035,0.0036168232148606465,-0.01141570939790395,0.003012184884764243,-0.05149924566965614,0.06340687282771601,0.049299472984768444,0.014107399842947564,0.10900784675150267,0.04274779446992997,0.06626005228157271,-0.15222283609243786,-0.08596278381086515,0.057194992926318564,0.043087593083371,-0.022731454785109552,-0.07185538396791759,0.02035613829826145,-0.06348098505021568,-0.043124846751954236,1995Q2
1995-07-01,3347450.0,3589290.0,-241840.0,4524400.0,80186.0,131022.0,-50836.0,34742.0,34319.0,423.0,47679.0,20645.0,27034.0,-25441.25,-43852.0,-52475.25,-70886.0,18410.75,-6984.0,-7407.0,-18410.75,0.0,0.0,-25018.25,-25817.75,0.0,0.7398660595880117,0.7933184510653346,-0.05345239147732296,0.01772301299619839,0.0289589779860313,-0.011235964989832906,0.007678808239766599,0.007585315179913359,9.349305985324021e-05,0.010538192909557069,0.004563035982671736,0.005975156926885333,-0.011598278224736983,-0.01566749182212006,-0.005623121297851649,-0.009692334895234727,-0.0015436300945981787,-0.001637123154451419,-0.004069213597383078,-0.005529628237998408,-0.005706336751834498,-0.06165038458138096,0.06975002210237821,0.05584630006188666,0.013903722040491557,0.11724980107859606,0.04641035275395632,0.07083944832463973,-0.16061455662629298,-0.08977510830165326,0.054446556449473965,0.0405428344089824,-0.02632183272920166,-0.0758713862611617,0.014221001679780744,-0.0676733931571037,-0.05345239147732296,1995Q3
1995-10-01,3685579.0,3945684.0,-260105.0,4571054.0,338129.0,356394.0,-18265.0,197210.0,219222.0,-22012.0,59660.0,27914.0,31746.0,-21197.75,4196.0,-52943.75,-27550.0,-25393.75,-65193.0,-43181.0,68125.75,0.0,0.0,-43209.75,24944.75,0.0,0.806286471347746,0.8631891025570908,-0.05690263120934472,0.0739717798127084,0.0779675759682559,-0.003995796155547495,0.04314322254779751,0.047958742119432414,-0.004815519571634901,0.013051694423211802,0.006106687866737081,0.006945006556474721,-0.011582394344936638,-0.006027056341929017,-0.004637387788461917,0.0009179502145457043,-0.014262137353879434,-0.009446617782244532,0.014903728986793855,-0.009452907360096819,0.0054571112045493225,-0.06501695232653125,0.1121813481092107,0.10323505257212012,0.00894629553709057,0.12910479727432667,0.05204335805265044,0.07706143922167623,-0.17055765475533652,-0.09349621553366029,0.03962871582790315,0.030682420290812577,-0.011149452620774115,-0.08454991999656972,0.019532967670038464,-0.07643559887938318,-0.05690263120934472,1995Q4
1996-01-01,3791185.0,4058518.0,-267333.0,4654706.0,105606.0,112834.0,-7228.0,29712.0,28062.0,1650.0,58728.0,22964.0,35764.0,-25785.75,-5796.0,-61549.75,-41560.0,-19989.75,-1432.0,-3082.0,19989.75,0.0,0.0,-24135.75,16907.75,0.0,0.8144843089982482,0.8719171522326007,-0.0574328432343525,0.02268800650352568,0.024240843567778503,-0.0015528370642528227,0.006383217328871039,0.006028737368160309,0.0003544799607107302,0.012616908565224098,0.004933501707734066,0.007683406857490032,-0.013223123007124403,-0.008928598283113907,-0.00553971614963437,-0.001245191425623874,-0.0003076456386289489,-0.0006621255993396791,0.004294524724010496,-0.00518523618892364,0.003632399124670817,-0.06540133791478989,0.11654849951855176,0.10740850227705037,0.009139997241501397,0.1394015003310628,0.056041563097647844,0.08335993723341496,-0.18071560266104883,-0.09735566542763388,0.038608883138913606,0.02946888589741221,-0.006654555626069617,-0.08821566818613248,0.022814330271342595,-0.0802471735056951,-0.0574328432343525,1996Q1
1996-04-01,3877590.0,4158796.0,-281206.0,4740154.0,86405.0,100278.0,-13873.0,28515.0,19649.0,8866.0,42112.0,19553.0,22559.0,-27386.75,-19289.0,-49945.75,-41848.0,-8097.75,5416.0,-3450.0,8097.75,0.0,0.0,-18520.75,4647.75,0.0,0.8180303846668273,0.877354617592593,-0.059324232925765705,0.018228310725769668,0.02115500888789689,-0.002926698162127222,0.006015627340377549,0.004145223973735874,0.0018704033666416746,0.00888409954613289,0.004124971467171742,0.004759128078961148,-0.010536735726307627,-0.008828405153081524,-0.005777607647346478,-0.004069277074120377,0.0011425789119931546,-0.0007278244546485199,0.0017083305732261019,-0.003907204280704804,0.0009805061185775821,-0.06714908418587244,0.12046317482512171,0.10961753563280856,0.01084563919231316,0.14577269008559637,0.05915630589217143,0.08661638419342493,-0.1879946832950997,-0.10137829910167476,0.039055482163659665,0.028209842971346502,-0.004826267247857348,-0.0905326599093616,0.023383575723489154,-0.08270780864925485,-0.059324232925765705,1996Q2
1996-07-01,4004700.0,4305942.0,-301242.0,4806299.0,127110.0,147146.0,-20036.0,24250.0,13900.0,10350.0,32914.0,13713.0,19201.0,-33431.75,-28265.0,-52632.75,-47466.0,-5166.75,8229.0,-2121.0,5166.75,0.0,0.0,-23081.75,3045.75,0.0,0.8332190735532683,0.8958955737044242,-0.0626765001511558,0.026446544420145313,0.030615240541630888,-0.0041686961214855755,0.005045462215313695,0.0028920381357880566,0.0021534240795256392,0.006848096633189071,0.0028531308601483178,0.003994965773040753,-0.010950785625280492,-0.009875790082972366,-0.006955819852239738,-0.005880824309931612,0.0017121281884460372,-0.000441295891079602,0.0010749955423081253,-0.0048023957727140985,0.0006336996512285232,-0.07039366464716407,0.12385080495408213,0.11100100097809146,0.012849803975990674,0.15061464132797397,0.06119531889297774,0.08941932243499624,-0.19635825819409072,-0.10693893575909447,0.04023012301148971,0.02738031903549904,-0.0036848518995593075,-0.0940891317831038,0.023695467135939733,-0.08637196728709554,-0.0626765001511558,1996Q3
1996-10-01,4363938.0,4645466.0,-281528.0,4879652.0,359238.0,339524.0,19714.0,202859.0,178667.0,24192.0,33151.0,27067.0,6084.0,-28625.25,-67697.0,-34709.25,-73781.0,39071.75,71743.0,47551.0,-23403.75,0.0,0.0,-4433.25,24147.25,0.0,0.8943133649694691,0.9520076431679964,-0.05769427819852727,0.07361959418417544,0.06957955198444479,0.004040042199730636,0.04157243180456311,0.036614701212299566,0.004957730592263547,0.006793722175269876,0.005546911951917883,0.001246810223351993,-0.007113058472202526,-0.01512013561622837,-0.005866248248850533,-0.013873325392876378,0.014702482881976009,0.009744752289712463,-0.00479619243339484,-0.0009085176565869861,0.004948559856317623,-0.06529543500233213,0.1635614588909209,0.14594708803004805,0.017614370860872867,0.15514426028741393,0.06582231683734824,0.08932194345006571,-0.20051957598615638,-0.11119763253609069,0.05432784960894752,0.03671347874807466,-0.008425652075188968,-0.09358326167521783,0.02828782667288569,-0.08598210487141296,-0.05769427819852727,1996Q4
1997-01-01,4494885.0,4814442.0,-319557.0,4992056.0,130947.0,168976.0,-38029.0,-5550.0,11421.0,-16971.0,50964.0,25334.0,25630.0,-33059.75,-18198.0,-58689.75,-43828.0,-14861.75,-19831.0,-2860.0,14861.75,0.0,0.0,-50030.75,12001.75,0.0,0.9004075675433129,0.9644206715629793,-0.06401310401966645,0.026231075933443055,0.0338489792582455,-0.007617903324802446,-0.0011117663744156716,0.002287834912108358,-0.0033996012865240293,0.010209020091120773,0.005074862942242635,0.0051341571488781376,-0.011756628932047236,-0.008779548947367578,-0.0066224717831690995,-0.00364539179848944,-0.003972511526313006,-0.0005729102397889767,0.002977079984679659,-0.01002207306969313,0.0024041697448906824,-0.07144310881127935,0.1587668487693247,0.14494869448579903,0.013818154283525666,0.1618599631093882,0.06941508668973265,0.09244487641965556,-0.20776119098022938,-0.11531631456057384,0.049132061018546266,0.0353139067350206,-0.005258855269251787,-0.10149816027704818,0.030055051465768815,-0.09406815548543526,-0.06401310401966645,1997Q1
1997-04-01,4739238.0,5056799.0,-317561.0,5077767.0,244353.0,242357.0,1996.0,154075.0,102428.0,51647.0,45050.0,37667.0,7383.0,-25612.75,-40748.0,-32995.75,-48131.0,15135.25,42744.0,-8903.0,-15135.25,0.0,0.0,26034.25,-24038.25,0.0,0.9333311276393738,0.9958706258085493,-0.06253949816917555,0.048122137152019774,0.04772905097851083,0.00039308617350894594,0.03034306221612768,0.020171859008103366,0.010171203208024315,0.008872010078445899,0.007418024497776286,0.0014539855806696132,-0.00649808272021934,-0.009478772854288116,-0.005044097139549728,-0.008024787273618501,0.008417873447127447,-0.0017533297608968666,-0.0029806901340687746,0.005127106068474587,-0.004734019894965641,-0.06984408697760255,0.18642997994984803,0.16267386825744465,0.023756111692403374,0.16799983142196165,0.07566140785900574,0.09233842356295592,-0.21075233463843457,-0.11841391107547865,0.056720601792086954,0.03296449009968358,-0.00815077769421086,-0.09465779938307528,0.02481371240547272,-0.08735321057464826,-0.06253949816917555,1997Q2
1997-07-01,4866288.0,5262094.0,-395806.0,5200817.0,127050.0,205295.0,-78245.0,33480.0,56262.0,-22782.0,42450.0,45118.0,-2668.0,-30865.75,-47142.0,-28197.75,-44474.0,16276.25,-31103.0,-8321.0,-16276.25,0.0,0.0,-53647.75,-24597.25,0.0,0.9356776060376668,1.0117821872986494,-0.07610458126098264,0.024428854158875423,0.039473605781553164,-0.015044751622677745,0.0064374501160106195,0.01081791572362573,-0.004380465607615111,0.008162179134547514,0.008675175458009771,-0.000512996323462256,-0.005421792383773549,-0.00855134875924302,-0.005934788707235805,-0.009064345082705275,-0.00598040653997247,-0.0015999409323573584,-0.0031295563754694697,-0.010315254314850917,-0.004729497307826828,-0.08323634536650684,0.18845654442369345,0.1696429618654146,0.018813582558278825,0.1721871775146097,0.08254645375909209,0.08964072375551764,-0.2111877806890725,-0.12154705693355486,0.04939820032121876,0.03058461776293994,-0.01108748875417074,-0.10273347437527604,0.0194971290087692,-0.09560171026975185,-0.07610458126098264,1997Q3
1997-10-01,5111051.0,5746421.0,-635370.0,5301962.0,244763.0,484327.0,-239564.0,128216.0,333124.0,-204908.0,19510.0,33381.0,-13871.0,-41033.0,-47593.0,-27162.0,-33722.0,6560.0,-218971.0,-14063.0,20440.0,0.0,0.0,-245941.0,6377.0,0.0,0.9639923862147635,1.0838291560746758,-0.11983676985991223,0.046164608497759885,0.09134863659905522,-0.045184028101295334,0.024182745934429557,0.0628303258303247,-0.038647579895895144,0.0036797698663249565,0.006295971189533233,-0.0026162013232082764,-0.005123009180375114,-0.006360287003188631,-0.00773921050358339,-0.008976488326396907,-0.04129999422855162,-0.002652414332656477,0.003855176630839678,-0.04638679039947853,0.0012027622981832008,-0.12683248201326225,0.2090441236659184,0.22923702584062278,-0.02019290217470438,0.1725821497777615,0.08726769448743692,0.0853144552903246,-0.21228198165132078,-0.12696752636099617,0.007155841554503785,0.027348743729208168,-0.007020797206769871,-0.14716042853570055,0.020327946522438297,-0.14016471638235053,-0.11983676985991223,1997Q4
1998-01-01,5316334.0,5961932.0,-645598.0,5350030.0,205283.0,215511.0,-10228.0,171177.0,139284.0,31893.0,46100.0,45380.0,720.0,-41270.25,-30675.0,-41990.25,-31395.0,-10595.25,20447.0,-11446.0,10595.25,0.0,0.0,-9377.25,-850.75,0.0,0.9937017175604623,1.1143735642603874,-0.12067184669992505,0.03837043904426704,0.04028220402502416,-0.0019117649807571173,0.03199552152044007,0.026034246536935306,0.005961274983504765,0.008616774111547038,0.00848219542694153,0.00013457868460550689,-0.007848600848967203,-0.0058681913933192895,-0.007714022164361695,-0.005733612708713783,0.0038218477279566656,-0.0021394272555480998,0.0019804094556479124,-0.0017527471808569297,-0.00015901779990018747,-0.12760470502034568,0.23916146264600385,0.2532116642336585,-0.014050201587654649,0.1796483384205322,0.0949658226215554,0.08468251579897683,-0.21822330902817366,-0.13354079322919685,0.010913396747307959,0.024963598334962606,-0.004977308538456794,-0.1475909948168515,0.019986289796505814,-0.14065813649643086,-0.12067184669992505,1998Q1
1998-04-01,5403169.0,6104980.0,-701811.0,5431734.0,86835.0,143048.0,-56213.0,-29032.0,31780.0,-60812.0,45589.0,28193.0,17396.0,-49066.5,5966.0,-66462.5,-11430.0,-55032.5,-62179.0,-1367.0,55032.5,0.0,0.0,-109878.5,53665.5,0.0,0.9947410900460147,1.1239467912088479,-0.1292057011628331,0.015986607591608866,0.02633560479949865,-0.010348997207889782,-0.005344886181834383,0.005850801972261528,-0.011195688154095912,0.00839308405013942,0.0051904235369405055,0.003202660513198916,-0.012235963690416357,-0.0021043003946805937,-0.009033303177217442,0.0010983601185183222,-0.011447357326408105,-0.0002516691723121935,0.010131663295735763,-0.020228991331313353,0.00987999412342357,-0.13603427561069817,0.23021911603182335,0.2552536630107439,-0.025034546978920543,0.18533915688802138,0.09872777275175847,0.08661138413626293,-0.22717676344239243,-0.1405653793061295,-0.0006981196060042705,0.02433642737291627,0.0052292233014356,-0.16559992628505005,0.029565650674351875,-0.15877135183718497,-0.1292057011628331,1998Q2
1998-07-01,5287115.0,6059335.0,-772220.0,5530324.0,-116054.0,-45645.0,-70409.0,-201316.0,-98657.0,-102659.0,24942.0,10191.0,14751.0,-56217.25,17321.0,-70968.25,2570.0,-73538.25,-87730.0,14929.0,73538.25,0.0,0.0,-158876.25,88467.25,0.0,0.9560226489442571,1.0956564208534618,-0.1396337719092046,-0.020985027278691087,-0.008253585142570309,-0.012731442136120777,-0.036402207176288406,-0.017839280302564552,-0.018562926873723854,0.004510043172877394,0.0018427491770825724,0.0026672939957948214,-0.012832566410213941,0.00046471056668650877,-0.010165272414419118,0.00313200456248133,-0.015863446698602107,0.0026994801751217467,0.01329727697690045,-0.028728199288142974,0.015996757152022197,-0.14634061223176073,0.18971275462341808,0.23286393346935913,-0.04315117884594103,0.18654512827819852,0.09881048560626828,0.08773464267193025,-0.23595941214294136,-0.1482247694710111,-0.016549120811004923,0.026602058034936107,0.018433278050255283,-0.19137594831695212,0.04503533608519139,-0.18466910799439598,-0.1396337719092046,1998Q3
