T_report,model_T,terminal_rule,gate_source_terminal_rule,cutoff_t,cutoff_model_t,t,model_t,evaluation_date,bound_status,lower_bound_certified,hkt_gate_passed,prefix_stable,finite_prefix_product,omitted_tail_bound,bubble_share_lower,log_bubble_share_lower,log10_bubble_share_lower,bubble_share_lower_scientific,lower_bound_float64_underflow,bubble_share_upper,relative_interval_width_bound,leakage,dividend_leakage,switch_leakage,dividend_envelope,switch_envelope,Q_US,NFA,B_agg_lower,B_agg_upper,V_agg_lower,V_agg_upper,NFA_bubble_lower,NFA_bubble_upper,NFA_fund_lower,NFA_fund_upper
105,104,local_loglinear,local_loglinear,103,102,1,0,true,diagnostic_only_hkt_gate_failed,false,false,true,8.067294737124859e-9,1.542050972327273,1.7259320598485899e-9,-20.17749860783593,-8.762976303993689,1.72593206e-9,false,8.067294737124859e-9,0.786058137691929,0.0,0.0,0.0,0.05445237622122518,33.80757584797125,1.0681534236050094,0.14218193688193836,1.8435602386369172e-9,8.617108492690592e-9,1.0681534149879008,1.0681534217614492,-8.617108492690592e-9,-1.8435602386369172e-9,0.1421819387254986,0.14218194549904686
105,104,local_loglinear,local_loglinear,103,102,2,1,false,diagnostic_only_hkt_gate_failed,false,false,true,1.0716726428397886e-8,1.542050972327273,2.2927564099375634e-9,-19.893511070751362,-8.639642083708567,2.29275641e-9,false,1.0716726428397886e-8,0.786058137691929,0.32841637470869073,0.034768048914073375,0.8809449773838521,0.054434086449513856,33.754051530935484,1.0880550532784021,0.12497592416244663,2.4946451977690136e-9,1.1660388345020522e-8,1.088055041618014,1.088055050783757,-1.1660388345020522e-8,-2.4946451977690136e-9,0.12497592665709183,0.12497593582283498
105,104,local_loglinear,local_loglinear,103,102,3,2,false,diagnostic_only_hkt_gate_failed,false,false,true,1.423535179893735e-8,1.542050972327273,3.0455376744752014e-9,-19.609588375189958,-8.516336023739152,3.04553767e-9,false,1.423535179893735e-8,0.786058137691929,0.3283302409601129,0.03448801604974626,0.8815266747310999,0.05439359409808254,33.63578976604224,1.1103198549605557,0.10901088926692504,3.3815209490002137e-9,1.5805793744708604e-8,1.110319839154762,1.1103198515790347,-1.5805793744708604e-8,-3.3815209490002137e-9,0.10901089264844599,0.10901090507271878
105,104,local_loglinear,local_loglinear,103,102,4,3,false,diagnostic_only_hkt_gate_failed,false,false,true,1.8906403557554825e-8,1.542050972327273,4.044871186651213e-9,-19.325816132023068,-8.393095304414464,4.04487119e-9,false,1.8906403557554825e-8,0.786058137691929,0.3281304055278882,0.034218051916325314,0.8817370608346887,0.05433165458343069,33.455521453374615,1.1349030306302932,0.09427326942143299,4.590536568239612e-9,2.145693469578833e-8,1.1349030091733585,1.1349030260397566,-2.145693469578833e-8,-4.590536568239612e-9,0.09427327401196955,0.0942732908783677
105,104,local_loglinear,local_loglinear,103,102,5,4,true,diagnostic_only_hkt_gate_failed,false,false,true,2.5103744959157655e-8,1.542050972327273,5.370741947469032e-9,-19.042299772705327,-8.26996571403347,5.37074195e-9,false,2.5103744959157655e-8,0.786058137691929,0.3277906018845377,0.03395902344500268,0.8814947353186051,0.054249144185640114,33.216567259305855,1.1617768929211354,0.08074330875104807,6.2396038924117795e-9,2.9164950819334795e-8,1.1617768637561845,1.1617768866815315,-2.9164950819334795e-8,-6.2396038924117795e-9,0.08074331499065196,0.08074333791599889
105,104,local_loglinear,local_loglinear,103,102,6,5,false,diagnostic_only_hkt_gate_failed,false,false,true,3.3320095317510145e-8,1.542050972327273,7.128563244510548e-9,-18.759156131309563,-8.146997992989295,7.12856324e-9,false,3.3320095317510145e-8,0.786058137691929,0.3272958027465646,0.03371143494370142,0.8807531034085896,0.05414702068380376,32.922677126905505,1.1909289976239965,0.06839980607326979,8.48961267928421e-9,3.9681867717218377e-8,1.1909289579421287,1.1909289891343837,-3.9681867717218377e-8,-8.48961267928421e-9,0.06839981456288247,0.06839984575513751
105,104,local_loglinear,local_loglinear,103,102,7,6,false,diagnostic_only_hkt_gate_failed,false,false,true,4.420371578249587e-8,1.542050972327273,9.457025275443825e-9,-18.476507956246223,-8.024245450239263,9.45702528e-9,false,4.420371578249587e-8,0.786058137691929,0.32663833525308844,0.03347550553787406,0.8794884891456433,0.05402629178753239,32.57789156989268,1.2223608253321285,0.057223198722044843,1.1559897220878314e-8,5.4032890506638486e-8,1.222360771299238,1.2223608137722313,-5.4032890506638486e-8,-1.1559897220878314e-8,0.057223210281942063,0.05722325275493535
105,104,local_loglinear,local_loglinear,103,102,8,7,false,diagnostic_only_hkt_gate_failed,false,false,true,5.860596841092333e-8,1.542050972327273,1.25382700242009e-8,-18.194480267861323,-7.901762381429771,1.25382700e-8,false,5.860596841092333e-8,0.786058137691929,0.3258154291664901,0.033251231333434855,0.8776925934991658,0.05388798987352551,32.186423167568805,1.256086828825368,0.04719757198108154,1.5749155833654678e-8,7.361418501151638e-8,1.256086755211183,1.2560868130762122,-7.361418501151638e-8,-1.5749155833654678e-8,0.04719758773023738,0.047197645595266555
105,104,local_loglinear,local_loglinear,103,102,9,8,false,diagnostic_only_hkt_gate_failed,false,false,true,7.764280587824875e-8,1.542050972327273,1.661104648441656e-8,-17.9131979120297,-7.77960300643535,1.66110465e-8,false,7.764280587824875e-8,0.786058137691929,0.3248276239349228,0.033038436082099165,0.875367563558471,0.05373315191308564,31.75255687716813,1.29213372214904,0.03831198989446927,2.14636933226999e-8,1.0032488775755693e-7,1.2921336218241524,1.2921337006853466,-1.0032488775755693e-7,-2.14636933226999e-8,0.03831201135816259,0.038312090219357026
105,104,local_loglinear,local_loglinear,103,102,10,9,true,diagnostic_only_hkt_gate_failed,false,false,true,1.0277405127436009e-7,1.542050972327273,2.1987671926581748e-8,-17.632783907625903,-7.657820751674387,2.19876719e-8,false,1.0277405127436009e-7,0.786058137691929,0.3236777073141791,0.03283681214421879,0.872522685509881,0.05356280372873889,31.280567781981354,1.3305399913488538,0.03056134805260413,2.9255476814975515e-8,1.3674498529347373e-7,1.3305398546038685,1.330539962093377,-1.3674498529347373e-7,-2.9255476814975515e-8,0.030561377308080947,0.030561484797589425
105,104,local_loglinear,local_loglinear,103,102,11,10,false,diagnostic_only_hkt_gate_failed,false,false,true,1.3590532320789344e-7,1.542050972327273,2.9075837944677042e-8,-17.353358318847704,-7.536467760365448,2.90758379e-8,false,1.3590532320789344e-7,0.786058137691929,0.32237000996572657,0.03264595429083372,0.8691721670246787,0.05337794782992162,30.774654649888916,1.371355531939532,0.023946974815892474,3.987331121121022e-8,1.8637451680117473e-7,1.3713553455650154,1.3713554920662208,-1.8637451680117473e-7,-3.987331121121022e-8,0.023947014689203686,0.023947161190409277
105,104,local_loglinear,local_loglinear,103,102,12,11,false,diagnostic_only_hkt_gate_failed,false,false,true,1.7951868945398143e-7,1.542050972327273,3.8406562740889006e-8,-17.075037487244625,-7.415594559001507,3.84065627e-8,false,1.7951868945398143e-7,0.786058137691929,0.3209099188806085,0.03246538658309778,0.8653335968925323,0.05317955425368229,30.238887751097465,1.4146414710588162,0.018477003676346415,5.4331516414083945e-8,2.5395458293173107e-7,1.4146412171042333,1.4146414167272998,-2.5395458293173107e-7,-5.4331516414083945e-8,0.01847705800786283,0.018477257630929347
105,104,local_loglinear,local_loglinear,103,102,13,12,false,diagnostic_only_hkt_gate_failed,false,false,true,2.3683964464277405e-7,1.542050972327273,5.066991464325677e-8,-16.79793350202175,-7.2952498273058115,5.06699146e-8,false,2.3683964464277405e-7,0.786058137691929,0.3193035519763332,0.032294584595435126,0.8610269021426943,0.05296855384542289,29.677169113956182,1.4604700710926992,0.014166690561729256,7.400189384129822e-8,3.458972126490018e-7,1.4604697251954866,1.4604699970908055,-3.458972126490018e-7,-7.400189384129822e-8,0.014166764563623098,0.014167036458941904
105,104,local_loglinear,local_loglinear,103,102,14,13,false,diagnostic_only_hkt_gate_failed,false,false,true,3.120498575181791e-7,1.542050972327273,6.676052765040735e-8,-16.522153834493068,-7.175480239476991,6.67605277e-8,false,3.120498575181791e-7,0.786058137691929,0.31755753133663306,0.03213299288192153,0.8562736153641347,0.052745833580533155,29.09320366112496,1.50892477865686,0.011038647103555732,1.007366144079061e-7,4.708597621855231e-7,1.508924307797098,1.5089246779202456,-4.708597621855231e-7,-1.007366144079061e-7,0.01103874784017014,0.011039117963317918
105,104,local_loglinear,local_loglinear,103,102,15,14,true,diagnostic_only_hkt_gate_failed,false,false,true,4.105573898445095e-7,1.542050972327273,8.783541256767512e-8,-16.247801085416043,-7.056330354457852,8.78354126e-8,false,4.105573898445095e-7,0.786058137691929,0.3156788248832688,0.03198003902447971,0.8510963575763676,0.05251223351984035,28.49047953382639,1.5601003679205998,0.009123078196024759,1.3703205946328764e-7,6.405107349489404e-7,1.560099727409865,1.5601002308885403,-6.405107349489404e-7,-1.3703205946328764e-7,0.009123215228084222,0.009123718706759707
105,104,local_loglinear,local_loglinear,103,102,16,15,false,diagnostic_only_hkt_gate_failed,false,false,true,5.393388286455321e-7,1.542050972327273,1.1538715341547876e-7,-15.974972811292078,-6.937842540498627,1.15387153e-7,false,5.393388286455321e-7,0.786058137691929,0.31367463352637687,0.031835144755571414,0.8455184663124165,0.05226854509373771,27.872256139822767,1.6141031810536475,0.008458041512195313,1.8624677138064952e-7,8.705485189825014e-7,1.6141023105051286,1.6141029948068761,-8.705485189825014e-7,-1.8624677138064952e-7,0.008458227758966694,0.008458912060714295
