T_report,n_buffer,terminal_rule,elapsed_sec,status,T_extended,branch_iters,warm_start_T,branch_converged,max_u_residual,max_u_residual_t,terminal_u_residual,max_bgp_residual,residual_safe,hard_valid,model_residuals,psi_interior,equity_interior,theta_interior,positive_foreign_claims,positive_returns,accounting_exact,positive_output,finite_accounting,exact_common,extended_bgp_valid,exponent_ordering,robust_ordering_002,accounting_residual_max,accounting_scale,nfa_identity_error,psi_ok,psi_min,equity_weights_ok,equity_weight_min,nu_b_reference,nu_b_eff_min,nu_b_eff_max,nu_b_ordering_ok,max_common_growth_log_gap,max_common_growth_level_gap,all_extended_bgp_converged,max_extended_bgp_residual,terminal_successor_scope,terminal_successor_N_US,terminal_successor_phi_US,terminal_successor_phi_W,hkt_scalar_root_residual,phi_US_report_end,q_US_report_end,q_growth,nfa_final,nfa_min,rebased_nfa_t15,nfa_savings_identity_error,nfa_portfolio_identity_error,cond_1b_final,error
105,0,local_loglinear,1.6443629264831543,ok,105,500,100,true,3.417701996054203e-7,105,3.417701996054203e-7,9.985140561608041e-10,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,2.4868995751603507e-13,1590.4548525068806,7.310273531402345e-6,true,0.8833957010634274,true,0.13724440346833944,1.6606529874949896,0.1760911125723405,1.6606529874949896,true,4.087342599795596e-9,4.215419346920157e-9,true,9.985140561608041e-10,T_report_plus_1_only,91.91656312541028,0.4660319001267549,0.38832432555728763,,0.4767579648995288,16.188641443724485,15.176106251210978,1590.454845196607,0.008458041512195313,-0.03793685316766103,0.0,7.310273531402345e-6,0.09455758318819155,
