experiment,T_report,n_buffer,terminal_rule,t,q_US,d_over_q_US,phi_US,phi_US_switch_b,Q_US,rebased_NFA,cond_1b
terminal_rule_selected_full_path,105,0,local_loglinear,42,1.954918711197913,0.029408633233148625,0.8332446082725442,0.5606055179896378,4.742733817045844,0.05634135722025125,0.6292766596889663
terminal_rule_selected_full_path,105,0,local_loglinear,43,1.9857771086723497,0.029328044275105186,0.8309612544613133,0.5515173668217352,4.980470024541392,0.060689640649239075,0.6201258469491275
terminal_rule_selected_full_path,105,0,local_loglinear,44,2.017501201063455,0.029246562349686946,0.8286525999077965,0.5424013790255248,5.23344111432423,0.0650263314200476,0.6109877298797933
terminal_rule_selected_full_path,105,0,local_loglinear,45,2.050137078329101,0.029164053754007647,0.8263148563635498,0.5332619317254624,5.502834242824103,0.06934833361822297,0.6018642787157021
terminal_rule_selected_full_path,105,0,local_loglinear,46,2.0837334797123988,0.02908038751108339,0.8239443128140294,0.5241032579765207,5.789947639782404,0.07365282733133309,0.5927569406238926
terminal_rule_selected_full_path,105,0,local_loglinear,47,2.118342025766712,0.028995434783828145,0.8215373188751305,0.5149294465373072,6.096202649796465,0.07793723945495913,0.5836666879306911
terminal_rule_selected_full_path,105,0,local_loglinear,48,2.1540175073491046,0.02890906805515144,0.8190902615626238,0.505744435254143,6.4231573870632594,0.08219921014373095,0.5745940643368234
terminal_rule_selected_full_path,105,0,local_loglinear,49,2.1908181686526613,0.028821160575452948,0.8165995496378333,0.4965520190569467,6.7725220326602855,0.0864365678384782,0.5655392261811599
terminal_rule_selected_full_path,105,0,local_loglinear,50,2.2288060207443525,0.0287315858034506,0.8140615977644334,0.48735584518509006,7.146176107196832,0.09064730545398011,0.5565019970825149
terminal_rule_selected_full_path,105,0,local_loglinear,51,2.2680471971945284,0.028640216784832414,0.8114728089035848,0.4781594176414735,7.546188037363007,0.09482955633327923,0.5474818994001592
terminal_rule_selected_full_path,105,0,local_loglinear,52,2.308612326762686,0.0285469256690028,0.8088295606217459,0.4689660931520179,7.974837254707838,0.09898157491193066,0.5384781976533538
terminal_rule_selected_full_path,105,0,local_loglinear,53,2.3505769608378206,0.028451583123367735,0.806128188495419,0.45977909319127636,8.434639323008327,0.10310171592167504,0.5294899248763216
terminal_rule_selected_full_path,105,0,local_loglinear,54,2.39402199711308,0.028354058061135765,0.8033649783988464,0.45060150060574505,8.928374310537686,0.10718842225327849,0.5205159342648399
terminal_rule_selected_full_path,105,0,local_loglinear,55,2.439034200941169,0.028254217032076836,0.8005361492421768,0.4414362645950257,9.459119272496142,0.11124020527317348,0.5115549193942627
terminal_rule_selected_full_path,105,0,local_loglinear,56,2.4857067238947375,0.02815192397468649,0.7976378459494505,0.4322862058778378,10.030285060533771,0.11525563473966613,0.5026054528004038
terminal_rule_selected_full_path,105,0,local_loglinear,57,2.534139710782062,0.028047039765051983,0.7946661266764725,0.423154013856762,10.645658478929219,0.11923332425136199,0.4936660159647167
terminal_rule_selected_full_path,105,0,local_loglinear,58,2.584440963775155,0.02793942181856358,0.791616951525968,0.4140422607057098,11.30945048588191,0.12317191855374986,0.4847350207444231
terminal_rule_selected_full_path,105,0,local_loglinear,59,2.6367266340626316,0.027828923945690018,0.788486178461217,0.4049533986110093,12.026351226350613,0.1270700871708311,0.47581085388444183
terminal_rule_selected_full_path,105,0,local_loglinear,60,2.6911220299102756,0.027715395975886646,0.7852695526501215,0.3958897675938181,12.801593382099044,0.13092651263574703,0.4668918959372988
terminal_rule_selected_full_path,105,0,local_loglinear,61,2.7477624902791624,0.027598683516029707,0.7819626996208414,0.3868535924065209,13.641024932518947,0.1347398820755661,0.45797655330831255
terminal_rule_selected_full_path,105,0,local_loglinear,62,2.8067943418262926,0.027478627784061578,0.7785611205484111,0.37784699836493646,14.55119292270922,0.13850888047093537,0.4490632810063659
terminal_rule_selected_full_path,105,0,local_loglinear,63,2.8683759827771467,0.027355065346924362,0.7750601848295233,0.36887200836066336,15.539440279399498,0.14223218154001152,0.4401506187980773
terminal_rule_selected_full_path,105,0,local_loglinear,64,2.9326790256760695,0.027227828185879894,0.7714551319332634,0.3599305494830484,16.614017451310517,0.1459084458131668,0.43123721812526367
terminal_rule_selected_full_path,105,0,local_loglinear,65,2.9998896346479373,0.027096743451834916,0.7677410644686559,0.35102445997174603,17.78421215405883,0.14953631108298246,0.4223218681855608
terminal_rule_selected_full_path,105,0,local_loglinear,66,3.0702099534545875,0.026961633539128303,0.7639129502753017,0.3421554862425085,19.060499703177218,0.15311438959901494,0.4134035295001922
terminal_rule_selected_full_path,105,0,local_loglinear,67,3.1438597141672973,0.026822316100970234,0.7599656228608229,0.33332530041039476,20.454718043353246,0.15664126310958765,0.40448135658394113
terminal_rule_selected_full_path,105,0,local_loglinear,68,3.221078009056158,0.026678604195769094,0.7558937855467907,0.32453549752809874,21.980271704335696,0.16011547992476918,0.39555473934157703
terminal_rule_selected_full_path,105,0,local_loglinear,69,3.3021252787341555,0.0265303064232293,0.7516920153248299,0.31578760348014284,23.652370205249454,0.16353555066500974,0.38662332583514847
terminal_rule_selected_full_path,105,0,local_loglinear,70,3.3872854949412856,0.026377227263659056,0.7473547724703397,0.3070830810049997,25.488306969687624,0.1668999472619064,0.3776870572060001
terminal_rule_selected_full_path,105,0,local_loglinear,71,3.4768686004698965,0.02621916746045966,0.7428764113796902,0.29842333809602073,27.507786631613946,0.17020710140927425,0.36874619986095025
terminal_rule_selected_full_path,105,0,local_loglinear,72,3.571213241228949,0.026055924446680784,0.7382511926559554,0.2898097264413575,29.73331002673057,0.17345540238616688,0.35980137768269327
terminal_rule_selected_full_path,105,0,local_loglinear,73,3.6706897854594485,0.025887292983775182,0.7334733012069633,0.28124356112762655,32.190627693707164,0.17664319772692885,0.3508535994375218
terminal_rule_selected_full_path,105,0,local_loglinear,74,3.775703702387658,0.025713065876768127,0.7285368665084302,0.2727261196683417,34.90927560363426,0.17976879354343667,0.3419042992128429
terminal_rule_selected_full_path,105,0,local_loglinear,75,3.886699326115013,0.02553303484562587,0.7234359872927328,0.2642586521557414,37.92320930566416,0.18283045607886667,0.3329553617799242
terminal_rule_selected_full_path,105,0,local_loglinear,76,4.004164059204426,0.025346991536477233,0.718164760200188,0.2558423897396059,41.27155636611621,0.18582641396210645,0.32400915418700366
terminal_rule_selected_full_path,105,0,local_loglinear,77,4.128633066477607,0.025154728695044513,0.712717313026261,0.24747855578137495,44.99951120802273,0.1887548614974477,0.3150685541297469
terminal_rule_selected_full_path,105,0,local_loglinear,78,4.2606945238157135,0.02495604149724723,0.7070878424220046,0.23916836681479056,49.159401850150395,0.19161396276051962,0.30613697706638865
terminal_rule_selected_full_path,105,0,local_loglinear,79,4.400995469270502,0.02475072910873198,0.7012706580807392,0.2309130557305651,53.81196430986696,0.19440185792034104,0.29721839526421445
terminal_rule_selected_full_path,105,0,local_loglinear,80,4.550248378679908,0.024538596335194344,0.6952602294971729,0.2227138736734552,59.027869337396176,0.19711666882042791,0.2883173638787995
terminal_rule_selected_full_path,105,0,local_loglinear,81,4.7092385138122115,0.024319455495762924,0.689051239046616,0.21457210356698087,64.88955531348742,0.1997565066639195,0.2794390302408562
terminal_rule_selected_full_path,105,0,local_loglinear,82,4.878832133252236,0.02409312852761918,0.6826386416158766,0.2064890719229671,71.4934339026193,0.20231948200623961,0.2705891453308947
terminal_rule_selected_full_path,105,0,local_loglinear,83,5.059985733900304,0.02385944915962262,0.6760177261893073,0.19846616340574633,78.95255166561003,0.20480371380663967,0.2617740652110727
terminal_rule_selected_full_path,105,0,local_loglinear,84,5.253756358392682,0.023618265387494737,0.6691841859790174,0.19050482460909085,87.39980824876555,0.20720734268209526,0.2530007488910824
terminal_rule_selected_full_path,105,0,local_loglinear,85,5.461313202341001,0.023369441984350054,0.6621341895565845,0.18260659079999045,96.99185878103738,0.20952854308740532,0.2442767400629338
terminal_rule_selected_full_path,105,0,local_loglinear,86,5.683950650533257,0.0231128631242143,0.6548644551860715,0.17477309006437136,107.91385713397787,0.21176553655155997,0.23561015071721597
terminal_rule_selected_full_path,105,0,local_loglinear,87,5.923102851598642,0.022848435239113493,0.6473723317748822,0.1670060590126321,120.38523403690088,0.21391660904437834,0.2270096259323863
terminal_rule_selected_full_path,105,0,local_loglinear,88,6.180360149737035,0.02257608980832133,0.6396558779024375,0.1593073560203455,134.66675583564242,0.2159801268083259,0.21848430156754714
terminal_rule_selected_full_path,105,0,local_loglinear,89,6.457487574022315,0.022295786134722814,0.6317139404838129,0.1516789740963924,151.06916862805113,0.21795455265000263,0.21004374947947163
terminal_rule_selected_full_path,105,0,local_loglinear,90,6.756445567052563,0.022007514208362493,0.6235462359036037,0.14412305524881033,169.9638081978758,0.21983846571090868,0.20169791380993887
terminal_rule_selected_full_path,105,0,local_loglinear,91,7.079413403750781,0.02171129731154962,0.615153423827239,0.1366418928148101,191.79565950074223,0.2216305783989013,0.19345703448624998
terminal_rule_selected_full_path,105,0,local_loglinear,92,7.428815561960497,0.02140719448263169,0.6065371770078977,0.1292379547794935,217.0994693684573,0.22332975405729885,0.18533155649145075
terminal_rule_selected_full_path,105,0,local_loglinear,93,7.807351581911282,0.021095302563025158,0.5977002392857126,0.12191388281081958,246.5196809815488,0.22493502056496953,0.17733203562285985
terminal_rule_selected_full_path,105,0,local_loglinear,94,8.218029788449611,0.020775757942336496,0.5886464750328672,0.11467250056229851,280.8351564980217,0.22644558338487783,0.16946902745059697
terminal_rule_selected_full_path,105,0,local_loglinear,95,8.664205831081414,0.020448737419814452,0.5793808935614092,0.10751681720696864,320.9899324402456,0.22786082631871027,0.16175296722071875
terminal_rule_selected_full_path,105,0,local_loglinear,96,9.149626756517051,0.020114458256520553,0.5699096506014155,0.10045002814534376,368.1315842595012,0.22918030203414172,0.15419404037367004
terminal_rule_selected_full_path,105,0,local_loglinear,97,9.678482123984212,0.019773176782387557,0.560240008834314,0.09347551478154194,423.6592452143415,0.2304036981680129,0.14680203985177553
terminal_rule_selected_full_path,105,0,local_loglinear,98,10.255464255145435,0.01942518492187471,0.5503802394531166,0.08659683048045903,489.283936523967,0.23153076329031977,0.13958620775558442
terminal_rule_selected_full_path,105,0,local_loglinear,99,10.885840993043857,0.01907080359891486,0.5403394353025875,0.079817705241804,567.1047141713443,0.232561165507532,0.13255505075076499
terminal_rule_selected_full_path,105,0,local_loglinear,100,11.575546702468507,0.018710371275167278,0.5301271861297394,0.0731420261224142,659.7053505177124,0.2334942360327867,0.12571612574742572
terminal_rule_selected_full_path,105,0,local_loglinear,101,12.331301468295672,0.018344224785092834,0.5197530355776301,0.06657382756214544,770.2780743371651,0.23432851705290372,0.11907576050685428
terminal_rule_selected_full_path,105,0,local_loglinear,102,13.160776150518283,0.017972667850126554,0.5092255890869188,0.060117280391709854,902.7837221010756,0.23506097751087981,0.11263868284682636
terminal_rule_selected_full_path,105,0,local_loglinear,103,14.072835113716875,0.01759591972174364,0.4985510587827363,0.05377668522732404,1062.1623399269522,0.23568566545424416,0.10640749597255894
terminal_rule_selected_full_path,105,0,local_loglinear,104,15.077914457167603,0.017214031690306136,0.48773089789200713,0.04755647776064308,1254.6164618481832,0.23619140565097474,0.10038190906053994
terminal_rule_selected_full_path,105,0,local_loglinear,105,16.188641443724485,0.016826751702336315,0.4767579648995288,0.041461242767363314,1488.0042831767346,0.23655788155442561,0.09455758318819155
