T_report,t,s,payoff_t,all_u_probability,all_u_discount_factor,dividend_US,pv_contribution,expected_all_u_contribution,log10_pv_contribution
105,17,10,27,0.10737418240000006,0.9774477823736898,0.17706703940550897,0.1730737849983895,0.01858365615907547,-0.7617687085124071
105,17,11,28,0.08589934592000005,1.0043457011675978,0.1821665911054439,0.18295823267310812,0.01571599251729917,-0.737648043547919
105,17,12,29,0.06871947673600004,1.0368240169159038,0.1875930464562778,0.1945009759722897,0.013366005293457066,-0.7110782151181373
105,17,13,30,0.054975581388800036,1.0751800617457978,0.19336211726043037,0.20789909317536773,0.011429373517520151,-0.6821474049917283
105,17,14,31,0.043980465111040035,1.1197845742331929,0.19948956339978377,0.22338533581559236,0.009824590968155621,-0.6509453396510211
105,17,15,32,0.03518437208883203,1.1710863288888922,0.20599116186958438,0.24123343353740917,0.008487646885846736,-0.6175625016953714
105,17,16,33,0.028147497671065624,1.2296181490823623,0.21288268709734914,0.26176441568032216,0.007368013280729722,-0.5820893918725284
105,17,17,34,0.022517998136852502,1.2960043660058285,0.22017990359254624,0.2853541163626823,0.006425603460598073,-0.5446158581747599
105,17,18,35,0.018014398509482003,1.370969815271498,0.22789857272069602,0.3124420641435307,0.0056284558546067,-0.5052305016973027
105,17,19,36,0.014411518807585602,1.4553504869454756,0.2360544747408093,0.34354199475969527,0.004950961918674823,-0.464020166966463
105,17,20,37,0.011529215046068483,1.5501059699759587,0.24466344684470656,0.37925426958887526,0.004372504031229773,-0.4210695212902075
105,17,21,38,0.009223372036854787,1.6563338663875236,0.25374143784914027,0.42028053681539607,0.003876403750897443,-0.3764607216990459
105,17,22,39,0.00737869762948383,1.7752863758675481,0.2633045793665956,0.4674410324530527,0.003449106038084814,-0.33027316745560076
105,17,23,40,0.005902958103587064,1.9083892922653802,0.2733692730773645,0.5216949935752131,0.0030795436899256055,-0.2825833309469592
105,17,24,41,0.004722366482869652,2.057263692607396,0.28395229309257336,0.584164743011965,0.002758640002873867,-0.23346465821049123
105,17,25,42,0.0037778931862957215,2.2237506430526213,0.29507090181667006,0.656164107660937,0.002478917911424066,-0.18298752931589518
105,17,26,43,0.0030223145490365774,2.4099393038170986,0.30674297742195555,0.7392319574590517,0.0022341915001412803,-0.13121926656051508
105,17,27,44,0.002417851639229262,2.618198868449195,0.3189871502510384,0.8351717958371021,0.0020193214956027838,-0.0782241804327336
105,17,28,45,0.0019342813113834097,2.8512148386651455,0.3318229459354352,0.9460985072606952,0.001830020661322104,-0.024063642739333535
105,17,29,46,0.0015474250491067279,3.112030229901994,0.345270931134956,1.0744935751983928,0.0016626982733662365,0.031203823025016952
105,17,30,47,0.0012379400392853823,3.40409235802162,0.3593528603447135,1.2232703257326496,0.0015143353150941187,0.08752244068392168
105,17,31,48,0.0009903520314283058,3.731305984625139,0.37409182000647995,1.395851046789489,0.0013823839197592974,0.14483907659027956
105,17,32,49,0.0007922816251426448,4.098093695870945,0.3895123679220158,1.5962581794449773,0.0012646860245579062,0.2031031356614278
105,17,33,50,0.0006338253001141158,4.509464513702787,0.4056406658575862,1.8292221879995547,0.0011594073022842173,0.26226646062211956
105,17,34,51,0.0005070602400912927,4.971091884050617,0.4225046039823079,2.100309207830471,0.0010649832911884714,0.32228323633827877
105,17,35,52,0.00040564819207303417,5.489402344498673,0.44013391636452026,2.41607215238478,0.0009800753005328904,0.3831098996985435
105,17,36,53,0.00032451855365842736,6.071676356019777,0.45856028720781467,2.784229653649327,0.0009035341802551837,0.44470505464512855
105,17,37,54,0.00025961484292674194,6.7261629885801275,0.4778174484625059,3.2138780371462996,0.0008343704417994423,0.5070293917803503
105,17,38,55,0.00020769187434139353,7.462210385963707,0.4979412694162352,3.715742512237783,0.0007717295269366635,0.5700456112987962
105,17,39,56,0.00016615349947311485,8.290414198716597,0.5189698395977714,4.302474926907038,0.0007148712655009385,0.6337183481134512
105,17,40,57,0.00013292279957849188,9.222786483748655,0.5409435465305584,4.989006829413096,0.0006631527548818042,0.6980140984419663
105,17,41,58,0.00010633823966279351,10.272947907741546,0.5639051499400897,5.792968230241727,0.0006160140440263935,0.7629011467506465
105,17,42,59,8.507059173023481e-5,11.456346491729755,0.5878998541618047,6.735184431715026,0.0005729661250182625,0.8283494926468951
105,17,43,60,6.805647338418786e-5,12.790506582310835,0.6129753804355057,7.840265638254825,0.0005335808297348521,0.8943307773877381
105,17,44,61,5.444517870735029e-5,14.295312248896144,0.6391820406859112,9.13730685549174,0.0004974823046511447,0.9608182099406708
105,17,45,62,4.355614296588023e-5,15.993329892314895,0.666572814251924,10.660718915579759,0.00046433979720605565,1.0277864927338505
105,17,46,63,3.484491437270419e-5,17.910175518433928,0.6952034288636405,12.451215431964899,0.0004338615355629099,1.0952117473860687
105,17,47,64,2.7875931498163353e-5,20.074932892820293,0.7251324469919728,14.556985211770426,0.00040578952258308936,1.163071440810595
105,17,48,65,2.2300745198530684e-5,22.52062966242617,0.7564213585266216,17.035085284127337,0.0003798950963565634,1.2313443121529823
105,17,49,66,1.7840596158824548e-5,25.28477951971723,0.7891346805604853,19.953096409334357,0.00035597513515702643,1.3000103009821578
105,17,50,67,1.4272476927059638e-5,28.409999621477116,0.8233400649584166,23.39109093381556,0.0003338488056516364,1.3690504772810477
105,17,51,68,1.1417981541647711e-5,31.94471375715718,0.8591084142096554,27.443972378292674,0.0003133547700448354,1.4384469735474972
105,17,52,69,9.13438523331817e-6,35.94395323832944,0.8965140060062581,32.224257509396345,0.0002943487819484721,1.5081829194067609
105,17,53,70,7.307508186654536e-6,40.47026915662818,0.9356346268954624,37.86538518272074,0.0002767016122135592,1.5782423790103426
105,17,54,71,5.846006549323629e-6,45.59477157159625,0.9765517152998671,44.52565238694794,0.0002602972554670049,1.6486102914362557
105,17,55,72,4.676805239458904e-6,51.39831337243061,1.0193505141608254,52.39289716318637,0.00024503137596322154,1.7192724142371523
105,17,56,73,3.741444191567123e-6,57.97283904690644,1.0641202334380693,61.69007101966168,0.0002308099578938765,1.7902152702185201
105,17,57,74,2.9931553532536988e-6,65.42292142992011,1.1109542226896514,72.68187082326301,0.0002175481307391435,1.8614260974714807
105,17,58,75,2.394524282602959e-6,73.86751274235375,1.159950153958618,85.68263277803338,0.00020516914478435315,1.9328928026347831
105,17,59,76,1.9156194260823675e-6,83.44193992452131,1.211210215203988,101.06573001301773,0.00019360347572413251,2.0046039173188874
105,17,60,77,1.532495540865894e-6,94.30017848138921,1.2648413145319972,119.27476171100231,0.0001827880404599531,2.0765485575914737
105,17,61,78,1.2259964326927152e-6,106.61744386220965,1.320955295507326,140.836877063241,0.00017266550887111594,2.1487163863978713
105,17,62,79,9.807971461541723e-7,120.59314487859173,1.3796691638519434,166.37864336092287,0.00016318369858939598,2.2210975787710545
105,17,63,80,7.846377169233378e-7,136.45424991754635,1.4411053258702644,196.64494629380806,0.00015429504170448593,2.2936827896732264
105,17,64,81,6.277101735386703e-7,154.45912383828588,1.5053918389725593,232.52150448100747,0.0001459561139292459,2.366463124303643
105,17,65,82,5.021681388309362e-7,174.90190157743652,1.5726626747035128,275.0616923455018,0.0001381272181088282,2.4394301107044507
105,17,66,83,4.0173451106474904e-7,198.11747376820531,1.6430579947189556,325.5184991683727,0.00013077201510593715,2.5125756744969965
105,17,67,84,3.2138760885179925e-7,224.48717026622106,1.7167244401908095,385.3826117052971,0.00012385719606902685,2.5858921155846133
105,17,68,85,2.571100870814394e-7,254.44523955226862,1.7938154351580053,456.4277981113358,0.00011735219091879519,2.659372086663621
105,17,69,86,2.0568806966515154e-7,288.48623575991564,1.8744915043794437,540.7649980623671,0.0001112289085939277,2.7330085733915688
105,17,70,87,1.6455045573212124e-7,327.17344079366643,1.9589206062838995,640.9067949995184,0.00010546150519898395,2.8067948760701826
105,17,71,88,1.31640364585697e-7,371.14846693405985,2.047278481651232,759.8442698519449,0.00010002617671166277,2.8807245927095266
105,17,72,89,1.053122916685576e-7,421.14220578196995,2.1397490186992436,901.1386215548048,9.490097334698155e-5,2.954791603349347
105,17,73,90,8.424983333484609e-8,477.9873127310359,2.2365246352913304,1069.0304002796634,9.006563305344544e-5,3.028990055523072
105,17,74,91,6.739986666787687e-8,542.6324427806563,2.3378066790215826,1268.5697489864149,8.55014319405864e-5,3.1033143507592875
105,17,75,92,5.39198933343015e-8,616.1584838755736,2.443805845976449,1505.771704943113,8.119104971634197e-5,3.177759132024644
105,17,76,93,4.3135914667441206e-8,699.7970686102191,2.5547426190156792,1787.8013958407662,7.711844845331957e-5,3.252319272020804
105,17,77,94,3.450873173395297e-8,794.9516846698185,2.6708477264598627,2123.1948996458214,7.326876321077484e-5,3.326989862256261
105,17,78,95,2.7606985387162374e-8,903.2217494837568,2.792362622118102,2522.122652742562,6.962820321889511e-5,3.401766202821538
105,17,79,96,2.20855883097299e-8,1026.4300660251395,2.9195399876366603,2996.703622272932,6.618396248779632e-5,3.476643792803415
105,17,80,97,1.7668470647783922e-8,1166.6541353994087,3.052644258198785,3561.3800477308714,6.292413883893621e-5,3.5516183212803707
105,17,81,98,1.4134776518227139e-8,1326.2618688464077,3.191952172656463,4233.364453775712,5.983766047432639e-5,3.626685658847331
105,17,82,99,1.130782121458171e-8,1507.95231820284,3.337753349228909,5033.172900559026,5.6914219301599115e-5,3.7018418496240297
105,17,83,100,9.04625697166537e-9,1714.802131058293,3.490350887954501,5985.26114080558,5.41442103222503e-5,3.7770831037042853
105,17,84,101,7.2370055773322956e-9,1950.3185363224638,3.650062001143847,7118.78357955711,5.151867646907637e-5,3.852405790010633
105,17,85,102,5.789604461865837e-9,2218.499779416353,3.817218673138188,8468.498784341053,4.9029258347126374e-5,3.9278064295206794
105,17,86,103,4.63168356949267e-9,2523.904055798909,3.9921683507403474,10075.849891865593,4.666814839282836e-5,4.003281688835994
105,17,87,104,3.705346855594136e-9,2871.7281392905033,4.175274665749864,11990.25374690064,4.4428049018854096e-5,4.078828374067378
105,17,88,105,2.964277484475309e-9,3267.8970702316683,4.366918191101384,14270.639162641584,4.2302134358890024e-5,4.154443425013166
105,18,1,19,0.8,0.9778602607259854,0.14620550929332018,0.14296855743714157,0.11437484594971326,-0.8447594648637516
105,18,2,20,0.6400000000000001,0.9620209280209387,0.14923449183433146,0.1435667043271968,0.09188269076940596,-0.8429462690325794
105,18,3,21,0.5120000000000001,0.9520857031524386,0.15247204367610406,0.14516645291445285,0.07432522389219988,-0.8381337348580147
105,18,4,22,0.4096000000000001,0.9477577532396767,0.15593176856160224,0.1477855426306334,0.06053295826150745,-0.8303680494516373
105,18,5,23,0.3276800000000001,0.9488299249621025,0.1596277056792527,0.1514595440015179,0.049630263378417395,-0.819703355037635
105,18,6,24,0.2621440000000001,0.955177142908543,0.16357428608441638,0.1562424192354175,0.040958012748049305,-0.8062010451140956
105,18,7,25,0.20971520000000007,0.9667507656065036,0.1677862843577028,0.1622075188610797,0.034017382259455116,-0.7899290186563372
105,18,8,26,0.1677721600000001,0.9835746979041978,0.17227876715117452,0.16944903635602412,0.028428830839368712,-0.7709608966197646
105,18,9,27,0.13421772800000006,1.0057431148795535,0.17706703940550897,0.17808395575419722,0.02390202393458089,-0.7493752059791611
105,18,10,28,0.10737418240000006,1.0334196794177295,0.1821665911054439,0.18825454018080845,0.02021367733500227,-0.7252545410146729
105,18,11,29,0.08589934592000005,1.066838183235312,0.1875930464562778,0.2001314248689929,0.017191158494284122,-0.6986847125848913
105,18,12,30,0.06871947673600004,1.10630456568287,0.19336211726043037,0.2139173931553206,0.014700291322362828,-0.6697539024584823
105,18,13,31,0.054975581388800036,1.152200297542647,0.19948956339978377,0.22985193430588363,0.012636243721806224,-0.638551837117775
105,18,14,32,0.043980465111040035,1.2049871445299205,0.20599116186958438,0.24821670193963116,0.010916685999633371,-0.6051689991621254
105,18,15,33,0.03518437208883203,1.265213354279962,0.21288268709734914,0.26934201861056867,0.00947662980195137,-0.5696958893392824
105,18,16,34,0.028147497671065624,1.333521331235554,0.22017990359254624,0.29361459815004826,0.008264516217619353,-0.5322223556415138
105,18,17,35,0.022517998136852502,1.410656893679313,0.22789857272069602,0.3214866926681261,0.007239236746523736,-0.49283699916405665
105,18,18,36,0.018014398509482003,1.4974802320666831,0.2360544747408093,0.35348690961524604,0.006367854057694288,-0.4516266644332169
105,18,19,37,0.014411518807585602,1.594978713697654,0.24466344684470656,0.39023298973720444,0.0056238500709380815,-0.40867601875696147
105,18,20,38,0.011529215046068483,1.7042817141757138,0.25374143784914027,0.4324468926549431,0.004985773221422933,-0.36406721916579987
105,18,21,39,0.009223372036854787,1.8266776820878303,0.2633045793665956,0.4809725987204841,0.004436189217531892,-0.31787966492235464
105,18,22,40,0.00737869762948383,1.963633685417663,0.2733692730773645,0.5367971131728528,0.003960863586482293,-0.2701898284137131
105,18,23,41,0.005902958103587064,2.1168177284180913,0.28395229309257336,0.6010752480433292,0.003548122006302975,-0.2210711556772451
105,18,24,42,0.004722366482869652,2.2881241727592414,0.29507090181667006,0.6751588631245915,0.00318834758583195,-0.17059402678264907
105,18,25,43,0.0037778931862957215,2.4797026560392075,0.30674297742195555,0.760631375834598,0.0028735840920482677,-0.11882576402726897
105,18,26,44,0.0030223145490365774,2.6939909556431925,0.3189871502510384,0.8593484977426936,0.0025972214674204693,-0.06583067789948749
105,18,27,45,0.002417851639229262,2.933752313669452,0.3318229459354352,0.9734863353666966,0.0023537455317336545,-0.01167014020608742
105,18,28,46,0.0019342813113834097,3.202117835307919,0.345270931134956,1.105598206600615,0.0021385379489265834,0.04359732555826312
105,18,29,47,0.0015474250491067279,3.502634629934073,0.3593528603447135,1.258681773009256,0.0019477157044085914,0.0999159432171679
105,18,30,48,0.0012379400392853823,3.8393204948833715,0.37409182000647995,1.4362583915190996,0.0017780017696211142,0.15723257912352578
105,18,31,49,0.0009903520314283058,4.216726042126064,0.3895123679220158,1.6424669455469532,0.0016266204760762696,0.21549663819467402
105,18,32,50,0.0007922816251426448,4.64000529566533,0.4056406658575862,1.8821748377164107,0.0014912125392285516,0.2746599631553658
105,18,33,51,0.0006338253001141158,5.114995937354449,0.4225046039823079,2.1611093328830546,0.0013697657714940186,0.334676738871525
105,18,34,52,0.0005070602400912927,5.6483105413323305,0.44013391636452026,2.486013039399602,0.0012605583686280464,0.3955034022317897
105,18,35,53,0.00040564819207303417,6.247440324652827,0.45856028720781467,2.864828029586483,0.0011621123108019097,0.4570985571783748
105,18,36,54,0.00032451855365842736,6.92087315282883,0.4778174484625059,3.3069139510173304,0.0010731549324570196,0.5194228943135966
105,18,37,55,0.00025961484292674194,7.678227781375662,0.4979412694162352,3.823306488325201,0.0009925871134273403,0.5824391138320424
105,18,38,56,0.00020769187434139353,8.530406585618694,0.5189698395977714,4.427023737442306,0.0009194568577832337,0.6461118506466974
105,18,39,57,0.00016615349947311485,9.489769349630782,0.5409435465305584,5.133429487746267,0.0008529372736875217,0.7104076009752125
105,18,40,58,0.00013292279957849188,10.570331033578789,0.5639051499400897,5.96066410640663,0.0007923081603705988,0.7752946492838927
105,18,41,59,0.00010633823966279351,11.787986850561683,0.5878998541618047,6.9301557503064855,0.0007369405630765776,0.8407429951801413
105,18,42,60,8.507059173023481e-5,13.160768445083741,0.6129753804355057,8.067227044448806,0.0006862837782934132,0.9067242799209844
105,18,43,61,6.805647338418786e-5,14.709135494139362,0.6391820406859112,9.401815241869567,0.0006398543887713479,0.973211712473917
105,18,44,62,5.444517870735029e-5,16.456307654748464,0.666572814251924,10.969327305621167,0.0005972269854539617,1.040179995267097
105,18,45,63,4.355614296588023e-5,18.428642469478405,0.6952034288636405,12.811655434083498,0.0005580262957165372,1.107605249919315
105,18,46,64,3.484491437270419e-5,20.656065625922242,0.7251324469919728,14.978383412551766,0.000521920487451899,1.175464943343841
105,18,47,65,2.7875931498163353e-5,23.172560861238953,0.7564213585266216,17.528219967199192,0.0004886154590903837,1.2437378146862286
105,18,48,66,2.2300745198530684e-5,26.016727820945604,0.7891346805604853,20.530702198211,0.00045784995846921727,1.312403803515404
105,18,49,67,1.7840596158824548e-5,29.232417350871334,0.8233400649584166,24.068220400557948,0.00042939140042793674,1.3814439798142941
105,18,50,68,1.4272476927059638e-5,32.86945502094969,0.8591084142096554,28.238425378983692,0.0004030322746780401,1.4508404760807436
105,18,51,69,1.1417981541647711e-5,36.98446519896219,0.8965140060062581,33.15709105552064,0.0003785870536466671,1.5205764219400073
105,18,52,70,9.13438523331817e-6,41.641809716685266,0.9356346268954624,38.96151909752266,0.00035588952471205486,1.590635881543589
105,18,53,71,7.307508186654536e-6,46.91465714033145,0.9765517152998671,45.81458890309584,0.0003347904834775849,1.6610037939695022
105,18,54,72,5.846006549323629e-6,52.88620090293558,1.0193505141608254,53.909576082420095,0.00031515573484908833,1.7316659167703987
105,18,55,73,4.676805239458904e-6,59.65104711768198,1.0641202334380693,63.475886183693014,0.00029686435708319253,1.8026087727517666
105,18,56,74,3.741444191567123e-6,67.316795812518,1.1109542226896514,74.78587856585389,0.00027980719097145824,1.8738196000047271
105,18,57,75,2.9931553532536988e-6,76.00584265840344,1.159950153958618,88.16298889336954,0.00026388552216503544,1.9452863051680296
105,18,58,76,2.394524282602959e-6,85.85743206402475,1.211210215203988,103.99139876712923,0.00024900992952973835,2.016997419852134
105,18,59,77,1.9156194260823675e-6,97.02999684469201,1.2648413145319972,122.7275487580758,0.00023509927651644094,2.08894206012472
105,18,60,78,1.532495540865894e-6,109.70382461769152,1.320955295507326,144.91384806614664,0.00022207982597108737,2.1611098889311178
105,18,61,79,1.2259964326927152e-6,124.08409671642927,1.3796691638519434,171.19500196407958,0.00020988446170278394,2.233491081304301
105,18,62,80,9.807971461541723e-7,140.40435184921068,1.4411053258702644,202.33745922525995,0.00019845200256822117,2.306076292206473
105,18,63,81,7.846377169233378e-7,158.9304340672122,1.5053918389725593,239.25257840914767,0.0001877265968909755,2.3788566268368894
105,18,64,82,6.277101735386703e-7,179.96499297759638,1.5726626747035128,283.0242272091456,0.00017765718677710082,2.451823613237697
105,18,65,83,5.021681388309362e-7,203.8526136872707,1.6430579947189556,334.9416666632249,0.00016819703336520348,2.524969177030243
105,18,66,84,4.0173451106474904e-7,230.9856648564466,1.7167244401908095,396.53873619278505,0.000159303295302642,2.5982856181178597
105,18,67,85,3.2138760885179925e-7,261.81096566827847,1.7938154351580053,469.6405513093807,0.0001509366538051626,2.6717655891968675
105,18,68,86,2.571100870814394e-7,296.83738669748186,1.8744915043794437,556.4191595466255,0.0001430609785648142,2.745402075924815
105,18,69,87,2.0568806966515154e-7,336.64451583346363,1.9589206062838995,659.4598790586383,0.0001356430295451856,2.819188378603429
105,18,70,88,1.6455045573212124e-7,381.8925388633429,2.047278481651232,781.8403771180792,0.00012865219036455348,2.893118095242773
105,18,71,89,1.31640364585697e-7,433.3335053682412,2.1397490186992436,927.2249428811972,0.00012206022953383288,2.9671851058825935
105,18,72,90,1.053122916685576e-7,491.82417459844424,2.2365246352913304,1099.9768827212454,0.00011584108630181058,3.0413835580563187
105,18,73,91,8.424983333484609e-8,558.3406633872465,2.3378066790215826,1305.292532036046,0.00010997067827725613,3.115707853292534
105,18,74,92,6.739986666787687e-8,633.995149416141,2.443805845976449,1549.3610524638782,0.00010442672835646678,3.1901526345578906
105,18,75,93,5.39198933343015e-8,720.0549187992794,2.5547426190156792,1839.5549890883935,9.918860879422834e-5,3.2647127745540505
105,18,76,94,4.3135914667441206e-8,817.964087633387,2.6708477264598627,2184.6575237814463,9.423720052341988e-5,3.3393833647895073
105,18,77,95,3.450873173395297e-8,929.3683735684804,2.792362622118102,2595.133508531317,8.955476605969938e-5,3.4141597053547845
105,18,78,96,2.7606985387162374e-8,1056.1433464028062,2.9195399876366603,3083.452732499389,8.512483452811653e-5,3.4890372953366615
105,18,79,97,2.20855883097299e-8,1200.4266471138483,3.052644258198785,3664.4755117009063,8.093209752251303e-5,3.564011823813617
105,18,80,98,1.7668470647783922e-8,1364.65473365779,3.191952172656463,4355.9126420249095,7.696231465992802e-5,3.6390791613805775
105,18,81,99,1.4134776518227139e-8,1551.6047905046557,3.337753349228909,5178.8740861865335,7.320222782428444e-5,3.714235352157276
105,18,82,100,1.130782121458171e-8,1764.4425285864645,3.490350887954501,6158.523546396447,6.963948320844274e-5,3.789476606237532
105,18,83,101,9.04625697166537e-9,2006.7767047000943,3.650062001143847,7324.85939460648,6.626256036492744e-5,3.8647992925438794
105,18,84,102,7.2370055773322956e-9,2282.721306187155,3.817218673138188,8713.646395548003,6.306070756348236e-5,3.940199932053926
105,18,85,103,5.789604461865837e-9,2596.9664799606408,3.9921683507403474,10367.527389232426,6.0023882831216325e-5,4.01567519136924
105,18,86,104,4.63168356949267e-9,2954.8594369751168,4.175274665749864,12337.34974805412,5.714270011914679e-5,4.091221876600624
105,18,87,105,3.705346855594136e-9,3362.496736694255,4.366918191101384,14683.748166989177,5.440838009888951e-5,4.166836927546412
105,19,1,20,0.8,0.983802048880392,0.14923449183433146,0.14681719883023941,0.11745375906419153,-0.8332230662213518
105,19,2,21,0.6400000000000001,0.9736418805337163,0.15247204367610406,0.14845316733362085,0.09501002709351736,-0.828410532046787
105,19,3,22,0.5120000000000001,0.969215941484359,0.15593176856160224,0.15113155587375446,0.0773793566073623,-0.8206448466404097
105,19,4,23,0.4096000000000001,0.970312388252356,0.1596277056792527,0.15488874032887984,0.0634424280387092,-0.8099801522264074
105,19,5,24,0.3276800000000001,0.9768033135934966,0.16357428608441638,0.1597799046659485,0.052356679160938016,-0.796477842302868
105,19,6,25,0.2621440000000001,0.9886389747434527,0.1677862843577028,0.16588006014341275,0.04348446248623481,-0.7802058158451095
105,19,7,26,0.20971520000000007,1.0058438177802316,0.17227876715117452,0.1732855328738089,0.03634061018373742,-0.761237693808537
105,19,8,27,0.1677721600000001,1.0285141500001924,0.17706703940550897,0.18211595552720766,0.030553987229263585,-0.7396520031679333
105,19,9,28,0.13421772800000006,1.0568173397807326,0.1821665911054439,0.19251681220897965,0.02583916913649192,-0.7155313382034453
105,19,10,29,0.10737418240000006,1.0909924721179154,0.1875930464562778,0.20466260150546545,0.021975479504506373,-0.6889615097736637
105,19,11,30,0.08589934592000005,1.131352413136745,0.19336211726043037,0.21876069797181813,0.01879140086878186,-0.6600306996472546
105,19,12,31,0.06871947673600004,1.1782872705014393,0.19948956339978377,0.23505601315185504,0.01615292622744582,-0.6288286343065473
105,19,13,32,0.054975581388800036,1.232269264767249,0.20599116186958438,0.2538365775855842,0.01395481343051074,-0.5954457963508977
105,19,14,33,0.043980465111040035,1.2938590564470216,0.21288268709734914,0.2754401926616827,0.01211398778353528,-0.5599726865280547
105,19,15,34,0.03518437208883203,1.3637135946658858,0.22017990359254624,0.30026232780137946,0.01056454146562259,-0.5224991528302861
105,19,16,35,0.028147497671065624,1.4425955837820934,0.22789857272069602,0.32876547455711835,0.009253925429423273,-0.483113796352829
105,19,17,36,0.022517998136852502,1.5313846898276857,0.2360544747408093,0.3614902085833915,0.008140035843371233,-0.44190346162198924
105,19,18,37,0.018014398509482003,1.6310906350908525,0.24466344684470656,0.39906825689744946,0.007188974612234994,-0.3989528159457338
105,19,19,38,0.014411518807585602,1.7428683653740227,0.25374143784914027,0.4422379250117854,0.006373320173734976,-0.35434401635457213
105,19,20,39,0.011529215046068483,1.8680355010353564,0.2633045793665956,0.4918623018419822,0.005670786250990459,-0.30815646211112696
105,19,21,40,0.009223372036854787,2.008092325952399,0.2733692730773645,0.5489507394178413,0.005063176899557277,-0.2604666256024854
105,19,22,41,0.00737869762948383,2.1647446096710365,0.28395229309257336,0.6146841958758784,0.004535568818990518,-0.21134795286601749
105,19,23,42,0.005902958103587064,2.33992960411387,0.29507090181667006,0.6904451384734035,0.00407566872523387,-0.16087082397142144
105,19,24,43,0.004722366482869652,2.535845616835089,0.30674297742195555,0.7778528347904107,0.00367330615561938,-0.10910256121604134
105,19,25,44,0.0037778931862957215,2.754985618950414,0.3189871502510384,0.8788050115715859,0.003320031465298827,-0.05610747508825986
105,19,26,45,0.0030223145490365774,3.0001754151368907,0.3318229459354352,0.9955270445737905,0.003008795870774752,-0.0019469373948597934
105,19,27,46,0.002417851639229262,3.274617001953423,0.345270931134956,1.1306300613748164,0.0027336957472569806,0.05332052836949075
105,19,28,47,0.0019342813113834097,3.581937798897399,0.3593528603447135,1.2871795936106274,0.0024897674323151285,0.10963914602839553
105,19,29,48,0.0015474250491067279,3.9262465702747478,0.37409182000647995,1.4687767252682802,0.0022728218962250876,0.1669557819347534
105,19,30,49,0.0012379400392853823,4.312196958485123,0.3895123679220158,1.679654048245655,0.0020793109984710775,0.22521984100590164
105,19,31,50,0.0009903520314283058,4.745059679816096,0.4056406658575862,1.9247891680545859,0.0019062188626540579,0.2843831659665933
105,19,32,51,0.0007922816251426448,5.2308045871063,0.4225046039823079,2.2100390205841864,0.0017509733068570984,0.3443999416827525
105,19,33,52,0.0006338253001141158,5.776193969820285,0.44013391636452026,2.5422988736181273,0.0016113733465507882,0.4052266050430172
105,19,34,53,0.0005070602400912927,6.388888653696373,0.45856028720781467,2.929690615977757,0.0014855296271308886,0.4668217599896023
105,19,35,54,0.00040564819207303417,7.077568678054895,0.4778174484625059,3.381785807066341,0.001371815298614708,0.5291460971248241
105,19,36,55,0.00032451855365842736,7.852070576705071,0.4979412694162352,3.9098699905103933,0.001268825354312922,0.5921623166432699
105,19,37,56,0.00025961484292674194,8.723543565708995,0.5189698395977714,4.527256005020168,0.00117534285663246,0.6558350534579249
105,19,38,57,0.00020769187434139353,9.704627267075319,0.5409435465305584,5.249655491608885,0.001090310788698839,0.72013080378644
105,19,39,58,0.00016615349947311485,10.809653953757293,0.5639051499400897,6.095619533593989,0.0010128085169633174,0.7850178520951202
105,19,40,59,0.00013292279957849188,12.054878722456738,0.5878998541618047,7.087061442870558,0.0009420320477711406,0.8504661979913688
105,19,41,60,0.00010633823966279351,13.458741472235396,0.6129753804355057,8.24987717412661,0.0008772774161308852,0.9164474827322119
105,19,42,61,8.507059173023481e-5,15.042165107741432,0.6391820406859112,9.61468178990058,0.0008179266691647555,0.9829349152851445
105,19,43,62,6.805647338418786e-5,16.828895002370714,0.666572814251924,11.21768390248039,0.0007634360059413892,1.0499031980783244
105,19,44,63,5.444517870735029e-5,18.845885459949628,0.6952034288636405,13.10172419172841,0.0007133257149930678,1.1173284527305425
105,19,45,64,4.355614296588023e-5,21.12373971572043,0.7251324469919728,15.31750906968187,0.0006671716149202307,1.1851881461550686
105,19,46,65,3.484491437270419e-5,23.697210932812748,0.7564213585266216,17.92507648709013,0.0006245977553168288,1.253461017497456
105,19,47,66,2.7875931498163353e-5,26.605772691519533,0.7891346805604853,20.99553793398715,0.000585270177214916,1.3221270063266315
105,19,48,67,2.2300745198530684e-5,29.894268664899542,0.8233400649584166,24.613149104442748,0.0005488915667116215,1.3911671826255216
105,19,49,68,1.7840596158824548e-5,33.61365252387561,0.8591084142096554,28.87777171558116,0.0005151966631444095,1.4605636788919711
105,19,50,69,1.4272476927059638e-5,37.82183066883614,0.8965140060062581,33.907800927408644,0.00048394830638377127,1.5302996247512348
105,19,51,70,1.1417981541647711e-5,42.58462214812722,0.9356346268954624,39.843647055047256,0.00045493402662645575,1.6003590843548166
105,19,52,71,9.13438523331817e-6,47.97685213785142,0.9765517152998671,46.8518772499069,0.0004279630957047851,1.6707269967807297
105,19,53,72,7.307508186654536e-6,54.08359765399573,1.0193505141608254,55.13014307626777,0.00040286397186126263,1.7413891195816262
105,19,54,73,5.846006549323629e-6,61.00160678724759,1.0641202334380693,64.91304405454319,0.00037948208067939274,1.812331975562994
105,19,55,74,4.676805239458904e-6,68.84091573834942,1.1109542226896514,76.47910603334178,0.0003576778838058659,1.8835428028159547
