T_report,n_buffer,terminal_rule,elapsed_sec,status,T_extended,branch_converged,max_u_residual,max_bgp_residual,psi_ok,psi_min,equity_weights_ok,equity_weight_min,nu_b_effective,terminal_successor_scope,terminal_successor_N_US,terminal_successor_phi_US,terminal_successor_phi_W,phi_US_report_end,phi_US_extended_end,q_US_report_end,q_US_extended_end,error
45,5,local_loglinear,66.76994919776917,ok,50,true,8.51231349644807e-6,7.02911799745702e-10,true,0.9887778620665251,true,0.10492923718654457,0.40859404019822676,T_extended_plus_1_only,136.4152867216102,0.22005762742133728,0.17074117143715795,0.2754184046971875,0.22853380285347577,6.01021888628505,8.84693570901805,
45,5,hkt_scalar_terminal_us,5.377315998077393,ok,50,true,4.0478533524936726e-8,7.024300983612481e-10,true,0.9887779236605353,true,0.07582623599491589,0.40859404019822676,T_extended_plus_1_only,138.6525716532072,0.21191764677170383,0.29957562630039875,0.270068144480333,0.2228370446926477,6.242544225772351,9.292281112909043,
