T_report,n_buffer,terminal_rule,elapsed_sec,status,T_extended,branch_iters,warm_start_T,branch_converged,max_u_residual,max_u_residual_t,terminal_u_residual,max_bgp_residual,residual_safe,psi_ok,psi_min,equity_weights_ok,equity_weight_min,nu_b_effective,terminal_successor_scope,terminal_successor_N_US,terminal_successor_phi_US,terminal_successor_phi_W,hkt_scalar_root_residual,phi_US_report_end,q_US_report_end,q_growth,minus_nfa_final,cond_1b_final,bubble_share_final,bubble_share_max,error
105,0,local_loglinear,4.108711004257202,ok,105,500,100,true,1.034012695870799e-6,105,1.034012695870799e-6,7.02855526651707e-10,true,true,0.9887778692759484,false,6.125213269436713e-5,0.40859404019822676,T_report_plus_1_only,1.348325134337455e6,0.021722258916734336,0.0017360944801114327,,0.022710732467517872,961.4216972850146,1090.5875778539237,-73265.49651312828,5.958115165528036e-6,0.9999998203592264,0.9999998203592264,
105,0,hkt_scalar_terminal_us,2.5840370655059814,ok,105,500,105,true,1.082157695580271e-6,105,1.082157695580271e-6,7.02855526651707e-10,true,true,0.9887778692759484,false,6.11861492832988e-5,0.40859404019822676,T_report_plus_1_only,1.3483252503442e6,0.02172068007778638,0.0017908377295528684,0.0,0.022710731204023213,961.4218041599836,1090.5876990874199,-73184.0344171524,5.958115624364566e-6,0.9999998203591443,0.9999998203591443,
