T_report,n_buffer,terminal_rule,t,periods_to_terminal,terminal_contaminated,terminal_anchor_weight,terminal_anchor_fraction_of_fundamental_value,terminal_anchor_scale_bubble_share_exposure,bubble_share_derivative_wrt_terminal_value,q_US,v_US,B_per,Q_US,V_agg,B_agg,fundamental_share,bubble_share,NFA,NFA_fund,NFA_bubble,max_u_residual,terminal_successor_phi_US
105,0,local_loglinear,11,94,false,1.8761688074996052e-6,3.198961898720236e-10,3.1932754585078493e-10,-1.8489175614492962e-6,1.0147390271034842,1.0129352379395344,0.0018037891639497428,2.1523129236941383,2.1484869954253987,0.00382592826873962,0.9982224107718627,0.0017775892281374028,0.2898528929387223,0.2936788212074619,-0.00382592826873962,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,12,93,false,2.50544670177068e-6,4.180049739715234e-10,4.170345789855714e-10,-2.4146446707680456e-6,1.0376047176223873,1.0351959271101252,0.00240879051226206,2.365647838392485,2.3601560070893943,0.0054918313030905,0.9976785085193313,0.0023214914806687086,0.36261839800207785,0.36811022930516835,-0.0054918313030905,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,13,92,false,3.3250712941067304e-6,5.420057188735764e-10,5.403753179902583e-10,-3.1287918257850487e-6,1.0627333102522514,1.0595365149649842,0.003196795287267129,2.6072318459740873,2.5993890632198284,0.00784278275425887,0.9969919120287023,0.0030080879712976695,0.4449053598818469,0.45274814263610574,-0.00784278275425887,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,14,91,false,4.385256942480114e-6,6.973346974449049e-10,6.946382312058325e-10,-4.021979441543951e-6,1.0903230626153348,1.0861069819602394,0.004216080655095489,2.8817748962059047,2.8706315976654793,0.011143298540425395,0.9961331821735638,0.0038668178264362253,0.5379761741114781,0.5491194726519035,-0.011143298540425395,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,15,90,false,5.747190552732245e-6,8.901685909384344e-10,8.857793155299042e-10,-5.1286929465742224e-6,1.1205955615984295,1.1150700885683749,0.005525473030054684,3.1948997013651406,3.1791461746347274,0.015753526730413192,0.9950691639165756,0.004930836083424437,0.6432747822988354,0.6590283090292486,-0.015753526730413192,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,16,89,false,7.484841829360728e-6,1.1274286940663498e-9,1.1203970629814637e-9,-6.487137838433206e-6,1.1537972547795425,1.1466011662951325,0.0071960884844100015,3.553336296769316,3.5311745848216622,0.022161711947653817,0.993763125666489,0.0062368743335110685,0.7624549932522524,0.7846167051999062,-0.022161711947653817,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,17,88,false,9.686953706870586e-6,1.4167634917027815e-9,1.405677410494316e-9,-8.138920941101529e-6,1.1902012290046333,1.1808879826114034,0.009313246393229946,3.965161433087175,3.9341343054760256,0.031027127611149563,0.9921750657231142,0.007824934276885827,0.897412912919715,0.9284400405308646,-0.031027127611149563,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,18,87,false,1.245921671025562e-5,1.7665083728678103e-9,1.74930646430321e-9,-1.0128545076152974e-5,1.2301092226552919,1.2181306627471746,0.011978559908117248,4.440093705168049,4.396856952312718,0.04323675285533124,0.9902621981141962,0.009737801885803851,1.0503240049458018,1.093560757801133,-0.04323675285533124,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,19,86,false,1.592663237614035e-5,2.18562272388062e-9,2.1593507069772947e-9,-1.2502715457325022e-5,1.2738538624270892,1.2585416542219008,0.015312208205188416,4.989858091069459,4.929878097870535,0.05997999319892422,0.9879796194392236,0.01202038056077641,1.2236853378762778,1.283665331075202,-0.05997999319892422,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,20,85,false,2.023607339792787e-5,2.6836062774582973e-9,2.6441066676761396e-9,-1.5309469276089313e-5,1.3218011044663085,1.3023457066031414,0.01945539786316708,5.62863700305428,5.545789915128763,0.08284708792551676,0.9852811457053349,0.014718854294665167,1.4203636668041035,1.5032107547296203,-0.08284708792551676,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,21,84,false,2.5559051623866068e-5,3.270398192680694e-9,3.211924438482118e-9,-1.8597153855097528e-5,1.3743528618955994,1.3497798384611899,0.02457302343440948,6.37362931006013,6.2596706996183205,0.11395861044180933,0.9821202952198778,0.01787970478012224,1.6436500555489442,1.7576086659907535,-0.11395861044180933,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,22,83,false,3.209470926779128e-5,3.956263723800053e-9,3.871011691504168e-9,-2.2413291900417517e-5,1.4319498184554238,1.4010932728124572,0.030856545642966582,7.245744368678767,7.089608560742028,0.15613580793673876,0.9784513778029945,0.021548622197005485,1.8973217218791207,2.0534575298158595,-0.15613580793673876,1.034012695870799e-6,0.021722258916734336
105,0,local_loglinear,23,82,false,4.007305306551307e-5,4.751674442639645e-9,4.629226873666905e-9,-2.6803384092192385e-5,1.4950743879085788,1.4565472904731926,0.03852709743538618,8.270464851622478,8.05734033571118,0.21312451591129822,0.9742306484901525,0.02576935150984748,2.185712043976018,2.3988365598873163,-0.21312451591129822,1.034012695870799e-6,0.021722258916734336
