T_report,n_buffer,T0,t_max,max_abs_bubble_share_error,bubble_share_at_t,baseline_bubble_share_at_t,fundamental_share_at_t,baseline_fundamental_share_at_t,abs_log_q_error_at_t,abs_phi_error_at_t,solved_terminal,periods_to_terminal_at_t,endpoint_bubble_share,endpoint_fundamental_share,max_u_residual
45,0,40,40,0.1620757813871242,0.7016572688420823,0.5395814874549582,0.29834273115791765,0.46041851254504185,0.00012872349806225536,2.2069362181353913e-5,45,5,0.9873094789269151,0.012690521073084882,0.00014723973566525166
45,5,40,1,0.0,0.00022495736641106096,0.00022495736641106096,0.999775042633589,0.999775042633589,0.0,0.0,50,49,0.7592253532102871,0.24077464678971294,8.51231349644807e-6
45,20,40,40,0.2187489116207208,0.32083257583423735,0.5395814874549582,0.6791674241657626,0.46041851254504185,0.0023567890537274927,0.000403848648923677,65,25,0.45115613470828286,0.5488438652917171,2.8097800995762663e-6
60,0,40,40,0.17118527374277343,0.36839621371218473,0.5395814874549582,0.6316037862878152,0.46041851254504185,0.0019037789394193982,0.0003262612116465835,60,20,0.9989866573364531,0.0010133426635469123,0.0011682554419407498
60,5,40,40,0.2187489116207208,0.32083257583423735,0.5395814874549582,0.6791674241657626,0.46041851254504185,0.0023567890537274927,0.000403848648923677,65,25,0.8695873155557221,0.1304126844442779,6.569342186883499e-6
60,20,40,40,0.4092704458723126,0.13031104158264556,0.5395814874549582,0.8696889584173544,0.46041851254504185,0.001713279442101756,0.0002938846494250913,80,40,0.3547644474692955,0.6452355525307045,1.2667904696136518e-9
