T_solved,n_buffer,branch_iters,warm_start_T,status,elapsed_sec,branch_converged,max_u_residual,max_bgp_residual,residual_safe,error
30,0,60,,ok,5.586180925369263,true,1.484537636321352e-7,9.829324820373995e-10,true,
45,0,60,30,ok,0.9944660663604736,true,1.7673106088421767e-7,9.830649160650728e-10,true,
60,0,60,45,ok,0.684769868850708,true,2.042050161268953e-7,9.830649160650728e-10,true,
70,0,60,60,ok,0.8555002212524414,true,2.312574686390656e-7,9.830649160650728e-10,true,
80,0,60,70,ok,1.1840710639953613,true,2.6345242923930594e-7,9.830649160650728e-10,true,
90,0,60,80,ok,1.5362098217010498,true,3.6669164104474714e-7,9.830649160650728e-10,true,
100,0,60,90,ok,2.0019969940185547,true,4.412352768273597e-7,9.830649160650728e-10,true,
105,0,60,100,ok,1.9921190738677979,true,5.277738660041697e-7,9.830649160650728e-10,true,
110,0,60,105,ok,2.15698504447937,true,6.42540507516114e-7,9.830649160650728e-10,true,
