t,evidence_window,Y_US,NFA,NFA_over_Y,rebased_NFA_change_current_Y,VA_asset,VA_liability,VA,CA_asset,CA_liability,CA_bond,CA,RES,cum_VA_asset_current_Y,cum_VA_liability_current_Y,cum_VA_current_Y,cum_CA_asset_current_Y,cum_CA_liability_current_Y,cum_CA_bond_current_Y,cum_CA_current_Y,cum_RES_current_Y
56,false,44.32437758413973,5.333217830034193,0.12032245280625303,0.1173756669606899,0.09599758699388053,-0.1242326755705035,-0.028235088576622977,0.7588338999971211,-0.15174252987892156,-0.00988484492810382,0.5972065251900958,-8.465450562766819e-16,0.018950899759109834,-0.04480392414804749,-0.025853024388937662,0.21295509678380828,-0.06447076197542564,-0.005255643458754994,0.1432286913496276,-3.1427016624545156e-17
57,false,48.18542380214432,5.97111310991834,0.1239194893135425,0.12120882625048306,0.10864843614966446,-0.1341255985016303,-0.025477162351965843,0.8346174279969871,-0.16092522480062002,-0.010319760960254831,0.6633724422361122,8.881784197001252e-16,0.019687183338406494,-0.0439973643979136,-0.024310181059507115,0.21321218608545953,-0.06264449668703038,-0.005048682088438938,0.14551900730999018,-1.0476291203373962e-17
58,false,52.456683276707565,6.687052356062316,0.12747760510873893,0.12498765644405971,0.12317818058760724,-0.14497402745282686,-0.021795846865219626,0.9193018192269006,-0.1707923579357661,-0.010774368281939728,0.7377350930091948,7.771561172376096e-16,0.02043235268164882,-0.04317859109002046,-0.022746238408371637,0.2133764597066411,-0.06079957367583934,-0.004842991178370403,0.14773389485243135,5.19193301436371e-18
59,false,57.1894155004643,7.491498898433807,0.13099450016888153,0.1287106081700679,0.13989679172526043,-0.1568839505482197,-0.016987158822959286,1.0140896755449835,-0.18140613938152392,-0.011249834969008776,0.8214337011944508,-2.498001805406602e-16,0.021187666185094368,-0.042348564091763234,-0.021160897906668866,0.21345052986216137,-0.058940104380442726,-0.004638919404981853,0.14987150607673677,3.943283034168343e-19
60,false,62.442233740842205,8.396478060432797,0.13446793231775162,0.1323761678075255,0.15917005473377943,-0.16997446969482063,-0.010804414961041203,1.1203665658567281,-0.19283558820449248,-0.011747400692203924,0.9157835769600317,-1.1379786002407855e-15,0.02195437634995453,-0.041508189923888404,-0.019553813573933876,0.21343691294344108,-0.05707011895263923,-0.004436812609342457,0.15192998138145938,-1.7863345499177882e-17
61,false,68.2822895293707,9.415835130258301,0.1378957149087423,0.1359828550825914,0.1814304250413784,-0.1843795287820415,-0.002949103740663095,1.2397319594340295,-0.20515737597224956,-0.012268409895615062,1.022306173566165,2.942091015256665e-15,0.022733724006895693,-0.040658326563209175,-0.01792460255631348,0.21333803636016452,-0.05519356643144696,-0.004237012289812701,0.15390745763890482,2.6751648674842152e-17
62,false,74.78666765800212,10.565539649413363,0.14127571103621514,0.13952921727511275,0.207190024563665,-0.20025001378736135,0.006940010776303657,1.3740357097709148,-0.21845689954728417,-0.012814301844871201,1.1427645083787594,-1.1934897514720433e-15,0.023526930726870766,-0.039799789630520215,-0.016272858903649445,0.21315624529551266,-0.05331431534041982,-0.004039853776330635,0.15580207617876218,8.46640301754086e-18
63,false,82.04403256914556,11.86404552398283,0.14460583119173206,0.1430138269424497,0.23705647310557482,-0.2177560395231225,0.019300433582452314,1.5254215129898534,-0.23282942096025738,-0.013386651042580133,1.2792054409870157,-1.8318679906315083e-15,0.024335191236562227,-0.038933357850093095,-0.014598166613530862,0.21289381131299556,-0.051436152899744125,-0.003845664857270801,0.15761199355598057,-1.4610373044373842e-17
64,false,90.15657534929966,13.332717938156568,0.1478840327119872,0.14643528149254156,0.27175206700941107,-0.23708959151463527,0.0346624754947758,1.6963784946655134,-0.24838141405231487,-0.013987141934238945,1.4340099386789595,3.2751579226442118e-15,0.025159665621836736,-0.03805977831011886,-0.01290011268828212,0.21255294147491494,-0.04956278341849399,-0.0036547638755972623,0.15933539418082365,2.30317532880908e-17
65,false,99.24232092256057,14.996340328308916,0.15110831940347969,0.14979220297992024,0.31213699588270855,-0.25846759824530097,0.05366939763740758,1.8898027507465083,-0.2652321319401338,-0.014617626291436037,1.6099529925149385,1.8318679906315083e-15,0.026001470555032217,-0.037179772046225655,-0.011178301491193433,0.21213578883319983,-0.047697825944883934,-0.0034674584172022446,0.1609705044711136,3.9381706867027457e-17
66,false,109.43786779891279,16.88371749743289,0.15427674019066207,0.15308323696270865,0.3592374736686214,-0.2821355088857996,0.07710196478282183,2.109070781533006,-0.28351546808965655,-0.015280109102195794,1.8102752043411536,-1.2212453270876722e-15,0.026861668799607608,-0.036294040244125,-0.00943237144451739,0.21164446349262725,-0.04584481147822679,-0.0032840436071743836,0.162515608407226,2.455353634288157e-17
