sweep_kind,sweep_value,case_id,label,omega_bar,omega_bar_star,T_max,t,model_t,US_NFA_change_current_Y,cum_VA_current_Y,cum_VA_RoW_equity_asset_current_Y,cum_VA_US_equity_liability_current_Y,cum_CA_current_Y,cum_CA_RoW_equity_quantity_current_Y,cum_CA_US_equity_liability_quantity_current_Y,cum_CA_bond_position_current_Y,US_equity_price_index,RoW_equity_price_index,US_held_RoW_equity_current_Y,foreign_held_US_equity_claim_current_Y
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2781098186997062,0.16556991369979623
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,2,1,-0.007721869720817993,-0.005902089992555523,-0.002663479057470265,-0.003238610935085258,-0.0018197797282625042,0.0044204121873444285,-0.004702798311437473,-0.0015373936041694599,1.0196258533113685,0.9903908680426188,0.2789390000723863,0.17295899516770386
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,3,2,-0.014630197267137898,-0.011483619067781177,-0.004933586164209315,-0.006550032903571861,-0.003146578199356724,0.00926379135931375,-0.009447777356824198,-0.002962592201846276,1.0394181879616873,0.9822078232454329,0.27958136039528797,0.17986584708606518
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,4,3,-0.020721452044863226,-0.016733018494814872,-0.0068412400179884425,-0.00989177847682643,-0.003988433550048369,0.014485232923047802,-0.014207430691526997,-0.004266235781569176,1.0593289614215378,0.9752539890890712,0.28003925755888287,0.18626701996997314
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,5,4,-0.02600410876101371,-0.02164211511432193,-0.008416586990294917,-0.013225528124027013,-0.004361993646691814,0.020036266227615722,-0.01895530999835998,-0.005442949875947554,1.0793232341689296,0.9693645150750267,0.28031849390098607,0.19214800419766226
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,6,5,-0.030496540819291075,-0.02620639228074446,-0.009688802389680212,-0.01651758989106425,-0.004290148538546614,0.025867026495156493,-0.023666188933297357,-0.006490986100405754,1.0993774300088175,0.9644009558315308,0.28042775131380737,0.19750210587824046
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,7,6,-0.03422502299250586,-0.03042498244134806,-0.01068590995850968,-0.019739072482838377,-0.003800040551157795,0.03192797318497108,-0.028316227436757435,-0.007411786299371446,1.1194777176073585,0.96024668820864,0.28037801126553974,0.20232930848911204
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,8,7,-0.03722188318678822,-0.03430045148159023,-0.011434623930704152,-0.02286582755088607,-0.00292143170519804,0.038171171219096564,-0.03288313290003625,-0.008209470024258364,1.139618501626994,0.9568031883978316,0.2801819721149989,0.20663517263985484
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,9,8,-0.0395238654301891,-0.03783845876710496,-0.01196022644952348,-0.025878232317581476,-0.0016854066630841453,0.04455120251851225,-0.037346303638801405,-0.008890305542795008,1.159801101345365,0.9539869836278116,0.27985349671683707,0.2104298176550602
omega_star,0.25,omega_0p50_omega_star_0p25,omega_bar* = 0.25 (AHP),0.5,0.25,100,10,9,-0.04117068827232598,-0.04104732776774603,-0.012286474880550432,-0.02876085288719559,-0.00012336050457999024,0.051025748703703404,-0.041686951914834805,-0.0094621572934486,1.1800325516226888,0.9517271745340892,0.2794070944945989,0.21372699747920512
