T_report,n_buffer,t,solved_terminal,periods_to_terminal,q_US,v_US,fundamental_share,bubble_share,baseline_bubble_share,bubble_share_error,log_q_error,phi_error
60,0,6,60,54,0.928903599917739,0.9281844870073446,0.9992258476439771,0.0007741523560227913,0.0011328100814767736,-0.00035865772545398233,1.0353630867099284e-6,-3.7367299865476156e-7
60,0,7,60,53,0.9426901443616187,0.9417013264044521,0.9989510678953409,0.0010489321046590167,0.0015348931948891377,-0.00048596109023012093,1.4354596726065538e-6,-5.139283013599893e-7
60,0,8,60,52,0.9580602579574146,0.956708085654577,0.9985886354312198,0.001411364568780273,0.002065238232609844,-0.0006538736638295713,1.9800892832946837e-6,-7.029474125008761e-7
60,0,9,60,51,0.9751109343181449,0.9732724186024477,0.9981145573790712,0.00188544262092884,0.002758954189170595,-0.0008735115682417551,2.71703928818659e-6,-9.559310137907673e-7
60,0,10,60,50,0.9939578367354173,0.9914726891994693,0.9974997455182704,0.0025002544817296596,0.003658606360315184,-0.0011583518785855244,3.708137724427185e-6,-1.2921391479014943e-6
60,0,11,60,49,1.0147359896666959,1.0113969174415058,0.9967094177606859,0.0032905822393141794,0.004815092357335914,-0.001524510118021735,5.032692449606635e-6,-1.7357162928055558e-6
60,0,12,60,48,1.0376005257281373,1.0331415111680122,0.9957025710284833,0.004297428971516833,0.006288413759394752,-0.0019909847878779186,6.791520655573258e-6,-2.316590417827946e-6
60,0,13,60,47,1.0627275494077462,1.0568098288284793,0.9944315731886646,0.005568426811335365,0.008148273714923035,-0.00257984690358767,9.111573990958077e-6,-3.071415226707508e-6
60,0,14,60,46,1.0903151795798571,1.0825106228023613,0.9928419259644691,0.007158074035530873,0.010474424585079039,-0.0033163505495481657,1.2151122202833098e-5,-4.04450785052024e-6
60,0,15,60,45,1.1205848218613348,1.1103564050576853,0.9908722511637631,0.009127748836236894,0.013356689125614283,-0.004228940289377389,1.610540265248317e-5,-5.2887153730862835e-6
60,0,16,60,44,1.153782688624281,1.1404617460372384,0.9884545480545163,0.0115454519454837,0.016894585320525807,-0.0053491333750421075,2.121257691445333e-5,-6.866125024873604e-6
60,0,17,60,43,1.190181563537851,1.1729414977510662,0.9855147598358538,0.014485240164146242,0.021196499454360355,-0.006711259290214114,2.775976142768699e-5,-8.848516730997069e-6
60,0,18,60,42,1.2300827969219779,1.2079089208520097,0.9819736719142373,0.018026328085762603,0.026378374314519903,-0.0083520462287573,3.608882230743404e-5,-1.1317445986480656e-5
60,0,19,60,41,1.2738185221877767,1.2454736970675186,0.9777481449464435,0.022251855053556556,0.032561908303418305,-0.010310053249861749,4.66015512377016e-5,-1.4363842465225929e-5
60,0,20,60,40,1.321754072988627,1.2857397932802728,0.9727526622052148,0.02724733779478513,0.03987229546202632,-0.012624957667241192,5.976377949024059e-5,-1.808701865901874e-5
60,0,21,60,39,1.3742905841875865,1.3288031409350003,0.966901146106974,0.033098853893026026,0.04843557252193447,-0.015336718628908445,7.610794608758908e-5,-2.2593003962567693e-5
60,0,22,60,38,1.4318677670732634,1.374749094539494,0.9601089752508921,0.03989102474910784,0.05837567339827065,-0.018484648649162806,9.623361940064301e-5,-2.7992152844102947e-5
60,0,23,60,37,1.494966839805845,1.4236496153895264,0.9522951128296726,0.047704887170327365,0.06981132141616826,-0.022106434245840897,0.00012080548690424076,-3.439602076749093e-5
60,0,24,60,36,1.5641136013489523,1.4755601260279567,0.9433842431619905,0.056615756838009484,0.08285291009420301,-0.026237153256193524,0.00015054837431566215,-4.1913553996408837e-5
60,0,25,60,35,1.6398816484151764,1.5305159855358952,0.9333088073855971,0.06669119261440294,0.09759953154451406,-0.03090833893011112,0.0001862389340074877,-5.064669531051891e-5
60,0,26,60,34,1.7228957300904681,1.5885285252158083,0.9220108318060524,0.07798916819394769,0.11413630784836742,-0.036147139654419735,0.00022869375896039656,-6.0685564122142654e-5
60,0,27,60,33,1.8138352514165321,1.6495805980313265,0.9094434551004953,0.09055654489950477,0.13253216209876892,-0.041975617199264154,0.00027875382304343166,-7.210341883434612e-5
60,0,28,60,32,1.913437938357315,1.71362159506853,0.8955720803464746,0.10442791965352538,0.15283813684201614,-0.048410217188490756,0.0003372653266776604,-8.495164974048341e-5
60,0,29,60,31,2.0225036956001947,1.7805619032798166,0.8803751049519937,0.11962489504800632,0.17508632801286408,-0.05546143296485777,0.00040505722389982957,-9.925507509422893e-5
60,0,30,60,30,2.1418986861169866,1.8502667778702044,0.8638442097485587,0.1361557902514413,0.19928946130389544,-0.06313367105245413,0.0004829159299466479,-0.0001150078229686935
60,0,31,60,29,2.27255968095194,1.9225496257565202,0.8459842185315872,0.15401578146841277,0.22544109412160207,-0.0714253126531893,0.0005715579314928831,-0.00013217007036342432
