t,state,n,n_next,phi,G,e,D_agg,d_per,PD,Q_actual,V_rational,B_rational,bubble_share,Q_b_branch,crash_gap_Q,market_actual,V_agg,B_agg,crash_gap_market
43,b,59.12957914584941,62.7565468806557,0.6933034373659253,1.061339312526815,2.536039757175731,0.1656628620267147,0.002801691884498106,7.211849430599321,0.0202053800219324,0.0202053800219324,0,0,0.0202053800219324,0,1.268019878587865,1.268019878587865,0,0
44,b,62.7565468806557,66.60599032287195,0.6933034373659253,1.061339312526815,2.551182239000787,0.1666520211557184,0.002655532043097288,7.211849430599321,0.01915129725294943,0.01915129725294943,0,0,0.01915129725294943,0,1.275591119500394,1.275591119500394,0,0
45,b,66.60599032287195,70.6915559794446,0.6933034373659253,1.061339312526815,2.566415135321584,0.1676470864713622,0.002516997129818121,7.211849430599321,0.01815220431749894,0.01815220431749894,0,0,0.01815220431749894,0,1.283207567660792,1.283207567660792,0,0
46,b,70.6915559794446,75.02772742467458,0.6933034373659253,1.061339312526815,2.581738985995534,0.168648093238994,0.00238568936420119,7.211849430599321,0.01720523248280121,0.01720523248280121,0,0,0.01720523248280121,0,1.290869492997766,1.290869492997766,0,0
47,b,75.02772742467458,79.62987664535338,0.6933034373659253,1.061339312526815,2.597154334103489,0.169655076934528,0.002261231717365507,7.211849430599321,0.01630766267333555,0.01630766267333555,0,0,0.01630766267333555,0,1.298577167051744,1.298577167051744,0,0
48,b,79.62987664535338,84.51431853537443,0.6933034373659253,1.061339312526815,2.612661725968996,0.1706680732457021,0.002143266829431426,7.211849430599321,0.01545691766345744,0.01545691766345744,0,0,0.01545691766345744,0,1.306330862984498,1.306330862984498,0,0
49,b,84.51431853537443,89.69836873300655,0.6933034373659253,1.061339312526815,2.628261711177652,0.1716871180733426,0.00203145598341991,7.211849430599321,0.01465055467731446,0.01465055467731446,0,0,0.01465055467731446,0,1.314130855588826,1.314130855588826,0,0
50,b,89.69836873300655,95.20040500586592,0.6933034373659253,1.061339312526815,2.643954842596586,0.1727122475326367,0.001925478132681841,7.211849430599321,0.01388625837481298,0.01388625837481298,0,0,0.01388625837481298,0,1.321977421298293,1.321977421298293,0,0
51,b,95.20040500586592,101.0399324012001,0.6933034373659253,1.061339312526815,2.659741676394049,0.1737434979544125,0.001825028979064816,7.211849430599321,0.01316183420349586,0.01316183420349586,0,0,0.01316183420349586,0,1.329870838197024,1.329870838197024,0,0
52,b,101.0399324012001,107.2376523924455,0.6933034373659253,1.061339312526815,2.675622772059124,0.1747809058864263,0.001729820099170517,7.211849430599321,0.01247520209724215,0.01247520209724215,0,0,0.01247520209724215,0,1.337811386029562,1.337811386029562,0,0
