t,Y_US,Y_endpoint,late_start,NFA,CA,VA,RES,CA_row_equity,CA_us_equity_liability,CA_bond,VA_row_equity_asset,VA_us_equity_liability,cum_CA,cum_VA,cum_RES,cum_CA_row_equity,cum_CA_us_equity_liability,cum_CA_bond,cum_VA_row_equity_asset,cum_VA_us_equity_liability,ahp_rebased_NFA_change_current_Y,ahp_cum_CA_current_Y,ahp_cum_VA_current_Y,ahp_cum_RES_current_Y,dNFA_over_current_Y,CA_over_current_Y,VA_over_current_Y,RES_over_current_Y,periodnorm_cum_dNFA,periodnorm_cum_CA,periodnorm_cum_VA,periodnorm_cum_RES,late_NFA_change_endpoint_Y,late_cum_CA_endpoint_Y,late_cum_VA_endpoint_Y,late_cum_RES_endpoint_Y,late_cum_CA_row_equity_endpoint_Y,late_cum_CA_us_equity_liability_endpoint_Y,late_cum_CA_bond_endpoint_Y,late_cum_VA_row_equity_asset_endpoint_Y,late_cum_VA_us_equity_liability_endpoint_Y
21.0,7.808596241873105,41.710772390285946,17.0,-1.2587171266266186,-0.02977296584598607,-0.07249810087470925,3.469446951953614e-16,0.23113725240351643,-0.23364320342634448,-0.02726701482315802,0.0028711492119835626,-0.0753692500866928,-0.3667892439750773,-0.8310936655176897,1.214306433183765e-16,1.8394782125316138,-1.9893718975077486,-0.21689555899894264,-0.014918288008589829,-0.8161753775091,-0.15340566631799904,-0.046972494493721303,-0.10643317182427775,1.5550892831058715e-17,-0.013097240983247773,-0.003812844834559433,-0.009284396148688383,4.4431122374453474e-17,-0.32603720888051585,-0.09868134878452217,-0.22735586009599376,2.660090409100456e-17,-0.009040083879430309,-0.0027617977212214717,-0.006278286158208842,4.491648671773992e-18,0.01858334051679863,-0.01909398754285576,-0.0022511506951643453,0.00019785191519212773,-0.00647613807340097
22.0,8.687111856153445,41.710772390285946,17.0,-1.3660557463031742,-0.0294621955078212,-0.07787642416873444,8.326672684688674e-17,0.26206042968508514,-0.2612767000982155,-0.030245925094690818,0.003549846065314623,-0.08142627023404907,-0.3962514394828985,-0.9089700896864241,2.0469737016526324e-16,2.101538642216699,-2.2506485976059643,-0.24714148409363346,-0.011368441943275206,-0.897601647743149,-0.15024803994491903,-0.04561371443631372,-0.10463432550860532,2.3563339986265692e-17,-0.012356076617169736,-0.0033914833831628277,-0.008964593234006918,9.58508745204028e-18,-0.3383932854976856,-0.102072832167685,-0.23632045333000068,3.618599154304484e-17,-0.011613486708612963,-0.0034681427208331952,-0.008145343987779776,6.487936970340211e-18,0.02486614025095356,-0.025357997656441294,-0.002976285315345457,0.00028295813264834894,-0.008428302120428124
23.0,9.686363052280225,41.710772390285946,17.0,-1.4780629383896975,-0.028274335576036147,-0.0837328565104868,-3.7470027081099033e-16,0.29743924941858074,-0.29216878919135997,-0.03354479580325692,0.004339204490040234,-0.08807206100052703,-0.42452577505893463,-0.9927029461969109,-1.700029006457271e-16,2.3989778916352797,-2.5428173867973243,-0.2806862798968904,-0.007029237453234972,-0.985673708743676,-0.1463117491680453,-0.04382715914813856,-0.1024845900199067,-1.7550746315017322e-17,-0.011563389838062718,-0.0029189836704892253,-0.008644406167573454,-3.868327759228308e-17,-0.3499566753357483,-0.10499181583817421,-0.24496485949757413,-2.497286049238239e-18,-0.014298816796449187,-0.0041460092276308725,-0.010152807568818313,-2.4953603732077732e-18,0.03199713381385031,-0.03236263392779942,-0.003780509113681764,0.0003869889199336689,-0.010539796488751982
24.0,10.824179150398166,41.710772390285946,17.0,-1.5941205877520366,-0.02594163513032921,-0.09011601423201021,3.3306690738754696e-16,0.3379657189373507,-0.32670520561238575,-0.03720214845529418,0.005261770832354947,-0.09537778506436516,-0.45046741018926384,-1.0828189604289211,1.6306400674181987e-16,2.7369436105726304,-2.86952259240971,-0.31788842835218456,-0.001767466620880025,-1.081051493808041,-0.14165382421278414,-0.04161677333035397,-0.10003705088243017,1.5064791932589325e-17,-0.010722073955886985,-0.0023966376359702943,-0.008325436319916722,3.0770638841033514e-17,-0.3606787492916353,-0.10738845347414451,-0.25329029581749085,2.8273352791795275e-17,-0.017081255066265736,-0.0047679501230809595,-0.012313304943184783,5.489792821057101e-18,0.04009973416310828,-0.040195267726939335,-0.004672416559249907,0.0005131378865152699,-0.012826442829700052
25.0,12.12123192631326,41.710772390285946,17.0,-1.7133352760027467,-0.022134694786481668,-0.09707999346422852,5.551115123125783e-17,0.3844455830615165,-0.36531917459841334,-0.04126110324958482,0.006344509266487727,-0.10342450273071625,-0.4726021049757455,-1.1798989538931497,2.185751579730777e-16,3.1213891936341467,-3.2348417670081235,-0.3591495316017694,0.004577042645607702,-1.1844759965387575,-0.13633111460243402,-0.0389896099545626,-0.09734150464787142,1.8032421069230258e-17,-0.00983519571075231,-0.0018261093361666297,-0.008009086374585684,4.579662493772764e-18,-0.3705139450023876,-0.10921456281031114,-0.26129938219207655,3.2853015285568036e-17,-0.01993938214996544,-0.005298621062937174,-0.014640761087028272,6.820651686767914e-18,0.04931667168381097,-0.048953656835156685,-0.005661635911591466,0.0006652450977441203,-0.015306006184772394
26.0,13.60151440191799,41.710772390285946,17.0,-1.8344694790391856,-0.01644927500848592,-0.10468492802795223,-6.938893903907228e-16,0.4378181142819518,-0.40849740841298404,-0.04576998087745365,0.007619784874402568,-0.1123047129023548,-0.4890513799842314,-1.284583881921102,-4.753142324176451e-16,3.5592073079160986,-3.6433391754211075,-0.40491951247922303,0.01219682752001027,-1.2967807094411123,-0.13039983706926256,-0.035955656519782005,-0.0944441805494805,-3.494568460337179e-17,-0.008905934990544682,-0.0012093708481583755,-0.007696564142386255,-5.10155979611267e-17,-0.3794198799929323,-0.11042393365846952,-0.2689959463344628,-1.8162582675558664e-17,-0.022843528875012658,-0.005692986212893419,-0.01715054266211923,-9.815084134617241e-18,0.05981319546393439,-0.05874722777627211,-0.006758953900555705,0.0008479265595761995,-0.01799846922169543
27.0,15.292905011758954,41.710772390285946,17.0,-1.9558577807371398,-0.008390496671796699,-0.11299780502615812,5.967448757360216e-16,0.49917954419043864,-0.4567869835599504,-0.05078305730228494,0.009126529786364499,-0.12212433481252262,-0.4974418766560281,-1.3975816869472601,1.214306433183765e-16,4.058386852106537,-4.100126158981058,-0.45570256978150797,0.021323357306374767,-1.418905044253635,-0.12391521180221644,-0.03252762482167628,-0.09138758698054017,7.940325479364881e-18,-0.007937556769274174,-0.0005486528991937839,-0.007388903870080429,3.90210280700217e-17,-0.38735743676220646,-0.1109725865576633,-0.27638485020454323,2.0858445394463034e-17,-0.025753767519411976,-0.005894145198713369,-0.01985962232069861,4.491648671773992e-18,0.07178083632945557,-0.06969852302647303,-0.00797645850169591,0.0010667316610729531,-0.02092635398177156
28.0,17.227833194954396,41.710772390285946,17.0,-2.0753045754832167,0.0026463520912242133,-0.12209314683730041,-6.938893903907228e-16,0.5698107975456308,-0.5108030955368923,-0.05636134991751429,0.010911701819845274,-0.13300484865714568,-0.4947955245648039,-1.5196748337845605,-5.724587470723463e-16,4.628197649652168,-4.61092925451795,-0.5120639196990222,0.032235059126220045,-1.5519098929107806,-0.1169311506300951,-0.028720705556269096,-0.08821044507382597,-3.3228714290082935e-17,-0.006933361461908041,0.00015360910807978243,-0.007086970569987783,-4.027722944252477e-17,-0.3942907982241145,-0.11081897744958352,-0.28347182077453104,-1.9418784048061738e-17,-0.028617459268594134,-0.005830699907735239,-0.02278675936085888,-1.2144087149611164e-17,0.08544183479320817,-0.08194483414143704,-0.009327700559506383,0.001328335587218097,-0.02411509494807698
29.0,19.444065544094776,41.710772390285946,17.0,-2.1899596114357234,0.017398881734616678,-0.13205391768712452,1.1379786002407855e-15,0.6512103961262515,-0.571237940829764,-0.06257357356187088,0.013032042709802677,-0.1450859603969272,-0.47739664283018723,-1.651728751471685,5.655198531684391e-16,5.279408045778419,-5.182167195347715,-0.5746374932608931,0.04526710183602272,-1.6969958533077079,-0.10950001117171165,-0.024552305779239367,-0.08494770539247232,2.9084444911274703e-17,-0.00589665961022888,0.0008948170687431556,-0.006791476678972094,5.852575417728897e-17,-0.4001874578343434,-0.10992416038084037,-0.29026329745350316,3.9106970129227236e-17,-0.0313662704121444,-0.005413568295502887,-0.025952702116641527,1.513851959746049e-17,0.10105435786117975,-0.09564004782591917,-0.010827878330763471,0.0016407738846407006,-0.02759347600128223
30.0,21.98563550342,41.710772390285946,17.0,-2.296166550094547,0.03676548299337623,-0.14297242165219945,-5.828670879282072e-16,0.7451335199541762,-0.6388708261820056,-0.06949721077879434,0.015556247411925317,-0.15852866906412477,-0.440631159836811,-1.7947011731238844,-1.734723475976807e-17,6.024541565732596,-5.82103802152972,-0.6441347040396874,0.060823349247948036,-1.8555245223718326,-0.10167240026393488,-0.02004177499296157,-0.0816306252709733,-7.89025850859285e-19,-0.004830742265435205,0.0016722501829732025,-0.006502992448408381,-2.6511268588871978e-17,-0.4050182000997786,-0.10825191019786716,-0.29676628990191156,1.2595701540355258e-17,-0.03391254161673994,-0.004532129739310181,-0.02938041187742976,1.1645015074969609e-18,0.11891865231686599,-0.11095673436924468,-0.012494047686931511,0.0020137290355634924,-0.03139414091299325
31.0,24.903944191493935,41.710772390285946,17.0,-2.3892787617498366,0.06183902983202949,-0.15495124148731826,-6.106226635438361e-16,0.8536384454009524,-0.7145796828708847,-0.07721973269803817,0.018567630124995113,-0.17351887161231339,-0.3787921300047815,-1.9496524146112026,-6.279698983036042e-16,6.878180011133549,-6.535617704400605,-0.7213544367377256,0.07939097937294315,-2.029043393984146,-0.09349701905496868,-0.015210126038354994,-0.07828689301661365,-2.521568043499272e-17,-0.0037388540120119732,0.0024831018475037748,-0.006221955859515724,-2.451911467711999e-17,-0.4087570541117906,-0.10576880835036338,-0.3029882457614273,-1.1923413136764733e-17,-0.0361448716916674,-0.0030495623762941165,-0.03309530931537327,-1.3474946015321976e-17,0.13938431134167362,-0.12808851213122407,-0.014345361586743684,0.0024588809486294646,-0.035554190264002736
32.0,28.259065493711542,41.710772390285946,17.0,-2.463435306930763,0.09394758729838204,-0.1681041324793099,1.3322676295501878e-15,0.9791418113798986,-0.7993542326922488,-0.08583999138926779,0.022167416964808607,-0.1902715494441185,-0.2848445427063995,-2.1177565470905124,7.042977312465837e-16,7.857321822513447,-7.3349719370928534,-0.8071944281269934,0.10155839633775175,-2.219314943428264,-0.08502054288849571,-0.010079758043300675,-0.07494078484519505,2.4922895323743464e-17,-0.0026241683468771634,0.0033245114676310897,-0.0059486798145083,4.714478721338665e-17,-0.41138122245866776,-0.1024442968827323,-0.3089369255759356,3.522137407662192e-17,-0.03792274682874343,-0.0007972044861232416,-0.03712554234262021,1.8465666761737522e-17,0.1628588661213864,-0.1472527276775756,-0.016403342929934037,0.002990336390340997,-0.0401158787329612
